B_Height_cms,B_Weight_lbs,B_avg_LEG_att,B_avg_SIG_STR_pct,gender,B_avg_CLINCH_att,B_age,R_Weight_lbs,B_win_by_Submission,B_avg_TOTAL_STR_att,R_avg_opp_HEAD_landed,R_avg_opp_CTRL_time(seconds),B_avg_opp_TOTAL_STR_landed,B_win_by_TKO_Doctor_Stoppage,R_avg_LEG_landed,B_avg_opp_CTRL_time(seconds),B_avg_LEG_landed,B_avg_HEAD_att,B_avg_TOTAL_STR_landed,B_avg_opp_GROUND_landed,B_Reach_cms
193.04,205.0,7.0,0.6681250000000001,1,9.0,31.0,205.0,0.0,47.5,41.817208766937256,230.50231075286865,33.9375,0.0,9.540050983428957,84.5625,5.625,24.1875,30.25,3.8125,208.28
190.5,185.0,8.5,0.3874999999999999,1,16.25,29.0,185.0,0.0,215.75,3.8125,48.4609375,57.25,0.0,0.6484375,222.75,6.0,129.75,118.5,3.75,190.5
182.88,185.0,2.171875,0.4,1,6.0,27.0,170.0,0.0,92.0,17.0,0.0,23.75,0.0,2.0,356.0,1.75,79.7890625,50.5986328125,13.65625,195.58
190.5,170.0,6.4609375,0.51578125,1,12.328125,30.0,170.0,2.0,76.30078125,80.7283935546875,90.2999267578125,48.25,0.0,34.336669921875,189.22265625,5.22265625,48.546875,44.03515625,3.55078125,198.12
157.48000000000002,115.0,0.0,0.61,0,4.0,27.0,115.0,1.0,68.0,24.0,401.0,12.0,0.0,9.0,74.0,0.0,21.0,52.0,1.0,162.56
182.88,205.0,14.75,0.57,1,8.125,25.0,205.0,0.0,129.875,30.1875,214.65625,36.265625,0.0,9.71875,101.0,13.125,71.0,54.546875,1.0,187.96
182.88,170.0,1.875,0.6025,1,2.125,31.0,170.0,2.0,17.0,6.484375,64.40625,30.75,0.0,3.1875,135.75,1.875,10.875,9.0,2.25,187.96
177.8,145.0,2.25,0.48,1,9.375,28.0,170.0,0.0,107.25,18.0,160.0,83.0,0.0,10.736328125,311.5,1.75,82.51611328125,40.015625,0.5,187.96
193.04,264.0,2.125,0.4287499999999999,1,4.5,34.0,265.0,0.0,24.5,33.4375,87.21875,34.875,0.0,3.875,127.625,1.125,13.25,14.75,13.75,208.28
170.18,145.0,6.5,0.565,1,5.5,27.0,145.0,0.0,109.0,22.5,75.0,57.25,0.0,3.0,131.0,5.0,73.75,59.25,11.25,180.34
190.5,205.0,3.0,0.35,1,1.0,26.0,205.0,0.0,64.125,13.0,194.0,62.828125,0.0,14.0,0.0,3.0,34.90625,36.0,2.0,193.04
177.8,170.0,5.75,0.363125,1,13.375,27.0,170.0,0.0,199.25,30.5,74.5,59.875,0.0,15.0,194.4375,5.5625,150.25,88.75,2.375,187.96
177.8,185.0,0.0,0.35,1,5.0,29.0,185.0,0.0,33.0,17.5,274.5,13.0,0.0,6.5,2.0,0.0,27.0,15.0,1.0,185.42
193.04,260.0,1.0,0.24,1,10.5,26.0,185.0,1.0,47.25,12.0,102.0,24.5,0.0,0.0,129.5,1.0,29.5,27.0,0.75,193.04
190.5,185.0,2.25,0.50625,1,2.375,28.0,185.0,0.0,80.25,14.0,283.0,26.5,0.0,2.0,39.0,1.75,57.4375,41.125,1.0,185.42
175.26,170.0,0.0,0.43,1,0.0,28.0,170.0,0.0,23.0,43.5,51.0,4.0,0.0,20.0,0.0,0.0,22.0,10.0,0.0,182.88
172.72,135.0,0.0,0.44,1,0.0,29.0,135.0,0.0,12.0,113.0,112.0,0.0,0.0,3.0,0.0,0.0,8.0,5.0,0.0,175.26
193.04,250.0,0.625,0.6656249999999999,1,0.6875,31.0,265.0,1.0,19.6875,22.23291015625,85.203125,5.875,1.0,5.0400390625,33.125,0.5625,15.875,10.75,0.0,210.82
170.18,145.0,1.875,0.4599999999999999,1,7.25,23.0,155.0,1.0,89.625,10.875,42.5,78.25,0.0,1.75,289.125,1.125,24.625,68.375,6.875,177.8
180.34,235.0,21.8125,0.4493749999999999,1,1.25,31.0,240.0,0.0,78.0,6.027587890625,87.79150390625,84.0,0.0,19.337646484375,202.875,19.125,47.1875,39.9375,1.0,187.96
187.96,250.0,3.921875,0.40869140625,1,3.3125,38.0,205.0,5.0,145.798828125,0.125,0.0,35.876953125,1.0,0.0,0.0,2.921875,55.083984375,99.630859375,4.7529296875,193.04
172.72,145.0,0.0,0.5,1,1.0,24.0,145.0,0.0,8.0,5.10113525390625,8.70416259765625,8.0,0.0,0.44781494140625,0.0,0.0,4.0,5.0,0.0,175.26
187.96,185.0,5.0,0.31,1,7.0,29.0,170.0,0.0,158.0,28.3109130859375,44.6805419921875,27.0,0.0,0.5509033203125,227.0,2.0,94.0,81.0,1.0,193.04
185.42,155.0,20.18773241713643,0.4588727977592498,1,8.941529471427202,36.0,155.0,6.0,236.8081482583657,39.40997314453125,123.5255126953125,68.47012843936682,0.0,22.1724853515625,16.654578179121017,19.46733170002699,192.8508134270087,97.71130446437746,0.1823788890615105,185.42
182.88,185.0,0.0,0.77,1,7.0,26.0,185.0,0.0,10.0,0.0,97.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,182.88
182.88,170.0,2.0,0.55,1,1.0,29.0,170.0,0.0,9.0,20.24002456665039,140.375,37.0,0.0,8.08056640625,21.0,2.0,5.0,5.0,9.0,190.5
162.56,115.0,37.25,0.51,0,6.5,30.0,115.0,1.0,171.75,44.34466552734375,19.0006103515625,28.0,0.0,11.49810791015625,45.75,22.25,76.75,95.5,1.5,160.02
170.18,135.0,1.75,0.55,1,8.75,26.0,135.0,0.0,87.841796875,49.0,413.0,23.09375,0.0,3.0,330.8125,1.5,60.46875,77.0,0.5,175.26
177.8,170.0,11.5,0.4575,1,9.5,38.0,170.0,0.0,87.25,13.5,348.5,48.75,0.0,1.0,246.25,10.75,45.5,50.0,6.25,177.8
177.8,170.0,2.03857421875,0.5149609374999999,1,4.9130859375,37.0,170.0,4.0,51.246337890625,9.65234375,73.3671875,33.45361328125,0.0,6.3515625,161.65625,1.88134765625,25.354248046875,32.234130859375,3.2978515625,177.8
177.8,155.0,2.0,0.22,1,0.0,26.0,155.0,0.0,18.0,22.69763946533203,38.11237335205078,4.0,0.0,16.580780029296875,17.0,2.0,12.0,4.0,0.0,190.5
185.42,240.0,2.03125,0.5341015625000001,1,1.3125,30.0,238.0,0.0,72.484375,7.96484375,17.3359375,7.1328125,0.0,0.765625,12.453125,1.65625,42.12109375,45.66015625,1.0625,195.58
170.18,145.0,1.1875,0.471875,1,1.75,28.0,145.0,3.0,26.375,12.625,65.875,20.9375,0.0,3.625,52.5,0.6875,16.3125,13.8125,1.25,175.26
172.72,135.0,5.625,0.44,0,10.5,27.0,135.0,0.0,92.25,34.5,240.5,44.0,0.0,10.5,258.5,4.75,71.0,43.962890625,5.0,170.18
195.58,250.0,1.0,0.64,1,8.0328369140625,25.0,260.0,0.0,130.0,7.20703125,3.71484375,39.19383704662323,0.0,0.22265625,243.1796875,0.5625,61.5,97.125,3.625,205.74
165.1,135.0,5.0,0.375,1,0.0,28.0,140.0,0.0,146.5,14.125,180.375,101.5,0.0,11.25,3.0,4.5,98.0,67.5,6.0,167.64
180.34,145.0,6.25,0.29,1,20.125,26.0,155.0,0.0,61.5,4.25,18.75,46.5601806640625,0.0,0.75,258.5,5.5,29.1845703125,37.84326171875,2.0,180.34
182.88,185.0,3.6710205078125,0.509598388671875,1,4.2918701171875,33.0,170.0,2.0,82.785400390625,13.5078125,20.5390625,42.0438232421875,0.0,4.6796875,174.669921875,3.373291015625,53.9954833984375,50.5986328125,2.1063232421875,187.96
167.64,135.0,9.0,0.34,1,1.0,29.0,135.0,0.0,50.0,29.0,46.0,20.0,0.0,0.0,8.0,7.0,37.0,18.0,3.0,167.64
193.04,185.0,0.0,0.64,1,15.8671875,28.0,185.0,0.0,114.75,15.65625,146.5,69.0625,0.0,0.875,23.0,0.0,101.2578125,59.26414108276367,3.0,198.12
187.96,185.0,0.0,0.25,1,0.0,27.0,205.0,1.0,11.0,17.25,425.625,19.0,0.0,7.75,60.0,0.0,3.0,7.5,4.5,185.42
180.34,170.0,25.75,0.4075,1,1.25,28.0,170.0,0.0,176.625,17.34375,258.625,56.875,0.0,4.59375,25.875,23.0,91.375,96.5,4.5,182.88
162.56,125.0,0.55126953125,0.33,0,0.0,20.0,135.0,0.0,85.08203887939453,13.5,47.0,46.37109375,0.0,3.0,331.0,0.5,61.421875,39.5,2.5,162.56
182.88,185.0,7.938810586929321,0.4975578093528747,1,7.059163808822632,38.0,185.0,3.0,67.98004961013794,29.096232891082764,71.95088958740234,35.8067262172699,0.0,0.0188980102539062,73.52279281616211,6.248775959014893,29.720694303512573,41.52265357971192,1.3009889125823977,187.96
193.04,205.0,18.5,0.51,1,5.0,26.0,205.0,0.0,248.0,15.8125,90.25,32.0,0.0,7.5,48.0,12.5,118.0,169.0,1.0,198.12
165.1,155.0,5.0,0.53,1,2.25,31.0,155.0,0.0,136.7109375,15.125,104.125,64.0,0.0,1.75,220.3125,3.8125,92.0,39.13145065307617,5.0,175.26
182.88,185.0,10.875,0.346875,1,4.6875,28.0,170.0,0.0,100.625,14.0,254.0,21.5625,0.0,7.0,37.4375,5.9375,71.4375,36.5,2.0,185.42
177.8,155.0,0.0,0.5,1,0.0,26.0,145.0,0.0,3.0,5.0,114.0,7.0,0.0,0.0,95.0,0.0,2.0,2.0,0.0,182.88
167.64,145.0,11.25,0.455,1,7.25,31.0,145.0,1.0,106.25,39.457763671875,219.90283203125,26.75,0.0,9.61083984375,56.0,9.5,62.75,62.5,0.0,167.64
175.26,125.0,14.0,0.48,0,6.0,27.0,125.0,0.0,59.25,35.5,213.75,65.9453125,0.0,17.0,45.0,8.8125,26.0,37.0,5.25,172.72
172.72,135.0,3.0,0.69,1,4.0,22.0,135.0,1.0,81.0,10.25,17.75,25.0,0.0,14.75,52.0,3.0,15.0,59.0,0.0,172.72
185.42,155.0,0.5,0.5549999999999999,1,0.5,29.0,155.0,1.0,40.5,7.5,209.5,34.0,0.0,4.0,206.5,0.5,32.5,23.5,5.5,190.5
180.34,155.0,10.0,0.3425,1,7.0,32.0,155.0,0.0,178.5,16.84375,137.375,56.0,0.0,2.890625,72.0,7.0,130.5,74.0,1.0,180.34
167.64,125.0,8.5,0.3931249999999999,0,4.1875,33.0,125.0,1.0,103.25,44.984375,106.58203125,57.3125,0.0,19.548828125,309.625,6.9375,56.375,57.25,5.5,175.26
193.04,240.0,1.5,0.81,1,19.0,31.0,205.0,0.0,34.5,27.91064453125,182.0,13.5,1.0,5.8406829833984375,109.0,1.5,18.0,30.0,3.0,208.28
180.34,170.0,3.75,0.3625,1,5.5,31.0,170.0,0.0,137.75,11.08056640625,44.06689453125,72.75,0.0,10.99365234375,609.25,2.75,68.25,80.0,18.75,187.96
187.96,185.0,2.125,0.43,1,6.125,29.0,170.0,1.0,101.75,21.15625,76.3828125,83.25,0.0,7.515625,134.25,2.125,85.75,51.1875,17.9375,185.42
190.5,185.0,2.0,0.585,1,9.5,24.0,185.0,0.0,80.0,19.125,116.0,17.0,0.0,8.6875,138.0,2.0,38.75,56.5,0.0,185.42
185.42,205.0,0.5,0.63,1,14.5,32.0,205.0,0.0,186.5,7.71875,155.125,84.0,0.0,0.875,114.0,0.5,88.0,132.5,1.5,190.5
170.18,140.0,19.1875,0.4859374999999999,1,4.5,29.0,135.0,1.0,209.03125,31.984375,26.09375,92.40625,0.0,13.0625,45.09375,17.5625,154.34375,99.875,1.28125,172.72
182.88,155.0,7.5,0.48,1,17.0,32.0,155.0,0.0,87.25,20.25,274.25,32.5,0.0,12.625,0.0,6.0,30.5,60.0,9.0,195.58
172.72,135.0,7.84375,0.39375,1,3.53125,24.0,135.0,2.0,63.59375,45.1669921875,218.23974609375,42.78125,0.0,4.490966796875,158.53125,6.34375,40.5,29.75,6.96875,177.8
182.88,170.0,0.0,0.27,1,1.0,26.0,170.0,0.0,22.0,28.0,66.0,18.0,0.0,21.0,3.0,0.0,21.0,6.0,0.0,180.34
185.42,185.0,0.5,0.54,1,1.5,30.0,185.0,0.0,18.0,19.03125,108.40625,10.5,0.0,5.6875,109.5,0.5,11.5,10.0,1.5,193.04
185.42,145.0,2.875,0.5425,1,9.375,29.0,145.0,0.0,82.625,16.0,91.0,65.625,0.0,1.5,340.125,2.625,46.75,52.375,14.125,187.96
175.26,155.0,11.0,0.47,1,7.25,26.0,170.0,0.0,100.25,23.328125,573.796875,53.25,0.0,2.28125,23.0,10.0,59.75,57.25,1.75,177.8
162.56,125.0,5.25,0.415625,1,8.6875,36.0,125.0,1.0,125.3125,33.40625,226.03125,38.375,0.0,2.96875,327.3125,4.1875,85.0625,67.0625,3.9375,162.56
160.02,115.0,10.0,0.51,0,4.0,22.0,125.0,0.0,88.0,50.0,385.0,55.0,0.0,11.5,258.0,10.0,46.0,50.0,13.0,162.56
182.88,170.0,8.986328125,0.3977783203125,1,19.71435546875,32.0,170.0,3.0,200.01611328125,4.3125,144.1875,66.75341796875,0.0,2.125,178.197265625,5.53955078125,87.83251953125,121.626953125,3.4609375,187.96
185.42,185.0,3.302734375,0.53296875,1,9.080078125,32.0,185.0,4.0,44.029296875,8.4375,34.0,46.53515625,0.0,4.125,322.859375,2.947265625,24.89453125,26.26171875,5.45703125,187.96
167.64,155.0,1.25,0.7375,1,1.75,29.0,170.0,1.0,105.25,1.859375,18.8125,22.5,1.0,1.0,4.0,1.25,14.0,97.75,0.0,170.18
160.02,115.0,9.0,0.6000000000000001,0,7.25,29.0,115.0,0.0,95.5,57.0,38.0,52.0,0.0,19.0,0.0,7.0,45.5,57.0,13.0,157.48
185.42,185.0,13.75,0.605,1,10.25,29.0,170.0,0.0,83.25,39.9375,45.625,16.25,0.0,11.65625,46.5,9.0,44.25,53.25,0.25,195.58
187.96,170.0,4.04296875,0.5426953125,1,16.376953125,32.0,170.0,3.0,152.787109375,26.14427947998047,116.6046905517578,64.029296875,0.0,10.889251708984377,275.224609375,4.03515625,78.2578125,93.384765625,3.65234375,195.58
167.64,125.0,2.0,0.4175,1,7.25,28.0,125.0,1.0,49.0,20.25,500.625,28.5,0.0,3.375,101.75,1.75,34.0,25.0,4.25,170.18
182.88,185.0,1.75,0.4449999999999999,1,3.5,33.0,185.0,1.0,91.0,8.5,291.5,11.5,0.0,17.5,2.0,1.0,48.25,66.25,0.5,182.88
182.88,185.0,12.0,0.43,1,3.0,26.0,185.0,0.0,161.0,11.75,254.0,56.0,0.0,6.75,46.0,9.0,111.0,78.0,0.0,187.96
187.96,200.0,8.25,0.29,1,7.03125,26.0,215.0,0.0,79.4375,33.578125,162.0,51.30859375,0.0,4.5625,333.625,4.25,38.875,54.2568359375,8.0625,193.04
190.5,205.0,10.5,0.63,1,7.5,28.0,250.0,0.0,43.75,14.0,0.0,61.09375,0.0,0.0,0.0,8.701171875,20.0,30.09796142578125,7.0,193.04
185.42,185.0,11.0,0.7150000000000001,1,19.0,33.0,185.0,1.0,108.5,29.3828125,43.4375,19.5,0.0,4.7890625,52.5,11.0,22.0,92.5,0.5,190.5
160.02,125.0,5.25,0.72,1,4.0,35.0,125.0,0.0,128.0,19.03125,389.0,57.5,0.0,9.75,402.5,2.0,54.84893798828125,82.75,5.0,165.1
177.8,155.0,3.5,0.56,1,23.0,33.0,155.0,0.0,119.5,37.5,93.5,52.0,0.0,5.25,144.75,2.25,91.0,75.5,7.77734375,182.88
187.96,205.0,1.0,0.33,1,5.0,33.0,185.0,0.0,32.0,41.0,33.0,41.0,0.0,26.0,156.0,1.0,9.0,17.0,13.0,190.5
165.1,135.0,4.0,0.21,1,13.0,31.0,145.0,0.0,106.0,20.609375,302.0625,93.0,0.0,6.75,188.0,2.0,64.0,50.0,9.0,175.26
177.8,155.0,1.0,0.33,1,0.0,25.0,155.0,0.0,3.0,9.625,41.5,9.0,0.0,4.5,2.0,0.0,2.0,1.0,1.0,182.88
180.34,230.0,1.5,0.54,1,10.0,31.0,265.0,0.0,34.0,5.28125,0.0,6.5,0.0,0.0,0.0,0.5,18.0,20.0,0.0,195.58
203.2,265.0,3.0,0.425,1,14.75,28.0,264.0,0.0,82.0,2.65625,38.65625,12.5,0.0,1.75,0.0,2.75,69.25,47.5,0.0,203.2
170.18,135.0,16.5,0.385,1,1.5,32.0,135.0,0.0,72.0,0.0,0.0,39.0,0.0,3.0,88.5,10.5,43.5,27.0,7.0,172.72
180.34,170.0,0.0,0.75,1,0.0,28.0,170.0,0.0,4.0,3.86328125,42.361328125,0.0,0.0,4.64453125,0.0,0.0,4.0,3.0,0.0,185.42
170.18,145.0,1.0,0.61,1,22.0,25.0,145.0,0.0,216.0,24.0,42.0,185.0,0.0,2.0,0.0,1.0,113.0,138.0,0.0,175.26
177.8,170.0,1.0,0.4,1,0.0,33.0,170.0,0.0,5.0,25.0,84.0,18.0,0.0,0.0,11.0,1.0,2.0,2.0,15.0,177.8
187.96,205.0,0.125,0.59625,1,8.0,29.0,185.0,0.0,31.875,6.375,6.625,16.5,0.0,3.0625,21.25,0.125,28.125,17.5,0.0,190.5
172.72,135.0,2.0,0.2,1,9.5,24.0,135.0,0.0,98.4140625,29.75,45.0,30.653244018554688,0.0,3.0,53.5,2.0,75.205078125,46.25,3.0,175.26
165.1,115.0,31.75,0.3925,0,13.375,30.0,115.0,0.0,271.375,62.201171875,70.068359375,83.375,0.0,10.84765625,85.375,20.75,214.125,112.125,1.625,160.02
177.8,155.0,0.0,0.0,1,0.0,29.0,155.0,0.0,1.0,32.3125,138.625,6.0,0.0,3.625,10.0,0.0,1.0,0.0,4.0,182.88
185.42,205.0,0.0,0.0,1,0.0,34.0,205.0,0.0,10.0,7.125,314.5,7.0,0.0,4.5,94.0,0.0,3.0,6.0,0.0,185.42
177.8,155.0,19.734375,0.440546875,1,16.5390625,31.0,170.0,1.0,187.34375,21.265625,335.5703125,88.6796875,0.0,1.484375,42.6171875,16.171875,129.3046875,87.3671875,5.7578125,180.34
187.96,205.0,2.0,0.23,1,1.375,35.0,205.0,0.0,83.5,29.27146708965301,196.8084292411804,58.0,0.0,1.7090497016906738,277.375,2.0,64.625,24.875,13.5,190.5
190.5,205.0,1.0,0.63,1,16.0,29.0,205.0,1.0,75.0,3.0,0.0,23.0,0.0,3.0,201.0,1.0,37.0,57.0,0.0,193.04
165.1,135.0,12.5,0.48,1,9.0,30.0,135.0,0.0,57.5,19.23828125,168.5,18.7734375,0.0,5.31640625,21.125,9.8125,33.609375,33.0,2.0,175.26
193.04,265.0,12.53125,0.7484375,1,4.546875,35.0,238.0,0.0,66.53125,70.622802734375,405.27099609375,16.78125,0.0,0.7978515625,20.5,11.28125,25.21875,51.078125,0.703125,203.2
182.88,170.0,4.5,0.655,1,6.5,31.0,170.0,0.0,81.0,1.0,160.75,29.0,0.0,5.0,113.5,3.0,32.5,61.0,0.0,185.42
187.96,245.0,2.5,0.64,1,12.0,31.0,221.0,0.0,61.078125,8.125,110.5,76.8125,0.0,4.1875,721.0,1.59375,42.5,31.9375,5.5,195.58
180.34,170.0,21.0,0.43,1,0.0,30.0,170.0,0.0,92.0,29.0,74.375,34.0,0.0,2.0,4.0,16.0,59.0,41.0,5.0,182.88
180.34,145.0,4.25,0.333125,1,4.1875,25.0,145.0,0.0,56.0,17.75,346.75,17.5625,0.0,9.75,48.5,2.4375,38.8125,23.8125,2.0625,187.96
190.5,205.0,7.9169921875,0.4910156249999999,1,4.83544921875,28.0,205.0,4.0,95.84521484375,10.875,11.625,50.1376953125,0.0,0.875,221.9736328125,7.13330078125,45.916015625,60.76513671875,6.9013671875,195.58
170.18,135.0,12.0,0.52,1,13.0,24.0,145.0,0.0,169.0,39.0,279.0,100.0,0.0,2.0,205.0,12.0,134.0,89.0,0.0,175.26
180.34,170.0,8.0,0.59,1,11.0,23.0,170.0,0.0,153.0,5.75,201.25,96.0,0.0,2.25,417.0,7.0,42.0,116.0,17.0,182.88
187.96,230.0,1.55078125,0.4706640625,1,18.623046875,40.0,242.0,1.0,77.380859375,18.85409164428711,35.4010124206543,71.57421875,1.0,3.2012596130371094,269.533203125,1.103515625,47.3828125,45.48046875,12.806640625,185.42
187.96,205.0,5.625,0.560625,1,7.4375,34.0,205.0,0.0,121.96875,30.96875,210.515625,20.375,0.0,0.015625,8.40625,4.59375,63.65625,78.96875,5.78125,193.04
172.72,145.0,20.0,0.44,1,0.0,33.0,145.0,0.0,113.0,13.78125,41.828125,59.0,0.0,2.5,63.0,18.0,81.0,52.0,0.0,170.18
182.88,170.0,5.75,0.5075000000000001,1,6.0,24.0,170.0,0.0,79.0,17.403564453125,149.5166015625,26.0,0.0,3.315673828125,39.0,5.75,55.0,44.5,3.25,185.42
167.64,125.0,12.2454833984375,0.4864837646484375,1,9.36083984375,32.0,135.0,1.0,127.49371337890624,20.09765625,18.96875,28.61126708984375,0.0,5.1328125,4.56561279296875,6.77911376953125,82.0113525390625,66.8038330078125,0.8763427734375,170.18
180.34,170.0,20.33984375,0.3869140625,1,14.03125,30.0,155.0,2.0,253.70703125,40.11114084720612,161.16586983203888,61.69921875,0.0,14.871591687202454,18.7734375,16.33984375,176.35546875,109.41015625,1.18359375,182.88
177.8,155.0,8.0,0.43,1,11.61918318271637,18.0,155.0,0.0,107.505859375,14.75,176.625,43.5,0.0,4.625,116.1875,5.0,58.25,58.75,0.7295155562460423,177.79999999999998
190.5,185.0,4.0,0.64,1,8.0,30.0,185.0,1.0,117.0,29.125,98.40625,24.0,0.0,10.5625,230.0,4.0,43.0,97.0,0.0,190.5
190.5,245.0,6.580322265625,0.7,1,16.0,27.0,250.0,0.0,77.90625,17.5,104.75,36.0,0.0,2.25,227.0,1.0,48.0,65.5,1.5,198.12
180.34,145.0,2.75,0.455,1,4.0,29.0,155.0,0.0,110.25,24.57220458984375,156.4176025390625,73.25,0.0,3.9910888671875,95.0,2.75,42.75,76.25,3.5,185.42
177.8,155.0,10.75,0.415,1,7.0,25.0,155.0,0.0,97.8125,8.0,5.0,41.0,0.0,0.0,152.5,10.265625,60.0,53.75,1.359375,177.8
175.26,170.0,0.25,0.5025,1,7.5,33.0,185.0,0.0,47.25,4.0,87.625,13.75,0.0,3.875,72.125,0.25,25.875,33.125,5.0,180.34
172.72,145.0,20.171875,0.4134375,1,3.03125,31.0,135.0,0.0,169.796875,26.29888916015625,4.268402099609375,63.359375,0.0,10.15936279296875,185.859375,13.046875,123.1875,76.5,1.078125,177.8
172.72,135.0,11.0,0.518125,1,3.75,26.0,145.0,0.0,138.25,31.1015625,64.46875,58.25,0.0,12.3125,67.0625,8.5625,86.75,75.9375,0.5625,177.8
190.5,205.0,4.0,0.67,1,25.5,22.0,205.0,0.0,69.5,3.5,72.0,54.0,0.0,4.5,228.0,3.5,34.0,54.5,9.0,195.58
180.34,235.0,7.5260009765625,0.6805456542968751,1,15.6849365234375,41.0,240.0,4.0,193.933837890625,88.92807006835938,92.60107421875,79.2498779296875,0.0,8.101104736328125,59.6214599609375,6.50341796875,139.6982421875,140.1832275390625,1.4840087890625,182.88
185.42,185.0,1.125,0.3712499999999999,1,3.375,28.0,170.0,2.0,47.0,2.40625,49.875,75.625,0.0,0.125,451.25,0.625,15.125,35.75,15.125,187.96
172.72,155.0,16.5,0.415,1,9.75,21.0,155.0,0.0,102.3125,9.125,182.0,40.5,0.0,3.1875,60.0,7.75,55.23294925689697,48.0,1.0,180.34
193.04,265.0,1.5,0.685,1,26.75,33.0,264.0,0.0,65.5,20.68554162979126,167.64315271377563,19.5,0.0,2.805492401123047,1.0,1.5,35.5,46.25,1.25,203.2
177.8,215.0,1.0,0.43,1,0.0,26.0,265.0,1.0,41.5,2.0,0.0,25.5,0.0,0.0,0.0,0.0,23.5,18.0,0.0,177.8
180.34,155.0,9.90625,0.353125,1,6.28125,32.0,155.0,1.0,131.90625,17.0,372.0,53.8125,0.0,0.5,78.0,8.21875,98.53125,49.125,3.875,185.42
167.64,125.0,19.25,0.495,1,1.0,29.0,125.0,0.0,60.8125,13.875,167.375,19.109375,0.0,3.5,36.0,13.3787841796875,37.0,62.0,0.14111328125,175.26
187.96,185.0,13.71875,0.4578125,1,9.125,25.0,185.0,1.0,98.4375,18.765625,4.5546875,37.375,1.0,3.84375,122.4375,12.03125,60.0625,50.625,2.6875,190.5
162.56,125.0,12.872299194335938,0.4097218322753906,1,3.765182495117188,34.0,125.0,1.0,108.50775146484376,11.119384765625,25.575439453125,67.81938171386719,0.0,1.8330078125,96.49699401855467,8.172470092773438,61.941741943359375,48.72657775878906,3.661224365234375,165.1
170.18,135.0,11.5,0.46,1,2.625,25.0,155.0,0.0,99.75,19.21790313720703,60.171905517578125,59.75,0.0,2.8463134765625,58.125,10.875,64.75,45.75,2.0,175.26
175.26,155.0,7.098876953125,0.3654052734375,1,1.6015625,36.0,145.0,0.0,96.443115234375,29.3897705078125,138.03515625,53.52587890625,0.0,6.24761962890625,77.09521484375,5.780517578125,69.35107421875,39.634521484375,2.111328125,180.34
172.72,155.0,11.1171875,0.395078125,1,3.140625,30.0,155.0,0.0,107.3671875,21.25,78.5,35.9609375,1.0,7.5,74.640625,8.0078125,63.2109375,55.0234375,0.359375,185.42
185.42,185.0,5.5,0.5650000000000001,1,5.5,33.0,185.0,0.0,116.75,19.0,0.0,32.5,0.0,1.0,6.0,4.5,72.0,81.25,2.5,198.12
193.04,185.0,25.53125,0.4878125,1,3.4375,30.0,185.0,0.0,180.6875,46.455322265625,220.99462890625,61.40625,0.0,26.7216796875,74.125,21.78125,128.375,89.84375,0.125,203.2
177.8,155.0,6.0,0.44,1,17.0,25.0,170.0,0.0,149.0,9.5,261.25,53.0,0.0,5.5,549.0,5.0,63.0,98.0,17.0,182.88
160.02,115.0,10.8125,0.4125,0,39.359375,32.0,115.0,0.0,254.984375,54.378662109375,18.00244140625,82.59375,0.0,5.992431640625,103.546875,8.78125,193.671875,119.125,1.125,162.56
185.42,205.0,1.148193359375,0.5163134765625,1,5.6396484375,36.0,205.0,2.0,88.024169921875,29.28436279296875,19.15756225585937,23.85888671875,0.0,3.7177734375,106.227783203125,0.701904296875,17.307861328125,68.693603515625,5.299560546875,185.42
160.02,135.0,4.96484375,0.31,1,8.0,27.0,125.0,0.0,125.125,29.0,91.6875,66.5,0.0,0.25,90.1875,3.53125,54.306060791015625,54.3046875,5.0,167.64
170.18,135.0,3.0,0.21,1,1.0,24.0,135.0,2.0,32.25,20.484375,120.9375,20.25,0.0,4.033203125,151.75,1.5,24.0,10.75,3.25,180.34
187.96,170.0,13.0,0.405,1,19.75,26.0,170.0,0.0,217.0,25.0,706.375,46.75,0.0,5.8125,332.5,10.25,94.75,134.25,6.75,190.5
185.42,205.0,5.847747802734375,0.5818363189697265,1,19.548660278320312,46.0,240.0,2.0,70.25383377075195,32.5,76.0,44.34507369995117,1.0,2.0,94.43380737304688,5.324127197265625,43.10183334350586,49.60835266113281,7.938796997070312,190.5
180.34,170.0,0.0,0.055,1,0.5,29.0,170.0,0.0,65.5,18.0,86.0,30.5,0.0,3.0,306.0,0.0,10.0,54.0,17.0,172.72
190.5,205.0,3.5,0.425625,1,4.1875,31.0,205.0,1.0,65.3125,14.16845703125,56.879150390625,46.6875,0.0,8.380859375,329.25,2.0625,48.75,24.1875,4.5,203.2
185.42,170.0,0.0,0.55,1,18.0,28.0,170.0,1.0,117.0,10.375,295.625,98.0,0.0,1.125,9.0,0.0,49.0,81.0,2.0,200.66
175.26,135.0,0.0,0.395,1,7.5625,25.0,145.0,0.0,115.0,5.5,44.75,41.5,0.0,5.5,59.947021484375,0.0,61.6484375,72.0,2.5,182.88
182.88,265.0,0.0,0.4807421875,1,5.8984375,29.0,185.0,2.0,22.419921875,0.0,0.0,24.453125,0.0,0.0,0.0,0.0,15.7109375,12.333984375,1.9375,182.88
