B_Height_cms,B_Weight_lbs,B_avg_LEG_att,B_avg_SIG_STR_pct,gender,B_avg_CLINCH_att,B_age,R_Weight_lbs,B_win_by_Submission,B_avg_TOTAL_STR_att,R_avg_opp_HEAD_landed,R_avg_opp_CTRL_time(seconds),B_avg_opp_TOTAL_STR_landed,B_win_by_TKO_Doctor_Stoppage,R_avg_LEG_landed,B_avg_opp_CTRL_time(seconds),B_avg_LEG_landed,B_avg_HEAD_att,B_avg_TOTAL_STR_landed,B_avg_opp_GROUND_landed,B_Reach_cms
170.18,145.0,0.79296875,0.4095703125,1,3.375,26.0,170.0,3.0,34.359375,13.484375,100.693359375,30.9375,1.0,1.5,147.4140625,0.79296875,21.5859375,18.1015625,5.8203125,177.8
187.96,205.0,0.0625,0.4781249999999999,1,6.5,30.0,185.0,0.0,22.4375,15.625,70.375,34.75,0.0,6.5,56.625,0.0625,18.5625,11.75,0.5,190.5
187.96,185.0,9.2392578125,0.264931640625,1,8.388671875,34.0,205.0,0.0,80.51953125,13.25,15.75,32.5244140625,0.0,5.0,63.5693359375,7.9345703125,63.6767578125,29.2373046875,4.056640625,193.04
165.1,135.0,11.875,0.42921875,0,8.078125,33.0,135.0,0.0,143.15625,30.34375,98.59375,106.890625,0.0,26.59375,132.71875,9.09375,86.828125,70.375,16.0,162.56
175.26,155.0,7.868146896362305,0.5004898071289062,1,12.910924911499023,29.0,155.0,3.0,245.1925373077393,55.390625,12.828125,81.46102333068848,0.0,4.015625,71.28854560852051,7.076038360595703,210.0629749298096,126.44483947753906,3.14614486694336,182.88
187.96,205.0,7.0,0.18,1,3.0,25.0,205.0,0.0,171.0,62.0,154.0,81.0,0.0,1.0,81.0,5.0,95.0,71.0,1.0,200.66
180.34,170.0,11.046875,0.38171875,1,6.953125,30.0,170.0,0.0,190.9140625,13.375,146.375,57.7421875,0.0,7.25,32.3671875,9.5625,142.2734375,78.53125,2.78125,182.88
170.18,155.0,1.875,0.32,1,4.0,30.0,145.0,0.0,109.0,31.8125,228.5625,37.0,0.0,4.375,220.0,2.0,82.5810546875,65.625,6.0,185.42
185.42,241.0,13.23046875,0.423740234375,1,2.11328125,28.0,205.0,0.0,52.03515625,4.25,325.0,41.1650390625,0.0,1.75,80.546875,10.7099609375,34.685546875,22.3984375,3.7412109375,198.12
172.72,135.0,1.25,0.655,1,4.0,22.0,135.0,0.0,41.453125,11.0,64.5,32.75,0.0,1.5,360.0,1.21875,28.5,24.3125,4.46875,172.72
175.26,155.0,7.25,0.495,1,11.0,25.0,170.0,0.0,74.125,11.2890625,142.0,27.5,0.0,8.0,104.0,4.0,51.828125,51.5,2.0,177.8
190.5,205.0,19.0,0.57,1,17.0,27.0,205.0,0.0,135.0,15.3359375,171.515625,76.0,0.0,0.3828125,181.0,18.0,51.0,98.0,6.0,195.58
177.8,265.0,1.5,0.50375,1,1.0,38.0,265.0,0.0,59.375,15.70654296875,24.896484375,11.0,0.0,8.3115234375,49.875,1.5,36.125,38.375,2.625,182.88
198.12,255.0,3.1875,0.6734375,1,6.4375,31.0,265.0,1.0,22.0,10.5,0.0,13.890625,0.0,1.0,49.171875,2.984375,14.375,13.3125,1.0,200.66
193.04,242.0,6.375,0.78,1,7.0625,32.0,238.0,0.0,63.25,14.389151573181152,17.21199607849121,30.375,0.0,2.686710357666016,137.9375,5.375,46.375,32.25,6.375,198.12
154.94,135.0,3.0625,0.41,0,19.548660278320312,27.0,135.0,0.0,107.59765625,13.75,389.25,34.875,0.0,2.5,332.5,2.5,91.0,50.0,14.5,175.26
154.94,115.0,11.7509765625,0.450576171875,0,53.67578125,25.0,115.0,2.0,227.658203125,22.96875,21.15625,147.2998046875,0.0,0.875,18.009765625,9.9697265625,159.8515625,101.8212890625,1.2509765625,157.48
182.88,170.0,6.375,0.4225,1,7.0,22.0,170.0,0.0,85.0,16.5,76.75,35.0,0.0,9.5,80.0,5.5,53.96875,53.0,0.0,193.04
172.72,155.0,15.25,0.355,1,12.75,29.0,155.0,0.0,147.25,19.5966796875,130.366455078125,73.0,0.0,0.50048828125,76.0,10.75,89.75,68.5,5.25,180.34
182.88,170.0,1.0,0.3,1,4.0,34.0,170.0,0.0,40.0,14.5,13.75,9.0,0.0,0.5,79.0,1.0,11.0,25.0,1.0,185.42
195.58,205.0,30.0760498046875,0.4130487060546874,1,4.17437744140625,33.0,231.0,2.0,150.63818359375,60.36691284179688,149.76788330078125,60.6766357421875,0.0,9.650161743164062,75.99356079101562,22.29779052734375,93.68002319335938,70.01300048828125,6.016571044921875,200.66
190.5,205.0,3.0,0.36,1,7.0,26.0,205.0,0.0,49.0,3.75,69.75,23.0,0.0,0.75,9.0,3.0,40.0,18.0,0.0,198.12
172.72,135.0,6.375,0.455,1,4.125,24.0,135.0,1.0,75.375,47.662353515625,203.542236328125,78.125,0.0,6.816162109375,295.125,4.375,44.0,37.0,15.875,177.8
182.88,185.0,5.1875,0.36875,1,9.0,32.0,170.0,1.0,117.5625,23.34375,33.0,41.25,0.0,4.96875,24.3125,4.625,85.375,49.0,1.6875,190.5
190.5,205.0,9.03125,0.3690624999999999,1,1.9375,36.0,185.0,1.0,118.625,3.0,104.0,98.5625,0.0,2.0,485.75,7.3125,23.8125,91.34375,29.21875,195.58
182.88,170.0,3.4375,0.6043750000000001,1,3.625,23.0,155.0,1.0,81.875,80.84591770172119,299.66776180267334,35.9375,0.0,0.7465248107910156,57.8125,2.6875,54.625,55.6875,2.0,193.04
180.34,199.0,2.5625,0.3509375,1,0.875,24.0,205.0,4.0,26.34375,0.0,0.0,19.1875,0.0,0.0,0.0,1.8125,8.78125,18.34375,6.71875,193.04
165.1,125.0,7.25,0.63,1,0.9375,27.0,125.0,0.0,67.375,20.0,156.5,29.960777282714844,0.0,2.25,121.5,5.5211029052734375,28.0,47.5302734375,0.0,165.1
182.88,170.0,3.25,0.7125,1,12.75,32.0,170.0,0.0,108.0,10.0986328125,114.6953125,51.25,0.0,5.3154296875,52.0,3.25,35.0,87.25,2.25,190.5
180.34,155.0,1.0,0.41,1,4.125,27.0,155.0,0.0,172.0,26.0,122.375,49.484375,0.0,2.5,60.0,1.107421875,97.75,73.0,5.0,193.04
187.96,205.0,0.875,0.5465625000000001,1,2.125,27.0,205.0,0.0,20.84375,15.3984375,30.16796875,12.90625,0.0,1.875,44.09375,0.6875,11.21875,14.0,3.125,187.96
177.8,145.0,11.0,0.35,1,1.0,24.0,155.0,1.0,129.0,12.125,92.625,8.0,0.0,3.125,18.0,6.5,71.0,68.5,0.0,185.42
157.48000000000002,125.0,9.0,0.45,1,0.0,30.0,125.0,0.0,106.0,22.9375,40.4375,36.0,0.0,6.0,324.5,6.2607421875,69.5,78.5,2.375,162.56
190.5,205.0,4.5,0.61,1,7.5,25.0,205.0,1.0,33.5,10.46875,3.484375,19.5,0.0,1.0,3.0,2.5,14.0,24.5,0.0,200.66
187.96,170.0,3.0107421875,0.410673828125,1,12.34423828125,34.0,170.0,3.0,135.69677734375,8.984375,26.453125,68.25732421875,0.0,3.96875,205.80615234375,2.0087890625,72.564453125,67.84619140625,8.4130859375,195.58
180.34,170.0,26.0,0.35,1,9.5,26.0,170.0,0.0,180.5,37.5,129.69921875,53.5,0.0,11.69921875,6.5,18.5,140.5,65.0,1.5,180.34
170.18,145.0,11.5,0.3299999999999999,1,5.0,28.0,135.0,0.0,202.5,24.0,137.0,57.5,0.0,6.0,100.0,8.0,159.0,71.0,1.5,177.8
182.88,145.0,10.5,0.41,1,17.0,28.0,145.0,0.0,142.0,9.0,26.0,146.5,0.0,18.0,211.5,9.0,100.0,61.5,7.0,177.8
182.88,170.0,5.0,0.44,1,19.0,35.0,170.0,0.0,92.25,18.625,118.875,62.828125,0.0,5.75,191.75,4.5,66.984375,36.0,10.0,185.42
187.96,205.0,7.999603271484375,0.5659933471679688,1,25.80963134765625,34.0,205.0,0.0,140.656005859375,45.005859375,109.080078125,39.296722412109375,0.0,3.6796875,200.36624145507807,7.7578125,97.01504516601562,86.7637939453125,8.40240478515625,193.04
175.26,170.0,0.28125,0.2865625,1,4.59375,23.0,155.0,1.0,77.84375,12.173828125,178.11328125,29.65625,0.0,4.787109375,45.8125,0.28125,55.96875,31.90625,7.25,195.58
190.5,185.0,18.0,0.4125,1,22.0,29.0,185.0,0.0,139.5,11.6875,214.375,48.0,0.0,1.5625,27.5,13.75,65.25,77.5,0.0,200.66
175.26,155.0,1.686767578125,0.4506327819824218,1,5.0153656005859375,29.0,155.0,0.0,78.32815551757812,64.28125,23.0,19.40205383300781,1.0,22.75,84.68978881835938,1.3546905517578125,55.76945495605469,37.56227111816406,0.5041961669921875,180.34
185.42,205.0,1.265625,0.634296875,1,15.4453125,28.0,170.0,2.0,167.6796875,1.0,0.0,27.09375,0.0,2.0,85.71875,0.390625,54.46875,129.4921875,1.6875,195.58
182.88,263.0,0.5,0.4,1,6.0,34.0,264.0,0.0,63.25,16.937332153320312,64.58088684082031,73.0,0.0,3.7757568359375,10.0,0.5,62.0,24.5,0.5,185.42
167.64,145.0,11.25,0.5275,1,27.0,28.0,135.0,0.0,187.75,15.74609375,251.736328125,96.5,0.0,9.705078125,157.75,8.5,129.25,108.75,1.0,162.56
180.34,170.0,1.375,0.424375,1,2.125,24.0,170.0,0.0,79.75,12.34375,132.59375,29.5625,0.0,8.03125,39.8125,0.625,70.0625,35.25,0.8125,185.42
190.5,170.0,3.4375,0.27,1,3.828125,32.0,170.0,2.0,94.875,12.0,196.5,39.0,0.0,4.5,237.953125,2.890625,62.625,37.609375,6.484375,190.5
187.96,185.0,5.8177032470703125,0.6069465637207031,1,4.2495880126953125,38.0,185.0,3.0,36.21749877929688,6.875,0.09375,37.921173095703125,0.0,2.34375,172.37289428710938,5.0794219970703125,19.351547241210938,23.99365234375,6.87896728515625,195.58
180.34,185.0,6.0,0.6,1,1.25,34.0,185.0,0.0,81.25,20.5,273.0,24.25,0.0,1.75,44.25,5.0,38.0,54.0,1.75,195.58
185.42,170.0,3.0859375,0.4293359375,1,6.57421875,33.0,185.0,5.0,104.01171875,7.587890625,325.6103515625,34.3515625,0.0,1.8349609375,68.609375,2.515625,38.796875,64.6328125,3.48046875,182.88
193.04,240.0,10.0,0.5,1,12.5,33.0,250.0,0.0,94.5,3.359375,22.7421875,41.0,0.0,1.1953125,69.5,8.0,58.5,53.5,0.5,195.58
193.04,205.0,2.75,0.3556249999999999,1,6.8125,29.0,205.0,1.0,90.3125,37.625,152.875,56.75,0.0,5.0,352.0625,1.4375,48.375,52.3125,6.875,200.66
175.26,145.0,11.0,0.3,1,13.0,32.0,155.0,0.0,228.5,2.8125,146.125,67.0,0.0,1.1875,68.0,7.5,193.5,77.0,1.0,185.42
175.26,145.0,23.0,0.5,1,0.0,27.0,135.0,0.0,60.0,10.0,0.0,83.0,0.0,4.75,323.0,17.0,25.0,32.0,32.0,170.18
175.26,135.0,7.25,0.48,1,7.0,33.0,135.0,0.0,144.75,22.0,149.0,64.0,0.0,10.0,218.7314910888672,5.0,80.03125,60.0,4.265625,180.34
185.42,185.0,4.9375,0.4275,1,2.3125,29.0,205.0,3.0,35.875,16.7978515625,259.5,32.0625,0.0,5.25,148.8125,4.375,22.8125,20.5,11.3125,193.04
157.48000000000002,115.0,3.25,0.56,0,1.75,27.0,125.0,0.0,83.0,12.25,98.84375,45.75,0.0,11.5,195.2734375,2.0,55.568359375,44.28756713867188,2.6875,157.48
180.34,185.0,2.25,0.423125,1,11.0,22.0,185.0,0.0,120.0,11.25,45.59375,68.87109375,0.0,3.40625,333.625,2.0,38.75,64.5,10.0,182.88
170.18,135.0,14.0,0.49,1,4.5,31.0,135.0,2.0,94.25,14.38671875,387.0,34.75,0.0,1.140625,96.75,12.75,50.0,50.75,5.5,175.26
175.26,155.0,21.0625,0.403125,1,13.875,26.0,155.0,0.0,161.75,17.0,0.0,79.375,0.0,0.0,137.75,16.5625,102.125,73.875,0.0,180.34
172.72,155.0,1.0,0.35,1,0.0,26.0,155.0,0.0,56.5,23.875,214.75,68.5,0.0,10.125,213.0,1.0,30.5,27.7705078125,6.0,180.34
187.96,205.0,8.654296875,0.232216796875,1,3.8603515625,30.0,205.0,3.0,135.7158203125,49.875,186.0625,36.0537109375,0.0,0.0625,22.2080078125,5.9287109375,97.1240234375,36.970703125,1.71875,200.66
175.26,155.0,0.0,0.0,1,0.0,25.0,145.0,1.0,0.0,16.5,66.9375,1.0,0.0,3.5625,11.0,0.0,0.0,0.0,1.0,182.88
175.26,135.0,6.0,0.5275,1,1.25,25.0,135.0,1.0,53.75,9.5,24.3125,71.0,0.0,6.4375,408.375,5.0,33.125,30.75,13.25,187.96
182.88,185.0,6.1484375,0.568828125,1,14.09375,31.0,170.0,0.0,104.3984375,20.621826171875,82.361083984375,49.484375,0.0,0.101806640625,181.1015625,4.7578125,42.3046875,72.4140625,5.6328125,187.96
167.64,135.0,9.298828125,0.4299999999999999,1,10.5,26.0,170.0,0.0,83.07489013671875,12.625,98.0,50.0,0.0,3.8125,256.5,9.0,41.0,32.25,7.375,175.26
180.34,170.0,0.0,0.0,1,0.0,35.0,170.0,1.0,2.5,18.42121019400656,75.99866323918104,16.5,0.0,0.1109211519360542,17.5,0.0,0.5,1.5,9.0,185.42
175.26,155.0,5.25,0.25,1,2.625,25.0,155.0,1.0,60.5,16.5673828125,100.4471435546875,59.875,0.0,11.362060546875,155.125,4.375,41.375,26.625,7.625,177.8
170.18,145.0,0.5859375,0.489140625,1,3.75,26.0,145.0,3.0,47.71875,12.4375,95.771484375,37.875,1.0,4.740234375,228.828125,0.5859375,30.171875,27.203125,6.640625,177.8
175.26,185.0,4.4365234375,0.5179980468750001,1,4.9892578125,25.0,185.0,2.0,106.1767578125,34.544921875,89.34521484375,35.7890625,0.0,2.50537109375,97.693359375,3.9970703125,85.6005859375,57.5068359375,0.509765625,180.34
182.88,170.0,3.111328125,0.325,1,2.681640625,24.0,155.0,0.0,64.3125,31.75,251.5,51.25,0.0,8.6875,211.375,1.0,50.125,16.0,3.0,185.42
193.04,205.0,20.0,0.3,1,6.0,26.0,205.0,0.0,179.0,21.0,2.5,36.0,0.0,0.0,96.0,14.0,114.0,75.0,2.0,198.12
162.56,125.0,7.8125,0.445,0,5.9375,32.0,125.0,1.0,128.375,1.474609375,8.0234375,66.75,0.0,13.12890625,131.75,7.0625,95.5,55.6875,2.25,162.56
172.72,155.0,19.25,0.5375,1,10.25,31.0,155.0,0.0,130.0,41.15356057882309,89.33120161294937,64.5,0.0,0.0987586975097656,229.25,17.25,69.5,78.5,1.5,172.72
185.42,251.0,4.21875,0.415,1,4.5625,36.0,205.0,0.0,128.0,14.0,5.0,52.875,0.0,0.0,185.302734375,3.625,55.5,80.0,6.996217727661133,190.5
187.96,265.0,9.0,0.59875,1,19.0,35.0,265.0,0.0,52.875,2.875,60.875,4.5,0.0,2.375,8.75,8.5,28.875,41.5,0.25,203.2
175.26,135.0,4.85791015625,0.4477783203125,1,8.02978515625,36.0,135.0,0.0,100.7255859375,46.6494140625,23.1689453125,64.962890625,0.0,9.2646484375,244.25,3.53515625,67.07080078125,49.48828125,7.521484375,180.34
175.26,155.0,21.5,0.51,1,8.0,30.0,155.0,0.0,132.0,19.25,169.75,33.0,0.0,10.25,235.0,16.0,59.5,69.0,0.0,177.8
170.18,125.0,10.984375,0.2764062499999999,0,9.015625,28.0,135.0,1.0,228.078125,10.0,162.0,88.984375,0.0,0.0,90.84375,9.0,168.875,72.203125,3.171875,170.18
180.34,155.0,5.0,0.5284765625,1,4.75,28.0,155.0,0.0,109.4609375,15.73828125,100.3115234375,32.375,0.0,5.4375,74.125,5.0,76.890625,56.0,2.5,187.96
170.18,125.0,3.75,0.4525,1,9.5,35.0,125.0,0.0,123.5,17.875,181.34375,66.5,0.0,3.21875,445.75,2.75,60.5,74.0,13.0,172.72
193.04,264.0,0.81494140625,0.61,1,18.46875,32.0,240.0,0.0,52.0,5.75,24.90625,58.25,0.0,3.3125,257.5,0.8125,42.0,31.3857421875,20.0,208.28
187.96,205.0,0.0,0.0,1,0.0,30.0,185.0,0.0,1.0,21.5,92.25,3.0,0.0,7.625,7.0,0.0,1.0,0.0,0.0,193.04
193.04,264.0,3.5,0.625,1,2.0,33.0,265.0,0.0,16.0,3.0,0.0,30.5,0.0,0.0,104.5,3.5,7.0,13.0,14.0,208.28
190.5,230.0,17.018798828125,0.56370849609375,1,13.25750732421875,35.0,265.0,1.0,100.96630859375,18.625,141.625,113.7515869140625,0.0,0.0,503.2952880859375,12.68939208984375,43.9732666015625,65.2154541015625,13.23681640625,198.12
180.34,170.0,0.5,0.3475,1,2.5,23.0,170.0,0.0,36.0,27.75,47.375,19.25,0.0,8.25,83.25,0.5,27.25,16.0,3.25,185.42
200.66,265.0,1.0,0.305,1,36.0,30.0,250.0,0.0,175.5,12.0,598.0,72.0,0.0,0.0,118.0,1.0,146.0,62.5,3.0,193.04
187.96,170.0,1.0,0.35,1,0.0,23.0,170.0,0.0,90.0,11.0,86.0,148.0,0.0,12.5,145.0,1.0,66.0,38.0,12.0,190.5
177.8,155.0,5.0,0.37,1,7.9375,23.0,155.0,0.0,89.44073486328125,22.5,68.5,61.34375,0.0,2.5,84.21875,4.0,60.5,37.09375,5.0,185.42
167.64,115.0,2.5,0.285,0,19.0,27.0,115.0,0.0,157.0,16.0,24.0,48.5,0.0,0.0,448.0,0.5,115.0,51.0,3.5,165.1
190.5,249.0,4.0,0.47,1,12.0,30.0,240.0,0.0,128.0,29.75,45.75,83.0,0.0,2.25,224.0,4.0,78.0,75.0,0.0,198.12
165.1,135.0,7.0,0.56,1,11.0,27.0,135.0,0.0,91.0,14.625,445.0,67.0,0.0,2.5,605.0,5.0,44.0,59.0,26.0,175.26
180.34,170.0,1.75,0.38875,1,3.25,23.0,170.0,0.0,118.5,20.125,46.625,42.125,0.0,6.75,79.625,1.25,104.125,51.5,1.625,185.42
160.02,115.0,24.5234375,0.52171875,0,14.8125,34.0,115.0,0.0,212.1953125,23.263671875,78.421875,111.109375,0.0,3.9609375,81.953125,21.4921875,146.3984375,114.265625,1.1328125,162.56
187.96,185.0,2.0076904296875,0.37789794921875,1,0.9130859375,29.0,185.0,3.0,48.927978515625,17.820236206054688,86.31071472167969,46.5601806640625,1.0,6.722259521484375,258.519287109375,1.831298828125,32.451171875,26.4166259765625,6.753173828125,190.5
185.42,170.0,6.548828125,0.419423828125,1,25.21875,30.0,170.0,2.0,113.5771484375,9.25,368.75,69.916015625,0.0,2.75,216.302734375,4.37890625,49.7900390625,65.8046875,2.4765625,195.58
170.18,135.0,0.0,0.47,1,5.0,28.0,135.0,0.0,23.0,25.0,299.0,3.0,0.0,5.0,0.0,0.0,23.0,11.0,0.0,175.26
175.26,155.0,0.0,0.8,1,8.0,34.0,155.0,0.0,47.0,12.6995849609375,181.2958068847656,4.0,0.0,0.31256103515625,67.0,0.0,13.0,41.0,0.0,177.8
167.64,125.0,8.25,0.4925,1,17.5,26.0,125.0,1.0,129.25,47.1636962890625,16.98797607421875,35.25,0.0,12.68988037109375,14.25,7.25,91.75,71.25,2.25,165.1
167.64,125.0,11.125,0.471875,0,15.25,29.0,135.0,0.0,140.875,20.9375,115.3125,89.8125,1.0,1.875,333.6875,9.4375,84.3125,79.375,11.875,167.64
172.72,155.0,7.5,0.415625,1,24.625,28.0,155.0,0.0,165.5,21.0,361.0,59.9375,0.0,10.0,20.3125,5.875,76.875,101.5,1.3125,175.26
185.42,264.0,1.59521484375,0.7,1,8.5,29.0,243.0,0.0,104.75,37.625,33.0,38.25,0.0,1.8349609375,130.0,1.6875,65.5,58.5625,1.0,198.12
180.34,155.0,16.78125,0.4353125,1,1.5625,29.0,135.0,2.0,125.5,56.41748046875,31.73193359375,34.96875,0.0,5.4130859375,3.8125,13.90625,93.71875,62.5625,0.09375,182.88
190.5,205.0,1.0,0.52,1,0.0,25.0,185.0,0.0,74.0,7.5,48.6875,38.0,0.0,0.1875,70.0,1.0,53.0,39.0,7.0,205.74
190.5,205.0,7.0,0.355,1,4.0,26.0,205.0,0.0,72.5,26.625,165.875,69.0,0.0,6.375,125.75,4.0,39.5,33.25,6.0,205.74
167.64,145.0,1.25,0.4509375,1,3.65625,36.0,135.0,0.0,112.625,13.25,126.046875,80.09375,0.0,4.453125,200.03125,1.25,58.4375,69.5625,9.78125,172.72
165.1,125.0,13.25,0.53,1,8.0,31.0,135.0,0.0,115.0,24.0,56.5,33.4375,0.0,4.75,395.0,12.0,55.23294925689697,58.5625,5.0,170.18
177.8,155.0,14.0,0.495,1,2.5,28.0,155.0,0.0,106.04833984375,24.0,413.0,46.75,0.0,1.0,320.590576171875,7.0,30.5,72.0,14.5,182.88
187.96,185.0,11.0,0.435,1,1.5,22.0,205.0,1.0,111.0,0.0,107.0,51.0,0.0,3.0,15.0,9.0,86.5,44.0,0.0,190.5
185.42,185.0,2.25,0.4771875,1,2.6875,28.0,185.0,1.0,26.875,11.564453125,60.69384765625,19.90625,0.0,5.4462890625,55.0625,1.0,14.71875,16.34375,0.9375,185.42
187.96,205.0,2.615478515625,0.4295654296875,1,1.902099609375,30.0,205.0,0.0,54.430419921875,19.833984375,27.587890625,12.603759765625,0.0,7.05859375,20.86279296875,2.39453125,41.7158203125,24.01806640625,2.01806640625,198.12
180.34,185.0,2.3125,0.466875,1,1.625,35.0,185.0,0.0,25.75,36.5,139.5,78.75,0.0,3.0,204.1875,2.0,18.3125,10.0,22.75,190.5
185.42,255.0,0.0,0.4449999999999999,1,0.0,34.0,240.0,0.0,78.0,2.5,4.75,43.0,0.0,4.625,16.0,0.0,38.0,51.0,0.0,185.42
180.34,145.0,4.5,0.28625,1,7.375,25.0,155.0,0.0,70.0,15.0,327.0,24.125,0.0,10.0,97.0,2.875,43.625,31.625,4.125,187.96
177.8,185.0,5.0,0.66,1,2.0,26.0,170.0,0.0,149.0,19.0,19.0,52.0,0.0,8.5,28.5,5.0,71.0,102.5,0.0,185.42
172.72,155.0,0.25,0.35,1,7.586587905883789,24.0,170.0,0.0,91.125,5.0,243.0,83.03125,0.0,2.5,346.5,0.25,42.0,44.0,5.0,167.64
172.72,155.0,11.0,0.4575,1,8.75,31.0,145.0,0.0,106.25,17.404541015625,17.816650390625,30.25,0.0,1.791259765625,5.0,8.0,78.5,46.75,2.25,177.8
170.18,205.0,15.62109375,0.61,1,8.5,31.0,205.0,0.0,105.0,10.9453125,47.1875,59.125,0.0,4.4296875,99.5,11.1650390625,80.34375,63.3125,1.88671875,182.88
187.96,185.0,18.0,0.54,1,12.0,29.0,185.0,0.0,76.0,16.4609375,155.265625,48.75,0.0,10.8828125,118.75,14.0,53.9375,37.3125,3.0,198.12
180.34,185.0,17.40966796875,0.384853515625,1,21.93212890625,29.0,185.0,1.0,152.57373046875,2.0,22.0,58.95849609375,0.0,0.0,97.40771484375,12.82275390625,83.20849609375,75.50830078125,1.47802734375,185.42
170.18,135.0,0.6875,0.434375,1,4.1875,30.0,145.0,1.0,64.125,8.0,23.25,29.3125,0.0,0.0,134.3125,0.6875,34.1875,37.25,2.3125,177.8
175.26,155.0,7.3984375,0.384140625,1,8.7421875,34.0,155.0,1.0,199.9765625,10.0234375,3.84375,33.4140625,0.0,6.8984375,47.7578125,6.828125,157.59375,74.3125,0.8359375,187.96
185.42,155.0,0.0,0.2,1,0.0,31.0,155.0,0.0,6.0,38.8212890625,17.8759765625,40.0,0.0,18.6298828125,256.0,0.0,5.0,2.0,4.0,187.96
172.72,135.0,20.8939208984375,0.5585302734375001,1,20.5567626953125,27.0,135.0,4.0,141.6390380859375,9.75,53.75,83.2257080078125,0.0,3.375,99.6231689453125,17.3138427734375,74.783203125,86.2568359375,2.5506591796875,177.8
177.8,155.0,5.0,0.3525,1,11.25,28.0,155.0,0.0,119.75,5.8125,20.75,54.5,0.0,4.25,219.25,3.75,100.25,48.25,2.5,182.88
170.18,135.0,3.421875,0.38859375,1,1.796875,31.0,135.0,1.0,43.03125,14.452392578125,138.010986328125,17.328125,0.0,3.43798828125,89.828125,2.421875,29.296875,19.3125,0.578125,177.8
182.88,185.0,1.890625,0.433125,1,15.078125,28.0,185.0,0.0,77.234375,13.0,1.0,34.4375,0.0,37.0,339.671875,1.140625,60.46875,37.9375,1.046875,187.96
185.42,205.0,6.5,0.6775,1,24.25,30.0,205.0,0.0,134.0,23.1015625,165.4296875,54.25,0.0,17.875,281.75,6.5,50.25,107.75,6.5,185.42
182.88,170.0,5.0,0.33,1,11.0,26.0,170.0,0.0,101.0,13.0,409.0,29.0,1.0,3.0,440.0,4.0,33.0,63.0,4.0,185.42
193.04,265.0,5.3125,0.4921875,1,7.0625,27.0,265.0,0.0,156.9375,13.116455078125,74.1015625,39.125,1.0,2.52001953125,10.78125,5.21875,92.84375,96.125,0.5625,203.2
177.8,155.0,3.203125,0.32,1,3.0,25.0,155.0,0.0,109.0,15.5,154.5,43.25,0.0,0.25,74.0,3.0,77.25,33.2578125,1.5,185.42
182.88,170.0,4.5234375,0.4540625,1,1.2890625,31.0,170.0,1.0,93.0234375,21.984375,174.40625,31.6171875,0.0,4.625,13.2265625,4.484375,66.828125,51.2734375,4.6171875,190.5
165.1,125.0,1.5625,0.618125,0,0.125,24.0,125.0,3.0,43.125,16.5,33.5,28.1875,0.0,10.5,31.4375,1.5625,25.8125,32.0,7.0625,160.02
180.34,225.0,12.5625,0.524375,1,0.9375,32.0,265.0,0.0,68.375,3.75,134.0,29.0,0.0,2.0,109.0,6.8125,16.4375,49.1875,4.1875,180.34
182.88,265.0,4.0,0.64,1,1.5,35.0,250.0,0.0,133.0,21.0,398.0,61.09375,0.0,1.0,473.5,2.0,81.875,96.01416015625,12.4736328125,190.5
175.26,170.0,13.0,0.63,1,11.0,24.0,170.0,0.0,74.487548828125,20.0,468.0,65.5,0.0,2.0,131.0,12.0,37.0,41.076171875,3.0,180.34
180.34,155.0,1.5,0.335,1,4.0,28.0,155.0,0.0,76.5,22.796875,42.0,84.5,0.0,3.125,187.5,1.0,59.5,26.0,25.0,180.34
172.72,155.0,19.0,0.4225,1,28.5,28.0,155.0,0.0,181.0,10.0,237.0,74.75,0.0,0.0,73.25,12.5,110.5,94.0,2.25,175.26
177.8,170.0,6.75,0.68875,1,12.25,39.0,170.0,0.0,57.625,12.5,22.0,37.875,0.0,6.0,180.625,6.375,30.75,38.0,3.125,177.8
182.88,170.0,1.25,0.2675,1,3.25,36.0,170.0,0.0,45.25,29.75,279.875,9.75,0.0,1.25,118.75,1.25,20.5,35.75,1.25,187.96
177.8,145.0,6.75,0.66,1,8.75,32.0,145.0,1.0,167.5,30.875,92.75,48.5,0.0,6.5,182.0,6.75,91.75,118.25,6.75,177.8
170.18,135.0,5.5,0.53,1,4.0,29.0,135.0,0.0,78.0,8.23828125,255.17578125,72.0,0.0,5.0078125,33.03125,5.5,48.173828125,35.681640625,6.25,175.26
187.96,205.0,6.0,0.35,1,14.45703125,27.0,205.0,0.0,83.75,19.0380859375,113.36328125,38.5,0.0,5.2822265625,27.078781127929688,4.0,54.5,61.0,0.0,190.5
190.5,242.0,11.5,0.415,1,7.5,28.0,260.0,0.0,134.0,7.1640625,32.046875,33.0,0.0,0.6484375,100.0,9.5,104.0,58.0,2.5,198.12
182.88,263.0,1.9482421875,0.39486328125,1,1.80859375,38.0,265.0,0.0,60.60986328125,46.71875,122.109375,45.041015625,0.0,3.9375,75.73828125,1.6904296875,52.33203125,21.4189453125,0.8955078125,185.42
165.1,125.0,4.0,0.72,0,17.0,27.0,145.0,0.0,78.0,4.6875,56.125,142.0,0.0,2.25,291.0,3.0,29.0,66.0,9.0,167.64
