weight_class,B_avg_opp_SIG_STR_att,B_avg_TOTAL_STR_att,B_avg_opp_TOTAL_STR_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_opp_SIG_STR_att,R_avg_opp_TOTAL_STR_att,R_avg_BODY_att,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_DISTANCE_att,R_avg_opp_DISTANCE_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
7.0,4.305858248054141,4.414312298171851,4.4477851144841685,3.956936617851655,2.6026896854443837,2.264363880173848,4.204692619390966,4.16634438291192,3.4392655879857896,0.0,5.8027224225111045,5.655991810819852,3.2088254890146994,3.58351893845611,2.0476928433652555,1.5040773967762742,1.3862943611198906,3.817712325956905,2.8622008809294686,0.0,5.817944146267096,5.84035091743822,5.707110264748875,1.0,5.817944146267096
6.0,3.8903843186057956,4.4744918623459755,3.8403549628776377,3.7287009483006077,2.137305002054943,1.5967405295680757,4.1666652238017265,3.896274648460007,2.6457314367029516,0.0,5.817944146267096,5.655991810819852,2.5004108363239657,2.774539942371043,1.7047480922384253,0.723918839226699,0.5596157879354227,2.3057052203302892,2.3807028722579977,1.0986122886681098,5.8027224225111045,5.825468992912801,5.655991810819852,1.0,5.825468992912801
4.0,4.169567983459689,4.447773684279853,4.370800526984506,3.9055568322173575,2.382778029767241,2.0894619698595447,3.569821497204004,3.749653421395429,3.0461719322138396,0.0,5.8027224225111045,5.602118820879701,4.097951331253675,4.4049312549411574,2.8673563743095056,1.857102567729482,1.4745104564807825,4.193234604482972,3.7338899303102946,0.6931471805599453,5.78726541179471,5.78726541179471,5.564520407322694,1.0,5.817944146267096
8.0,4.675162557808126,4.056123349401903,4.892227063045954,4.529907701487544,1.8718021769015913,1.791759469228055,3.7436043538031827,4.353498551059343,3.4094961844768505,0.0,5.810362246718757,5.771441123130016,3.58351893845611,4.787491742782046,0.0,1.0986122886681098,0.6931471805599453,2.70805020110221,2.8903717578961645,0.0,5.84035091743822,5.817944146267096,5.771441123130016,1.0,5.832937638879745
1.0,4.22683374526818,4.945207488773801,4.248495242049359,3.9889840465642745,2.3978952727983707,2.1972245773362196,4.584967478670572,4.127134385045092,2.803360380906535,0.0,5.755615623296219,5.442417710521793,5.0530809697326085,5.210552865122289,2.225045759679223,3.6302608754873553,3.3784137530934397,4.568125229159443,4.786351770343635,0.0,5.731203070232193,5.722931293494962,5.442417710521793,0.0,5.731203070232193
4.0,3.979681653901961,4.151039905898646,4.56954300834494,3.8918202981106265,1.0986122886681098,1.0986122886681098,3.676300671907076,3.7727609380946383,2.803360380906535,0.6931471805599453,5.78726541179471,5.564520407322694,3.189704447567921,3.411173496011309,1.6889997352702861,1.5465646706155904,1.3403322255552548,2.607884502321488,2.7357869560738095,0.6931471805599453,5.779446378577191,5.755615623296219,5.564520407322694,1.0,5.779446378577191
3.0,4.795790545596741,4.852030263919617,4.867534450455582,4.51085950651685,2.8903717578961645,2.1972245773362196,4.812184355372417,4.770684624465665,3.6375861597263857,0.0,5.763622475012218,5.5254529391317835,3.7612001156935624,4.890349128221754,1.9459101490553132,2.302585092994046,1.9459101490553132,2.70805020110221,2.70805020110221,0.0,5.817944146267096,5.825468992912801,5.5254529391317835,1.0,5.763622475012218
1.0,3.784189633918261,4.705015520957808,4.0118683403978626,3.56953269648137,1.55814461804655,0.9162907318741551,4.0754165523365815,3.740641388672526,2.6119063405493077,0.0,5.74754414409507,5.484796933490655,4.514971918069943,5.027983932430868,2.822122657362058,2.6996819514316934,2.3749057545736716,4.396761294430818,3.875099651323548,0.0,5.771565725958661,5.763622475012218,5.442417710521793,0.0,5.755615623296218
5.0,3.7376696182833684,4.533271310444228,4.579852378003801,3.4509791175538824,2.4849066497880004,2.3333567516607996,3.773479070980079,3.1986731175506815,2.578679134124559,0.0,5.795023781753144,5.602118820879701,4.394449154672439,4.941642422609304,2.9444389791664403,2.4849066497880004,2.0794415416798357,4.51085950651685,4.174387269895637,0.0,5.795023781753144,5.8027224225111045,5.602118820879701,1.0,5.817944146267096
4.0,3.970291913552122,4.859812404361672,3.8501476017100584,3.5517702401415296,1.791759469228055,1.6522579096170285,3.9889840465642745,3.6326397357910603,2.5257286443082556,0.0,5.8027224225111045,5.564520407322694,3.2188758248682006,3.258096538021482,0.6931471805599453,0.0,0.0,3.9512437185814275,3.1354942159291497,0.0,5.795023781753144,5.832937638879745,5.564520407322694,1.0,5.78726541179471
6.0,4.269697449699962,5.181783550292085,4.579852378003801,3.9512437185814275,2.4423470353692043,2.1400661634962708,4.204692619390966,4.034240638152395,2.740840023925201,0.0,5.817944146267096,5.655991810819852,4.460144413937834,4.505349850705881,2.70805020110221,2.0794415416798357,1.6094379124341003,4.460144413937834,4.1588830833596715,0.6931471805599453,5.817944146267096,5.825468992912801,5.655991810819852,1.0,5.810362246718757
6.0,4.460144413937834,4.832305758571839,4.863680881139593,4.2626798770413155,2.6741486494265287,2.6741486494265287,3.9512437185814275,3.8815637979434374,2.833213344056216,0.0,5.8027224225111045,5.602118820879701,3.865979066926739,4.130154014918811,1.0986122886681098,1.8718021769015913,1.5556744644644878,3.295836866004329,3.389409425910113,0.0,5.795023781753144,5.795023781753144,5.602118820879701,1.0,5.78726541179471
7.0,3.871201010907891,3.979681653901961,4.083873262354805,3.1780538303479458,1.9636097261547143,0.0,2.718928319249393,3.7270103308227003,2.7488721956224653,0.0,5.817944146267096,5.707110264748875,4.33729074083249,4.454347296253507,2.633250884255578,3.044522437723423,2.7428541232969024,4.188707323670386,4.21582445975981,0.0,5.832937638879745,5.84035091743822,5.655991810819852,1.0,5.832937638879745
7.0,4.056123349401903,4.92180408038964,4.768563732896527,3.6888794541139363,2.2900063107871858,1.9636097261547143,4.096425728425925,3.8892660183055296,3.1570004211501135,0.6931471805599453,5.825468992912801,5.655991810819852,5.3612921657094255,5.4116460518550396,2.995732273553991,2.9444389791664403,2.4849066497880004,5.332718793265369,5.181783550292085,0.0,5.8622666086363004,5.855014613970084,5.707110264748875,1.0,5.832937638879745
5.0,4.23410650459726,4.907124917726591,4.574710978503383,4.053956501316812,2.1832383353614797,2.0476928433652555,3.9584293782423017,3.865979066926739,2.6567569067146595,0.0,5.78726541179471,5.564520407322694,3.992522339601163,4.160834303490933,1.760178767553937,1.7979253170926086,1.6385035712557539,4.123694756541477,3.9020910337814465,0.6931471805599453,5.771565725958661,5.78726541179471,5.564520407322694,1.0,5.771565725958661
6.0,4.840365818326442,4.698916643816234,4.954615937166955,4.596696888783469,3.0945872993248558,2.743859653798921,4.568733094961395,4.79268655965915,3.7848996090989537,1.0986122886681098,5.795023781753144,5.655991810819852,4.220426400693179,4.396761294430818,3.3780681825342778,1.6094379124341003,1.6094379124341003,4.400603020246817,4.185384272902973,0.0,5.810362246718757,5.8027224225111045,5.655991810819852,1.0,5.8027224225111045
8.0,4.555447152749551,4.987909110260936,4.634705284975415,4.265769838506401,3.017431175467063,2.524604966343574,4.153484089797463,4.409237866894136,3.2955700841827973,1.791759469228055,5.825468992912801,5.771441123130016,4.499321269832156,4.540579580160803,2.4552558836824927,1.9796535781112246,1.4267256543263265,4.173575642538321,4.389663415714561,1.9459101490553132,5.832937638879745,5.832937638879745,5.771441123130016,1.0,5.832937638879745
6.0,1.6094379124341003,3.1780538303479458,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.9444389791664403,1.6094379124341003,1.0986122886681098,0.0,5.78726541179471,5.655991810819852,4.460144413937834,4.77912349311153,2.2512917986064953,2.6026896854443837,2.4423470353692043,3.9512437185814275,4.051784947803305,0.0,5.795023781753144,5.817944146267096,5.602118820879701,1.0,5.817944146267096
3.0,5.19295685089021,5.1298987149230735,5.2832037287379885,4.927253685157205,3.295836866004329,2.995732273553991,5.0106352940962555,5.135798437050262,4.204692619390966,0.0,5.779446378577191,5.5254529391317835,4.55650501400681,4.8432023497960515,3.453947947047684,2.5649493574615367,2.4203681286504293,4.429327595291846,4.221344252983408,0.0,5.771565725958661,5.78726541179471,5.5254529391317835,0.0,5.755615623296218
6.0,4.9195174858834285,5.185212093782593,4.937126100971918,4.699263361338276,2.0528458743116764,1.7272209480904839,4.988870195537405,4.826272593084044,4.228728049393222,1.6094379124341003,5.817944146267096,5.655991810819852,4.541925283652549,4.647086594296183,2.760472803775561,2.698438635122629,2.1782634557406366,4.64607390640047,4.456397938958268,2.3978952727983707,5.825468992912801,5.825468992912801,5.602118820879701,1.0,5.832937638879745
5.0,3.8259203063747345,4.098502572370764,4.148082782008903,3.655516550444815,1.6817585740137264,1.3705460041517514,3.190990621378665,3.1489896974040343,1.8813716279177422,1.0986122886681098,5.779446378577191,5.602118820879701,4.4709242524257,4.728217120764016,1.6990500711237875,0.9769153536905899,0.7969439742415889,3.8613873894595665,3.791971774360316,0.6931471805599453,5.771565725958661,5.810362246718757,5.602118820879701,1.0,5.771565725958661
4.0,3.7954891891721947,4.468419330736595,4.388257184424518,3.4509791175538824,2.1400661634962708,1.936941479072553,3.4390148671621117,3.3175892978042336,2.299455199985118,0.6931471805599453,5.810362246718757,5.564520407322694,4.993828175779875,5.041002830712652,2.740840023925201,2.8693183486983322,2.3749057545736716,4.832803642575153,4.80964047203668,0.0,5.771565725958661,5.771565725958661,5.602118820879701,1.0,5.78726541179471
10.0,4.001349409008016,4.42616879493258,4.044147158355187,3.8204558119026557,2.533937050475313,1.6094379124341003,3.926911617921897,3.803880846808443,2.7647455447787554,0.0,5.8027224225111045,5.739792912179234,1.4469189829363254,2.063693184711697,0.965080896043587,0.0,0.0,1.0116009116784799,0.8109302162163288,0.6931471805599453,5.832937638879745,5.855014613970084,5.831882477283517,1.0,5.832937638879745
8.0,3.226967994765537,3.7275741876180173,3.580040674079785,2.8972922007407385,1.1293839473348635,0.8039615469002355,3.4475043064129802,2.8877641944890837,1.927891643552635,1.6094379124341003,5.84035091743822,5.771441123130016,4.9651365821499835,5.213491100463744,2.6164830075767194,2.760800766487739,2.5661505588071707,4.154724055957886,4.686750172980514,0.6931471805599453,5.832937638879745,5.847709643462844,5.771441123130016,1.0,5.8622666086363004
6.0,4.038724486591776,3.979426072178314,4.149808833479226,3.7694778967612597,1.5540242990735298,1.1834511686051392,3.7263991269671934,3.995904489408848,2.8877641944890837,1.6094379124341003,5.795023781753144,5.655991810819852,4.141148628419903,4.511889195984867,3.1489896974040343,1.8021222562636017,1.3300546427970146,4.6313860281189845,4.010736478364179,1.0986122886681098,5.817944146267096,5.847709643462844,5.655991810819852,1.0,5.795023781753144
4.0,4.255612709818223,4.468777561082536,4.330733340286331,3.960813169597578,2.6210388241125804,2.5257286443082556,3.4735180432417816,4.007333185232471,3.3232358401924436,0.6931471805599453,5.771565725958661,5.564520407322694,4.0971644757551795,4.732748837559607,2.2979846835689597,2.3542774776563524,2.0406113772524717,3.9810861869432896,3.7736192711300425,2.0794415416798357,5.78726541179471,5.795023781753144,5.564520407322694,0.0,5.771565725958661
5.0,3.5811289318866106,4.073025160204506,3.8716891729873923,3.141589730908127,2.0881922052000212,2.0232018233569597,2.7548542673000127,3.0828413020255594,2.0901264417798524,0.0,5.8027224225111045,5.602118820879701,1.8350783439468974,2.2692221893249243,0.394993808240869,0.4260843953109001,0.3629054936893685,2.424526138799093,1.6462518855568167,1.3862943611198906,5.795023781753144,5.810362246718757,5.602118820879701,1.0,5.795023781753144
5.0,1.9459101490553132,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,5.78726541179471,5.602118820879701,4.927819648158333,5.10594547390058,2.1473922035883435,3.067233948079274,2.803360380906535,4.406909777892628,4.868495526935133,0.0,5.8027224225111045,5.8027224225111045,5.655991810819852,1.0,5.8027224225111045
7.0,4.394449154672439,4.454347296253507,4.698205051955281,4.178226046202803,2.5356789751614235,2.0149030205422647,4.33729074083249,4.200954297280359,3.253277251585533,0.6931471805599453,5.817944146267096,5.707110264748875,2.6390573296152584,2.9444389791664403,1.3862943611198906,1.0986122886681098,0.4054651081081644,1.9459101490553132,2.3513752571634776,0.0,5.825468992912801,5.832937638879745,5.707110264748875,1.0,5.810362246718757
3.0,2.6741486494265287,2.772588722239781,3.784189633918261,2.0149030205422647,0.4054651081081644,0.4054651081081644,2.302585092994046,2.302585092994046,1.7047480922384253,0.0,5.763622475012218,5.5254529391317835,4.07753744390572,4.330733340286331,2.9444389791664403,2.70805020110221,2.2512917986064953,3.8501476017100584,3.7376696182833684,0.0,5.78726541179471,5.795023781753144,5.5254529391317835,1.0,5.78726541179471
6.0,4.305858248054141,4.175408382997546,4.346945777977516,3.984416338785719,2.522285222530495,2.164579419974602,3.9793165171541935,4.212416907876163,3.3874311858980075,1.6094379124341003,5.8027224225111045,5.655991810819852,3.00400484604017,3.386209317608679,1.9640893260405816,1.2001324317134097,1.1027946112805591,2.624610209005091,2.4713776371148413,1.6094379124341003,5.810362246718757,5.847709643462844,5.655991810819852,1.0,5.795023781753144
5.0,4.787491742782046,4.727387818712341,4.812184355372417,4.532599493153256,3.044522437723423,2.8903717578961645,4.574710978503383,4.787491742782046,4.204692619390966,0.0,5.795023781753144,5.602118820879701,5.285795445857441,5.296310960529743,3.798523993116322,2.9443361778299324,2.310076493500923,4.962055557004243,5.249567606835771,1.3862943611198906,5.78726541179471,5.78726541179471,5.602118820879701,1.0,5.795023781753144
5.0,3.865979066926739,4.543294782270004,4.110873864173311,3.6810362766529106,2.0416260906830184,1.7047480922384253,4.394449154672439,3.803880846808443,2.629314148064121,0.0,5.8027224225111045,5.602118820879701,4.403665809777363,4.693638833975699,2.169053700369523,2.3513752571634776,2.3513752571634776,3.6109179126442243,4.123093975508087,0.0,5.779446378577191,5.8027224225111045,5.602118820879701,1.0,5.817944146267096
7.0,3.9219733362813143,4.37260741275739,4.736198448394496,3.755369195382769,1.6094379124341003,1.3862943611198906,3.2138632830446565,3.666761648860317,2.772588722239781,0.0,5.817944146267096,5.707110264748875,2.463853240590168,3.274783456806497,0.6931471805599453,0.9162907318741551,0.9162907318741551,2.5307161858192946,2.063693184711697,1.0986122886681098,5.78726541179471,5.810362246718757,5.707110264748875,1.0,5.825468992912801
3.0,4.151039905898646,4.143134726391533,4.658710952916121,3.9415818076696905,2.0794415416798357,1.9459101490553132,3.4657359027997265,3.6635616461296463,2.8903717578961645,0.0,5.779446378577191,5.5254529391317835,3.9330503726202215,4.126125812090207,1.33828514193353,2.006534770871748,1.5841201044498106,3.8080504150451677,3.7509735839097313,1.0986122886681098,5.779446378577191,5.810362246718757,5.5254529391317835,1.0,5.779446378577191
5.0,3.7436043538031827,3.4657359027997265,3.7495040759303713,3.2386784521643803,1.9810014688665833,1.3862943611198906,3.1135153092103742,3.7436043538031827,2.6026896854443837,0.6931471805599453,5.8027224225111045,5.602118820879701,4.127134385045092,4.345427482225552,2.169053700369523,2.505525936990736,2.211017899468555,4.00960333376701,3.9415818076696905,0.6931471805599453,5.78726541179471,5.825468992912801,5.602118820879701,1.0,5.8027224225111045
3.0,4.445588116163626,4.846153655430632,4.8342958089798485,4.131158535344817,2.7568403652716422,2.505525936990736,4.442651256490317,4.241326752570746,3.3141860046725258,0.0,5.74754414409507,5.484796933490655,4.427836170705175,4.627420794922911,2.5257286443082556,2.9311937524164198,2.803360380906535,4.42484663185681,4.185859671057874,0.6931471805599453,5.779446378577191,5.795023781753144,5.5254529391317835,1.0,5.73940698562913
4.0,4.52720864451838,4.7318028369214575,4.624972813284271,4.151039905898646,2.5356789751614235,2.0794415416798357,3.9293716437627593,4.467343869080688,3.3718651162592037,0.0,5.847709643462844,5.564520407322694,5.238600535689679,5.3040819692528896,2.847812143477369,2.86398500272297,1.9592141146816762,4.950752584494879,5.121729341601843,0.6931471805599453,5.810362246718757,5.795023781753144,5.564520407322694,1.0,5.84035091743822
4.0,3.6187000530862794,4.984783155348518,4.151900755733521,3.2920681994189067,2.1920026333550675,1.7327611284660993,3.4593680145170236,3.31191069083539,2.5430772826428685,0.6931471805599453,5.779446378577191,5.564520407322694,5.253070681467717,5.340555423408281,3.689933662035393,2.594150796325203,2.18023537146833,5.337512770331872,5.176368159403305,1.6094379124341003,5.78726541179471,5.8027224225111045,5.564520407322694,1.0,5.779446378577191
9.0,3.9802655955243935,4.101997495350842,4.511631873000216,3.4671996747127087,2.5552874465497997,2.171728690818826,3.9426431374638042,3.7300138998162367,2.986313051637499,1.6094379124341003,5.847709643462844,5.902633333401366,3.5212925570769182,3.9345791911415087,1.9459101490553132,1.6462518855568167,1.5515439340151977,3.7498716554235743,3.377480855044839,1.0986122886681098,5.847709643462844,5.8766147054290405,5.942799375126701,1.0,5.883712284613752
6.0,4.482980482561316,5.057948673911816,4.70892296461658,4.303708716364892,2.665626447019198,2.5137825732898547,4.432826032700639,4.16577153485201,2.887546590310225,0.0,5.810362246718757,5.655991810819852,5.07634500412429,5.125636686790762,3.586119720156167,3.405355391810819,2.5957210161282904,5.291261280823828,4.986171821917881,0.6931471805599453,5.8027224225111045,5.8027224225111045,5.655991810819852,1.0,5.8027224225111045
1.0,4.3224756550473495,4.79061187011829,4.49003987873446,4.125116220888854,2.45315795147342,1.927891643552635,4.273187854639731,4.187759006861526,2.917770732084279,0.0,5.763622475012218,5.484796933490655,4.943816397099119,5.021770978246151,3.2130777987532295,3.1343046499803937,2.697315708708063,4.736712296615041,4.767136228296908,0.0,5.74754414409507,5.755615623296219,5.442417710521793,0.0,5.755615623296218
5.0,4.504313402176408,4.987300465456331,4.600286300451022,4.212602203117543,2.6119936898019116,2.4934240959731557,4.689380363922543,4.371736753382136,3.5750180952232653,1.791759469228055,5.795023781753144,5.602118820879701,4.446320985379279,4.618209799495895,2.515678308454754,2.5106150064982073,2.1546649629174235,3.9878259688436466,4.277533798029277,0.6931471805599453,5.795023781753144,5.795023781753144,5.602118820879701,1.0,5.8027224225111045
