B_Height_cms,B_Weight_lbs,B_age,B_total_rounds_fought,R_Reach_cms,weight_class,B_longest_win_streak,R_age,R_Height_cms,R_Weight_lbs,R_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_avg_CTRL_time(seconds),B_avg_LEG_landed,B_current_win_streak,R_avg_DISTANCE_landed,B_Stance_Orthodox,R_avg_TD_pct,B_avg_SIG_STR_pct,R_avg_opp_BODY_att,B_Reach_cms
185.42,185.0,31.0,15.0,190.5,7,2.0,30.0,185.42,185.0,188.73828125,98.9375,255.0,0.6875,2.0,43.5625,False,0.078671875,0.4831249999999999,17.52734375,190.5
187.96,170.0,34.0,24.0,180.34,6,3.0,33.0,175.26,170.0,24.06768798828125,76.2015380859375,7.9586181640625,3.252197265625,3.0,11.30942153930664,True,0.1363615798950195,0.37516845703125,9.655723571777344,195.58
177.8,185.0,29.0,0.0,185.42,7,0.0,30.0,175.26,185.0,117.0,94.5,99.75,3.625,0.0,35.0,True,0.0,0.4499999999999999,12.0,182.88
165.1,125.0,25.0,0.0,165.1,2,0.0,23.0,167.64,135.0,31.0,94.5,99.75,3.625,0.0,1.0,False,0.0,0.4499999999999999,2.0,170.18
167.64,135.0,31.0,13.0,180.34,3,4.0,35.0,175.26,135.0,63.3203125,275.8466796875,283.0,1.59375,3.0,17.2265625,True,0.0,0.5740625,7.7421875,175.26
170.18,155.0,26.0,0.0,172.72,5,0.0,23.0,177.8,155.0,204.0,94.5,99.75,3.625,0.0,1.0,True,0.25,0.4499999999999999,13.0,182.88
185.42,205.0,28.0,0.0,195.58,8,0.0,31.0,185.42,205.0,283.0,94.5,99.75,3.625,0.0,9.0,True,0.0,0.4499999999999999,6.0,187.96
182.88,170.0,29.0,3.0,182.88,6,0.0,28.0,180.34,170.0,85.287109375,275.8466796875,246.0,1.0,0.0,15.85546875,True,0.05921875,0.35,5.75390625,182.88
190.5,225.0,34.0,7.0,195.58,9,2.0,31.0,190.5,225.0,28.8125,32.5,30.75,11.0,0.0,10.16796875,True,0.130859375,0.4175,0.55859375,193.04
187.96,170.0,33.0,24.0,187.96,7,4.0,27.0,182.88,185.0,179.625,102.083984375,185.865234375,9.1083984375,1.0,17.75,True,0.625,0.557373046875,6.375,185.42
172.72,145.0,23.0,0.0,175.26,4,0.0,26.0,170.18,145.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
165.1,125.0,24.0,0.0,162.56,2,0.0,29.0,162.56,125.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,172.72
175.26,185.0,28.0,24.0,195.58,7,4.0,32.0,185.42,185.0,148.06640625,72.74041748046875,109.22207641601562,11.0,3.0,40.626953125,False,0.29203125,0.4577499389648437,10.076171875,180.34
167.64,135.0,30.0,7.0,167.64,3,2.0,24.0,167.64,135.0,143.625,19.75,269.0,11.0,0.0,10.625,True,0.3125,0.4875,9.25,172.72
182.88,205.0,34.0,5.0,195.58,0,2.0,35.0,187.96,225.0,104.125,113.5625,21.75,1.1875,2.0,18.25,True,0.25,0.400625,7.7141265869140625,182.88
185.42,185.0,32.0,11.0,190.5,7,2.0,27.0,187.96,170.0,215.859375,135.9375,81.0,3.0625,2.0,13.4375,True,0.38375,0.324375,6.234375,190.5
172.72,155.0,25.0,14.0,177.8,5,3.0,28.0,170.18,155.0,323.796875,72.5625,283.0,8.0625,0.0,7.1572265625,False,0.5958691406250001,0.449375,2.380859375,177.8
177.8,125.0,25.0,1.0,175.26,3,1.0,31.0,170.18,135.0,148.0,0.0,32.0,0.0,1.0,27.0,False,0.225,0.5864794921875001,9.0,180.34
187.96,170.0,25.0,1.0,182.88,6,0.0,30.0,180.34,170.0,16.84375,179.0,0.0,0.0,0.0,25.685546875,True,0.0,0.0,16.267578125,195.58
177.8,155.0,31.0,24.0,185.42,5,4.0,30.0,185.42,155.0,118.771484375,62.2158203125,138.82421875,3.70703125,3.0,36.291015625,False,0.640675048828125,0.33384765625,18.9375,177.8
177.8,199.0,29.0,0.0,182.88,5,0.0,30.0,177.8,210.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
167.64,135.0,29.0,3.0,167.64,3,1.0,29.0,167.64,125.0,262.0,275.8466796875,283.0,3.0,1.0,4.5,True,0.5,0.5864794921875001,2.5,172.72
170.18,145.0,32.0,12.0,167.64,4,3.0,29.0,167.64,155.0,245.9755859375,113.109375,35.984375,1.875,3.0,16.451171875,True,0.485625,0.558125,5.791015625,185.42
167.64,125.0,26.0,10.0,170.18,2,2.0,35.0,172.72,125.0,71.5,109.75,190.5,2.5,0.0,22.625,True,0.125,0.57125,11.25,170.18
187.96,185.0,25.0,13.0,185.42,7,1.0,31.0,182.88,185.0,292.0,130.875,31.25,5.0,1.0,19.0,True,0.640675048828125,0.316875,7.0,190.5
193.04,225.0,26.0,9.0,195.58,9,1.0,35.0,187.96,225.0,188.25,14.125,283.0,8.875,0.0,14.25,True,0.461875,0.5287499999999999,11.375,195.58
180.34,170.0,28.0,0.0,180.34,6,0.0,27.0,177.8,170.0,115.75,94.5,99.75,3.625,0.0,7.0,True,0.0,0.4499999999999999,6.0,182.88
167.64,135.0,30.0,7.0,172.72,3,2.0,28.0,162.56,135.0,70.125,6.75,22.75,6.0,0.0,47.5,True,0.2275,0.4075,17.875,170.18
177.8,145.0,30.0,0.0,182.88,3,0.0,25.0,167.64,135.0,120.0,94.5,99.75,3.625,0.0,18.0,True,0.640675048828125,0.4499999999999999,11.0,185.42
177.8,155.0,27.0,6.0,182.88,5,2.0,26.0,175.26,155.0,50.58935546875,39.4375,27.0,4.6875,0.0,19.60595703125,True,0.0156396484375,0.3925,7.0380859375,190.5
182.88,170.0,27.0,7.0,185.42,6,1.0,28.0,177.8,170.0,323.796875,167.75,283.0,1.5,1.0,3.375,True,0.640675048828125,0.3425,1.125,185.42
165.1,125.0,25.0,3.0,167.64,2,1.0,29.0,167.64,125.0,85.75,96.0,283.0,10.0,1.0,19.25,True,0.35,0.52,18.9375,165.1
162.56,115.0,23.0,0.0,165.1,1,0.0,20.0,162.56,115.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,165.1
190.5,185.0,33.0,17.0,193.04,7,2.0,30.0,185.42,185.0,35.4375,163.9375,283.0,2.796875,2.0,10.03125,True,0.5546875,0.55328125,4.21875,195.58
175.26,145.0,26.0,24.0,185.42,5,2.0,35.0,175.26,155.0,44.46746826171875,142.5606689453125,120.9862060546875,9.4920654296875,0.0,32.23858642578125,True,0.09771728515625,0.417955322265625,10.93701171875,180.34
190.5,225.0,34.0,0.0,195.58,9,0.0,32.0,200.66,225.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
172.72,145.0,24.0,6.0,182.88,4,2.0,26.0,182.88,145.0,20.5,46.5,283.0,0.0,2.0,25.9375,True,0.0,0.4499999999999999,18.9375,177.8
193.04,225.0,34.0,21.0,195.58,9,3.0,30.0,190.5,225.0,22.7330322265625,275.8466796875,148.42578125,8.701171875,2.0,7.3182373046875,True,0.330263671875,0.5864794921875001,2.577392578125,195.58
170.18,125.0,23.0,12.0,160.02,2,2.0,22.0,162.56,135.0,323.796875,98.875,171.1875,5.3125,2.0,1.375,False,0.640675048828125,0.5864794921875001,5.375,167.64
167.64,115.0,26.0,0.0,165.1,1,0.0,33.0,165.1,115.0,323.796875,94.5,99.75,3.625,0.0,10.5,True,0.16,0.4499999999999999,18.9375,182.88
180.34,185.0,34.0,13.0,190.5,7,1.0,30.0,187.96,205.0,34.28125,117.53125,226.46875,6.375,0.0,7.578125,False,0.0,0.51,18.390625,195.58
185.42,205.0,26.0,0.0,187.96,8,0.0,28.0,185.42,185.0,104.125,94.5,99.75,3.625,0.0,18.25,False,0.25,0.4499999999999999,7.7141265869140625,193.04
170.18,145.0,25.0,10.0,172.72,3,4.0,28.0,162.56,135.0,34.25,27.875,3.78125,4.25,3.0,47.25,False,0.125,0.471875,15.75,177.8
157.48000000000002,115.0,26.0,0.0,160.02,1,0.0,25.0,162.56,115.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
182.88,185.0,20.0,3.0,190.5,9,3.0,34.0,185.42,205.0,0.0,0.0,0.0,0.0,3.0,0.0,False,0.640675048828125,0.5864794921875001,0.0,187.96
160.02,125.0,34.0,7.0,162.56,2,2.0,30.0,157.48000000000002,125.0,7.0,43.0,161.0,0.75,2.0,5.0,True,0.0,0.38,0.0,165.1
190.5,185.0,22.0,0.0,195.58,7,0.0,27.0,187.96,205.0,164.0,94.5,99.75,3.625,0.0,29.0,True,0.5,0.4499999999999999,3.5,195.58
172.72,135.0,30.0,3.0,182.88,3,0.0,28.0,172.72,135.0,0.0,275.8466796875,58.0,7.0,0.0,6.0,True,0.0,0.57,2.0,177.8
180.34,170.0,32.0,1.0,193.04,6,0.0,27.0,182.88,170.0,64.5,29.0,22.0,0.0,0.0,29.0,True,0.35,0.57,14.5,187.96
190.5,170.0,31.0,11.0,180.34,6,4.0,32.0,172.72,170.0,246.25,147.8125,94.25,0.5625,0.0,12.548828125,True,0.12515625,0.28,10.908203125,190.5
167.64,135.0,23.0,0.0,167.64,3,0.0,31.0,170.18,125.0,162.0546875,94.5,99.75,3.625,0.0,12.4296875,True,0.417578125,0.4499999999999999,3.08984375,165.1
182.88,170.0,32.0,24.0,185.42,6,4.0,34.0,182.88,170.0,58.27734375,173.231201171875,127.731689453125,10.918701171875,1.0,47.5,True,0.25064453125,0.3445751953125,13.609375,180.34
172.72,145.0,32.0,3.0,180.34,4,0.0,25.0,172.72,145.0,104.125,275.8466796875,10.0,2.0,0.0,18.25,True,0.25,0.26,7.7141265869140625,182.88
172.72,145.0,21.0,6.0,170.18,3,3.0,29.0,167.64,145.0,28.16015625,6.5,176.5,7.25,3.0,38.3984375,True,0.2611328125,0.39,18.9375,170.18
167.64,155.0,34.0,0.0,180.34,5,0.0,25.0,172.72,155.0,104.125,94.5,99.75,3.625,0.0,18.25,False,0.25,0.4499999999999999,7.7141265869140625,182.88
210.82,225.0,29.0,24.0,195.58,9,4.0,28.0,200.66,225.0,124.0,114.85775756835938,91.35008239746094,1.6454925537109375,0.0,47.5,True,0.25,0.5277490234375,8.0,195.58
177.8,170.0,30.0,0.0,190.5,7,0.0,31.0,187.96,205.0,27.4150390625,94.5,99.75,3.625,0.0,23.89306640625,False,0.0,0.4499999999999999,10.41845703125,193.04
162.56,115.0,31.0,13.0,160.02,1,1.0,29.0,154.94,115.0,323.796875,131.5,154.8125,2.75,0.0,5.75,True,0.5449999999999999,0.299375,8.5,160.02
193.04,205.0,30.0,10.0,195.58,8,3.0,26.0,198.12,205.0,4.0,275.8466796875,9.375,0.0,3.0,5.0,True,0.0,0.395,0.0,195.58
165.1,135.0,27.0,0.0,175.26,4,0.0,33.0,172.72,155.0,22.5,94.5,99.75,3.625,0.0,3.0,True,0.0,0.4499999999999999,2.0,160.02
182.88,145.0,27.0,5.0,180.34,4,0.0,24.0,180.34,145.0,1.0,80.5,34.0,0.0,0.0,2.5,True,0.0,0.3399999999999999,1.0,182.88
180.34,155.0,26.0,3.0,177.8,5,0.0,31.0,175.26,155.0,25.603057861328125,275.8466796875,35.0,7.0,0.0,25.056167602539062,True,0.13976806640625,0.41,8.655838012695312,185.42
172.72,145.0,23.0,1.0,175.26,4,0.0,20.0,180.34,145.0,7.0,45.0,0.0,1.0,0.0,11.0,True,0.0,0.57,1.0,182.88
167.64,145.0,33.0,24.0,185.42,4,4.0,29.0,177.8,145.0,215.5234375,5.970703125,105.61572265625,4.43115234375,2.0,17.2734375,True,0.6144140625000001,0.4673291015624999,12.103515625,167.64
182.88,225.0,29.0,12.0,182.88,9,2.0,35.0,187.96,221.0,0.0,0.0,0.0,0.0,2.0,36.0,False,0.0,0.44037109375,0.0,182.88
180.34,170.0,27.0,0.0,195.58,6,0.0,28.0,185.42,170.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
190.5,220.0,34.0,0.0,195.58,9,0.0,34.0,190.5,225.0,298.73828125,94.5,99.75,3.625,0.0,15.744140625,True,0.20837890625,0.4499999999999999,4.6640625,195.58
165.1,135.0,33.0,3.0,190.5,3,0.0,31.0,172.72,135.0,14.0,275.8466796875,18.0,7.0,0.0,32.5,True,0.5,0.27,18.9375,177.8
182.88,170.0,27.0,4.0,180.34,6,0.0,27.0,182.88,170.0,104.125,10.0,201.0,8.0,0.0,18.25,True,0.25,0.375,7.7141265869140625,187.96
182.88,225.0,28.0,8.0,193.04,9,2.0,34.0,187.96,225.0,39.54400634765625,100.5,88.5,0.75,1.0,2.904205322265625,False,0.1298367309570312,0.5864794921875001,1.985931396484375,190.5
185.42,170.0,27.0,0.0,187.96,7,0.0,32.0,182.88,185.0,4.0,94.5,99.75,3.625,0.0,36.0,True,0.0,0.4499999999999999,7.0,185.42
165.1,135.0,30.0,10.0,170.18,3,2.0,33.0,167.64,135.0,162.3125,30.5625,168.875,4.25,2.0,20.625,True,0.14875,0.514375,10.125,167.64
190.5,185.0,30.0,1.0,193.04,7,0.0,30.0,182.88,185.0,72.1484375,7.0,40.0,7.0,0.0,7.9453125,True,0.37890625,0.4,18.9375,187.96
172.72,155.0,32.0,24.0,182.88,5,4.0,34.0,177.8,170.0,57.49667882919312,259.1297025680542,113.66934108734132,5.621474266052246,2.0,24.013326168060303,False,0.2745574474334716,0.4273056316375733,14.948580741882324,180.34
180.34,170.0,30.0,14.0,185.42,6,3.0,35.0,177.8,170.0,175.8468770980835,23.1875,67.609375,0.359375,3.0,16.45099449157715,False,0.459684190750122,0.28515625,5.277437210083008,187.96
175.26,170.0,34.0,0.0,182.88,7,0.0,27.0,177.8,170.0,323.796875,94.5,99.75,3.625,0.0,8.0,False,0.0,0.4499999999999999,4.0,182.88
177.8,155.0,31.0,11.0,185.42,5,2.0,25.0,177.8,155.0,43.1875,52.84375,82.40625,5.375,2.0,34.8125,True,0.086875,0.3581249999999999,10.375,185.42
185.42,185.0,34.0,24.0,195.58,7,4.0,30.0,190.5,205.0,51.5,191.03883934021,17.5430908203125,8.340282440185547,3.0,4.0,True,0.0,0.3334112930297851,1.25,190.5
167.64,125.0,31.0,24.0,165.1,3,4.0,26.0,172.72,135.0,24.375,14.262451171875,259.1982421875,11.0,0.0,40.75,True,0.1509375,0.46593505859375,8.46875,170.18
182.88,205.0,24.0,3.0,193.04,8,0.0,33.0,190.5,225.0,4.3232421875,0.0,0.0,7.0,0.0,47.5,False,0.00213623046875,0.58,13.9644775390625,187.96
182.88,155.0,25.0,2.0,182.88,5,0.0,35.0,172.72,155.0,104.125,17.0,262.0,4.0,0.0,18.25,False,0.25,0.5864794921875001,7.7141265869140625,187.96
172.72,155.0,31.0,4.0,175.26,5,1.0,32.0,172.72,155.0,111.8515625,10.0,127.0,7.0,1.0,15.703125,False,0.13703125,0.535,13.1171875,177.8
182.88,155.0,29.0,0.0,172.72,5,0.0,34.0,170.18,155.0,50.429931640625,94.5,99.75,3.625,0.0,32.145263671875,True,0.0690869140625,0.4499999999999999,17.50146484375,185.42
193.04,205.0,25.0,0.0,190.5,8,0.0,35.0,185.42,205.0,122.796875,94.5,99.75,3.625,0.0,14.0625,True,0.34328125,0.4499999999999999,9.375,195.58
185.42,170.0,25.0,7.0,187.96,7,1.0,35.0,185.42,185.0,86.625,166.0,138.0,5.25,0.0,7.375,True,0.505,0.5,2.375,193.04
172.72,125.0,25.0,15.0,170.18,2,2.0,34.0,172.72,125.0,172.0,242.125,103.0625,11.0,0.0,47.5,True,0.5,0.3506249999999999,5.0,170.18
198.12,205.0,34.0,3.0,190.5,8,1.0,24.0,187.96,185.0,20.0,185.0,10.0,2.0,1.0,37.0,False,0.25,0.5864794921875001,15.5,195.58
172.72,155.0,28.0,16.0,182.88,5,2.0,35.0,177.8,170.0,61.06759643554688,83.1484375,83.7421875,2.7421875,0.0,20.81280517578125,False,0.1799319458007812,0.35578125,8.491561889648438,177.8
185.42,205.0,33.0,9.0,182.88,9,4.0,22.0,190.5,225.0,104.125,0.0,0.0,0.0,3.0,18.25,True,0.25,0.5228125,7.7141265869140625,190.5
170.18,145.0,34.0,0.0,177.8,5,0.0,33.0,170.18,155.0,28.0,94.5,99.75,3.625,0.0,7.625,False,0.0,0.4499999999999999,2.875,182.88
172.72,135.0,30.0,13.0,167.64,3,2.0,32.0,165.1,135.0,103.453125,68.9375,249.5,0.875,2.0,47.5,True,0.58078125,0.290625,16.46875,172.72
175.26,185.0,33.0,24.0,187.96,7,4.0,35.0,182.88,185.0,35.541330337524414,66.35212707519531,202.7047271728516,10.908039093017578,3.0,8.48359203338623,False,0.1270666694641113,0.4224967575073242,5.162445068359375,175.26
175.26,135.0,31.0,3.0,180.34,3,0.0,28.0,172.72,135.0,21.0,222.0,283.0,11.0,0.0,16.0,True,0.0,0.37,2.0,182.88
172.72,155.0,28.0,0.0,180.34,4,0.0,31.0,175.26,135.0,323.796875,94.5,99.75,3.625,0.0,28.5,True,0.5,0.4499999999999999,8.0,175.26
175.26,170.0,31.0,3.0,177.8,6,1.0,33.0,177.8,170.0,139.0,0.0,283.0,1.0,1.0,1.0,True,0.0,0.54,2.0,180.34
190.5,185.0,26.0,1.0,195.58,7,1.0,27.0,187.96,205.0,117.5,4.0,27.0,1.0,1.0,47.5,True,0.5800000000000001,0.4,10.75,195.58
185.42,170.0,30.0,0.0,182.88,7,0.0,30.0,177.8,185.0,104.125,94.5,99.75,3.625,0.0,18.25,False,0.25,0.4499999999999999,7.7141265869140625,193.04
185.42,155.0,30.0,0.0,177.8,5,0.0,28.0,177.8,155.0,323.796875,94.5,99.75,3.625,0.0,14.75,True,0.640675048828125,0.4499999999999999,9.25,182.88
185.42,199.0,29.0,0.0,182.88,8,0.0,25.0,177.8,185.0,0.0,94.5,99.75,3.625,0.0,1.0,True,0.0,0.4499999999999999,1.0,182.88
187.96,205.0,34.0,24.0,195.58,8,4.0,31.0,193.04,205.0,323.796875,88.84156036376953,77.98800659179688,11.0,0.0,47.5,True,0.3047182846069336,0.5314983367919922,14.959001541137695,193.04
187.96,170.0,32.0,24.0,193.04,6,4.0,28.0,180.34,170.0,323.796875,64.51025390625,24.7060546875,2.88330078125,2.0,6.734375,True,0.2815625,0.5357275390625,7.03125,190.5
187.96,185.0,28.0,14.0,182.88,7,3.0,31.0,185.42,185.0,124.0,133.73046875,136.625,0.82421875,0.0,15.5,True,0.125,0.44734375,15.5,193.04
182.88,205.0,26.0,0.0,182.88,8,0.0,27.0,182.88,205.0,36.5,94.5,99.75,3.625,0.0,4.25,True,0.125,0.4499999999999999,2.25,193.04
190.5,205.0,24.0,5.0,182.88,8,2.0,26.0,177.8,185.0,0.0,0.0,0.0,0.0,1.0,5.25,True,0.125,0.5662499999999999,0.375,187.96
182.88,170.0,34.0,6.0,185.42,7,3.0,29.0,180.34,185.0,323.796875,78.5,197.0,2.0,3.0,14.8236083984375,True,0.640675048828125,0.4375,5.2095947265625,185.42
170.18,135.0,31.0,15.0,157.48,3,1.0,24.0,162.56,125.0,104.125,275.8466796875,177.34375,0.4375,1.0,18.25,True,0.25,0.5864794921875001,7.7141265869140625,170.18
182.88,185.0,30.0,14.0,195.58,7,1.0,32.0,190.5,185.0,197.375,275.8466796875,115.6875,1.375,0.0,2.375,True,0.09375,0.4575,5.875,190.5
177.8,155.0,30.0,19.0,182.88,5,4.0,28.0,177.8,155.0,323.796875,69.7265625,178.59375,0.65625,3.0,23.4296875,False,0.513828125,0.4907812499999999,5.4375,177.8
165.1,125.0,28.0,5.0,165.1,2,1.0,29.0,162.56,125.0,105.5625,49.5,265.0,2.0,0.0,45.5,True,0.5215625,0.31,15.59375,170.18
195.58,205.0,27.0,3.0,190.5,8,1.0,35.0,187.96,205.0,4.7451171875,275.8466796875,283.0,0.0,1.0,17.330078125,True,0.0009765625,0.47,4.7900390625,195.58
180.34,170.0,29.0,24.0,190.5,6,2.0,28.0,180.34,170.0,44.9375,86.6094970703125,28.8304443359375,0.6451416015625,0.0,47.5,True,0.110625,0.225206298828125,10.1875,182.88
180.34,155.0,29.0,5.0,182.88,5,1.0,29.0,175.26,155.0,244.8171043395996,27.0,6.0,11.0,1.0,39.64535903930664,True,0.552934684753418,0.55,9.90654754638672,177.8
187.96,205.0,29.0,1.0,187.96,7,1.0,23.0,185.42,185.0,0.0,0.0,0.0,11.0,1.0,2.0,True,0.25,0.46,9.0,193.04
193.04,225.0,30.0,7.0,195.58,9,3.0,35.0,193.04,225.0,2.304632663726806,0.75,42.5,8.0,3.0,18.580336093902588,True,0.0012397766113281,0.5075000000000001,2.708645820617676,195.58
182.88,185.0,30.0,0.0,193.04,7,0.0,23.0,190.5,205.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,195.58
182.88,170.0,21.0,1.0,182.88,10,0.0,23.0,182.88,170.0,0.0,177.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,182.88
187.96,170.0,24.0,0.0,190.5,6,0.0,26.0,187.96,170.0,323.796875,94.5,99.75,3.625,0.0,1.0,True,0.640675048828125,0.4499999999999999,0.0,195.58
175.26,145.0,32.0,3.0,167.64,3,1.0,28.0,167.64,125.0,323.796875,42.0,170.5,1.5,0.0,10.25,True,0.3325,0.35,6.0,180.34
177.8,170.0,21.0,0.0,193.04,6,0.0,20.0,185.42,185.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
193.04,225.0,34.0,23.0,185.42,9,4.0,32.0,180.34,225.0,3.0,12.55078125,8.94921875,11.0,0.0,47.5,True,0.0,0.38287109375,18.9375,195.58
167.64,145.0,31.0,13.0,175.26,5,3.0,25.0,172.72,155.0,140.0,71.625,40.046875,6.375,0.0,27.5,True,0.0,0.260625,16.0,177.8
177.8,170.0,26.0,0.0,190.5,6,0.0,31.0,185.42,170.0,8.0,94.5,99.75,3.625,0.0,16.0,True,0.0,0.4499999999999999,9.0,182.88
182.88,170.0,34.0,18.0,182.88,6,1.0,35.0,185.42,170.0,323.796875,138.0625,283.0,11.0,1.0,3.96630859375,True,0.413985595703125,0.4484375,2.816741943359375,182.88
182.88,185.0,28.0,0.0,187.96,7,0.0,32.0,187.96,185.0,0.0,94.5,99.75,3.625,0.0,3.0,True,0.0,0.4499999999999999,4.0,182.88
190.5,205.0,33.0,0.0,187.96,9,0.0,35.0,175.26,225.0,289.625,94.5,99.75,3.625,0.0,8.5,True,0.640675048828125,0.4499999999999999,5.1875,190.5
172.72,145.0,28.0,6.0,177.8,4,1.0,29.0,170.18,145.0,62.0,275.8466796875,5.5,3.0,0.0,47.5,True,0.0,0.5,12.0,182.88
190.5,205.0,30.0,1.0,190.5,8,0.0,26.0,190.5,205.0,323.796875,101.0,14.0,8.0,0.0,20.0,True,0.0,0.5864794921875001,14.0,187.96
167.64,125.0,29.0,3.0,167.64,3,0.0,34.0,162.56,135.0,138.5,275.8466796875,283.0,10.0,0.0,12.0,True,0.125,0.51,11.0,167.64
177.8,155.0,27.0,17.0,180.34,5,3.0,30.0,177.8,155.0,202.13462829589844,22.203125,49.890625,4.984375,0.0,10.903335571289062,True,0.4036540222167969,0.40828125,15.965789794921877,177.8
180.34,170.0,27.0,0.0,180.34,5,0.0,28.0,177.8,170.0,219.5,94.5,99.75,3.625,0.0,16.0,True,0.6,0.4499999999999999,6.5,193.04
190.5,185.0,34.0,3.0,195.58,7,1.0,29.0,185.42,185.0,65.0,52.0,178.0,11.0,1.0,8.0,True,0.0,0.38,1.0,193.04
162.56,125.0,30.0,7.0,162.56,2,1.0,34.0,162.56,125.0,0.0,19.5,40.875,3.375,0.0,41.0,True,0.0,0.5137499999999999,9.0,165.1
182.88,170.0,34.0,0.0,193.04,6,0.0,20.0,182.88,170.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,187.96
182.88,185.0,30.0,0.0,182.88,7,0.0,24.0,182.88,170.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
165.1,125.0,25.0,9.0,167.64,2,1.0,22.0,170.18,125.0,323.796875,231.0,283.0,6.75,1.0,11.5,True,0.63,0.52,1.0,165.1
177.8,170.0,31.0,0.0,182.88,6,0.0,35.0,180.34,170.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,185.42
175.26,155.0,33.0,15.0,182.88,5,2.0,30.0,180.34,155.0,13.15625,221.90625,101.3125,2.90625,0.0,19.3046875,True,0.10390625,0.4559375,4.28125,177.8
182.88,155.0,27.0,7.0,165.1,4,1.0,29.0,175.26,145.0,305.0,80.0,40.75,2.5,1.0,1.0,False,0.0,0.405,8.0,180.34
180.34,170.0,29.0,0.0,193.04,7,0.0,28.0,187.96,205.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
167.64,125.0,27.0,9.0,152.4,1,2.0,27.0,154.94,115.0,179.0,91.75,99.75,2.25,0.0,47.5,True,0.145,0.4475,18.9375,162.56
177.8,170.0,30.0,4.0,180.34,6,1.0,31.0,172.72,170.0,167.0,97.0,119.0,6.0,1.0,33.1953125,True,0.200625,0.385,11.6328125,185.42
170.18,145.0,23.0,1.0,162.56,4,0.0,25.0,170.18,145.0,138.0,68.0,25.0,2.0,0.0,12.0,True,0.5,0.33,7.0,182.88
165.1,115.0,28.0,0.0,165.1,1,0.0,32.0,165.1,115.0,323.796875,94.5,99.75,3.625,0.0,13.0,True,0.07,0.4499999999999999,18.9375,162.56
190.5,185.0,28.0,1.0,182.88,8,0.0,28.0,175.26,205.0,323.796875,5.0,0.0,3.0,0.0,6.0,True,0.46,0.35,10.0,190.5
165.1,135.0,26.0,0.0,180.34,3,0.0,32.0,175.26,135.0,206.75,94.5,99.75,3.625,0.0,19.75,True,0.25,0.4499999999999999,6.5,182.88
160.02,135.0,24.0,16.0,162.56,2,4.0,30.0,165.1,125.0,133.5625,143.34375,20.90625,4.421875,0.0,45.125,True,0.3243749999999999,0.43078125,16.375,170.18
182.88,205.0,30.0,3.0,187.96,8,1.0,26.0,190.5,205.0,199.90625,0.0,283.0,0.0,1.0,2.0703125,True,0.640675048828125,0.5864794921875001,1.34375,187.96
167.64,125.0,29.0,1.0,165.1,2,0.0,29.0,162.56,125.0,154.0,21.0,23.0,6.0,0.0,3.0,True,0.640675048828125,0.37,5.0,182.88
180.34,185.0,34.0,24.0,182.88,8,4.0,35.0,180.34,225.0,176.0,152.66015625,23.830078125,3.41845703125,2.0,19.25,True,0.15,0.4168408203125,5.75,187.96
162.56,125.0,23.0,0.0,175.26,2,0.0,31.0,167.64,125.0,0.0,94.5,99.75,3.625,0.0,2.0,True,0.0,0.4499999999999999,5.0,182.88
175.26,145.0,34.0,15.0,177.8,4,1.0,22.0,172.72,145.0,133.0,275.8466796875,231.21875,7.03125,0.0,18.0,True,0.25,0.499375,8.0,180.34
190.5,225.0,29.0,5.0,182.88,9,1.0,27.0,187.96,225.0,104.125,0.0,0.0,1.375,1.0,18.25,True,0.25,0.4649999999999999,7.7141265869140625,182.88
177.8,205.0,29.0,15.0,190.5,9,2.0,35.0,185.42,205.0,0.0,17.5,283.0,0.0,1.0,0.5,True,0.640675048828125,0.3,1.0,182.88
182.88,225.0,29.0,0.0,182.88,9,0.0,32.0,187.96,225.0,323.796875,94.5,99.75,3.625,0.0,0.0,True,0.640675048828125,0.4499999999999999,18.9375,182.88
