B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_CLINCH_att,B_avg_opp_CLINCH_att,B_avg_opp_GROUND_att,B_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_total_time_fought(seconds),B_Height_cms,B_Reach_cms,R_avg_opp_SIG_STR_landed,R_avg_opp_TD_landed,R_avg_DISTANCE_landed,R_avg_opp_DISTANCE_att,R_avg_CTRL_time(seconds),R_avg_opp_CTRL_time(seconds),R_total_time_fought(seconds),R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms
86.8125,148.625,74.0625,93.5,23.6875,12.5625,3.25,42.5625,307.6875,930.25,175.26,180.34,75.7265625,2.01953125,37.765625,138.796875,218.359375,268.83984375,1113.8671875,0.0,170.18,170.18
1.0,37.0,9.0,6.0,0.0,2.0,18.0,0.0,150.0,179.0,182.88,187.96,24.5,1.0,28.5,66.0,353.0,55.0,900.0,0.0,182.88,187.96
30.0,88.5,52.0,66.5,1.0,2.5,13.0,91.5,84.0,520.0,175.26,185.42,19.0,0.0,19.0,31.0,30.0,2.0,473.5,0.0,185.42,198.12
102.5,161.0,120.5,114.5,16.0,8.5,2.0,289.5,16.5,900.0,167.64,162.56,41.9609375,0.8203125,23.8125,89.3828125,254.3125,129.9921875,864.4453125,0.0,172.72,172.72
13.5,9.0,0.5,1.5,0.0,0.0,1.0,0.0,0.0,340.0,190.5,198.12,1.5,0.5,1.0,1.0,0.0,0.0,187.5,0.0,185.42,195.58
6.0,64.0,7.0,21.0,1.0,5.0,3.0,0.0,188.0,242.0,182.88,185.42,30.0,2.375,25.75,46.25,165.75,299.375,823.75,0.0,187.96,185.42
41.0,32.0,4.0,7.0,14.0,5.0,0.0,156.0,1.0,190.0,193.04,205.74,57.15625,1.84375,26.84375,116.625,64.4375,184.53125,860.625,0.0,193.04,200.66
33.0,114.5,34.0,37.828125,0.0,0.0,16.8515625,143.125,84.5625,765.119384765625,182.88,190.5,36.0,1.5341796875,19.0,59.75,97.875,287.0370635986328,699.0,0.0,187.96,195.58
27.0,89.625,14.0,29.0,3.8125,2.5,29.5,73.75,186.0,647.0,182.88,200.66,18.1875,1.25,12.0,36.0,134.5732421875,34.0,686.75,0.0,185.42,187.96
11.1875,38.453125,10.609375,9.90625,2.0,6.125,9.1875,68.921875,116.953125,319.734375,180.34,190.5,23.04345703125,0.7626953125,7.38916015625,23.02685546875,21.380859375,153.033203125,291.63134765625,0.0,182.88,187.96
48.69337487220764,92.41377639770508,62.43014979362488,61.669612407684326,10.869479894638062,11.383445978164673,6.359474420547485,188.4655725955963,68.31263732910156,582.3476409912109,172.72,172.72,24.4375,1.0625,65.4375,92.96875,75.71875,89.40625,876.40625,0.0,172.72,177.8
47.703125,64.97399139404297,29.25,24.0,10.0,3.0,8.0,344.0,289.75,718.5625,190.5,193.04,66.0,1.0,25.0,73.0,91.0,82.0,551.0,0.0,190.5,193.04
40.0,66.96875,74.0,48.21875,17.0625,6.4375,2.21875,58.65625,76.1875,627.03125,172.72,182.88,20.0,0.8125,8.0,22.0625,69.0,169.5625,389.25,0.0,177.8,180.34
47.86592102050781,85.25,41.75,56.0,14.0,1.0,1.25,169.25,108.0,681.25,180.34,182.88,29.34765625,3.3046875,32.53125,83.00390625,151.27734375,328.47265625,881.51953125,0.0,175.26,180.34
37.3125,126.8125,45.125,92.75,0.75,4.8125,2.5,152.375,50.6875,570.5625,170.18,175.26,14.0,0.0,50.0,60.0,499.0,0.0,900.0,0.0,167.64,162.56
24.8125,28.6875,33.0625,21.0,0.4375,0.5,0.4375,0.0,0.0,738.75,185.42,187.96,16.25,3.0,9.875,10.75,0.0,0.0,983.5,0.0,187.96,182.88
66.75,143.8125,61.8515625,86.3515625,16.6484375,13.8359375,9.7734375,264.6875,177.96875,837.28125,177.8,172.72,33.5,2.21875,30.09375,75.65625,185.65625,287.90625,825.40625,0.0,172.72,177.8
72.0,47.0,24.25,31.5,8.5,3.5,0.75,224.25,2.75,416.75,185.42,193.04,6.75,0.75,7.5,10.25,235.0,81.5,404.5,0.0,185.42,190.5
25.75,40.25,3.5,4.5,1.75,1.0,2.0,199.25,103.0,380.25,182.88,177.8,10.267822265625,0.328125,1.690673828125,6.66552734375,207.27685546875,85.3095703125,367.43017578125,2.0,175.26,185.42
37.0,65.0,28.625,38.875,8.15625,8.648681640625,3.0,106.75,3.5,647.0,180.34,185.42,12.0,0.59375,12.6875,22.3125,100.4375,163.84375,404.9375,0.0,187.96,185.42
58.0,84.0,107.0,43.0,2.0,4.0,7.0,101.0,271.0,900.0,182.88,190.5,34.5634765625,1.6767578125,14.0859375,52.85693359375,59.45263671875,81.91796875,489.06201171875,0.0,182.88,187.96
21.0,102.75,59.5,83.0,5.375,9.68896484375,0.0,0.0,162.0,529.5,172.72,180.34,49.0,1.75,45.5,124.125,91.625,124.125,859.0,0.0,175.26,175.26
53.26953125,81.5,81.775634765625,61.9375,2.0,4.34375,0.0,146.5,24.125,500.548828125,177.8,180.33999999999997,59.359375,1.1875,40.625,100.453125,198.84375,119.34375,667.328125,0.0,187.96,185.42
31.0,121.75,56.0,80.0,5.0,8.0,5.0,46.625,10.6552734375,638.3203125,180.34,172.72,24.0,0.5,37.0,44.0,254.5,98.5,646.7080078125,0.0,172.72,180.34
66.0,126.75,84.25,107.25,4.75,6.75,0.0,227.25,82.5,718.5,167.64,175.26,68.0,1.21875,41.65625,183.59375,137.75,177.84375,899.6875,0.0,165.1,170.18
72.5,137.625,147.375,98.0,5.0,8.625,7.25,212.375,120.75,897.875,175.26,175.26,56.0,1.0,50.0,181.0,87.0,112.0,900.0,0.0,180.34,190.5
58.0,94.5,92.0,55.5,17.5,19.5,1.5,178.0,218.0,747.0,182.88,193.04,29.0,0.0,26.5,49.25,70.75,90.75,646.25,0.0,185.42,185.42
50.5625,86.25,21.75,11.5625,6.0,4.5625,32.0625,89.125,450.5,689.875,180.34,172.72,4.0,1.0,1.5,5.0,222.5,22.0,340.5,0.0,182.88,177.8
