weight_class,B_avg_SIG_STR_att,B_avg_opp_SIG_STR_att,B_avg_TOTAL_STR_att,B_avg_opp_TOTAL_STR_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_DISTANCE_att,B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_SIG_STR_att,R_avg_opp_SIG_STR_att,R_avg_TOTAL_STR_att,R_avg_opp_TOTAL_STR_att,R_avg_BODY_att,R_avg_opp_BODY_att,R_avg_DISTANCE_att,R_avg_opp_DISTANCE_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
5.0,82.984375,96.015625,99.265625,125.625,67.703125,13.5,6.03125,79.234375,0.0,175.26,155.0,76.25,59.375,103.734375,71.015625,4.59375,9.28125,51.890625,53.8125,1.0,172.72,185.42,155.0,1.0,182.88
6.0,25.65185546875,27.46630859375,36.23291015625,38.96826171875,19.85791015625,4.96728515625,2.7216796875,19.7197265625,0.0,185.42,170.0,70.6943131648004,53.39408058673144,86.15080280974507,75.29629588499665,13.578272547572851,2.905848287045956,22.53444341570139,34.72037069126964,4.0,177.8,182.88,170.0,1.0,190.5
5.0,47.5,40.0,61.0,46.5,36.0,1.0,0.5,34.5,0.0,177.8,155.0,87.2578125,71.484375,104.3515625,91.953125,10.25,5.0859375,73.2578125,62.6171875,1.0,172.72,180.34,155.0,1.0,187.96
4.0,56.0,95.0,59.0,95.0,82.0,5.0,1.0,91.0,1.0,170.18,145.0,144.125,140.75,171.51318359375,165.0,6.5,18.0,124.875,122.688232421875,0.0,170.18,182.88,145.0,1.0,182.88
9.0,56.25,94.703125,62.5,129.25,79.0,8.296875,8.0,45.96875,0.0,187.96,225.0,46.0,72.75,94.427734375,86.375,3.4140625,8.6455078125,30.2108154296875,69.4375,0.0,175.26,187.96,225.0,1.0,190.5
6.0,132.5,86.875,160.5,113.125,63.0,14.625,9.0,73.75,0.0,185.42,170.0,79.0619125366211,91.83124160766602,129.4384880065918,105.75036239624023,5.250503540039063,6.602092742919922,49.70345306396485,85.71451950073242,1.0,185.42,182.88,170.0,1.0,187.96
6.0,43.55450531840325,49.15264469385147,52.20642247796059,58.37036707997322,43.15825566649437,3.2467862963676453,1.770991861820221,39.76296553015709,3.0,177.8,170.0,80.39527559280396,92.8715524673462,85.9017288684845,109.42011404037476,20.10300588607788,7.006306171417236,71.48460555076599,82.38649797439575,4.0,182.88,190.5,170.0,1.0,182.88
6.0,2.0,5.0,2.0,5.0,4.0,0.0,0.0,2.0,0.0,177.8,170.0,75.0,49.5,112.53515625,52.76171875,14.0,11.5,46.0,37.0,0.0,175.26,180.34,170.0,1.0,187.96
4.0,90.0,129.0,95.0,156.0,102.0,18.75,13.0,90.0,0.0,182.88,145.0,3.0,5.0,3.0,5.0,0.0,1.0,3.0,4.0,0.0,172.72,185.42,145.0,1.0,182.88
4.0,93.0,90.0,103.0,92.0,80.0,9.0,6.0,90.0,1.0,172.72,145.0,76.0,83.0,100.0,129.0,20.125,9.0,63.0,71.0,0.0,170.18,185.42,145.0,1.0,170.18
2.0,37.0,27.0,47.5,52.0,23.0,2.0,1.0,19.0,0.0,170.18,125.0,136.96875,90.59375,157.59375,108.0625,20.125,19.1591796875,123.75,75.15625,1.0,167.64,165.1,125.0,0.0,180.34
5.0,123.0,129.0,126.75,139.875,95.25,18.1875,8.0625,112.8337056040764,1.0,177.8,155.0,90.669921875,66.25,102.3223876953125,78.1024169921875,5.078125,6.009521484375,52.2860107421875,57.4482421875,4.0,175.26,182.88,155.0,1.0,180.34
9.0,79.0,129.0,86.0,156.0,102.0,18.75,13.0,112.8337056040764,0.0,177.8,225.0,25.5,19.5,31.0,30.5,9.5,1.0,14.5,14.0,2.0,190.5,195.58,225.0,1.0,193.04
3.0,33.5,32.5,128.5,43.0,21.5,8.0,6.5,19.5,0.0,167.64,125.0,73.75,112.75,85.75,147.25,20.125,19.1591796875,37.0,65.5,0.0,170.18,165.1,135.0,0.0,172.72
5.0,117.4296875,68.125,136.68994140625,71.625,54.1875,14.609375,11.0,57.0,0.0,170.18,145.0,59.45703125,49.658203125,63.00390625,80.708984375,7.060546875,3.81640625,46.662109375,40.6484375,3.0,175.26,180.34,155.0,1.0,180.34
6.0,61.5,92.0,71.5,101.0,80.0,9.5,9.0,58.5,0.0,175.26,170.0,47.25,39.5,84.0,80.0,8.25,5.5,26.75,15.25,0.0,182.88,187.96,170.0,1.0,180.34
7.0,70.5,71.03125,80.71875,74.90625,40.96875,17.0,8.375,65.09375,3.0,182.88,185.0,28.375,31.4375,43.5,49.625,6.375,1.6875,19.3125,28.3125,1.0,185.42,182.88,185.0,1.0,185.42
6.0,114.0,91.0,120.5,95.0,73.5,9.0,8.5,77.0,1.0,182.88,155.0,58.28125,55.0,63.75,80.84375,8.802734375,5.5,43.40625,44.0,0.0,175.26,177.8,155.0,1.0,182.88
8.0,31.4375,50.4375,48.34375,80.46875,36.5625,9.75,7.6875,29.09375,0.0,185.42,205.0,10.0,1.0,25.0,10.0,1.0,0.0,2.0,1.0,0.0,182.88,187.96,185.0,1.0,190.5
9.0,60.25,49.8804931640625,82.75,76.65625,37.18769836425781,8.75,6.25,39.487300872802734,0.0,193.04,225.0,37.0,29.5,43.5,36.5,0.5,1.5,31.0,19.5,1.0,187.96,187.96,225.0,1.0,195.58
1.0,135.625,112.71875,167.0,136.3125,98.96875,7.625,4.96875,99.53125,0.0,165.1,115.0,66.875,10.375,110.25,28.625,11.25,3.75,11.5,4.25,1.0,165.1,167.64,115.0,0.0,162.56
9.0,36.625,91.0,58.0,96.0625,55.0,6.140625,4.0,67.5,0.0,190.5,225.0,3.5,39.0,22.0,51.5,2.0,2.5,3.0,6.5,0.0,210.82,195.58,225.0,1.0,195.58
6.0,32.5,65.875,84.5,74.7451171875,55.5,9.81689453125,5.0,38.4384765625,0.0,182.88,170.0,33.15625,31.6875,34.1875,37.875,4.28125,3.53125,29.03125,24.5625,2.0,185.42,187.96,170.0,1.0,190.5
6.0,109.9365234375,124.56640625,130.24609375,139.6572265625,102.0,9.3740234375,6.47216796875,92.07666015625,3.0,187.96,170.0,42.5,24.25,59.375,26.875,5.875,2.75,21.5625,16.0625,0.0,180.34,180.34,170.0,1.0,185.42
1.0,121.0,129.0,167.0,156.0,102.0,18.0,13.0,111.0,0.0,154.94,115.0,97.0,140.75,122.0,165.0,16.0,19.1591796875,89.0,122.688232421875,0.0,154.94,160.02,115.0,0.0,165.1
5.0,40.8125,36.625,42.15625,48.375,30.78125,2.125,1.0625,27.90625,1.0,180.34,155.0,99.28125,91.296875,120.341796875,105.251953125,8.44921875,13.16015625,84.861328125,81.9765625,1.0,172.72,185.42,155.0,1.0,190.5
3.0,20.5,63.5,52.0,99.0,55.0,3.5,1.5,19.0,0.0,160.02,135.0,118.375,140.75,121.75,165.0,16.875,19.1591796875,104.25,122.688232421875,0.0,167.64,172.72,135.0,0.0,172.72
5.0,95.58984375,111.6875,167.0,146.984375,81.806640625,15.673828125,12.716796875,87.291015625,1.0,172.72,155.0,77.5625,71.375,102.5625,77.375,12.5625,1.9375,65.75,69.25,2.0,170.18,177.8,155.0,1.0,177.8
6.0,32.5,26.5,44.0,111.5,21.5,4.0,3.0,17.5,1.0,180.34,170.0,144.125,127.5,171.51318359375,154.125,18.5,13.0,124.875,106.5,1.0,180.34,185.42,170.0,1.0,193.04
9.0,51.0,64.58306884765625,69.5,83.3046875,56.4375,5.5,5.25,68.0,0.0,182.88,225.0,82.375,49.734375,87.75,61.0,3.0,4.53125,74.0,37.0,0.0,193.04,195.58,225.0,1.0,187.96
1.0,87.0,73.5,111.794921875,76.0,54.76953125,18.75,13.0,56.1484375,0.0,170.18,125.0,144.125,111.0,171.51318359375,116.0,20.125,19.1591796875,124.875,97.0,0.0,167.64,165.1,125.0,0.0,170.18
4.0,61.5,92.875,99.875,102.75,62.375,18.75,13.0,86.125,0.0,175.26,145.0,141.15625,111.75,170.6875,125.8125,10.75,10.3125,96.28125,94.34375,0.0,167.64,167.64,155.0,1.0,180.34
6.0,86.8768081665039,81.03076171875,101.6953125,108.25,51.28125,12.0,8.0,52.0,0.0,167.64,170.0,20.56640625,46.33984375,25.21484375,87.1640625,2.4609375,3.703125,16.53515625,24.48828125,1.0,180.34,187.96,170.0,1.0,170.18
5.0,49.2923583984375,53.5185546875,49.5,62.0692138671875,31.484375,9.0,7.25,24.0,0.0,175.26,155.0,144.125,140.75,171.51318359375,157.215087890625,20.125,18.98681640625,124.875,122.688232421875,1.0,175.26,177.8,155.0,1.0,187.96
6.0,116.0,89.25,167.0,100.6875,55.5625,9.5,6.6875,84.4375,1.0,180.34,170.0,104.6641845703125,91.80908203125,120.2208251953125,94.635498046875,20.125,6.98651123046875,97.78814697265624,84.978271484375,4.0,187.96,190.5,170.0,1.0,182.88
3.0,80.8125,76.84375,83.5625,103.3125,68.09375,4.78125,1.71875,64.90625,2.0,175.26,135.0,100.65625,79.453125,150.140625,93.015625,12.109375,8.03125,57.515625,69.078125,0.0,167.64,170.18,135.0,1.0,177.8
2.0,61.75,75.875,135.125,120.375,50.75,13.25,7.875,67.375,1.0,172.72,115.0,39.1875,51.3125,54.53125,106.296875,3.09375,2.640625,25.9375,41.953125,1.0,165.1,160.02,125.0,0.0,170.18
6.0,31.0,103.0,37.0,132.0,82.0,15.0,10.0,38.0,0.0,185.42,170.0,84.0,101.0,128.0,165.0,5.0,18.0,84.0,92.0,0.0,182.88,185.42,170.0,1.0,180.34
6.0,61.0,81.0,70.0,156.0,59.0,11.0,9.0,46.0,0.0,187.96,170.0,133.939453125,94.345703125,141.234375,108.173828125,14.556640625,10.4375,117.525390625,77.009765625,1.0,190.5,190.5,170.0,1.0,187.96
7.0,68.546875,53.0390625,90.5,75.3125,39.552734375,11.60302734375,7.0,42.8984375,0.0,190.5,205.0,41.86030578613281,64.36680603027344,47.47755432128906,75.35050964355469,4.91461181640625,3.726333618164064,31.59101867675781,48.05131530761719,4.0,182.88,187.96,185.0,1.0,195.58
8.0,92.0,102.0,116.0,103.0,81.125,7.6630859375,6.5,82.0596923828125,0.0,187.96,205.0,53.076171875,91.97494506835938,55.810791015625,106.125,5.75,5.71875,38.6318359375,71.1875,0.0,187.96,193.04,205.0,1.0,193.04
1.0,92.0,129.0,147.0,156.0,99.0,18.75,13.0,83.0,0.0,170.18,125.0,111.0,140.75,116.0,165.0,20.125,19.1591796875,97.0,122.688232421875,0.0,157.48000000000002,157.48,115.0,0.0,170.18
3.0,95.5,81.5,97.25,115.25,69.0,8.0,5.5,73.0,0.0,167.64,135.0,71.75,72.125,80.625,79.875,10.25,11.875,58.5,58.375,1.0,167.64,165.1,125.0,1.0,165.1
7.0,22.0,55.0,23.0,73.0,51.0,3.0,2.0,16.0,0.0,190.5,185.0,144.125,129.375,166.375,135.25,20.125,6.375,124.875,121.25,1.0,198.12,195.58,185.0,1.0,193.04
3.0,12.25,18.75,30.25,35.5,14.5,3.5,2.5,7.25,0.0,172.72,135.0,39.2265625,55.7265625,49.2890625,79.78125,6.7578125,13.46875,23.2734375,36.328125,1.0,172.72,185.42,135.0,1.0,182.88
9.0,124.50802612304688,118.41363525390624,156.5440673828125,149.29660034179688,95.61257934570312,11.28143310546875,7.78594970703125,104.49517822265624,3.0,193.04,225.0,23.0380859375,24.85546875,41.3564453125,37.9951171875,4.6005859375,2.677734375,15.568359375,19.2275390625,1.0,187.96,195.58,225.0,1.0,195.58
9.0,2.0,50.0,4.0,84.0,50.0,0.0,0.0,0.0,0.0,193.04,225.0,39.1875,26.125,45.0,43.0,3.9375,1.75,26.875,22.3125,2.0,198.12,195.58,225.0,1.0,195.58
3.0,61.75,67.0,77.90625,79.09375,56.875,6.5,5.84375,52.364501953125,0.0,170.18,135.0,144.125,140.75,171.51318359375,165.0,17.5,11.75,124.875,118.25,0.0,154.94,157.48,115.0,0.0,170.18000000000004
5.0,111.125,81.25,127.5625,100.9375,52.25,18.75,13.0,67.4375,1.0,180.34,155.0,95.95458984375,74.464111328125,100.8331298828125,109.70556640625,12.5380859375,10.9324951171875,85.4539794921875,53.8525390625,1.0,177.8,182.88,170.0,1.0,177.8
2.0,135.625,93.298828125,161.197265625,116.529296875,70.056640625,16.740234375,11.556640625,67.62109375,1.0,160.02,125.0,144.125,98.6328125,171.51318359375,123.056640625,20.125,19.1591796875,84.5625,71.583984375,1.0,160.02,167.64,125.0,1.0,162.56
5.0,27.0,105.0,42.0,139.0,102.0,0.0,0.0,10.0,0.0,177.8,155.0,80.0,110.0,102.0,163.0,12.0,19.1591796875,66.0,71.0,0.0,182.88,185.42,155.0,1.0,177.8
4.0,83.625,78.375,104.5,83.375,61.25,9.75,5.5,58.625,0.0,172.72,145.0,55.625,46.375,104.125,75.375,9.0,9.875,41.5,33.0,0.0,172.72,175.26,145.0,1.0,180.34
8.0,11.75,28.5,27.25,52.75,19.5,1.0,1.0,20.25,0.0,182.88,205.0,30.0,20.0,30.0,20.0,2.0,5.0,26.0,20.0,1.0,187.96,187.96,205.0,1.0,185.42
6.0,54.25,58.0,73.25,78.25,39.25,9.0,6.0,45.25,0.0,177.8,170.0,113.4296875,58.4140625,168.7421875,71.640625,6.390625,11.0390625,76.1875,50.296875,2.0,190.5,195.58,170.0,1.0,180.34
5.0,66.0,87.0,71.0,107.0,52.0,18.75,10.0,67.0,0.0,175.26,155.0,93.75,56.0,141.0,75.0,6.9637451171875,5.61328125,26.08258056640625,48.90625,0.0,180.34,190.5,155.0,1.0,180.34
9.0,38.625,52.6796875,59.8125,83.0,34.875,4.5,4.25,21.0,0.0,185.42,225.0,117.0,84.0,121.0,120.0,6.0,7.0,114.0,65.0,0.0,190.5,195.58,225.0,1.0,195.58
4.0,135.625,72.75,146.0,81.25,65.5,6.0,6.0,71.5,1.0,177.8,145.0,11.0,6.0,11.0,6.0,0.0,0.0,10.0,5.0,0.0,172.72,175.26,155.0,1.0,180.34
6.0,79.0299072265625,67.60234069824219,96.848876953125,74.32208251953125,49.79096984863281,11.565032958984377,8.492263793945312,57.32704162597656,1.0,180.34,170.0,36.07958984375,37.349853515625,46.103271484375,66.9169921875,8.255615234375,8.038818359375,29.68994140625,21.904052734375,2.0,167.64,172.72,170.0,1.0,172.72
7.0,64.5,81.5,91.0,128.5,72.0,7.0,4.5,53.0,0.0,185.42,185.0,144.125,140.75,171.51318359375,165.0,19.3125,13.5625,124.875,122.688232421875,0.0,182.88,187.96,185.0,1.0,185.42
6.0,120.78125,116.67578125,167.0,138.412109375,82.953125,16.974609375,10.95703125,104.265625,1.0,180.34,170.0,117.17774391174316,140.75,133.2052516937256,165.0,20.125,19.1591796875,100.57239151000977,122.688232421875,4.0,172.72,175.26,155.0,1.0,187.96
6.0,64.0,87.0,99.0,117.0,73.0,6.0,6.0,45.0,0.0,182.88,170.0,144.125,123.03125,166.037109375,133.041015625,14.228515625,4.31640625,124.875,111.451171875,4.0,182.88,180.34,170.0,1.0,190.5
8.0,87.5,69.0,117.0,75.6171875,51.37513732910156,5.0,3.0,61.0,0.0,185.42,205.0,56.15625,60.734375,62.921875,106.109375,9.015625,11.640625,43.953125,41.640625,1.0,193.04,195.58,205.0,1.0,195.58
8.0,64.6953125,33.65234375,95.328125,42.12109375,26.16796875,5.1796875,3.92578125,28.34765625,3.0,187.96,205.0,42.7294921875,45.47021484375,46.4228515625,54.41845703125,5.037109375,8.455078125,37.68408203125,34.6943359375,3.0,185.42,187.96,185.0,1.0,187.96
3.0,135.625,127.58203125,167.0,130.63671875,93.59765625,18.75,13.0,112.8337056040764,3.0,167.64,145.0,104.0,110.25,119.375,151.75,15.75,11.875,79.625,90.875,0.0,167.64,162.56,145.0,1.0,170.18
5.0,135.625,97.9306640625,150.02587890625,121.09423828125,87.86083984375,5.3466796875,3.9306640625,74.42724609375,3.0,177.8,170.0,85.02392578125,85.2894287109375,150.30804443359375,165.0,12.14666748046875,13.0872802734375,49.9041748046875,54.40093994140625,4.0,175.26,177.8,155.0,1.0,182.88
9.0,71.375,69.125,78.625,79.1875,60.3125,4.8125,2.25,64.625,3.0,190.5,225.0,50.390869140625,32.9710693359375,72.5010986328125,44.2645263671875,5.8748779296875,4.4149169921875,32.42236328125,23.433837890625,4.0,193.04,195.58,225.0,1.0,195.58
6.0,57.93304443359375,24.200408935546875,81.733154296875,45.087921142578125,17.199859619140625,5.50030517578125,4.48468017578125,15.83319091796875,3.0,175.26,170.0,107.421875,59.875,157.984375,99.75,9.140625,6.4375,75.359375,49.8125,2.0,180.34,193.04,185.0,1.0,185.42
2.0,114.828125,94.0,145.2640380859375,105.875,74.25,5.0,3.0,88.54374694824219,0.0,170.18,125.0,70.4921875,63.453125,104.069091796875,75.5625,8.71875,4.0,53.125,44.25,0.0,170.18,175.26,125.0,0.0,172.72
4.0,122.0,97.0,127.0,107.0,81.0,13.5,9.0,82.5,1.0,180.34,145.0,81.90625,100.90625,99.15625,132.125,14.03125,19.1591796875,55.09375,79.3125,1.0,172.72,185.42,135.0,1.0,187.96
10.0,7.875,7.5,12.5,17.875,6.5,0.875,0.875,0.625,2.0,190.5,225.0,49.203125,42.078125,96.828125,76.765625,5.640625,0.453125,39.734375,33.875,1.0,185.42,182.88,205.0,1.0,193.04
7.0,7.0,9.0,11.0,13.0,6.0,1.0,1.0,6.0,1.0,177.8,185.0,38.8046875,34.0546875,97.2265625,50.625,3.6171875,9.390625,17.359375,15.9296875,2.0,182.88,187.96,185.0,1.0,175.26
3.0,127.1875,107.1875,145.875,119.9375,77.4375,18.75,11.125,95.4375,1.0,167.64,135.0,135.4375,140.75,158.3125,157.625,13.03125,16.125,121.21875,122.688232421875,1.0,165.1,162.56,135.0,0.0,172.72
6.0,39.0,43.96875,91.53125,83.15625,30.65625,10.375,9.125,25.28125,0.0,175.26,155.0,63.35693359375,52.23388671875,90.11181640625,71.79052734375,1.70263671875,5.12939453125,38.34619140625,34.79150390625,1.0,177.8,182.88,170.0,1.0,182.88
3.0,135.625,119.5,163.0,137.5,92.5,15.0,9.0,108.0,0.0,175.26,135.0,80.0,128.0,171.0,134.0,5.0,17.0,53.0,116.0,0.0,170.18,180.34,135.0,1.0,182.88
7.0,36.875,20.3125,47.0625,34.375,16.25,1.34375,1.09375,13.4375,0.0,182.88,185.0,43.375,41.5,60.375,45.375,2.625,5.0,31.625,33.125,0.0,185.42,195.58,185.0,1.0,187.96
9.0,74.16220474243164,56.5859375,79.0,60.0,31.0,7.4765625,5.25,39.75,0.0,190.5,225.0,16.6220703125,20.7880859375,27.0166015625,30.2646484375,4.3212890625,2.619140625,5.4384765625,10.4208984375,1.0,190.5,195.58,225.0,1.0,195.58
6.0,77.7421875,74.296875,94.6015625,91.5078125,66.4765625,1.765625,0.4375,73.953125,2.0,177.8,170.0,61.35546875,44.71875,74.99609375,54.6875,3.53515625,5.109375,48.83984375,35.953125,3.0,180.34,193.04,185.0,1.0,185.42
5.0,85.0,86.783203125,87.28125,89.125,74.0,13.375,8.0,81.0,0.0,182.88,155.0,77.5,107.98399353027344,100.9375,132.5390625,20.125,4.3125,62.07561111450195,97.75,0.0,180.34,187.96,155.0,1.0,182.88
3.0,135.625,129.0,167.0,156.0,102.0,18.75,13.0,112.8337056040764,0.0,160.02,125.0,107.0,98.0,118.0,124.0,11.0,19.1591796875,93.0,88.0,0.0,175.26,177.8,135.0,1.0,162.56
8.0,80.25,63.0,100.8125,84.75,42.5,17.125,6.625,51.0,0.0,182.88,205.0,28.5,21.5,36.25,37.75,2.75,3.0,24.0,18.375,2.0,185.42,193.04,205.0,1.0,187.96
9.0,36.09375,35.625,72.96875,51.8125,31.6875,2.5,2.1875,17.125,3.0,193.04,225.0,66.89306640625,60.637939453125,87.0087890625,87.533935546875,3.4140625,6.607177734375,52.21533203125,49.1494140625,4.0,185.42,195.58,225.0,1.0,195.58
6.0,37.0,24.0,103.0,107.0,20.0,4.0,3.0,3.0,0.0,177.8,170.0,8.625,7.875,11.125,13.5,1.75,3.25,4.75,2.375,0.0,175.26,182.88,170.0,1.0,190.5
7.0,32.875,32.5,47.625,41.875,26.375,5.1875,4.625,22.9375,0.0,190.5,185.0,60.7158203125,75.91259765625,74.30078125,99.51513671875,9.3046875,6.32275390625,51.9130859375,48.33056640625,0.0,185.42,187.96,185.0,1.0,190.5
5.0,57.46274566650391,49.75,53.0,55.25,48.0,3.4375,3.0,42.8984375,0.0,193.04,197.0,28.0,38.0,28.0,51.0,2.0,1.0,17.0,28.0,0.0,180.34,182.88,195.0,1.0,195.58
1.0,34.0,60.0,52.5,82.5,46.5,11.5,6.5,45.0,0.0,162.56,115.0,39.1875,31.0,55.375,37.5,7.0,7.25,34.75,28.125,0.0,165.1,170.18,115.0,0.0,160.02
3.0,71.1953125,49.3642578125,77.0,60.451171875,38.6875,6.75,2.0,47.0,0.0,170.18,135.0,82.0,76.234375,109.16576385498048,85.546875,9.4111328125,1.0,68.0,73.25,0.0,180.34,190.5,135.0,1.0,167.64
3.0,112.577392578125,129.0,118.00140380859376,151.80877685546875,102.0,13.1807861328125,9.51611328125,112.8337056040764,3.0,170.18,135.0,136.5,108.75,146.75,115.3125,16.59375,13.6875,106.9375,99.71875,3.0,170.18,170.18,135.0,1.0,177.8
5.0,16.0,59.0,19.0,117.0,51.0,5.0,5.0,21.0,0.0,182.88,155.0,27.25,26.0625,49.5,28.0625,7.25,0.0,11.5,13.75,0.0,182.88,185.42,155.0,1.0,187.96
4.0,24.0,7.0,44.0,7.0,6.0,0.0,0.0,7.0,0.0,170.18,145.0,51.0,53.0,68.0,69.5,11.0,7.5,37.5,41.0,0.0,175.26,182.88,145.0,1.0,175.26
4.0,32.0,31.0,53.0,57.0,12.0,8.0,8.0,19.0,0.0,167.64,145.0,54.853759765625,75.39132690429688,61.398681640625,88.34683227539062,8.582855224609375,9.38751220703125,48.938018798828125,56.350128173828125,1.0,175.26,177.8,155.0,1.0,162.56
6.0,58.96875,73.21875,91.51171875,95.78125,59.625,8.8046875,5.0625,51.14453125,1.0,182.88,170.0,72.56565856933594,62.14576721191406,89.47000122070312,97.0692138671875,9.76605224609375,8.290069580078125,59.72489929199219,45.10484313964844,4.0,180.34,193.04,170.0,1.0,190.5
9.0,95.5,69.0,87.841796875,73.6173095703125,65.0,3.0703125,2.5,64.875,0.0,180.34,225.0,41.875,34.875,61.0,38.75,4.3125,1.625,37.0,21.9456787109375,0.0,182.88,182.88,225.0,1.0,195.58
9.0,82.578125,90.4140625,102.28125,132.0859375,71.8046875,4.4296875,3.125,52.78125,3.0,185.42,225.0,76.4375,62.1875,134.40625,89.78125,4.46875,3.25,30.0625,46.8125,3.0,185.42,190.5,205.0,1.0,195.58
3.0,58.0,108.5,70.0,142.5,79.5,18.5,13.0,84.5,0.0,170.18,135.0,16.0,8.5,24.0,36.0,2.5,1.0,7.5,3.5,0.0,177.8,185.42,145.0,1.0,182.88
2.0,83.625,85.875,108.875,114.875,57.375,13.875,9.375,53.5,1.0,167.64,125.0,97.5625,100.25,102.1875,114.375,15.5625,13.625,83.0,76.125,3.0,160.02,167.64,135.0,1.0,167.64
8.0,25.0,72.875,38.0,104.0,50.5,12.75,8.0,28.6881103515625,0.0,187.96,185.0,12.0625,14.875,13.375,28.4375,1.25,2.4375,8.75,7.375,2.0,187.96,190.5,205.0,1.0,195.58
4.0,113.25,129.0,120.0,146.625,102.0,13.25,8.75,111.5,0.0,170.18,145.0,67.5,49.0,99.0,57.5,8.0,11.5,39.0,38.0,0.0,185.42,185.42,145.0,1.0,177.8
7.0,85.30712890625,67.57861328125,115.828125,76.654296875,52.64306640625,6.97607421875,3.47216796875,57.73583984375,3.0,187.96,170.0,40.11376953125,61.393310546875,50.47998046875,128.58056640625,4.40576171875,2.95703125,30.24609375,28.968505859375,4.0,187.96,195.58,185.0,1.0,190.5
7.0,49.5,52.0,50.0,63.5,41.0,3.5,2.5,42.5,1.0,182.88,185.0,26.375,28.125,30.75,93.125,2.375,2.5,12.625,8.125,0.0,180.34,190.5,170.0,1.0,177.8
7.0,35.0,40.0,72.5,47.0,37.0,1.5,1.0,33.0,0.0,185.42,185.0,72.5,88.0,91.0,104.0,3.0,13.0,54.0,83.0,1.0,177.8,182.88,170.0,1.0,195.58
7.0,58.765625,90.359375,64.375,96.828125,68.546875,12.5,6.625,76.65625,0.0,185.42,185.0,7.89453125,18.697265625,17.0361328125,27.619140625,1.21875,0.982421875,4.1767578125,4.3564453125,2.0,190.5,195.58,185.0,1.0,193.04
5.0,27.0,23.0,59.0,28.0,22.0,1.0,0.0,23.0,0.0,190.5,155.0,143.75,77.0,171.51318359375,113.0,13.25,6.5,79.25,53.5,0.0,175.26,177.8,155.0,1.0,195.58
9.0,29.1572265625,17.704833984375,29.975830078125,18.4609375,10.50390625,3.581298828125,2.27880859375,17.241455078125,3.0,195.58,225.0,66.24028015136719,129.33441162109375,83.75344848632812,153.93963623046875,9.798141479492188,17.416229248046875,42.42964172363281,102.62165832519533,4.0,193.04,195.58,225.0,1.0,195.58
3.0,135.625,110.912109375,150.844970703125,148.25,90.125,13.0,4.0,96.9375,0.0,175.26,135.0,88.0,57.28125,103.75,91.0625,14.65625,4.375,81.28125,49.21875,0.0,177.8,185.42,145.0,1.0,185.42
0.0,52.69140625,70.1484375,58.2421875,80.80859375,50.55078125,9.3046875,8.89453125,39.98046875,2.0,185.42,185.0,100.51953125,114.4765625,102.6953125,139.3515625,10.8359375,6.68359375,90.5234375,96.015625,1.0,187.96,190.5,185.0,1.0,193.04
2.0,40.0,28.0,62.0,29.0,27.0,0.0,0.0,27.0,0.0,167.64,125.0,103.0,59.75,170.0,78.5,8.25,4.75,55.75,52.5,0.0,167.64,172.72,125.0,1.0,165.1
7.0,42.4375,27.40625,60.375,33.0,21.71875,4.0,2.78125,13.34375,1.0,185.42,185.0,19.5,23.0,37.5,42.5,2.5,5.0,3.5,5.5,0.0,172.72,180.34,185.0,1.0,185.42
1.0,53.0,42.7890625,84.5,66.5,31.625,6.375,3.0,32.3828125,0.0,162.56,115.0,144.125,140.75,160.0,165.0,13.375,17.0,124.875,122.688232421875,0.0,152.4,152.4,115.0,0.0,160.02
2.0,106.5,96.5,131.5,138.5,68.0,18.0,12.0,72.5,0.0,167.64,125.0,81.875,63.25,87.125,73.8828125,5.296875,6.84375,69.328125,52.421875,2.0,165.1,170.18,125.0,1.0,170.18
9.0,135.625,129.0,167.0,156.0,102.0,18.75,13.0,112.8337056040764,2.0,190.5,225.0,105.07666015625,80.6171875,106.8623046875,94.767578125,11.8583984375,18.56982421875,88.73974609375,74.2314453125,4.0,190.5,195.58,225.0,1.0,195.58
3.0,126.193359375,92.384765625,165.2265625,154.17822265625,71.63427734375,11.73681640625,5.87451171875,84.51318359375,0.0,167.64,125.0,115.3515625,99.046875,117.984375,121.0,10.75,7.3515625,108.421875,85.5078125,4.0,172.72,180.34,135.0,1.0,175.26
5.0,42.25,56.5,72.5,106.25,43.5,10.5,9.75,24.25,0.0,170.18,170.0,119.5,140.75,146.5,165.0,11.0,19.1591796875,97.5,122.688232421875,0.0,180.34,177.8,155.0,1.0,175.26
7.0,112.0,23.5,167.0,93.5,18.0,4.0,2.5,17.5,0.0,177.8,170.0,25.5,42.0,33.5,42.5,1.0,1.5,12.5,35.0,0.0,187.96,195.58,183.0,1.0,185.42
9.0,73.0,72.5,76.5,76.0,52.265228271484375,15.716796875,13.0,60.5,0.0,200.66,220.0,47.25,92.0,63.4140625,109.1328125,4.83203125,11.0,41.25,84.27444458007812,0.0,187.96,187.96,225.0,1.0,195.58
