weight_class,B_avg_SIG_STR_att,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_HEAD_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_total_time_fought(seconds),B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_opp_TOTAL_STR_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
8.0,102.49092864990234,50.088623046875,23.130332946777344,111.41400146484376,63.940948486328125,54.612548828125,27.324180603027344,67.7537612915039,34.093849182128906,10.518905639648438,7.01153564453125,67.27583312988281,39.996856689453125,14.92974090576172,589.2026672363281,4.0,187.96,205.0,98.48934936523438,5.0,193.04,195.58,205.0,1.0,193.04
6.0,94.3134765625,72.47265625,28.54736328125,104.7666015625,61.91796875,78.083984375,32.49072265625,75.57470703125,60.06396484375,6.89208984375,4.3310546875,77.30517578125,64.826171875,23.24267578125,437.0615234375,4.0,187.96,170.0,41.875,2.0,180.34,193.04,170.0,1.0,190.5
7.0,73.25,73.0,28.0,101.0,53.5,79.0,34.0,59.25,71.25,1.75,1.5,39.25,43.25,12.0,554.25,2.0,182.88,170.0,81.920166015625,5.0,180.34,185.42,185.0,1.0,185.42
7.0,33.3125,74.9375,42.0,52.9375,32.0625,111.8125,76.8125,27.5625,61.0625,10.1875,8.875,26.9375,33.875,15.625,736.625,0.0,182.88,185.0,88.625,1.0,190.5,195.58,185.0,1.0,190.5
5.0,150.0,105.0546875,34.25,174.1328125,84.46875,121.4921875,48.8984375,120.0,86.453125,10.515625,5.765625,131.0,89.03125,25.015625,650.9296875,1.0,177.8,155.0,76.046875,1.0,177.8,182.88,155.0,1.0,177.8
2.0,31.5,101.0,29.5,43.5,21.0,122.0,50.0,28.0,81.0,17.0,9.5,28.5,80.0,14.5,737.5,0.0,165.1,125.0,77.0625,2.0,162.56,165.1,125.0,1.0,170.18
8.0,97.0,59.0,30.0,101.0,50.0,78.0,48.0,88.0,51.0,6.0,6.0,68.0,35.0,14.0,900.0,0.0,195.58,205.0,97.80078125,4.0,187.96,190.5,205.0,1.0,195.58
6.0,26.4083251953125,27.187255859375,14.630615234375,36.908447265625,22.328125,38.6165771484375,23.291259765625,21.49658203125,20.9967041015625,5.172119140625,4.6689453125,18.8961181640625,19.8052978515625,9.36865234375,209.8802490234375,0.0,180.34,170.0,140.5625,0.0,180.34,190.5,170.0,1.0,182.88
5.0,150.0,143.0,59.85095763206482,177.611328125,96.509765625,165.625,85.375,120.0,111.79295480251312,20.05322265625,13.9281005859375,131.0,126.5,47.5,713.5,1.0,180.34,155.0,89.62820053100586,5.0,175.26,182.88,155.0,1.0,177.8
7.0,98.0,38.0,9.0,117.0,61.0,40.0,11.0,47.0,37.0,0.0,0.0,52.0,25.0,5.0,720.0,0.0,187.96,205.0,77.5,0.0,185.42,187.96,185.0,1.0,193.04
9.0,127.5,92.5,25.75,130.25,62.25,95.75,28.25,93.75,73.0,6.0,4.25,112.25,90.75,25.0,734.5,0.0,193.04,205.0,59.26435708999634,5.0,193.04,195.58,205.0,1.0,195.58
3.0,11.0,12.5,7.0,24.0,15.5,15.5,10.0,7.0,7.0,1.5,1.5,10.5,10.5,5.5,292.0,0.0,175.26,145.0,116.75,0.0,167.64,167.64,125.0,1.0,180.34
9.0,136.587890625,143.0,59.85095763206482,138.6875,53.126953125,148.318359375,85.375,115.576171875,91.244140625,20.05322265625,13.9281005859375,131.0,126.5,47.5,939.41015625,3.0,193.04,205.0,171.0352783203125,0.0,180.34,185.42,205.0,1.0,195.58
5.0,114.390625,62.296875,14.84375,125.9375,38.765625,68.734375,20.578125,99.40625,53.140625,3.265625,2.34375,103.15625,54.796875,10.53125,428.640625,3.0,167.64,145.0,106.5,0.0,172.72,175.26,155.0,1.0,177.8
6.0,150.0,81.96875,43.6875,177.611328125,96.509765625,117.09375,78.03125,81.96875,49.28125,20.05322265625,13.9281005859375,107.21875,52.15625,18.1875,865.8125,0.0,182.88,170.0,48.00289916992188,1.0,185.42,182.88,170.0,1.0,182.88
4.0,101.5,143.0,55.5,107.5,50.0,165.625,69.5,65.0,111.79295480251312,18.0,12.0,95.5,126.5,40.5,885.0,0.0,172.72,145.0,110.5,0.0,170.18,177.8,145.0,1.0,182.88
8.0,24.0,19.0,10.0,45.0,36.0,23.0,14.0,10.0,12.0,1.0,1.0,20.0,17.0,9.0,263.0,0.0,190.5,205.0,70.0,0.0,190.5,190.5,205.0,1.0,187.96
3.0,56.0,89.0,52.0,128.0,96.509765625,116.0,79.0,33.0,68.0,16.0,13.9281005859375,31.0,43.0,21.0,900.0,0.0,167.64,125.0,117.0,0.0,162.56,167.64,135.0,1.0,167.64
5.0,120.921875,93.90625,30.59375,124.421875,50.4375,97.765625,34.15625,102.625,82.421875,6.921875,4.140625,113.0625,92.390625,29.765625,531.671875,2.0,177.8,155.0,121.177001953125,2.0,177.8,180.34,155.0,1.0,177.8
7.0,150.0,143.0,59.85095763206482,177.611328125,96.509765625,165.625,68.0,120.0,111.79295480251312,13.0,6.0,131.0,126.5,47.5,900.0,0.0,190.5,185.0,21.0,0.0,185.42,195.58,185.0,1.0,193.04
2.0,37.375,44.25,14.0,38.5,11.25,49.0,18.375,31.125,30.75,6.625,3.0,34.125,41.25,12.75,256.5,0.0,162.56,125.0,171.0352783203125,0.0,162.56,162.56,125.0,1.0,165.1
2.0,86.75,57.25,27.5,139.0,94.25,74.0,43.0,56.5,38.25,8.75,4.75,48.75,40.75,15.75,874.75,1.0,165.1,125.0,47.0,1.0,170.18,167.64,125.0,1.0,165.1
5.0,80.96875,114.71875,38.375,100.625,52.5,135.625,53.78125,67.0,95.46875,13.125,8.375,61.5,100.78125,32.0625,750.46875,2.0,175.26,155.0,50.7734375,0.0,180.34,182.88,155.0,1.0,177.8
4.0,129.25,137.25,45.75,141.75,55.5,138.25,46.75,95.75,100.75,20.05322265625,8.75,106.75,121.5,36.0,654.0,1.0,182.88,155.0,171.0352783203125,0.0,175.26,165.1,145.0,1.0,180.34
1.0,91.0,107.75,43.375,105.0,52.875,120.75,54.875,75.0,79.5,18.75,10.75,70.0,89.375,31.625,527.125,0.0,167.64,125.0,146.25,0.0,154.94,152.4,115.0,0.0,162.56
6.0,40.0,42.0,14.0,46.5,17.5,58.5,27.5,28.5,32.5,6.5,4.0,37.0,31.0,9.0,520.5,0.0,177.8,170.0,120.84375,1.0,172.72,180.34,170.0,1.0,185.42
8.0,17.0,23.0,6.0,17.0,6.0,23.0,6.0,13.0,23.0,0.0,0.0,17.0,16.0,2.0,41.0,0.0,190.5,185.0,134.0,0.0,175.26,182.88,205.0,1.0,190.5
2.0,150.0,143.0,59.85095763206482,177.611328125,90.625,165.578125,74.5,120.0,111.79295480251312,16.484375,8.96875,131.0,126.5,47.5,749.375,4.0,160.02,135.0,141.625,0.0,165.1,162.56,125.0,1.0,170.18
8.0,28.0,3.0,1.0,146.0,96.509765625,83.0,79.0,22.0,0.0,3.0,1.0,2.0,2.0,1.0,900.0,0.0,182.88,205.0,29.40234375,4.0,190.5,187.96,205.0,1.0,187.96
8.0,53.0380859375,75.52197265625,37.5078125,63.20263671875,31.0126953125,98.81591796875,59.90380859375,43.17138671875,60.9677734375,6.05078125,3.7099609375,39.828125,53.453125,23.248046875,602.234375,2.0,180.34,185.0,56.0,1.0,180.34,182.88,205.0,1.0,187.96
4.0,41.875,49.34375,17.4375,73.125,47.59375,65.71875,31.375,28.125,38.4375,6.96875,2.65625,37.65625,39.96875,10.84375,862.0,0.0,175.26,145.0,125.0,0.0,172.72,177.8,145.0,1.0,180.34
3.0,92.0,43.5,14.75,112.0,61.5,47.0,17.0,75.5,38.0,3.5,2.25,48.0,38.5,12.5,327.75,2.0,180.34,135.0,150.21710205078125,5.0,160.02,170.18,135.0,1.0,177.8
6.0,51.279296875,44.982421875,20.5380859375,71.3798828125,46.6962890625,65.1748046875,37.04296875,37.1259765625,31.9833984375,7.0654296875,5.7021484375,27.73828125,38.861328125,16.1201171875,753.3935546875,1.0,182.88,170.0,138.51177978515625,5.0,177.8,182.88,170.0,1.0,182.88
7.0,150.0,143.0,59.85095763206482,177.611328125,96.509765625,165.625,85.375,120.0,111.79295480251312,16.45046615600586,9.13568878173828,131.0,126.5,40.31422233581543,1497.0695571899414,4.0,180.34,185.0,158.6781723946333,5.0,185.42,190.5,185.0,1.0,193.04
4.0,117.11286783218384,106.59422194957732,37.51850557327271,123.434605717659,56.50913059711456,110.51722812652588,40.92775237560272,93.7205204963684,93.2819118499756,9.565455675125122,6.987605810165405,99.13730454444884,96.33482241630554,30.316611886024475,722.9868816137314,4.0,167.64,135.0,171.0352783203125,5.0,180.34,175.26,145.0,1.0,172.72
5.0,60.5,71.0,18.5,89.5,57.0,102.5,40.5,41.0,63.5,4.0,2.0,39.0,60.5,14.0,688.5,1.0,172.72,155.0,171.0352783203125,1.0,172.72,172.72,155.0,1.0,182.88
5.0,76.0,45.0,16.0,88.0,38.0,58.0,27.0,59.0,36.0,8.0,3.0,62.0,40.0,14.0,790.0,0.0,170.18,155.0,84.474609375,1.0,185.42,185.42,155.0,1.0,180.34
6.0,79.5,75.75,20.25,124.0,87.75,96.75,39.75,59.75,55.75,6.25,3.25,46.75,69.0,17.5,900.0,0.0,185.42,170.0,104.5,0.0,180.34,182.88,170.0,1.0,187.96
3.0,69.46157836914062,65.65083312988281,22.313400268554688,77.13783264160156,37.45408630371094,67.74806213378906,24.111785888671875,60.90728759765625,47.573822021484375,5.858428955078125,2.620819091796875,48.81593322753906,61.56843566894531,19.92304992675781,513.3081970214844,1.0,167.64,135.0,144.625,2.0,170.18,170.18,135.0,1.0,170.18
5.0,44.9375,57.0625,20.8125,64.0625,43.875,81.5,41.8125,27.3125,41.8125,8.0,5.125,39.625,40.9375,11.375,710.625,0.0,175.26,155.0,57.201171875,1.0,175.26,180.34,155.0,1.0,182.88
5.0,51.75,48.0,17.25,67.5,42.875,65.375,33.5,33.625,41.25,4.125,1.625,26.875,35.25,8.5,463.125,2.0,177.8,155.0,99.4296875,0.0,175.26,177.8,170.0,1.0,180.34
6.0,69.5,48.0,13.5,91.0,42.5,57.0,22.0,58.5,39.0,7.5,4.5,52.5,39.0,9.0,533.0,0.0,177.8,170.0,75.1875,1.0,182.88,190.5,185.0,1.0,175.26
5.0,57.0,67.0,36.0,63.0,31.0,82.5,51.0,42.5,29.0,20.05322265625,13.9281005859375,47.0,53.0,24.0,709.0,0.0,182.88,170.0,60.6875,0.0,177.8,180.34,155.0,1.0,185.42
2.0,73.125,46.3125,17.25,79.0625,35.9375,55.25,25.0625,61.25,41.9375,2.375,2.0,67.5625,30.75,6.875,350.5,1.0,165.1,125.0,90.78125,0.0,165.1,170.18,125.0,1.0,165.1
5.0,46.7890625,40.267578125,17.1015625,47.169921875,22.27734375,42.62109375,18.93359375,30.396484375,37.328125,1.837890625,1.193359375,43.6796875,31.453125,12.4296875,299.74609375,4.0,180.34,145.0,146.75,1.0,177.8,180.34,155.0,1.0,190.5
5.0,33.5,39.75,15.25,37.0,17.0,51.5,24.75,28.0,36.5,2.25,1.0,29.5,25.75,10.0,300.25,0.0,187.96,155.0,30.71002578176558,3.0,172.72,180.34,155.0,1.0,187.96
3.0,84.125,93.0,53.0,126.5,68.75,127.375,84.3125,78.6875,77.5625,6.75,6.375,60.9375,72.3125,37.875,808.875,0.0,170.18,135.0,43.0,1.0,180.34,182.88,135.0,0.0,170.18
4.0,24.5234375,61.4296875,34.2734375,27.2890625,12.890625,81.6640625,52.6953125,22.46875,39.359375,16.2578125,12.6640625,22.046875,40.9765625,17.0859375,485.4140625,1.0,177.8,145.0,171.0352783203125,5.0,180.34,190.5,145.0,1.0,182.88
9.0,38.0,60.5,22.0,38.5,10.0,83.0,42.0,28.5,49.0,6.5,4.0,38.0,49.5,16.5,462.5,0.0,195.58,205.0,111.8125,3.0,193.04,195.58,205.0,1.0,195.58
6.0,39.0,102.0,46.0,40.0,19.0,136.0,80.0,22.0,55.0,8.0,1.0,38.0,92.0,42.0,900.0,0.0,182.88,170.0,66.0,0.0,185.42,190.5,170.0,1.0,190.5
6.0,112.1875,99.8125,42.5625,124.75,61.375,112.6875,53.25,89.5,74.5625,16.0,9.75,98.1875,86.1875,33.8125,837.0,1.0,180.34,170.0,144.85142588615415,5.0,175.26,177.8,170.0,1.0,193.04
6.0,52.15625,34.4375,15.0625,56.84375,30.625,62.4375,40.1875,40.5625,20.875,4.0,1.8125,39.84375,29.625,10.78125,434.375,1.0,180.34,170.0,143.25,1.0,182.88,185.42,170.0,1.0,182.88
8.0,121.06640625,143.0,50.3515625,134.072265625,58.296875,156.9609375,54.15625,111.203125,111.79295480251312,7.01953125,4.775390625,108.486328125,126.5,38.884765625,606.333984375,4.0,185.42,205.0,160.8094973564148,5.0,190.5,187.96,205.0,1.0,193.04
8.0,72.0,77.0,25.0,80.0,47.0,83.0,31.0,64.0,51.0,20.0,13.0,36.0,71.0,21.0,860.0,0.0,195.58,205.0,82.5,1.0,182.88,193.04,205.0,1.0,195.58
7.0,56.828125,68.984375,34.75,67.984375,37.265625,83.703125,48.953125,45.640625,63.515625,4.296875,3.96875,47.734375,45.96875,16.40625,487.65625,0.0,182.88,185.0,60.125,1.0,187.96,193.04,185.0,1.0,190.5
6.0,12.0,3.0,1.0,19.0,12.0,4.0,2.0,12.0,1.0,1.0,1.0,4.0,3.0,1.0,100.0,1.0,172.72,155.0,21.0,0.0,177.8,187.96,145.0,1.0,167.64
6.0,118.96240234375,115.199462890625,41.698974609375,153.063232421875,67.22705078125,132.023193359375,55.89697265625,101.0498046875,97.02490234375,10.533935546875,7.260498046875,95.02099609375,100.729248046875,32.8701171875,903.383544921875,0.0,185.42,170.0,102.671875,1.0,187.96,193.04,170.0,1.0,182.88
8.0,66.40625,44.84375,14.28125,114.875,73.4375,66.6875,34.53125,60.875,38.28125,1.71875,1.65625,48.6875,37.40625,8.6875,682.875,1.0,182.88,205.0,111.0,0.0,187.96,195.58,205.0,1.0,187.96
4.0,150.0,143.0,59.85095763206482,177.611328125,80.744140625,165.625,85.375,120.0,108.828125,18.525390625,10.921875,131.0,126.5,47.5,867.6796875,2.0,180.34,145.0,136.1708221435547,4.0,177.8,185.42,155.0,1.0,187.96
4.0,18.0,9.0,1.0,67.0,51.0,9.0,1.0,17.0,8.0,1.0,1.0,5.0,8.0,0.0,214.0,1.0,182.88,155.0,116.6875,0.0,172.72,180.34,145.0,1.0,190.5
7.0,105.5,87.0,41.5,109.0,43.0,94.0,46.0,90.0,71.5,11.0,8.5,85.5,70.5,32.0,681.0,0.0,187.96,185.0,137.875,1.0,177.8,190.5,185.0,1.0,182.88
2.0,115.0,136.0,46.0,120.0,66.0,141.0,51.0,79.0,111.79295480251312,12.0,8.0,111.0,126.5,45.0,648.0,1.0,162.56,125.0,166.478515625,0.0,167.64,172.72,135.0,0.0,172.72
7.0,48.75,40.25,19.75,60.5,33.25,49.25,28.75,37.75,31.75,5.0,4.0,24.25,29.25,12.0,358.25,1.0,182.88,185.0,42.71875,2.0,198.12,195.58,185.0,1.0,180.34
5.0,33.0,28.0,17.0,71.5,49.0,57.5,44.0,21.5,14.5,6.0,3.5,25.0,9.5,3.5,481.5,0.0,175.26,145.0,133.9375,1.0,175.26,177.8,155.0,1.0,182.88
9.0,71.5,76.5,32.0,140.5,85.0,82.0,37.0,62.0,65.5,6.0,4.5,45.5,71.5,28.5,900.0,0.0,190.5,205.0,55.25,3.0,190.5,195.58,205.0,1.0,195.58
8.0,71.140625,53.515625,29.78125,122.046875,81.046875,73.703125,47.859375,54.9375,39.875,9.578125,8.0625,51.671875,30.09375,12.453125,700.703125,0.0,182.88,205.0,51.0,1.0,195.58,195.58,205.0,1.0,190.5
5.0,55.75,92.25,36.0,61.75,17.0,117.0,59.25,53.25,67.25,8.0,5.75,50.0,71.0,23.25,775.75,0.0,177.8,155.0,128.181640625,0.0,172.72,190.5,155.0,1.0,182.88
6.0,14.875,23.625,16.125,35.5,24.625,35.125,26.75,11.75,21.5,1.125,1.125,6.0,7.25,3.75,433.875,0.0,182.88,170.0,36.5,0.0,185.42,193.04,170.0,1.0,185.42
6.0,77.76220703125,79.4697265625,31.5888671875,109.370361328125,71.39453125,90.19677734375,38.9130859375,55.67724609375,64.728515625,6.45751953125,5.06787109375,54.236083984375,74.77392578125,28.595703125,615.96826171875,4.0,182.88,170.0,66.896728515625,5.0,185.42,195.58,170.0,1.0,190.5
8.0,74.31640625,36.80078125,21.265625,107.89453125,66.32421875,69.71875,51.41796875,61.046875,30.28125,2.2734375,1.55859375,42.85546875,18.23828125,8.21875,743.6328125,4.0,190.5,205.0,171.0352783203125,4.0,193.04,195.58,205.0,1.0,195.58
3.0,71.25,29.5,16.0,128.0,82.75,60.25,43.0,60.75,19.25,7.75,5.0,23.0,18.75,9.0,584.5,2.0,167.64,135.0,33.5,2.0,167.64,172.72,145.0,0.0,175.26
5.0,38.171875,71.2734375,23.1015625,50.75,28.21875,97.9140625,47.359375,26.1328125,62.109375,4.921875,3.0859375,28.3984375,63.9765625,17.8203125,732.09375,1.0,190.5,155.0,67.5,1.0,190.5,195.58,155.0,1.0,187.96
3.0,150.0,143.0,59.85095763206482,177.611328125,94.75,151.5,61.5,120.0,107.5,20.05322265625,13.9281005859375,131.0,126.5,47.5,613.875,2.0,180.34,135.0,74.6790771484375,2.0,165.1,167.64,135.0,1.0,177.8
8.0,29.125,23.625,12.5,33.625,18.375,28.0,16.375,22.5,10.0,4.75,2.875,25.375,20.625,10.0,332.25,2.0,190.5,205.0,39.5975341796875,3.0,187.96,187.96,205.0,1.0,195.58
8.0,50.8125,43.3125,15.0625,64.625,38.125,46.9375,18.6875,47.9375,39.8125,1.25,1.0625,29.9375,36.0,11.25,284.0625,1.0,187.96,205.0,171.0352783203125,4.0,193.04,195.58,205.0,1.0,193.04
4.0,76.25,90.25,29.75,94.25,55.5,136.0,68.5,55.75,72.25,13.0,9.25,65.75,77.5,22.75,900.0,0.0,172.72,135.0,92.0,0.0,170.18,185.42,145.0,1.0,185.42
6.0,41.53997802734375,49.09320068359375,20.048065185546875,45.98062133789063,18.490509033203125,58.161712646484375,26.8138427734375,36.597686767578125,41.74948120117188,4.720794677734375,3.678192138671875,34.4293212890625,41.18316650390625,16.160003662109375,337.4185485839844,2.0,182.88,170.0,151.875,3.0,187.96,190.5,170.0,1.0,182.88
6.0,11.75,7.75,2.5,14.0,10.0,16.75,8.0,5.5,5.75,1.5,0.5,7.0,6.75,2.0,153.75,1.0,182.88,170.0,41.9349365234375,1.0,182.88,187.96,170.0,1.0,187.96
6.0,98.01171875,109.8046875,31.40234375,108.73828125,43.74609375,115.0546875,36.1015625,74.6640625,88.1875,10.73828125,4.3203125,93.2109375,106.37109375,28.390625,760.28515625,1.0,187.96,170.0,144.4794921875,1.0,180.34,182.88,170.0,1.0,190.5
5.0,101.25,96.5,30.75,158.0,96.509765625,123.0,54.25,79.5,89.5,5.5,4.5,72.75,78.0,20.0,865.0,0.0,175.26,155.0,171.0352783203125,0.0,167.64,177.8,145.0,1.0,175.26
5.0,79.671875,99.734375,46.046875,85.3125,36.46875,128.640625,71.171875,58.1875,62.546875,14.640625,9.25,73.5,64.65625,18.59375,793.0,1.0,185.42,155.0,96.9921875,3.0,172.72,182.88,155.0,1.0,190.5
2.0,22.0,6.0,2.0,26.0,15.0,19.0,12.0,22.0,5.0,1.0,0.0,4.0,3.0,1.0,236.0,0.0,167.64,125.0,77.5,1.0,165.1,172.72,125.0,1.0,175.26
8.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,185.42,205.0,162.0625,3.0,187.96,190.5,185.0,1.0,185.42
7.0,18.0,22.0,17.0,18.0,8.0,22.0,17.0,12.0,18.0,2.0,2.0,18.0,14.0,10.0,114.0,0.0,187.96,185.0,82.0,1.0,185.42,190.5,185.0,1.0,193.04
7.0,73.5985107421875,70.25048828125,28.1346435546875,79.48388671875,38.0367431640625,91.1298828125,48.1097412109375,54.22998046875,44.8299560546875,16.0081787109375,6.1588134765625,55.8074951171875,55.7681884765625,18.3681640625,780.359375,1.0,185.42,185.0,116.58528900146484,2.0,185.42,195.58,185.0,1.0,187.96
9.0,81.5,46.5,18.5,85.5,56.0,57.0,29.0,69.0,37.5,5.5,4.0,44.5,41.0,14.0,271.0,2.0,193.04,205.0,58.154296875,3.0,210.82,195.58,205.0,1.0,195.58
4.0,105.0,45.0,23.0,113.0,63.0,53.0,30.0,96.0,40.0,3.0,3.0,83.0,44.0,22.0,353.0,1.0,180.34,145.0,161.078125,2.0,180.34,175.26,145.0,1.0,187.96
9.0,41.25,43.0,9.25,100.0,70.75,65.0,29.0,40.5,37.5,2.75,1.5,12.5,36.5,5.25,763.0,1.0,190.5,205.0,77.702392578125,5.0,190.5,195.58,205.0,1.0,193.04
7.0,70.0,39.5,17.5,111.0,80.0,48.0,25.5,45.5,32.5,3.0,1.5,28.0,13.5,4.0,502.5,0.0,185.42,185.0,14.5,2.0,185.42,193.04,185.0,1.0,185.42
5.0,89.81884765625,117.12109375,56.5927734375,106.278564453125,65.632080078125,130.376953125,69.12890625,66.671630859375,88.9697265625,17.072265625,11.852294921875,76.198974609375,87.06884765625,35.31005859375,801.26123046875,2.0,177.8,155.0,51.873046875,0.0,185.42,190.5,170.0,1.0,182.88
3.0,56.96875,42.6875,17.25,78.0,47.59375,62.75,35.125,40.09375,36.40625,3.90625,2.0,31.625,30.78125,8.75,561.6875,3.0,172.72,145.0,144.984375,0.0,167.64,167.64,135.0,0.0,175.26
4.0,78.1240234375,62.8671875,31.880859375,136.8447265625,96.509765625,76.4140625,44.7666015625,63.9462890625,56.93994140625,3.62060546875,2.4755859375,41.94677734375,46.3662109375,19.8681640625,787.96875,1.0,172.72,145.0,64.84375,4.0,167.64,167.64,145.0,1.0,172.72
7.0,11.3125,18.875,12.5625,18.125,11.9375,44.4375,35.875,10.0625,12.625,2.125,1.4375,3.5625,6.375,2.3125,414.125,1.0,180.34,185.0,54.7255859375,5.0,185.42,193.04,185.0,1.0,190.5
5.0,95.40177154541016,96.00923538208008,35.93693542480469,107.78063201904295,39.13145065307617,103.6821403503418,42.28452682495117,85.18062591552734,78.99567413330078,11.59231948852539,6.599884033203125,82.89146423339844,81.32999038696289,27.17777633666992,669.5014762878418,1.0,177.8,155.0,101.125,1.0,172.72,180.34,155.0,1.0,180.34
6.0,38.625,37.796875,19.265625,140.25,96.509765625,87.8125,66.171875,18.90625,26.953125,6.59375,4.078125,12.4375,10.890625,2.75,727.46875,0.0,180.34,170.0,70.54396057128906,5.0,175.26,185.42,170.0,1.0,172.72
4.0,92.75,101.125,31.75,93.375,36.0,103.375,33.5,77.875,75.75,20.05322265625,10.75,88.875,95.625,28.75,477.875,2.0,182.88,145.0,95.697265625,2.0,177.8,180.34,145.0,1.0,182.88
9.0,141.5,104.5,43.625,177.611328125,96.509765625,129.375,64.5,107.375,81.125,15.75,9.75,117.125,74.875,26.0,926.5,2.0,200.66,205.0,72.69189453125,5.0,190.5,195.58,205.0,1.0,195.58
8.0,41.875,33.8125,18.875,47.5,30.25,51.375,33.9375,24.1875,21.625,5.375,4.125,30.375,23.0,10.25,264.4375,2.0,193.04,205.0,111.78043723106384,4.0,185.42,195.58,205.0,1.0,195.58
7.0,150.0,131.75,49.5,177.611328125,96.509765625,141.25,57.25,120.0,108.75,9.0,5.75,117.25,114.5,40.25,685.25,0.0,190.5,185.0,20.03125,1.0,187.96,193.04,185.0,1.0,190.5
6.0,68.54296875,42.70703125,17.96484375,76.30078125,44.03515625,77.43359375,48.25,48.546875,26.828125,4.6796875,3.0703125,48.5078125,32.3828125,10.421875,531.12109375,2.0,190.5,170.0,171.0352783203125,5.0,180.34,190.5,170.0,1.0,195.58
1.0,26.0,15.0,12.0,68.0,52.0,15.0,12.0,21.0,7.0,3.0,2.0,11.0,7.0,6.0,293.0,0.0,157.48000000000002,115.0,166.0,0.0,162.56,160.02,115.0,0.0,162.56
7.0,14.5,19.375,5.125,17.0,9.0,46.25,30.75,10.875,17.75,0.625,0.375,11.5,12.375,1.75,277.625,0.0,182.88,170.0,40.515625,2.0,180.34,190.5,170.0,1.0,187.96
9.0,16.25,40.375,26.25,24.5,14.75,50.625,34.875,13.25,30.375,8.5,7.5,10.5,16.25,7.25,249.625,2.0,193.04,205.0,104.125,3.0,177.8,182.88,205.0,1.0,195.58
4.0,88.5,104.0,46.0,109.0,59.25,115.75,57.25,73.75,96.25,7.5,6.25,52.5,78.75,30.75,687.5,1.0,170.18,145.0,71.0,0.0,182.88,185.42,145.0,1.0,180.34
6.0,150.0,135.125,49.1875,177.611328125,88.75,147.9375,59.875,120.0,111.79295480251312,13.5,8.5,131.0,119.5625,39.5625,889.5625,0.0,177.8,170.0,109.5,0.0,185.42,190.5,170.0,1.0,187.96
9.0,36.5,36.0,13.75,47.25,27.0,48.25,24.5,29.5,30.5,1.0,1.0,19.5,28.5,9.5,477.25,0.0,193.04,205.0,52.0,1.0,185.42,190.5,185.0,1.0,193.04
7.0,72.4375,71.9375,23.625,80.25,41.125,75.125,26.5,57.4375,58.5,7.0625,4.6875,66.25,67.625,20.8125,479.9375,3.0,190.5,185.0,55.0,0.0,187.96,190.5,185.0,1.0,185.42
6.0,23.0,11.0,4.0,23.0,10.0,11.0,4.0,22.0,7.0,0.0,0.0,23.0,11.0,4.0,59.0,1.0,175.26,170.0,171.0352783203125,0.0,177.8,182.88,170.0,1.0,182.88
3.0,9.0,2.0,0.0,12.0,5.0,2.0,0.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,64.0,0.0,172.72,135.0,171.0352783203125,0.0,167.64,165.1,135.0,1.0,175.26
9.0,17.3125,10.25,3.6875,19.6875,10.75,12.5625,5.875,15.875,6.375,1.0,0.1875,12.4375,9.4375,3.5,154.0625,3.0,193.04,205.0,116.068359375,5.0,193.04,195.58,205.0,1.0,195.58
5.0,32.5,36.75,14.25,89.625,68.375,103.75,78.25,24.625,28.375,1.75,0.875,17.75,16.375,2.75,846.125,0.0,170.18,145.0,42.0,1.0,177.8,172.72,155.0,1.0,177.8
9.0,71.0,123.4375,41.625,78.0,39.9375,165.625,84.0,47.1875,100.6875,9.0,6.25,68.375,96.9375,23.125,739.875,2.0,180.34,205.0,69.529052734375,5.0,193.04,195.58,205.0,1.0,187.96
4.0,6.0,11.0,6.0,8.0,5.0,14.0,8.0,4.0,9.0,2.0,2.0,5.0,9.0,5.0,99.0,0.0,172.72,145.0,28.7581787109375,1.0,170.18,177.8,145.0,1.0,175.26
5.0,150.0,143.0,59.85095763206482,177.611328125,96.509765625,158.49168812856078,68.47012843936682,120.0,109.40635099168868,20.05322265625,13.9281005859375,131.0,126.5,47.5,1034.2138590421528,4.0,185.42,155.0,133.61053466796875,3.0,180.34,193.04,155.0,1.0,185.42
1.0,134.0,64.75,25.75,171.75,95.5,67.0,28.0,76.75,47.0,8.5,6.5,107.0,57.5,20.25,730.25,0.0,162.56,115.0,119.9183349609375,3.0,154.94,157.48,115.0,0.0,160.02
6.0,71.25,46.75,25.5,87.25,50.0,73.0,48.75,45.5,37.5,6.5,4.75,55.25,34.5,17.25,599.0,0.0,177.8,170.0,101.5,1.0,180.34,185.42,170.0,1.0,177.8
