weight_class,B_avg_SIG_STR_att,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_HEAD_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_total_time_fought(seconds),B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_opp_TOTAL_STR_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
8.0,33.65625,107.71875,49.40625,118.625,91.34375,164.09375,85.375,23.8125,98.21875,6.3125,4.6875,31.46875,41.78125,17.78125,634.875,0.0,190.5,205.0,21.5,2.0,185.42,190.5,185.0,1.0,195.58
6.0,61.6875,34.75,11.875,81.875,55.6875,61.1875,35.9375,54.625,24.9375,3.125,1.5625,18.3125,24.375,5.4375,463.5,2.0,182.88,170.0,171.0352783203125,5.0,175.26,177.8,155.0,1.0,193.04
6.0,47.0,44.0,16.25,108.0,87.25,80.0,51.25,35.0,38.5,3.5,1.5,16.0,34.0,8.0,900.0,0.0,182.88,170.0,95.078125,0.0,167.64,170.18,170.0,1.0,190.5
8.0,14.875,24.59375,9.6875,20.84375,14.0,27.84375,12.90625,11.21875,19.59375,2.6875,2.28125,7.3125,17.625,5.09375,172.71875,4.0,187.96,205.0,83.986328125,4.0,182.88,190.5,205.0,1.0,187.96
5.0,85.0,34.0,6.0,129.0,68.5,36.0,8.0,71.0,21.0,3.5,0.5,46.5,33.5,5.5,571.5,0.0,177.8,145.0,57.875,1.0,180.34,190.5,155.0,1.0,185.42
8.0,21.0,15.5,7.5,33.5,24.5,30.5,19.5,14.0,10.0,4.0,3.5,8.0,11.0,3.5,248.5,1.0,190.5,205.0,40.3515625,3.0,177.8,185.42,205.0,1.0,195.58
6.0,103.61572265625,127.173828125,50.1875,135.69677734375,67.84619140625,146.74609375,68.25732421875,72.564453125,92.68798828125,16.296875,6.1298828125,89.44775390625,101.31005859375,34.87548828125,687.5595703125,2.0,187.96,170.0,75.125,0.0,182.88,190.5,170.0,1.0,195.58
6.0,150.0,131.5,53.0,177.611328125,65.0,132.0,53.5,120.0,100.5,13.0,7.5,131.0,125.5,47.5,900.0,0.0,180.34,170.0,112.08203125,4.0,182.88,180.34,170.0,1.0,180.34
3.0,150.0,127.0,53.5,177.611328125,71.0,132.0,57.5,120.0,100.0,16.0,11.0,131.0,123.0,47.5,900.0,0.0,170.18,145.0,135.5,0.0,177.8,185.42,135.0,1.0,177.8
4.0,135.5,143.0,59.85095763206482,142.0,61.5,165.625,85.375,100.0,111.79295480251312,15.0,9.5,115.0,126.5,47.5,900.0,0.0,182.88,145.0,88.0,0.0,167.64,167.64,145.0,1.0,177.8
8.0,127.96371459960938,52.3544921875,25.52133178710937,140.656005859375,86.7637939453125,67.4501953125,39.296722412109375,97.01504516601562,44.375396728515625,6.07562255859375,4.046142578125,60.10333251953125,37.9874267578125,13.718963623046877,737.8106689453125,4.0,187.96,205.0,125.1015625,3.0,185.42,195.58,205.0,1.0,193.04
5.0,66.8125,51.5625,26.53125,77.84375,31.90625,55.25,29.65625,55.96875,41.3125,5.84375,4.84375,56.3125,40.71875,18.5,372.0,0.0,175.26,170.0,80.1005859375,1.0,175.26,180.34,155.0,1.0,195.58
7.0,101.25,72.75,31.25,139.5,77.5,93.25,48.0,65.25,46.0,14.25,11.5,79.25,60.75,22.25,848.0,0.0,190.5,185.0,83.6875,2.0,182.88,187.96,185.0,1.0,195.58
5.0,64.65982055664062,44.73170471191406,11.43206787109375,78.32815551757812,37.56227111816406,54.22428894042969,19.40205383300781,55.76945495605469,32.50054931640625,4.482940673828125,1.85491943359375,51.38798522949219,41.62225341796875,10.399368286132812,536.7406768798828,4.0,175.26,155.0,167.875,1.0,185.42,185.42,155.0,1.0,180.34
7.0,85.0703125,34.9375,19.34375,167.6796875,96.509765625,43.3671875,27.09375,54.46875,25.5,4.703125,3.578125,26.7890625,25.265625,13.1328125,795.8046875,1.0,185.42,205.0,5.0,1.0,182.88,185.42,170.0,1.0,195.58
9.0,63.0,143.0,59.85095763206482,63.25,24.5,159.25,73.0,62.0,111.79295480251312,20.05322265625,13.9281005859375,54.25,126.5,47.5,516.0,2.0,182.88,205.0,74.69163513183594,3.0,190.5,195.58,205.0,1.0,185.42
3.0,150.0,143.0,52.75,177.611328125,96.509765625,165.625,85.375,120.0,111.79295480251312,10.75,7.0,124.25,126.5,46.0,900.0,0.0,167.64,145.0,95.369140625,1.0,170.18,180.34,135.0,1.0,162.56
6.0,78.0,71.3125,28.0,79.75,35.25,73.0625,29.5625,70.0625,56.625,12.125,9.1875,73.25,68.375,25.5625,391.375,3.0,180.34,170.0,83.21875,2.0,180.34,182.88,170.0,1.0,185.42
6.0,71.515625,45.765625,21.375,94.875,37.609375,66.390625,39.0,62.625,38.140625,4.5,3.609375,66.203125,33.078125,13.03125,492.5625,1.0,190.5,170.0,66.0,0.0,190.5,195.58,170.0,1.0,190.5
7.0,28.819610595703125,43.27458190917969,16.461288452148438,36.21749877929688,23.99365234375,66.78628540039062,37.921173095703125,19.351547241210938,38.494171142578125,3.622314453125,1.6926116943359375,19.265380859375,24.373031616210938,7.1102447509765625,381.8188781738281,4.0,187.96,185.0,44.03125,2.0,187.96,195.58,185.0,1.0,195.58
7.0,53.0,49.5,19.5,81.25,54.0,55.25,24.25,38.0,36.25,12.5,9.75,35.0,33.25,9.25,574.5,0.0,180.34,185.0,112.0,0.0,187.96,195.58,185.0,1.0,195.58
7.0,48.3984375,61.19140625,25.18359375,104.01171875,64.6328125,72.37109375,34.3515625,38.796875,38.3984375,7.54296875,3.16796875,28.3359375,49.66796875,20.921875,954.13671875,0.0,185.42,170.0,65.9296875,2.0,198.12,195.58,185.0,1.0,182.88
9.0,89.0,73.5,27.0,94.5,53.5,88.5,41.0,58.5,62.0,8.0,6.5,76.5,66.5,22.5,518.0,0.0,193.04,205.0,24.75,3.0,195.58,195.58,205.0,1.0,195.58
8.0,56.9375,62.0625,31.3125,90.3125,52.3125,88.0625,56.75,48.375,47.4375,8.625,7.75,45.6875,40.25,16.8125,821.25,0.0,193.04,205.0,113.125,1.0,190.5,195.58,205.0,1.0,195.58
5.0,150.0,143.0,55.0,177.611328125,77.0,165.625,67.0,120.0,111.79295480251312,20.05322265625,13.9281005859375,131.0,126.5,47.5,1200.0,0.0,175.26,145.0,35.5,2.0,177.8,182.88,155.0,1.0,185.42
3.0,66.75,62.75,23.0,94.25,50.75,76.0,34.75,50.0,53.0,6.5,2.5,56.0,50.5,14.0,633.5,0.0,170.18,135.0,140.140625,2.0,175.26,180.34,135.0,1.0,175.26
5.0,150.0,139.25,59.85095763206482,161.75,73.875,153.5625,79.375,102.125,105.0625,16.375,12.25,131.0,119.875,47.5,821.375,1.0,175.26,155.0,40.0,0.0,175.26,180.34,155.0,1.0,180.34
8.0,127.3955078125,104.388671875,34.1298828125,135.7158203125,36.970703125,106.40625,36.0537109375,97.1240234375,83.3798828125,11.5859375,6.0859375,117.2978515625,97.0927734375,30.376953125,861.0615234375,0.0,187.96,205.0,151.46875,1.0,187.96,193.04,205.0,1.0,195.58
5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,175.26,155.0,71.4375,2.0,170.18,177.8,145.0,1.0,182.88
3.0,43.375,58.625,35.25,53.75,30.75,100.625,71.0,33.125,46.625,3.375,3.0,32.0,33.625,16.625,708.75,0.0,175.26,135.0,74.3125,0.0,170.18,172.72,135.0,1.0,187.96
7.0,60.3125,70.46875,26.875,104.3984375,72.4140625,95.5078125,49.484375,42.3046875,46.1015625,16.75,12.109375,37.9296875,50.078125,12.7109375,825.9609375,2.0,182.88,185.0,73.8271484375,3.0,187.96,190.5,170.0,1.0,187.96
6.0,0.5,16.0,14.5,2.5,1.5,18.0,16.5,0.5,13.5,2.5,2.5,0.5,1.5,1.0,102.5,0.0,180.34,170.0,113.8411867003888,1.0,185.42,182.88,170.0,1.0,185.42
5.0,51.25,99.875,41.625,60.5,26.625,122.0,59.875,41.375,60.75,20.05322265625,13.9281005859375,43.75,85.125,31.375,612.5,0.0,175.26,155.0,105.683349609375,1.0,177.8,180.34,155.0,1.0,177.8
5.0,34.8046875,43.3203125,16.515625,47.71875,27.203125,66.3359375,37.875,30.171875,41.7890625,1.515625,1.1171875,21.453125,30.5546875,9.578125,515.59375,0.0,170.18,145.0,79.05859375,2.0,177.8,187.96,145.0,1.0,177.8
7.0,98.4951171875,73.9453125,29.7158203125,106.1767578125,57.5068359375,80.48828125,35.7890625,85.6005859375,53.826171875,13.431640625,8.3076171875,82.7958984375,64.12109375,22.8515625,554.841796875,2.0,175.26,185.0,99.04736328125,4.0,187.96,195.58,185.0,1.0,180.34
8.0,150.0,55.0,24.0,177.611328125,75.0,69.0,36.0,114.0,39.0,4.0,0.0,131.0,53.0,22.0,900.0,0.0,193.04,205.0,87.0,0.0,193.04,195.58,205.0,1.0,195.58
2.0,112.5,95.75,42.6875,128.375,55.6875,122.1875,66.75,95.5,67.4375,13.4375,10.875,105.6875,90.4375,38.8125,584.5,0.0,162.56,125.0,112.44921875,2.0,165.1,167.64,125.0,0.0,162.56
5.0,104.75,122.25,56.25,130.0,78.5,131.5,64.5,69.5,106.75,13.0,10.5,89.0,103.0,44.75,655.25,0.0,172.72,155.0,112.6530351638794,4.0,177.8,180.34,155.0,1.0,172.72
9.0,38.625,9.375,3.5,52.875,41.5,10.375,4.5,28.875,8.875,0.5,0.5,6.75,7.75,2.375,148.125,4.0,187.96,205.0,19.5,2.0,190.5,195.58,205.0,1.0,195.58
3.0,90.90087890625,81.03076171875,36.34326171875,100.7255859375,49.48828125,114.53515625,64.962890625,67.07080078125,53.89501953125,14.1279296875,8.36083984375,76.18017578125,56.76953125,22.08154296875,868.228515625,2.0,175.26,135.0,136.8154296875,1.0,167.64,172.72,135.0,1.0,180.34
5.0,117.0,73.0,27.5,132.0,69.0,83.5,33.0,59.5,48.5,8.5,4.0,105.0,64.5,22.0,900.0,0.0,175.26,155.0,101.0,0.0,180.34,185.42,155.0,1.0,177.8
2.0,150.0,143.0,59.85095763206482,177.611328125,72.203125,165.625,85.375,120.0,98.40625,20.05322265625,13.9281005859375,131.0,126.5,47.5,887.34375,0.0,170.18,125.0,27.0,0.0,167.64,167.64,135.0,0.0,170.18
2.0,78.75,74.75,34.75,123.5,74.0,109.0,66.5,60.5,65.5,7.0,5.5,54.0,50.0,17.25,869.0,0.0,170.18,125.0,109.40625,0.0,167.64,175.26,125.0,1.0,172.72
7.0,1.0,5.0,3.0,1.0,0.0,5.0,3.0,1.0,4.0,0.0,0.0,1.0,5.0,3.0,47.0,0.0,187.96,205.0,101.375,0.0,185.42,190.5,185.0,1.0,193.04
9.0,11.0,34.5,18.0,16.0,13.0,51.5,30.5,7.0,31.5,1.0,1.0,6.0,8.0,3.0,211.5,1.0,193.04,205.0,20.0,1.0,193.04,195.58,205.0,1.0,195.58
9.0,80.07232666015625,84.01251220703125,48.51513671875,100.96630859375,65.2154541015625,155.84906005859375,85.375,43.9732666015625,66.49371337890625,10.082763671875,8.50604248046875,61.76947021484375,48.410400390625,22.62847900390625,975.7068481445312,4.0,190.5,205.0,55.1875,1.0,193.04,195.58,205.0,1.0,195.58
6.0,29.0,27.25,13.0,36.0,16.0,34.25,19.25,27.25,19.5,5.5,2.75,17.0,18.5,6.25,315.5,2.0,180.34,170.0,124.125,0.0,182.88,190.5,170.0,1.0,185.42
1.0,146.5,73.5,22.5,157.0,51.0,103.5,48.5,115.0,57.5,8.0,6.0,124.0,57.0,12.0,900.0,0.0,167.64,115.0,73.0,0.0,154.94,160.02,115.0,0.0,165.1
9.0,101.0,127.0,45.0,128.0,75.0,165.625,83.0,78.0,111.79295480251312,9.0,6.0,89.0,111.0,33.0,900.0,0.0,190.5,205.0,78.0,0.0,190.5,195.58,205.0,1.0,195.58
6.0,115.0,108.625,39.0,118.5,51.5,112.125,42.125,104.125,86.25,19.25,13.9281005859375,106.5,103.75,35.125,607.75,2.0,180.34,170.0,89.625,2.0,182.88,185.42,170.0,1.0,185.42
1.0,150.0,143.0,59.85095763206482,177.611328125,96.509765625,165.625,85.375,120.0,111.79295480251312,20.05322265625,13.9281005859375,131.0,126.5,47.5,888.546875,0.0,160.02,115.0,137.53515625,0.0,162.56,160.02,115.0,0.0,162.56
7.0,36.2037353515625,31.827392578125,13.87109375,48.927978515625,26.4166259765625,69.573486328125,46.5601806640625,32.451171875,27.8790283203125,3.0213623046875,2.8868408203125,22.235107421875,21.62548828125,5.6197509765625,603.5850830078125,4.0,187.96,185.0,107.2242660522461,5.0,185.42,190.5,185.0,1.0,190.5
6.0,69.6669921875,71.5947265625,35.767578125,113.5771484375,65.8046875,106.5869140625,69.916015625,49.7900390625,39.552734375,18.8486328125,13.9281005859375,39.4677734375,38.4384765625,10.37890625,692.1796875,4.0,185.42,170.0,102.5,1.0,180.34,187.96,170.0,1.0,195.58
5.0,26.0,4.0,3.0,47.0,41.0,5.0,4.0,13.0,2.0,1.0,1.0,3.0,2.0,1.0,261.0,1.0,175.26,155.0,106.45712280273438,1.0,177.8,180.34,155.0,1.0,177.8
2.0,111.5,72.25,26.75,129.25,71.25,80.75,35.25,91.75,64.75,6.75,5.75,90.0,66.75,22.0,441.5,1.0,167.64,125.0,166.7559814453125,3.0,162.56,165.1,125.0,1.0,165.1
3.0,105.875,97.1875,43.75,140.875,79.375,146.0625,85.375,84.3125,76.6875,12.75,9.875,88.625,72.0625,24.0625,836.25,0.0,167.64,125.0,87.875,1.0,167.64,167.64,135.0,0.0,167.64
5.0,100.5625,78.5,29.5625,165.5,96.509765625,109.875,59.9375,76.875,64.5,11.9375,11.0625,67.875,61.0,18.25,648.5,0.0,172.72,155.0,136.0,0.0,172.72,175.26,155.0,1.0,175.26
4.0,121.25,99.9375,33.8125,125.5,62.5625,101.09375,34.96875,93.71875,81.625,8.125,5.28125,113.375,99.0,33.40625,550.1875,0.0,180.34,155.0,171.0352783203125,3.0,170.18,177.8,135.0,1.0,182.88
7.0,63.0,73.0,33.0,74.0,39.0,78.0,38.0,53.0,59.0,4.0,4.0,44.0,43.0,17.0,495.0,1.0,190.5,205.0,50.25,1.0,187.96,193.04,185.0,1.0,195.58
8.0,56.25,81.0,28.5,72.5,33.25,123.5,69.0,39.5,65.0,10.75,8.0,42.25,50.75,11.0,798.75,1.0,190.5,205.0,132.09375,1.0,185.42,195.58,205.0,1.0,195.58
4.0,65.125,143.0,53.6875,112.625,69.5625,165.625,80.09375,58.4375,111.79295480251312,11.59375,8.65625,56.03125,126.5,40.78125,900.0,0.0,167.64,145.0,102.03125,0.0,165.1,170.18,135.0,1.0,172.72
8.0,109.0,139.5,50.0,111.0,44.0,140.5,51.0,86.5,111.79295480251312,13.0,10.5,106.0,126.5,47.0,572.0,0.0,187.96,185.0,18.0,0.0,185.42,187.96,205.0,1.0,190.5
7.0,18.71875,21.21875,10.78125,26.875,16.34375,31.15625,19.90625,14.71875,12.3125,4.6875,2.46875,13.8125,18.0625,8.6875,198.28125,2.0,185.42,185.0,43.51953125,1.0,185.42,187.96,185.0,1.0,185.42
8.0,47.586669921875,38.012451171875,7.54150390625,54.430419921875,24.01806640625,43.326171875,12.603759765625,41.7158203125,29.484375,6.364501953125,1.6435546875,42.130126953125,33.78271484375,4.602294921875,334.5634765625,4.0,187.96,205.0,88.724609375,4.0,195.58,195.58,205.0,1.0,195.58
7.0,24.5625,59.9375,34.25,25.75,10.0,108.6875,78.75,18.3125,52.9375,4.5,3.8125,22.0625,31.5,10.8125,370.4375,1.0,180.34,185.0,147.5,0.0,177.8,185.42,185.0,1.0,190.5
9.0,40.0,120.0,31.0,78.0,51.0,132.5,43.0,38.0,111.79295480251312,5.5,3.5,25.0,109.5,26.5,827.5,1.0,185.42,205.0,48.5,1.0,182.88,182.88,205.0,1.0,185.42
4.0,59.0,42.0,16.5,70.0,31.625,50.25,24.125,43.625,35.0,5.625,3.0,42.0,31.125,10.25,468.5,1.0,180.34,145.0,119.5,0.0,172.72,180.34,155.0,1.0,187.96
7.0,84.5,72.5,37.5,149.0,96.509765625,89.0,52.0,71.0,48.5,14.5,12.5,53.0,59.5,29.5,743.5,1.0,177.8,185.0,103.5,0.0,180.34,190.5,170.0,1.0,185.42
5.0,99.75,125.25,29.0,106.25,46.75,126.75,30.25,78.5,93.0,20.05322265625,9.0,86.75,113.5,21.0,691.5,0.0,172.72,155.0,78.03271484375,1.0,170.18,177.8,145.0,1.0,177.8
4.0,42.0,32.5625,16.875,64.125,37.25,46.25,29.3125,34.1875,21.6875,7.0625,4.9375,32.25,27.375,12.875,495.1875,0.0,170.18,135.0,44.25,1.0,172.72,177.8,145.0,1.0,177.8
5.0,150.0,97.0390625,31.96875,177.611328125,74.3125,99.125,33.4140625,120.0,81.8203125,13.5703125,7.15625,131.0,88.6484375,27.4921875,641.3671875,3.0,175.26,155.0,53.6796875,5.0,175.26,185.42,155.0,1.0,187.96
3.0,124.24462890625,143.0,59.85095763206482,141.6390380859375,86.2568359375,160.6119384765625,83.2257080078125,74.783203125,111.79295480251312,14.91259765625,10.0279541015625,94.2550048828125,122.2120361328125,47.5,751.6209716796875,4.0,172.72,135.0,53.125,2.0,180.34,182.88,135.0,1.0,177.8
5.0,111.0,86.5,28.5,119.75,48.25,118.75,54.5,100.25,61.0,16.25,7.0,98.5,70.0,21.25,704.75,1.0,177.8,155.0,45.1875,1.0,172.72,177.8,155.0,1.0,182.88
3.0,37.25,22.640625,10.21875,43.03125,19.3125,30.3125,17.328125,29.296875,15.921875,2.765625,1.734375,29.3125,20.84375,9.21875,313.796875,1.0,170.18,135.0,75.843017578125,0.0,167.64,170.18,135.0,1.0,177.8
7.0,68.546875,49.328125,25.34375,77.234375,37.9375,59.28125,34.4375,60.46875,39.5,6.21875,4.21875,44.5,33.5625,14.046875,661.4375,2.0,182.88,185.0,91.0,0.0,190.5,195.58,185.0,1.0,187.96
8.0,74.5,63.75,34.75,134.0,96.509765625,86.25,54.25,50.25,41.0,11.5,10.5,32.0,29.5,8.25,910.5,2.0,185.42,205.0,96.0703125,1.0,190.5,195.58,205.0,1.0,185.42
6.0,42.0,26.0,10.0,101.0,63.0,48.0,29.0,33.0,21.0,3.0,3.0,29.0,15.0,5.0,665.0,0.0,182.88,170.0,96.0,0.0,177.8,177.8,170.0,1.0,185.42
9.0,105.15625,53.65625,23.71875,156.9375,96.125,69.28125,39.125,92.84375,45.71875,4.375,3.4375,67.03125,46.59375,18.25,716.625,1.0,193.04,205.0,68.0341796875,5.0,193.04,195.58,205.0,1.0,195.58
6.0,74.9375,60.4375,18.78125,93.0234375,51.2734375,74.5625,31.6171875,66.828125,41.25,11.609375,5.125,57.3828125,52.2890625,13.09375,531.9375,1.0,182.88,170.0,119.890625,1.0,187.96,187.96,170.0,1.0,190.5
2.0,28.75,27.25,12.8125,43.125,32.0,45.1875,28.1875,25.8125,25.5625,1.5625,1.25,10.75,15.8125,5.125,474.9375,1.0,165.1,125.0,88.0,2.0,165.1,165.1,125.0,0.0,160.02
4.0,71.5,124.5,59.85095763206482,76.5,26.0,146.5,84.5,59.5,100.0,14.5,11.5,67.0,80.0,37.5,589.5,0.0,180.34,155.0,60.65625,3.0,180.34,180.34,155.0,1.0,180.34
5.0,149.25,143.0,57.25,177.611328125,94.0,165.625,74.75,110.5,111.79295480251312,18.75,13.9281005859375,114.5,124.0,41.0,750.0,0.0,172.72,155.0,153.0,0.0,175.26,177.8,155.0,1.0,175.26
6.0,49.125,27.375,16.25,57.625,38.0,50.5,37.875,30.75,22.75,3.25,2.375,33.625,19.75,10.625,392.5,1.0,177.8,170.0,118.5,0.0,185.42,187.96,170.0,1.0,177.8
6.0,25.75,15.5,4.75,45.25,35.75,20.5,9.75,20.5,13.25,1.25,0.5,12.5,13.75,3.0,328.25,0.0,182.88,170.0,117.75,1.0,185.42,190.5,170.0,1.0,187.96
4.0,113.0,75.0,38.0,167.5,96.509765625,87.75,48.5,91.75,61.75,11.5,7.75,74.0,52.75,25.0,653.0,1.0,177.8,145.0,127.625,0.0,167.64,167.64,145.0,1.0,177.8
9.0,131.0,70.0,23.0,134.0,58.0,88.0,33.0,104.0,61.0,8.5,6.0,123.0,55.5,13.5,900.0,0.0,190.5,205.0,30.71875,5.0,182.88,190.5,205.0,1.0,195.58
9.0,56.9609375,80.09619140625,39.5048828125,60.60986328125,21.4189453125,85.90283203125,45.041015625,52.33203125,69.83935546875,5.3046875,4.1689453125,54.33837890625,70.91552734375,32.16259765625,472.5390625,4.0,182.88,205.0,169.5625,3.0,177.8,182.88,205.0,1.0,185.42
3.0,44.0,44.0,27.0,78.0,66.0,165.625,85.375,29.0,26.0,5.0,2.0,22.0,22.0,12.0,900.0,0.0,165.1,125.0,26.5,3.0,172.72,175.26,145.0,0.0,167.64
6.0,150.0,143.0,59.85095763206482,177.611328125,82.6953125,165.625,85.375,120.0,111.79295480251312,20.05322265625,13.9281005859375,131.0,126.5,47.5,892.9140625,1.0,185.42,185.0,149.0625,1.0,180.34,185.42,170.0,1.0,193.04
6.0,150.0,92.5546875,43.72265625,177.611328125,96.509765625,115.5546875,63.41015625,120.0,70.71484375,12.2578125,11.0546875,112.58203125,74.98828125,27.96875,1302.21484375,1.0,182.88,170.0,61.03076171875,5.0,175.26,187.96,170.0,1.0,193.04
7.0,150.0,143.0,58.66567647457123,177.611328125,90.24523770809174,152.42537915706637,60.71175980567932,120.0,111.79295480251312,14.000098466873167,8.167620301246643,131.0,126.5,47.5,1149.634948968887,4.0,185.42,185.0,144.69657135009766,5.0,187.96,195.58,185.0,1.0,190.5
0.0,83.875,41.75,19.25,104.875,60.5,47.25,23.75,65.75,29.25,7.75,3.5,54.0,35.125,14.75,501.125,2.0,190.5,155.0,70.0,0.0,182.88,185.42,155.0,1.0,195.58
7.0,115.0,96.34375,30.7734375,127.3984375,61.8984375,105.6484375,38.890625,94.8359375,71.171875,12.453125,6.1640625,91.671875,84.0078125,26.2109375,640.015625,4.0,185.42,185.0,97.21875,0.0,180.34,187.96,185.0,1.0,190.5
7.0,15.875,10.75,7.375,20.375,12.25,15.625,12.125,12.25,5.5,2.0,1.75,7.625,6.375,3.25,161.25,2.0,172.72,185.0,82.4453125,3.0,180.34,185.42,185.0,1.0,180.34
0.0,58.75,108.5,41.75,59.25,25.5,108.75,42.0,50.0,89.25,13.75,10.75,53.25,105.0,39.5,309.0,1.0,170.18,155.0,29.5,2.0,175.26,193.04,155.0,1.0,172.72
6.0,127.00747680664062,121.90058517456056,54.37555313110352,155.46221923828125,82.92703628540039,148.3305206298828,78.75785446166992,108.6952896118164,89.9477424621582,20.05322265625,13.9281005859375,117.45347595214844,104.58176040649414,43.84539794921875,787.910514831543,1.0,180.34,170.0,122.09375,1.0,182.88,187.96,170.0,1.0,172.72
5.0,58.625,74.3125,36.75,101.875,57.6875,100.1875,60.6875,55.375,50.125,13.5625,11.5,45.75,66.5625,30.6875,773.1875,0.0,177.8,155.0,84.671875,0.0,170.18,177.8,145.0,1.0,180.34
7.0,53.0,24.0,5.0,66.0,54.0,35.0,15.0,45.0,19.0,3.0,2.0,13.0,23.0,4.0,474.0,1.0,182.88,185.0,53.5,0.0,190.5,195.58,185.0,1.0,187.96
6.0,150.0,143.0,37.5,177.611328125,75.0,147.75,39.25,120.0,111.79295480251312,11.0,9.25,131.0,126.5,35.75,787.25,1.0,177.8,170.0,109.25,0.0,177.8,190.5,170.0,1.0,185.42
1.0,93.75,84.5,42.75,115.0,62.0,128.75,80.0,79.25,59.75,14.5,8.0,71.5,63.0,31.0,528.0,1.0,170.18,125.0,171.0352783203125,0.0,162.56,160.02,115.0,0.0,170.18
9.0,21.625,11.5,4.375,25.375,13.5,16.125,8.75,18.75,7.75,1.0,0.375,15.875,9.875,4.0,216.125,2.0,193.04,205.0,95.2722749710083,5.0,190.5,195.58,205.0,1.0,195.58
5.0,116.0,114.0,59.85095763206482,119.0,46.0,128.0,76.0,73.0,86.0,15.0,7.0,111.0,92.0,41.0,900.0,0.0,177.8,155.0,171.0352783203125,0.0,177.8,177.8,170.0,1.0,180.34
4.0,111.75,102.0,47.015625,125.265625,58.125,126.109375,68.703125,89.890625,82.8125,13.21875,9.109375,91.609375,82.375,34.953125,687.6875,0.0,175.26,155.0,54.25,1.0,177.8,180.34,170.0,1.0,182.88
2.0,121.5,94.5,38.5,143.5,66.0,132.5,75.5,79.5,71.5,13.0,10.0,101.0,79.0,29.0,900.0,0.0,167.64,125.0,83.6484375,1.0,165.1,160.02,125.0,0.0,172.72
7.0,19.4912691116333,23.96042537689209,15.030949592590332,21.029847145080566,11.31955337524414,25.646906852722168,16.650010108947754,17.462578773498535,20.711530685424805,0.8578958511352539,0.0897684097290039,8.724438667297363,8.690707206726074,3.585540771484375,156.84978485107422,4.0,182.88,185.0,76.8125,1.0,185.42,182.88,185.0,1.0,187.96
5.0,82.50244140625,97.78955078125,27.27099609375,86.54443359375,39.4150390625,99.11962890625,28.42578125,61.0673828125,76.2197265625,15.716796875,9.021484375,74.5322265625,88.537109375,22.41015625,629.2587890625,2.0,172.72,155.0,105.3873291015625,1.0,175.26,177.8,155.0,1.0,175.26
9.0,105.3125,75.3125,33.4375,129.875,66.25,85.5625,43.25,90.6875,60.4375,8.75,6.875,80.0625,64.1875,25.5,533.25,1.0,193.04,205.0,119.615478515625,5.0,177.8,182.88,205.0,1.0,195.58
5.0,54.41796875,52.083984375,19.0771484375,73.4228515625,39.9501953125,59.8037109375,25.974609375,34.37109375,39.00390625,8.35546875,5.53125,46.5673828125,41.4208984375,13.677734375,615.96875,0.0,175.26,170.0,83.6365966796875,4.0,185.42,185.42,155.0,1.0,177.8
3.0,116.0,103.0,39.25,127.5,60.25,104.25,40.5,85.75,69.5,20.05322265625,13.0,105.5,99.5,36.25,697.25,1.0,162.56,135.0,171.0352783203125,0.0,167.64,170.18,135.0,1.0,172.72
1.0,132.0,143.0,24.0,132.0,31.0,165.625,24.5,117.0,111.79295480251312,8.0,3.5,131.0,126.5,24.0,900.0,0.0,152.4,115.0,171.0352783203125,0.0,165.1,170.18,115.0,0.0,152.4
6.0,58.0,18.0,13.0,96.0,69.0,59.0,50.0,52.0,11.0,3.0,2.0,3.0,5.0,3.0,900.0,0.0,180.34,170.0,113.375,2.0,175.26,175.26,185.0,1.0,190.5
8.0,84.0,97.0,29.5,85.0,20.0,97.5,30.0,70.0,80.0,7.5,4.0,72.5,95.0,28.0,519.0,0.0,190.5,205.0,131.546875,2.0,182.88,187.96,205.0,1.0,190.5
5.0,69.0,91.0,19.0,105.0,63.0,97.0,25.0,56.0,87.0,3.0,2.0,49.0,90.0,18.0,900.0,0.0,175.26,155.0,87.96875,1.0,177.8,177.8,155.0,1.0,190.5
1.0,150.0,135.5,59.85095763206482,177.611328125,96.509765625,160.5,84.5,120.0,110.75,15.25,9.75,131.0,116.25,47.5,900.0,0.0,160.02,115.0,171.0352783203125,2.0,167.64,165.1,115.0,0.0,162.56
6.0,42.5,50.5,15.75,54.75,30.5,96.75,60.25,32.25,36.5,7.75,4.25,23.25,29.0,6.25,430.75,2.0,172.72,170.0,23.5,1.0,182.88,187.96,170.0,1.0,177.8
8.0,47.28125,52.03125,33.5625,95.09375,72.09375,65.40625,45.71875,33.875,29.75,14.15625,13.125,23.34375,27.1875,12.90625,501.40625,0.0,182.88,205.0,16.0,1.0,182.88,193.04,205.0,1.0,190.5
