B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_HEAD_att,B_avg_DISTANCE_att,B_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_total_time_fought(seconds),B_total_rounds_fought,B_Height_cms,B_Reach_cms,R_avg_opp_SIG_STR_landed,R_avg_HEAD_att,R_avg_DISTANCE_landed,R_avg_opp_DISTANCE_att,R_avg_opp_GROUND_landed,R_avg_CTRL_time(seconds),R_avg_opp_CTRL_time(seconds),R_total_time_fought(seconds),R_Height_cms,R_Reach_cms
34.5,70.875,25.5,31.0,156.75,214.375,603.75,9.0,177.8,182.88,10.0,71.0,36.0,34.0,0.0,0.0,0.0,197.0,182.88,182.88
19.515625,32.375,39.234375,33.328125,15.421875,10.546875,207.609375,10.0,170.18,167.64,10.125,47.046875,22.234375,22.390625,2.75,98.625,33.78125,378.84375,172.72,175.26
67.81640625,89.185546875,51.3984375,34.16796875,283.0,34.3046875,900.0,23.0,185.42,182.88,16.296875,40.234375,10.015625,35.453125,1.78125,78.109375,102.859375,416.265625,182.88,180.34
66.5,90.5,41.0,50.0,283.0,150.0,900.0,6.0,160.02,167.64,50.0,114.0,47.5,122.1015625,0.0,137.0,45.0,900.0,172.72,172.72
70.75390625,117.4609375,106.25,115.609375,63.19140625,205.63671875,806.8359375,22.0,177.8,185.42,36.46846771240234,66.59031295776367,14.372642517089844,66.66499519348145,8.227645874023438,235.06767654418945,98.08098793029784,784.7507381439209,177.8,180.34
53.21875,125.625,59.328125,73.15625,130.984375,226.796875,852.65625,18.0,175.26,182.88,21.125,64.421875,17.265625,53.8125,0.71875,286.265625,136.28125,881.109375,172.72,185.42
18.048828125,38.96826171875,21.36572265625,15.84326171875,187.28955078125,64.27294921875,361.9189453125,24.0,185.42,190.5,21.16799659654498,53.58456555008888,6.984479110687971,34.72037069126964,5.574224043637514,323.796875,14.2814573161304,579.1593399681151,177.8,182.88
31.5,46.5,27.5,43.5,32.0,97.0,393.0,4.0,177.8,187.96,17.7890625,67.8671875,18.6953125,62.6171875,1.03125,128.2421875,254.5234375,771.0859375,172.72,180.34
36.0,95.0,54.0,40.0,63.0,0.0,582.0,2.0,170.18,182.88,52.0,114.0,36.0,122.1015625,7.0,323.796875,20.0,900.0,170.18,182.88
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,180.34,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,175.26,182.88
87.0,113.125,89.75,90.0,283.0,105.125,900.0,12.0,185.42,187.96,35.370296478271484,70.87577819824219,11.62078857421875,85.71451950073242,2.549297332763672,323.796875,137.26231384277344,900.0,185.42,182.88
26.90139365196228,58.37036707997322,34.67652440071106,34.275547325611115,155.28104242682457,21.2516585290432,397.27471974492073,24.0,177.8,182.88,42.53182506561279,59.11296606063843,35.37636423110962,82.38649797439575,6.006003141403198,19.8228726387024,145.98959064483645,529.2568049430847,182.88,190.5
1.0,5.0,1.0,1.0,0.0,3.0,21.0,1.0,177.8,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,175.26,180.34
35.0,152.9375,84.0,84.0,68.0,115.0,528.0,2.0,182.88,182.88,2.0,1.0,3.0,4.0,0.0,0.0,13.0,39.0,172.72,185.42
42.0,92.0,82.0,78.0,28.0,5.0,473.0,2.0,172.72,170.18,32.0,46.0,25.0,71.0,7.0,270.0,65.0,900.0,170.18,185.42
26.0,52.0,30.5,26.0,31.5,273.0,537.0,4.0,170.18,182.88,47.75,82.65625,47.5,75.15625,4.9375,95.0625,89.78125,702.1875,167.64,165.1
57.9375,139.875,83.4375,115.609375,49.8125,48.9375,855.9375,13.0,177.8,180.34,24.6798095703125,80.0303955078125,23.6514892578125,57.4482421875,1.353271484375,294.1473388671875,36.4669189453125,551.93505859375,175.26,182.88
43.0,152.9375,39.0,73.0,68.0,197.0,900.0,3.0,177.8,182.88,7.0,8.0,8.0,14.0,2.0,107.0,56.0,293.5,190.5,195.58
87.625,43.0,24.0,17.0,246.0,150.0,487.0,4.0,167.64,172.72,57.5,38.5,15.0,65.5,10.9375,176.0,204.5,563.75,170.18,165.1
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,170.18,182.88,10.3046875,48.490234375,15.669921875,40.6484375,0.537109375,63.32421875,261.29296875,686.806640625,175.26,180.34
24.0,101.0,53.0,43.0,113.5,202.5,727.0,5.0,175.26,182.88,18.25,35.5,10.5,15.25,10.9375,149.25,276.0,900.0,182.88,187.96
50.0625,74.90625,40.0625,57.03125,89.5625,21.25,700.90625,16.0,182.88,185.42,12.6875,19.6875,7.9375,28.3125,0.0,283.6875,5.8125,430.5,185.42,182.88
53.0,95.0,89.0,99.0,37.0,85.0,445.5,4.0,182.88,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,175.26,177.8
32.46875,80.46875,22.53125,23.21875,86.59375,117.0625,394.75,15.0,185.42,190.5,0.0,9.0,0.0,1.0,0.0,75.0,0.0,94.0,182.88,187.96
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,193.04,182.88,15.0,35.0,3.0,19.5,4.0,30.5,88.0,295.0,187.96,187.96
87.625,136.3125,106.25,115.609375,50.5625,193.34375,894.9375,18.0,165.1,162.56,6.25,52.125,4.75,4.25,1.0,323.796875,6.0,617.875,165.1,167.64
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,190.5,182.88,14.0,1.5,1.5,6.5,9.0,64.0,147.0,255.5,210.82,195.58
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,182.88,190.5,14.90625,25.28125,9.9375,24.5625,1.53125,4.28125,56.6875,236.4375,185.42,187.96
79.19140625,139.6572265625,83.93359375,100.60205078125,208.9326171875,160.5419921875,825.97900390625,24.0,187.96,185.42,12.875,32.0,10.5625,16.0625,4.8125,195.375,59.4375,413.125,180.34,180.34
87.625,152.9375,78.0,84.0,86.0,275.8466796875,900.0,3.0,154.94,165.1,47.0,73.0,20.0,122.1015625,9.0,224.0,106.0,900.0,154.94,160.02
21.3125,48.375,21.65625,34.0,83.125,88.0625,554.53125,16.0,180.34,190.5,34.515625,82.302734375,27.158203125,81.9765625,0.08984375,184.283203125,28.66015625,897.638671875,172.72,185.42
29.0,99.0,16.5,17.5,99.0,275.8466796875,569.5,4.0,160.02,182.88,48.0,87.0,38.125,122.1015625,1.0,7.5,46.5,801.75,167.64,172.72
87.625,146.984375,69.033203125,75.712890625,256.541015625,110.744140625,747.400390625,23.0,172.72,177.8,29.875,63.25,19.3125,69.25,0.5,27.0,69.8125,410.375,170.18,177.8
24.0,111.5,30.0,19.5,10.0,275.8466796875,396.0,4.0,180.34,193.04,53.125,114.0,47.5,106.5,2.375,80.875,175.375,885.375,180.34,185.42
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,182.88,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,193.04,182.88
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,170.18,170.18,57.5,114.0,47.5,97.0,0.0,323.796875,42.0,900.0,167.64,165.1
68.75,102.75,57.75,46.75,283.0,59.5,617.5,10.0,175.26,180.34,42.3125,114.0,29.4375,94.34375,1.8125,323.796875,44.21875,842.40625,167.64,167.64
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,167.64,170.18,18.69921875,16.921875,4.10546875,24.48828125,10.9375,57.41015625,276.0,675.20703125,180.34,187.96
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,175.26,187.96,57.5,114.0,47.5,122.1015625,0.101806640625,64.2978515625,28.053466796875,858.153076171875,175.26,177.8
87.625,100.6875,89.1875,96.1875,283.0,30.9375,794.8125,13.0,180.34,182.88,23.31842041015625,78.32183837890625,37.38079833984375,84.978271484375,1.0352783203125,41.5882568359375,104.68878173828124,645.7576904296875,187.96,190.5
39.96875,103.3125,75.15625,68.6875,26.71875,140.40625,630.25,14.0,175.26,177.8,29.921875,86.0625,28.40625,69.078125,3.015625,323.796875,112.5,900.0,167.64,170.18
87.625,120.375,35.875,45.125,214.25,192.0,638.625,8.0,172.72,170.18,22.703125,32.203125,8.046875,41.953125,2.515625,323.796875,13.359375,602.734375,165.1,160.02
18.0,132.0,23.0,22.0,201.0,244.0,581.0,2.0,185.42,180.34,47.0,69.0,21.0,92.0,8.0,0.0,276.0,900.0,182.88,185.42
42.0,152.9375,52.0,49.0,97.0,275.8466796875,900.0,3.0,187.96,187.96,48.046875,114.0,32.8125,77.009765625,2.185546875,100.6640625,56.869140625,530.5703125,190.5,190.5
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,190.5,195.58,24.495193481445312,35.40126037597656,9.441314697265623,48.05131530761719,10.9375,15.79296875,165.7138671875,495.5965576171875,182.88,187.96
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,187.96,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,187.96,182.88
87.625,152.9375,83.0,66.0,0.0,275.8466796875,900.0,3.0,170.18,170.18,57.5,60.0,47.5,122.1015625,9.0,42.0,276.0,900.0,157.48000000000002,157.48
41.5,115.25,75.0,81.75,97.5,123.5,655.25,7.0,167.64,165.1,30.875,56.375,24.625,58.375,8.625,81.75,44.625,350.25,167.64,165.1
4.0,73.0,21.0,22.0,0.0,235.0,448.0,2.0,190.5,182.88,45.375,114.0,46.875,121.25,0.5,26.25,47.625,682.5,198.12,195.58
24.5,35.5,8.75,6.25,217.25,238.0,534.75,5.0,172.72,182.88,22.8046875,29.6796875,8.2265625,36.328125,5.1796875,135.703125,242.828125,559.0,172.72,185.42
87.625,149.29660034179688,95.42355346679688,92.3109130859375,277.3697814941406,66.5357666015625,900.0,24.0,193.04,195.58,12.7978515625,17.2333984375,4.89453125,19.2275390625,2.10546875,238.64453125,39.9921875,360.6396484375,187.96,195.58
3.0,84.0,1.0,1.0,0.0,209.0,216.0,1.0,193.04,195.58,10.75,28.5,9.625,22.3125,0.0,171.25,27.6875,404.125,198.12,195.58
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,170.18,182.88,57.5,114.0,47.5,118.25,10.9375,220.75,166.5,809.25,154.94,157.48
65.3125,100.9375,87.625,74.375,231.4375,161.6875,838.5625,14.0,180.34,177.8,41.5997314453125,60.0802001953125,40.50244140625,53.8525390625,7.513427734375,131.540771484375,109.9598388671875,820.435791015625,177.8,182.88
80.07421875,116.529296875,99.111328125,109.4296875,81.986328125,275.8466796875,851.71875,24.0,160.02,162.56,29.58984375,77.3515625,39.44140625,71.583984375,0.966796875,175.859375,276.0,900.0,160.02,167.64
18.0,139.0,23.0,26.0,0.0,275.8466796875,518.0,2.0,177.8,177.8,57.5,57.0,15.0,71.0,3.0,7.0,276.0,900.0,182.88,185.42
51.25,83.375,56.75,65.0,137.25,105.0,681.25,10.0,172.72,180.34,23.25,43.75,16.875,33.0,4.0,323.796875,253.875,830.0,172.72,175.26
19.5,52.75,8.0,4.0,135.5,105.25,368.5,5.0,182.88,185.42,4.0,24.0,12.0,20.0,0.0,4.0,0.0,138.0,187.96,187.96
36.25,78.25,41.25,42.75,224.75,99.0,537.25,5.0,177.8,180.34,17.484375,98.859375,25.75,50.296875,2.1953125,179.5546875,157.4609375,768.4765625,190.5,195.58
31.0,107.0,56.0,57.0,8.0,229.0,900.0,3.0,175.26,180.34,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,180.34,190.5
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,185.42,182.88,26.0,103.0,45.0,65.0,5.0,5.0,190.0,900.0,190.5,195.58
39.5,81.25,106.25,115.609375,11.75,44.75,471.25,5.0,177.8,180.34,2.0,11.0,4.0,5.0,0.0,0.0,9.0,48.0,172.72,175.26
47.70814514160156,74.32208251953125,62.781158447265625,68.81390380859375,91.10281372070312,70.1427001953125,451.6420593261719,24.0,180.34,172.72,19.504638671875,25.5869140625,7.9365234375,21.904052734375,8.980224609375,41.03125,194.359375,438.332763671875,167.64,172.72
42.5,128.5,42.5,47.0,188.0,150.0,684.5,5.0,185.42,185.42,57.5,114.0,47.5,122.1015625,1.25,63.9375,55.0625,894.5625,182.88,187.96
87.625,138.412109375,92.591796875,98.203125,157.33203125,185.5,900.0,24.0,180.34,187.96,57.5,73.53151321411133,35.76396369934082,122.1015625,3.1412010192871094,83.11361694335938,173.28165435791016,885.1338233947754,172.72,175.26
63.0,117.0,51.0,48.0,162.0,275.8466796875,900.0,3.0,182.88,190.5,42.904296875,104.849609375,47.5,111.451171875,6.13671875,25.853515625,64.849609375,783.85546875,182.88,180.34
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,185.42,195.58,29.765625,37.140625,17.65625,41.640625,4.65625,50.75,218.6875,451.5625,193.04,195.58
60.8984375,42.12109375,47.515625,39.8828125,280.609375,28.05859375,569.3671875,20.0,187.96,187.96,18.98876953125,30.8125,14.75146484375,34.6943359375,1.876953125,43.08203125,70.23388671875,564.15625,185.42,187.96
61.54296875,130.63671875,106.25,115.609375,27.3203125,53.4609375,789.21484375,21.0,167.64,170.18,42.875,80.125,32.5,90.875,9.0,150.375,165.375,711.0,167.64,162.56
74.43359375,121.09423828125,106.25,111.5673828125,84.59912109375,269.17333984375,848.00830078125,24.0,177.8,182.88,40.668701171875,67.09649658203125,24.29986572265625,54.40093994140625,10.9375,170.7545166015625,276.0,900.0,175.26,177.8
42.5,79.1875,58.1875,62.9375,46.25,123.6875,495.875,10.0,190.5,195.58,11.222900390625,28.75439453125,13.625244140625,23.433837890625,2.984619140625,141.839111328125,48.395751953125,435.3046875,193.04,195.58
49.963470458984375,45.087921142578125,48.96847534179688,31.498565673828125,283.0,69.6636962890625,558.1787719726562,24.0,175.26,185.42,24.84375,85.78125,33.28125,49.8125,0.265625,323.796875,19.953125,680.625,180.34,193.04
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,170.18,172.72,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,170.18,175.26
54.5,107.0,97.5,106.0,116.0,52.0,586.0,5.0,180.34,187.96,39.21875,59.71875,19.90625,79.3125,1.71875,198.8125,143.3125,814.0,172.72,185.42
8.625,17.875,5.0,3.25,0.0,0.0,129.75,4.0,190.5,182.88,9.78125,43.265625,5.09375,33.875,3.8125,0.0,0.0,900.0,185.42,182.88
6.0,13.0,5.0,4.0,27.0,55.0,116.0,1.0,177.8,182.88,17.6640625,31.96875,2.6484375,15.9296875,5.4140625,280.578125,44.34375,466.8984375,182.88,187.96
59.6875,119.9375,105.0,93.125,134.25,97.75,792.375,13.0,167.64,172.72,51.0,106.65625,41.28125,122.1015625,0.0,83.65625,25.4375,761.5,165.1,162.56
64.25,83.15625,32.0625,13.5,283.0,151.5,849.6875,16.0,175.26,182.88,21.8154296875,54.33447265625,11.32568359375,34.79150390625,2.70947265625,265.2685546875,234.65869140625,750.861328125,177.8,182.88
64.25,137.5,106.25,115.609375,153.0,85.0,774.25,8.0,175.26,182.88,53.0,74.0,27.0,116.0,0.0,323.796875,9.0,900.0,170.18,180.34
30.25,34.375,29.84375,15.96875,253.25,58.5,463.125,14.0,182.88,187.96,19.25,34.625,11.0,33.125,1.875,174.375,46.5,396.0,185.42,195.58
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,190.5,195.58,12.6103515625,10.63671875,2.5458984375,10.4208984375,4.84765625,99.8642578125,49.1767578125,196.3955078125,190.5,195.58
40.2265625,91.5078125,71.4140625,65.2578125,234.6171875,5.375,785.515625,16.0,177.8,185.42,18.7109375,48.9453125,19.5703125,35.953125,3.56640625,97.9453125,4.98828125,368.90625,180.34,193.04
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,182.88,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,180.34,187.96
69.0,152.9375,106.25,115.609375,33.0,0.0,900.0,3.0,160.02,162.56,45.0,88.0,43.0,88.0,5.0,240.0,235.0,900.0,175.26,177.8
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,182.88,187.96,12.875,25.75,7.5,18.375,2.625,2.25,115.875,304.375,185.42,193.04
55.1875,51.8125,30.8125,13.28125,272.53125,192.375,590.65625,16.0,193.04,182.88,30.228759765625,49.92138671875,16.84521484375,49.1494140625,3.935302734375,126.40234375,140.13671875,645.869873046875,185.42,182.88
71.0,107.0,37.0,7.0,208.0,275.8466796875,724.0,3.0,177.8,182.88,4.0,4.75,2.125,2.375,0.625,25.375,104.375,199.75,175.26,182.88
34.4375,41.875,19.6875,21.1875,126.0,86.1875,358.625,11.0,190.5,190.5,45.30615234375,48.76220703125,19.87841796875,48.33056640625,7.86376953125,71.41064453125,186.4501953125,555.17626953125,185.42,187.96
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,193.04,182.88,9.0,14.0,9.0,28.0,0.0,0.0,0.0,600.0,180.34,182.88
32.5,82.5,32.0,29.5,52.0,154.0,384.5,4.0,162.56,160.02,12.5,27.5625,13.9375,28.125,0.75,21.25,94.625,256.875,165.1,170.18
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,170.18,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,180.34,190.5
50.98016357421875,151.80877685546875,85.816162109375,108.86248779296876,4.5048828125,80.71649169921875,792.6072998046875,24.0,170.18,177.8,34.90625,114.0,36.625,99.71875,1.25,77.96875,27.78125,731.125,170.18,170.18
5.0,117.0,13.0,15.0,56.0,275.8466796875,900.0,3.0,182.88,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,182.88,185.42
38.0,7.0,21.0,12.0,45.0,0.0,97.0,1.0,170.18,175.26,20.5,28.5,17.5,41.0,6.5,221.5,12.0,456.0,175.26,182.88
41.0,57.0,25.0,20.0,283.0,275.8466796875,886.0,3.0,167.64,182.88,31.10018920898437,44.832916259765625,15.213287353515623,56.350128173828125,5.32574462890625,116.91781616210938,92.6876220703125,659.7369384765625,175.26,177.8
54.13671875,95.78125,50.4140625,49.69140625,140.37109375,257.11328125,715.46875,22.0,182.88,190.5,28.96664428710937,55.92901611328125,26.843490600585938,45.10484313964844,5.393218994140625,191.5683441162109,276.0,840.3583526611328,180.34,193.04
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,180.34,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,182.88,182.88
49.1875,132.0859375,67.484375,66.890625,129.875,252.375,900.0,20.0,185.42,182.88,26.25,62.21875,14.125,46.8125,4.625,283.25,260.75,900.0,185.42,190.5
40.5,142.5,35.5,45.5,26.0,275.8466796875,735.0,5.0,170.18,182.88,5.5,13.0,2.5,3.5,4.0,65.5,221.5,345.0,177.8,185.42
59.125,114.875,57.375,59.75,96.875,275.8466796875,900.0,12.0,167.64,167.64,42.9375,75.6875,26.0625,76.125,0.75,52.1875,86.375,636.75,160.02,167.64
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,187.96,195.58,10.375,5.75,4.375,7.375,3.0,10.625,126.75,207.25,187.96,190.5
40.0,146.625,96.25,103.25,123.875,188.375,900.0,12.0,170.18,177.8,21.0,54.5,19.5,38.0,0.5,323.796875,76.5,716.0,185.42,185.42
58.19921875,76.654296875,81.29052734375,78.607421875,243.55810546875,131.72216796875,839.1591796875,24.0,187.96,190.5,27.380615234375,27.624755859375,14.57958984375,28.968505859375,10.9375,28.679443359375,276.0,711.10205078125,187.96,195.58
15.0,63.5,44.5,45.0,45.5,56.0,346.5,3.0,182.88,177.8,13.25,22.125,4.625,8.125,7.25,65.375,276.0,500.875,180.34,190.5
51.0,47.0,23.5,23.0,273.5,185.5,827.5,6.0,185.42,195.58,28.5,63.5,13.0,83.0,1.0,155.5,48.0,732.5,177.8,182.88
27.09375,96.828125,50.828125,52.328125,37.5,52.671875,409.796875,10.0,185.42,193.04,9.3115234375,4.4345703125,1.537109375,4.3564453125,6.529296875,48.005859375,88.8671875,198.994140625,190.5,195.58
44.0,28.0,16.0,18.0,246.0,21.0,438.0,2.0,190.5,195.58,36.0,114.0,21.0,53.5,5.0,323.796875,114.5,784.0,175.26,177.8
12.8720703125,18.4609375,23.772705078125,23.00537109375,12.8466796875,1.835693359375,182.995849609375,22.0,195.58,195.58,57.5,48.14865112304688,25.66705322265625,102.62165832519533,2.5670928955078125,286.1758728027344,58.94384765625,900.0,193.04,195.58
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,175.26,185.42,19.71875,64.3125,41.71875,49.21875,2.5,91.53125,232.34375,737.0625,177.8,185.42
20.65625,80.80859375,47.23828125,42.76171875,20.109375,179.80078125,533.83203125,17.0,185.42,193.04,42.875,69.4375,41.69921875,96.015625,6.1015625,59.15234375,222.6171875,745.72265625,187.96,190.5
42.0,29.0,25.0,21.0,218.0,55.0,414.0,2.0,167.64,165.1,18.5,92.25,20.0,52.5,3.25,319.5,147.5,900.0,167.64,172.72
37.5,33.0,30.96875,13.375,85.46875,76.21875,302.65625,12.0,185.42,185.42,18.5,13.0,1.0,5.5,7.0,251.0,85.5,383.0,172.72,180.34
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,162.56,160.02,50.25,114.0,42.0,122.1015625,0.0,0.125,64.25,900.0,152.4,152.4
74.5,138.5,93.5,83.0,242.0,253.0,900.0,6.0,167.64,170.18,30.171875,70.8828125,29.9140625,52.421875,3.9296875,72.609375,45.3984375,439.4609375,165.1,170.18
87.625,152.9375,106.25,115.609375,168.625,259.1875,900.0,16.0,190.5,195.58,37.22509765625,88.40283203125,32.52099609375,74.2314453125,0.85009765625,41.3515625,105.08837890625,900.0,190.5,195.58
81.2802734375,152.9375,106.25,115.609375,11.431640625,275.8466796875,900.0,24.0,167.64,175.26,39.1328125,99.5859375,24.984375,85.5078125,8.84375,28.8125,140.6328125,653.9375,172.72,180.34
45.25,106.25,29.5,22.25,186.5,213.0,517.5,7.0,170.18,175.26,57.5,106.5,38.5,122.1015625,10.9375,82.0,228.0,669.5,180.34,177.8
87.625,93.5,85.5,52.5,283.0,275.8466796875,900.0,8.0,177.8,182.88,13.5,24.0,6.5,35.0,4.5,171.5,60.0,615.5,187.96,182.88
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,200.66,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,187.96,187.96
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,175.26,177.8,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,182.88,185.42
12.796875,31.2421875,24.03125,24.765625,34.21875,35.1171875,238.734375,17.0,187.96,187.96,47.419921875,53.291015625,17.4765625,77.74609375,4.40234375,53.970703125,193.693359375,900.0,185.42,185.42
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,190.5,182.88,16.0,0.0,0.0,0.0,10.9375,0.0,0.0,193.0,185.42,182.88
76.0,152.9375,106.25,106.0,20.0,0.0,900.0,3.0,162.56,162.56,31.4453125,59.0556640625,22.87109375,42.810546875,6.845703125,42.4931640625,276.0,650.359375,160.02,162.56
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,177.8,177.8,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,177.8,182.88
26.5,61.0,21.0,16.0,212.0,216.5,611.5,5.0,172.72,175.26,32.25,74.0,28.5,93.0,0.0,223.25,14.5,713.5,172.72,175.26
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,165.1,162.56,57.5,98.5,29.5625,122.1015625,3.25,105.375,171.375,713.5625,167.64,162.56
13.5,11.5,15.5,9.5,16.0,0.0,70.0,2.0,195.58,195.58,51.54737149178982,63.121551997959614,41.12724327365868,100.7235261099413,0.1387046640738845,5.102126174373552,17.356178036192432,790.8461994910613,190.5,195.58
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,172.72,182.88,12.0,25.0,10.0,33.0,0.0,323.796875,30.0,600.0,177.8,182.88
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,170.18,170.18,35.0,65.5,40.0,64.5,0.0,178.0,26.5,495.0,167.64,165.1
56.0,134.5,30.5,29.0,67.0,123.0,468.0,4.0,175.26,187.96,28.056249141693115,38.74715662002564,8.225497245788574,49.6887788772583,3.5566444396972656,184.9234385490417,73.82320404052734,541.8919382095337,177.8,185.42
35.681640625,58.640625,39.498046875,32.70703125,219.779296875,48.92578125,499.0,22.0,175.26,195.58,25.4453125,48.92578125,12.2109375,43.7578125,0.4921875,166.31640625,101.18359375,490.3515625,185.42,190.5
59.0,49.5,41.5,13.0,0.0,0.0,900.0,4.0,180.34,187.96,9.5,33.5,8.0,26.0,0.0,32.5,15.5,321.0,185.42,185.42
61.5634765625,152.9375,106.25,115.609375,4.474609375,6.275390625,900.0,24.0,193.04,195.58,36.757943868637085,93.94483196735382,47.5,93.57641775906086,2.219274625182152,30.634018789976835,111.69884857907893,895.5391918569803,190.5,195.58
22.0,69.5,46.5,51.5,90.0,10.0,294.5,3.0,190.5,195.58,57.5,45.0,16.0,107.5,10.0,19.0,66.0,395.5,180.34,193.04
87.625,87.9375,47.375,50.9375,283.0,77.1875,789.8125,13.0,167.64,172.72,53.6875,114.0,42.28125,105.65625,3.90625,179.625,44.0625,726.25,172.72,172.72
85.8125,127.75,96.5,77.0625,260.0,207.1875,900.0,15.0,180.34,182.88,8.770751953125,43.35791015625,11.9052734375,26.891357421875,1.009033203125,43.524169921875,10.431396484375,234.78173828125,187.96,195.58
1.0,10.0,1.0,2.0,0.0,3.0,33.0,1.0,170.18,182.88,33.25,27.5,12.0,44.25,8.5,87.0,276.0,710.0,185.42,190.5
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,175.26,180.34,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,172.72,182.88
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,175.26,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,175.26,180.34
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,190.5,195.58,29.0404052734375,11.189208984375,8.33642578125,26.9732666015625,10.9375,25.406982421875,269.55078125,593.4505615234375,193.04,195.58
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,172.72,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,177.8,185.42
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,175.26,175.26,20.84375,54.53125,25.28125,64.71875,0.8125,15.96875,17.71875,536.0,177.8,185.42
48.0,85.25,51.125,48.375,99.75,94.5,638.5,0.0,187.96,182.88,27.818885803222656,54.0,18.25,50.296875,2.6875,104.125,89.53125,653.9375,193.04,182.88
49.5,88.5625,74.375,72.5625,48.6875,130.875,493.4375,11.0,172.72,177.8,57.5,114.0,47.5,122.1015625,0.4453125,164.25,121.5703125,894.84375,170.18,175.26
41.625,118.25,106.25,115.609375,70.25,157.5,824.75,10.0,175.26,180.34,32.53125,61.53125,9.625,55.25,2.4375,323.796875,109.71875,827.5625,177.8,182.88
54.0,105.5,72.5,85.5,43.0,19.5,464.0,4.0,187.96,190.5,13.6328125,17.484375,11.546875,31.9609375,0.75,38.8046875,90.3203125,332.171875,185.42,195.58
42.1875,135.5,66.4375,56.875,255.0,98.9375,900.0,15.0,185.42,190.5,37.36328125,92.39453125,43.5625,55.01171875,1.53125,188.73828125,173.07421875,895.99609375,185.42,190.5
