B_avg_DISTANCE_landed,R_avg_opp_SIG_STR_pct,R_age,B_avg_CTRL_time(seconds),B_avg_opp_SIG_STR_pct,B_avg_HEAD_att,B_avg_opp_LEG_att,B_age,B_avg_DISTANCE_att,R_losses,R_avg_opp_HEAD_landed,R_avg_opp_LEG_att,R_avg_LEG_att,B_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_BODY_landed,R_avg_SUB_ATT,R_avg_opp_DISTANCE_att,R_avg_BODY_landed,R_avg_opp_CTRL_time(seconds),Winner
36.71129989624024,0.3941305375099182,35.0,76.5992660522461,0.4629463577270508,74.14511489868164,5.793098449707031,35.0,77.11175918579102,5.0,37.7607421875,4.927521735429764,15.9783935546875,8.769962310791016,0.5779531300067902,13.15216064453125,0.0083016157150268,122.688232421875,8.593943804502487,80.09814515709877,Blue
23.5,0.41,30.0,61.5625,0.59,46.0,3.5625,24.0,41.0,0.0,32.8087158203125,0.0,2.5,13.0,8.75,4.0,0.0,49.0,1.5,94.0,Red
45.5,0.29994873046875,30.0,96.78125,0.3396875,109.0,4.125,27.0,117.5,5.0,12.332763671875,2.926513671875,2.283447265625,4.03125,2.58203125,7.5107421875,0.0,66.2685546875,8.9833984375,55.0517578125,Blue
4.875,0.3249999999999999,27.0,37.0,0.3974999999999999,20.625,3.25,24.0,21.25,1.0,8.75,7.0,15.9783935546875,0.875,6.75,1.75,0.0,52.25,2.25,9.0,Red
0.0,0.435,35.0,6.0,0.59,1.0,1.0,33.0,0.0,1.0,3.0,0.5,3.5,0.0,0.0,0.0,0.5,8.0,1.0,0.0,Red
12.0,0.58,27.0,17.0,0.51,46.0,2.0,27.0,53.0,1.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,298.80078125,Red
4.0,0.4115625,25.0,170.5,0.49,45.0,3.5,35.0,16.5,0.0,9.0,5.0,5.78125,13.0,4.875,3.078125,1.25,43.0,13.875,149.375,Red
40.0,0.52,31.0,62.75,0.48,65.25,6.0,32.0,85.75,1.0,21.0,3.0,14.0,5.25,0.0,3.0,0.0,32.0,13.875,47.0,Red
45.5,0.40125,24.0,193.0,0.47,109.0,14.1796875,28.0,117.5,1.0,7.875,1.625,3.375,9.5,3.625,1.625,0.5,20.5,2.625,75.125,Red
17.9375,0.3571836090087891,35.0,219.888671875,0.36337890625,76.96484375,2.578125,27.0,43.796875,5.0,15.319238662719728,14.3175048828125,1.9678153991699217,18.875,14.0,4.556722640991211,1.112102508544922,86.85725975036621,3.501131057739258,116.63115692138672,Red
30.9375,0.575,26.0,138.5625,0.3874999999999999,67.3125,6.4375,29.0,76.25,1.0,19.75,7.0,7.75,4.75,14.0,9.0,1.25,46.0,11.75,298.80078125,Red
33.2042236328125,0.2390625,29.0,27.59954833984375,0.4209600830078125,82.55108642578125,1.663330078125,32.0,85.18658447265625,1.0,3.96875,2.328125,2.515625,4.25238037109375,7.875,2.8515625,0.1640625,40.125,5.5234375,44.03125,Red
13.1875,0.4709375,32.0,329.8321228027344,0.40625,54.0625,0.4375,35.0,56.375,2.0,14.890625,4.390625,6.03125,6.375,14.0,6.078125,0.625,47.4375,9.671875,79.890625,Red
18.16015625,0.4909374999999999,35.0,64.328125,0.4839453125,44.671875,8.2265625,33.0,53.37109375,2.0,27.8125,2.65625,4.09375,3.14453125,14.0,5.515625,0.05859375,23.1015625,4.08984375,298.80078125,Red
6.25,0.417421875,24.0,329.8321228027344,0.329375,39.0625,2.6875,27.0,22.4375,2.0,21.390625,12.109375,0.1171875,14.6875,14.0,13.15216064453125,0.2265625,62.6640625,1.0546875,122.5390625,Red
23.273290157318115,0.2605468749999999,31.0,197.25422978401184,0.3567041146755219,86.34939455986023,14.1796875,31.0,87.1528582572937,1.0,16.4765625,1.1796875,8.5703125,2.3730857372283936,0.8515625,1.90625,0.953125,68.4453125,3.8046875,207.265625,Red
14.25,0.188125,26.0,25.625,0.59,36.625,2.125,28.0,30.875,2.0,3.34375,4.0,10.3125,2.125,1.0,0.15625,0.0625,20.625,1.3125,14.78125,Red
10.0,0.526328125,30.0,129.0,0.48,55.0,4.0,30.0,42.5,4.0,8.14453125,10.5390625,5.7109375,13.5,3.3359375,4.0859375,1.25,26.3828125,5.9453125,298.80078125,Blue
45.5,0.452890625,30.0,48.375,0.3375,109.0,2.0,28.0,117.5,5.0,25.390625,4.9375,7.5,2.875,10.6953125,4.109375,1.09375,58.2109375,11.390625,298.80078125,Blue
24.5,0.3653125,32.0,176.0,0.44125,109.0,6.25,23.0,117.5,3.0,10.25,2.28125,4.84375,14.25,1.65625,2.53125,1.25,26.78125,1.5,149.34375,Red
35.59375,0.406943359375,34.0,51.640625,0.48234375,83.6171875,8.8984375,28.0,96.0234375,5.0,20.84765625,6.6025390625,0.45703125,3.484375,1.3037109375,11.361328125,0.0,89.8095703125,5.4375,15.2294921875,Blue
45.5,0.27078125,28.0,13.39361572265625,0.458929443359375,91.6153564453125,6.74700927734375,30.0,117.5,0.0,9.0,1.9375,3.5,2.88568115234375,14.0,4.203125,0.140625,48.84375,2.96875,10.40625,Red
20.25,0.47125,26.0,104.965576171875,0.3974999999999999,22.0,14.1796875,23.0,39.0,3.0,37.7607421875,7.0,15.9783935546875,4.25,4.125,5.5,0.0,81.0,2.625,298.80078125,Blue
37.3663330078125,0.2771484375,32.0,284.6812744140625,0.342484130859375,93.4725341796875,1.267333984375,35.0,73.8448486328125,2.0,6.55078125,5.3046875,0.9140625,16.54833984375,2.74609375,3.88671875,0.140625,24.33984375,1.79296875,115.4453125,Red
4.0,0.42,29.0,20.0,0.56,11.0,4.0,34.0,9.0,0.0,10.0,5.0,1.0,2.0,5.0,5.0,0.0,39.0,2.0,21.0,Red
8.79296875,0.3114190673828125,33.0,73.94140625,0.5164453125,30.54296875,1.03515625,31.0,21.77734375,4.0,20.28094482421875,5.2645263671875,4.049468994140625,9.6171875,8.512237548828125,8.910797119140625,0.0079345703125,81.17190551757812,9.9974365234375,267.24285888671875,Red
45.5,0.2369921875,31.0,6.6640625,0.32640625,109.0,14.1796875,31.0,117.5,2.0,2.94921875,14.67218017578125,15.9783935546875,1.5234375,8.26953125,8.3984375,0.390625,76.5859375,5.95703125,16.046875,Red
23.107421875,0.58,35.0,224.75,0.355,58.25,7.95947265625,30.0,64.625,1.0,3.0,0.5,1.5,3.125,1.0,3.5,0.5,2.5,2.0,0.0,Red
4.0,0.58,30.0,3.5,0.59,12.0,3.0,35.0,15.0,1.0,3.75,0.75,0.5,0.0,5.75,1.75,0.0,3.5,0.5,31.25,Red
5.4921875,0.51,24.0,114.03515625,0.5389453125,24.03515625,2.640625,32.0,15.75390625,1.0,23.0,8.0,8.0,11.52734375,0.0,13.15216064453125,0.0,71.0,12.0,297.0,Blue
28.0,0.4,24.0,329.8321228027344,0.59,58.4375,1.25,31.0,42.982421875,1.0,36.0,8.0,0.0,1.0,5.0,5.0,0.0,114.0,6.0,5.0,Red
10.90625,0.58,29.0,148.65625,0.404375,30.1875,4.125,34.0,32.53125,1.0,37.7607421875,8.0,15.9783935546875,2.0625,3.0,13.15216064453125,0.5,105.5,11.0,215.5,Red
21.0,0.0,27.0,329.8321228027344,0.2871875,54.390625,3.75,22.0,75.0,0.0,0.0,0.0,0.0,6.01953125,0.0,0.0,1.0,0.0,0.0,0.0,Red
44.0,0.55,33.0,0.0,0.48,107.0,0.0,25.0,117.5,1.0,13.0,14.67218017578125,9.0,0.0,0.0,4.0,0.0,63.5,2.0,61.0,Blue
33.5,0.31125,26.0,120.9862060546875,0.47376953125,72.0,14.1796875,30.0,82.5,3.0,4.75,9.0,4.875,1.390625,0.0,5.125,0.875,34.75,1.5,69.125,Red
9.125,0.4903570556640625,29.0,124.0,0.5,24.0,8.0,27.0,22.0,5.0,37.4024658203125,11.3443603515625,11.17974853515625,4.5625,2.32464599609375,11.97210693359375,0.0078125,106.4097900390625,13.875,77.5267333984375,Blue
11.875832885503767,0.36609375,25.0,213.5,0.49,33.30859375,14.1796875,26.0,36.0,0.0,6.64453125,14.67218017578125,3.5,5.625,3.0,7.5,1.25,39.375,11.0,201.25,Blue
9.5,0.58,26.0,16.0,0.1225,16.25,1.5,21.0,24.25,1.0,30.5625,2.625,8.21875,1.75,6.625,4.4375,1.25,50.4375,12.4375,260.0,Draw
45.0,0.4525,32.0,248.0,0.445,74.0,12.5,29.0,99.0,1.0,28.5,14.67218017578125,7.375,4.0,2.625,8.625,0.75,107.875,13.5,106.625,Red
22.47265625,0.4825,30.0,56.0,0.54,104.5,5.0,25.0,113.0625,2.0,13.25,1.75,10.5,4.8125,1.25,3.0,0.75,26.75,5.5,91.5,Red
29.625,0.34375,35.0,323.0,0.42,109.0,9.5,34.0,108.375,0.0,19.328125,6.560546875,2.0,18.625,3.037841796875,9.0,0.0,57.0,1.0,298.80078125,Blue
12.5,0.47,21.0,167.0,0.18,34.5,0.5,35.0,22.5,0.0,29.0,2.0,4.0,6.5,1.0,4.0,0.0,40.0,6.0,41.0,Red
6.90625,0.55375,33.0,106.640625,0.50109375,22.9609375,1.796875,28.0,20.140625,2.0,12.25,4.75,4.125,6.2421875,0.375,2.75,0.25,38.375,1.875,5.75,Blue
27.125,0.4,25.0,43.9189453125,0.38,88.03125,7.5,33.0,76.875,1.0,26.0,4.0,8.0,18.875,0.0,8.0,0.0,17.0,3.0,298.80078125,Red
1.88671875,0.535,30.0,4.75,0.59,22.908203125,1.03125,35.0,12.591796875,0.0,4.75,0.25,2.5,6.263671875,7.75,8.5,0.5,10.5,9.5,33.5,Red
14.75,0.359296875,32.0,329.8321228027344,0.3675,57.25,4.25,29.0,56.5,5.0,27.09375,2.91015625,3.42578125,11.0,3.640625,7.1484375,0.15625,86.51953125,6.46875,88.09765625,Blue
31.0,0.337637939453125,25.0,102.0,0.445,61.48142623901367,9.59375,23.0,76.40625,0.0,18.359375,5.5,4.0,7.25,8.0,11.0,0.0,40.757232666015625,4.625,195.0,Blue
25.0,0.58,27.0,2.0,0.38,44.0,3.0,31.0,55.0,1.0,15.5,0.5,4.0,0.0,1.0,1.0,0.5,5.5,2.0,115.5,Red
26.0,0.41,29.0,211.0,0.29,46.0,3.0,28.0,56.0,0.0,15.68359375,8.5,5.9267578125,12.0,5.25,8.5,0.0,63.5,6.75,68.5,Blue
20.125,0.58,35.0,122.3125,0.515,48.375,9.0,29.0,54.5,0.0,29.0,9.779296875,1.0,1.5,2.125,13.15216064453125,0.0,84.5,10.8125,121.0,Red
11.0,0.20567626953125,32.0,99.0,0.59,26.0,7.0,30.0,34.0,3.0,16.123779296875,9.05810546875,8.1978759765625,6.0,4.0489501953125,3.6431884765625,0.03173828125,107.6876220703125,5.98974609375,17.971435546875,Red
3.0,0.4474999999999999,31.0,147.0,0.34,29.0,5.0,24.0,22.0,0.0,24.96875,5.296875,1.0,5.0,0.7086524963378906,6.58599853515625,1.25,38.1923828125,8.3438720703125,298.80078125,Red
19.5,0.39,30.0,45.84375,0.445,71.6640625,13.03125,23.0,62.5,1.0,6.5,10.0,7.5,5.0,6.5,6.5,1.25,49.5,4.0,163.5,Blue
1.0,0.55,24.0,25.0,0.59,4.5,2.0,24.0,4.5,0.0,21.0,8.75,14.5,6.0,6.5,8.75,0.0,16.0,7.125833511352539,58.25,Red
2.0,0.44,22.0,120.0,0.59,11.0,2.0,23.0,8.0,1.0,37.7607421875,12.0,14.5,5.0,2.5,12.0,0.0,122.688232421875,13.875,112.0,Red
22.0,0.48,33.0,47.875,0.435,76.0,7.0,30.0,54.0625,1.0,16.0,0.0,3.0,0.0,0.0,2.0,0.0,18.0,1.0,9.0,Red
0.0,0.33,30.0,287.0,0.59,9.0,2.0,25.0,0.0,0.0,3.0,0.0,1.0,10.0,1.0,0.0,1.0,4.0,1.0,20.0,Red
11.5859375,0.35,30.0,248.5,0.4599999999999999,49.875,7.0,22.0,57.125,1.0,22.5,6.25,5.0,5.068641662597656,2.75,9.75,1.25,81.25,10.75,149.25,Red
24.5,0.3773353862762451,33.0,129.75,0.4275,69.75,14.1796875,25.0,71.5,5.0,37.7607421875,14.67218017578125,11.542787075042725,9.75,0.5327868461608887,6.229624271392822,0.0078125,122.688232421875,13.875,108.0635542869568,Blue
13.3125,0.5,23.0,76.0,0.210625,41.0625,0.5,22.0,32.75,0.0,1.0,0.5,0.0,9.1875,14.0,1.0,0.5,2.5,0.5,11.5,Red
7.5,0.3515625,30.0,107.5,0.29,32.5,10.25,30.0,30.0,2.0,6.0625,3.28125,4.0,4.5,12.125,5.25,1.0,19.59375,8.0,199.90625,Red
30.0,0.33251953125,29.0,90.0,0.47,74.0,7.0,30.0,59.0,3.0,6.09765625,1.6328125,3.5625,15.0,8.318359375,1.220703125,1.0390625,17.712890625,2.89453125,21.6796875,Blue
14.396484375,0.422490234375,31.0,215.3251953125,0.2500537109375,80.1201171875,10.9189453125,27.0,72.107421875,4.0,28.41796875,1.8642578125,3.6826171875,7.1591796875,8.423828125,1.2109375,0.6005859375,82.2294921875,2.54296875,185.4453125,Blue
36.1484375,0.3477977281808853,34.0,329.8321228027344,0.36578125,109.0,1.1640625,31.0,114.1640625,5.0,37.7607421875,14.67218017578125,15.544142961502075,18.875,6.055779337882996,13.15216064453125,0.1889737248420715,122.688232421875,13.875,298.80078125,Blue
29.375,0.424375,21.0,181.234375,0.5596875,94.984375,14.1796875,23.0,95.65625,1.0,13.3125,6.375,8.9375,9.453125,14.0,7.6875,1.125,53.6875,6.4375,131.5625,Blue
21.625,0.23375,23.0,131.5,0.3375,58.25,8.875,35.0,58.125,0.0,12.375,2.375,8.75,6.875,14.0,1.625,0.375,54.75,11.0,93.25,Blue
4.0,0.4625,26.0,115.0,0.59,30.0,1.0,34.0,20.0,1.0,15.75,2.0,2.0,0.0,14.0,4.0,0.0,5.25,0.75,211.5,Red
29.9453125,0.58,35.0,155.890625,0.4779296875,67.34765625,5.63671875,35.0,56.671875,5.0,12.39015769958496,1.26214599609375,5.100360870361328,2.26953125,1.39300537109375,5.448251724243164,0.0020790100097656,15.125892639160156,3.251667022705078,75.81047248840332,Blue
7.552734375,0.4508197021484375,34.0,122.5791015625,0.504453125,22.7314453125,4.2822265625,31.0,23.6865234375,5.0,13.73846435546875,3.395263671875,11.211181640625,2.978515625,3.76007080078125,4.55377197265625,0.5321044921875,42.64794921875,7.1192626953125,211.1094970703125,Blue
12.25,0.43,32.0,102.1875,0.395,53.5,14.1796875,27.0,36.2578125,0.0,18.0,14.67218017578125,15.9783935546875,12.390625,6.0,3.1875,1.25,89.0,4.75,0.0,Blue
16.4375,0.58,33.0,78.0,0.380625,36.0,5.5,34.0,63.0625,5.0,29.74216651916504,1.4658241271972656,6.3548126220703125,5.5,1.31256103515625,9.441638946533203,0.272674560546875,52.19808769226074,4.242292404174805,74.57261085510254,Blue
17.9833984375,0.3675,32.0,183.0,0.44,45.916015625,7.0,31.0,50.9375,2.0,29.4375,14.67218017578125,8.25,9.375,1.5,13.15216064453125,0.0,115.3125,8.5,132.1875,Red
0.0,0.5,28.0,0.0,0.5,2.0,0.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.25,1.0,0.0,0.0,Draw
15.421875,0.38234375,26.0,256.6328125,0.475625,52.8515625,5.2578125,28.0,44.4921875,1.0,20.109375,5.015625,7.90625,11.828125,3.34375,13.15216064453125,0.546875,122.688232421875,10.09375,15.15625,Blue
11.0,0.58,33.0,44.19140625,0.55,63.875,11.0,33.0,65.5625,5.0,21.616943359375,4.236083984375,8.749755859375,2.0,0.52392578125,10.05859375,0.06640625,37.504150390625,6.018798828125,140.35009765625,Red
45.5,0.58,34.0,25.874122619628903,0.3630032348632812,85.96285247802734,5.388618469238281,35.0,105.5619125366211,4.0,30.784393310546875,5.977020263671875,2.61346435546875,13.644676208496094,6.011199951171875,9.730194091796877,0.0,46.51446533203125,4.02777099609375,215.13052368164065,Blue
45.5,0.5137499999999999,25.0,98.75,0.59,59.0,7.5305023193359375,27.0,53.5078125,3.0,23.5625,0.4375,3.5,16.25,3.375,3.4375,0.5625,28.125,6.375,165.8125,Blue
24.21484375,0.281806640625,31.0,238.1162109375,0.30083984375,82.5810546875,10.9189453125,29.0,77.21484375,3.0,9.31591796875,1.97998046875,1.68408203125,8.4072265625,6.751953125,0.59521484375,1.07421875,10.9130859375,2.26171875,211.6796875,Blue
4.0,0.58,31.0,5.0,0.45,23.0,3.0,33.0,21.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,96.0,Red
24.21875,0.4907625579833984,33.0,65.75,0.43875,70.1875,5.5625,29.0,63.828125,5.0,11.010501861572266,5.001626968383789,0.7138023376464844,6.53125,0.8828506469726562,4.243423461914063,0.0078182220458984,27.3948974609375,1.986612319946289,12.974872589111328,Blue
23.6328125,0.405703125,28.0,167.640625,0.354765625,62.6171875,6.484375,33.0,72.5390625,4.0,20.609375,14.4375,4.1796875,4.421875,3.75,8.8203125,0.8671875,92.671875,2.71875,175.5078125,Red
24.75,0.3928125,27.0,95.0,0.42375,70.0,2.0,29.0,68.211181640625,3.0,14.671875,4.421875,7.0625,6.0,11.046875,3.375,0.03125,46.265625,3.890625,237.125,Blue
9.5625,0.4,24.0,0.75,0.423125,22.625,5.375,34.0,27.9375,1.0,0.0,2.0,0.0,0.5,14.0,1.0,0.0,4.0,2.0,0.0,Red
17.49609375,0.4499999999999999,26.0,41.4453125,0.525,86.0,7.9375,32.0,103.0,1.0,18.5,6.75,14.0,1.5,4.25,7.75,1.25,50.5,6.75,160.5,Red
17.5,0.3825,24.0,112.0,0.37,23.0,3.0,31.0,24.0,2.0,30.0,14.67218017578125,6.3125,9.0,6.0,13.15216064453125,0.5625,122.688232421875,10.8125,103.0625,Red
5.625,0.58,24.0,39.75,0.47625,31.875,2.625,33.0,25.875,2.0,14.8125,1.9375,0.0,2.75,4.25,1.125,0.125,14.875,0.4375,93.0625,Red
19.9375,0.168125,31.0,24.125,0.47875,89.5625,6.98046875,26.0,68.875,2.0,2.25,0.125,1.5625,4.0,5.75,0.625,0.5,5.25,0.75,29.25,Red
32.0,0.28,28.0,144.0,0.4,106.0,3.0,25.0,72.0,0.0,18.0,6.0,15.9783935546875,18.875,0.5,8.5,0.0,99.0,11.0,57.0,Red
45.5,0.4703370666503906,32.0,149.75,0.485,109.0,10.25,35.0,117.5,5.0,37.7607421875,9.974571228027344,6.563011169433594,0.25,1.1699485778808594,13.15216064453125,0.60400390625,112.06853866577148,5.795295715332031,132.10984420776367,Blue
12.5,0.3261376953125,26.0,199.0,0.375,39.0,12.5,21.0,34.5,4.0,15.9130859375,9.4443359375,7.81640625,4.0,3.3359375,2.82763671875,0.880859375,74.8876953125,8.296875,270.341796875,Blue
45.5,0.42890625,32.0,169.25,0.435,109.0,14.1796875,32.0,117.5,4.0,21.0546875,12.1484375,14.953125,7.375,12.0,5.0390625,0.0390625,72.1875,6.625,164.6875,Blue
9.46875,0.305,28.0,103.03125,0.4834375,18.625,2.015625,31.0,27.625,1.0,5.5,0.0,4.0,0.515625,2.5,0.0,0.0,1.5,1.0,48.0,Blue
13.0,0.5475,27.0,31.5,0.4425,30.0,6.5,28.0,46.515625,0.0,17.8828125,6.5,8.86328125,5.943572998046875,0.0,9.0,0.0,79.75,8.0,22.6875,Red
22.8125,0.351005859375,35.0,73.84375,0.405625,80.71875,3.71875,29.0,84.53125,5.0,27.38671875,5.0712890625,15.9783935546875,5.5,6.01171875,4.3203125,0.01171875,79.8583984375,9.8525390625,61.111328125,Blue
21.25,0.49,31.0,133.0,0.3825,59.125,5.5,29.0,64.625,0.0,20.0,14.0,0.0,4.25,14.0,13.15216064453125,1.25,81.0,13.875,71.0,Blue
1.0,0.37,25.0,0.0,0.59,8.0,1.0,25.0,7.0,0.0,11.75,2.0,15.9783935546875,0.0,3.5,3.5,0.75,24.0,5.0,43.0,Red
7.46875,0.46,29.0,329.8321228027344,0.5253125,41.625,4.96875,28.0,20.59375,0.0,15.0,11.0,13.0,18.875,5.0,13.15216064453125,0.0,87.0,13.875,127.0,Blue
36.39233426190913,0.3645263671875,32.0,49.08666588924825,0.4786248414218426,83.70162685401738,7.66211648657918,35.0,85.60576410591602,3.0,37.7607421875,6.236328125,8.90771484375,8.422346716746688,0.92138671875,9.75439453125,0.009765625,122.688232421875,13.5478515625,298.80078125,Blue
10.1640625,0.4334375,25.0,208.28515625,0.3519140625,41.78125,4.66015625,32.0,38.3125,3.0,12.375,5.8125,0.09375,5.46484375,4.6875,7.25,0.625,43.28125,1.28125,128.90625,Red
23.099609375,0.405546875,32.0,51.6689453125,0.59,48.12890625,10.3779296875,33.0,54.8955078125,4.0,24.34375,1.984375,7.63671875,3.6474609375,2.994140625,5.3681640625,0.62890625,67.484375,6.8037109375,52.662109375,Blue
45.5,0.5276562499999999,31.0,33.1875,0.336875,109.0,7.9375,26.0,117.5,4.0,29.7890625,0.90234375,3.3203125,1.375,4.5,6.51953125,0.08203125,36.23046875,5.09765625,298.80078125,Red
0.0,0.303359375,28.0,111.0,0.42,25.0,0.0,35.0,8.0,2.0,20.94921875,14.67218017578125,1.72265625,18.875,5.9296875,3.77734375,0.69140625,122.688232421875,3.56640625,189.77734375,Red
9.78125,0.3125,27.0,58.59375,0.49375,45.78125,3.5625,26.0,39.90625,0.0,0.25,1.75,4.25,8.09375,0.375,0.25,0.75,4.125,1.0,16.75,Red
17.521323204040527,0.2957421875,27.0,22.299474716186523,0.3214654445648193,47.36059093475342,5.2967634201049805,30.0,48.33674907684326,4.0,19.380859375,1.904296875,8.255859375,3.328529357910156,2.294921875,0.541015625,0.0,63.548828125,10.53125,132.318359375,Red
34.0,0.27140625,26.0,21.5,0.53078125,80.1201171875,4.0,26.0,84.0,0.0,16.5,7.0,7.47698974609375,5.5,10.625,13.15216064453125,0.0,122.688232421875,13.875,71.125,Red
45.5,0.529560546875,35.0,54.0,0.215,100.0,7.5,28.0,117.5,4.0,7.10791015625,3.8662109375,2.57861328125,5.0,14.0,4.12890625,0.5322265625,15.54541015625,9.3115234375,96.37060546875,Blue
13.5,0.4601380157470702,32.0,43.875,0.315,34.89948430657387,3.0,26.0,42.0,5.0,16.721595764160156,7.327629089355469,9.935295104980469,9.453125,2.406585693359375,5.625785827636719,0.0110244750976562,56.05242156982422,11.507194519042969,167.0185317993164,Blue
29.7109375,0.58,31.0,329.8321228027344,0.4169238281249999,64.81982421875,12.66552734375,33.0,66.31640625,4.0,17.82666015625,2.5654296875,1.6455078125,18.07958984375,2.99658203125,8.80419921875,0.35546875,14.72607421875,2.494140625,161.91015625,Blue
0.0,0.25,30.0,0.0,0.06,7.0,0.0,30.0,0.5,0.0,0.5,0.0,0.0,6.5,3.0,0.0,0.0,2.5,0.0,0.0,Red
4.3125,0.242275390625,25.0,329.8321228027344,0.365,41.5,5.25,29.0,12.375,3.0,22.826171875,7.888671875,9.6328125,18.875,5.671875,4.6552734375,0.76171875,118.775390625,6.59375,42.68359375,Blue
3.75,0.52,24.0,200.25,0.50875,29.5,2.375,32.0,17.875,0.0,2.0,1.0,3.0,12.75,2.0,7.0,0.0,10.0,3.0,38.0,Red
18.5,0.405390625,33.0,143.25,0.3,58.5,8.0,22.0,60.25,2.0,16.8203125,7.4140625,3.6015625,4.25,3.8515625,4.1015625,0.0,54.234375,1.5546875,1.2421875,Red
3.0,0.58,35.0,0.0,0.37,2.0,2.0,28.0,5.0,5.0,33.578125,0.078125,1.65625,0.0,3.62109375,3.37890625,0.109375,17.62890625,0.01171875,298.80078125,Red
11.28125,0.47830078125,33.0,14.921875,0.41234375,49.203125,1.921875,35.0,48.171875,5.0,11.084228515625,1.8612060546875,5.8441162109375,6.859375,3.900146484375,2.2476806640625,0.039306640625,19.9959716796875,1.687744140625,31.4395751953125,Red
22.625,0.33,29.0,12.5,0.3475,48.21875,9.46875,34.0,56.33203125,1.0,22.0,5.0,13.0,7.375,8.5,8.0,0.0,73.5,11.0,153.5,Red
24.35546875,0.3429869060590863,35.0,228.981689453125,0.4834619140625,55.909912109375,10.332763671875,33.0,60.658203125,5.0,36.21060509700328,4.964022219181061,0.0868983473628759,10.539794921875,2.018790259957313,4.291287462227047,0.7598203625530005,99.62834827136248,12.597412661649289,94.99933161959052,Blue
13.0,0.23,30.0,329.8321228027344,0.42,43.25,4.625,32.0,36.875,1.0,14.5,11.65625,5.65625,12.75,3.3125,5.5625,0.0,63.5625,9.40625,44.1875,Red
14.5,0.53,26.0,129.25,0.52,37.25,0.25,25.0,40.75,1.0,29.5,0.5,11.5,0.5,3.5,1.0,1.0,48.5,3.5,24.0,Blue
20.5,0.4475,30.0,298.875,0.358125,66.4375,14.1796875,33.0,62.375,2.0,24.25,9.5,1.5,4.25,1.25,4.0,1.25,66.75,7.75,205.5,Blue
45.5,0.445,32.0,222.25,0.3775,109.0,8.875,35.0,117.5,0.0,14.0,2.0,5.0,18.875,2.0,1.5,0.0,36.0,6.0,82.0,Blue
27.6875,0.5700000000000001,31.0,329.8321228027344,0.418125,59.7607421875,1.5,27.0,55.0,3.0,37.7607421875,3.375,8.25,18.875,1.875,9.875,0.0,44.9375,5.5625,298.80078125,Blue
45.5,0.379375,25.0,123.0,0.44,92.0,3.0,20.0,115.0,4.0,17.8828125,5.6328125,10.5078125,2.0,7.3203125,9.7734375,0.421875,74.0546875,9.671875,203.8359375,Red
7.8359375,0.44375,32.0,267.1044921875,0.356904296875,30.7158203125,5.3310546875,32.0,21.4267578125,2.0,15.0234375,10.2421875,4.53125,9.0068359375,2.984375,5.71875,0.5703125,48.46875,5.2265625,298.80078125,Blue
23.0,0.405,28.0,22.0,0.52,64.9228515625,4.25,26.0,70.0,0.0,11.5,2.0,2.5,3.0,14.0,6.171875,1.25,42.5390625,4.521240234375,36.0,Blue
45.5,0.502421875,35.0,26.5,0.295,96.5,14.1796875,28.0,108.5,2.0,7.39453125,3.14453125,4.359375,1.5,8.1875,4.6796875,0.8125,37.05859375,5.42578125,27.78125,Red
23.08702089136932,0.4945706939697265,33.0,5.317916618078016,0.59,54.356351678376086,7.853882280411199,35.0,63.35036025661975,5.0,37.7607421875,7.971221923828125,6.350135803222656,1.401396669796668,2.1055908203125,9.026634216308594,0.3771438598632812,74.81465148925781,8.924934387207031,220.17811584472656,Red
45.5,0.514375,29.0,100.875,0.3525,109.0,7.125,26.0,114.75,2.0,27.1484375,14.67218017578125,12.96875,12.0,0.2578125,13.15216064453125,0.0,117.140625,9.203125,84.0859375,Blue
1.25,0.42,27.0,85.5,0.515,9.25,1.0,27.0,2.75,1.0,33.0,0.0,14.0,6.75,1.0,5.5,0.5,92.0,4.5,176.5,Red
13.875,0.255625,27.0,252.0,0.559599609375,47.0,6.96875,28.0,40.0,0.0,16.75,3.0,2.930419921875,1.5,0.0,13.15216064453125,0.0,72.6875,6.5546875,138.57032251358032,Red
11.25,0.2,32.0,98.75,0.4275,49.5,11.5,21.0,31.5,1.0,1.0,0.0,0.5,9.0,0.0,0.0,0.5,0.5,1.0,100.5,Red
35.25,0.4221858978271484,31.0,61.625,0.42,62.875,13.0,29.0,78.75,5.0,30.041648864746094,6.810203552246094,7.665107727050781,0.125,1.9556884765625,11.203460693359377,0.0,88.69589233398438,13.311981201171877,146.12661743164062,Red
35.25,0.51,24.0,329.8321228027344,0.315,94.3125,0.989990234375,28.0,77.09765625,0.0,18.5,2.5,5.0,18.22216796875,3.7294921875,4.5,1.0,34.75,12.4921875,75.0,Red
45.5,0.4425,33.0,68.0,0.38,109.0,7.0,20.0,117.5,2.0,6.0,2.5,4.0,1.5,0.25,1.25,1.0,18.75,3.75,292.5,Blue
22.25,0.27,35.0,237.21875,0.4381829833984375,59.91790771484375,8.875,26.0,55.0,1.0,12.0,5.0,15.9783935546875,8.859375,6.0,3.0,0.0,48.0,4.0,298.80078125,Red
