B_avg_DISTANCE_landed,R_avg_opp_SIG_STR_pct,R_age,B_avg_CTRL_time(seconds),B_avg_opp_SIG_STR_pct,B_avg_HEAD_att,B_avg_opp_LEG_att,B_age,B_avg_DISTANCE_att,R_losses,R_avg_opp_HEAD_landed,R_avg_opp_LEG_att,R_avg_LEG_att,B_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_BODY_landed,R_avg_SUB_ATT,R_avg_opp_DISTANCE_att,R_avg_BODY_landed,R_avg_opp_CTRL_time(seconds),Winner
17.25,0.45,34.0,227.25,0.5,64.9228515625,14.1796875,24.0,71.3125,2.0,31.0,8.5,5.5,4.25,0.0,7.0,0.0,87.0,13.875,298.80078125,Draw
13.0,0.17984375,29.0,37.5,0.53,46.6875,2.0,27.0,41.5625,3.0,4.140625,2.125,0.9765625,5.5,7.0546875,1.3984375,1.125,18.359375,3.7109375,49.9140625,Blue
19.185829162597656,0.4125,28.0,80.11585998535156,0.4276165008544922,47.10346221923828,11.320083618164062,34.0,57.34191131591797,0.0,11.0,1.5,0.5,2.122955322265625,5.25,5.0,1.0,29.25,3.75,94.75,Red
13.5,0.43234375,24.0,39.5,0.4449999999999999,65.875,10.0,25.0,59.0,0.0,30.0,3.0,4.5,15.125,14.0,1.21875,0.0,80.0,8.5625,186.84375,Red
9.75,0.49,31.0,198.0,0.398203125,50.0,10.875,25.0,31.0,1.0,18.0,1.0,0.0,18.875,1.0,6.0,0.0,30.0,4.0,298.80078125,Red
17.0,0.529375,29.0,144.0,0.46,77.0,10.0,31.0,72.0,0.0,9.0,1.3125,9.0,0.0,7.458984375,2.0,1.25,25.5,3.59375,297.0,Red
7.0,0.3453125,30.0,41.0,0.51,30.0,3.0,21.0,27.0,2.0,19.40625,5.0,2.875,0.5,2.0,4.625,1.0,57.8125,3.53125,267.78125,Red
7.0,0.4159375,32.0,293.75,0.245,49.75,2.5,22.0,22.25,3.0,33.734375,2.3515625,4.46875,18.875,1.1171875,9.6171875,0.0703125,79.9140625,8.2734375,298.80078125,Red
40.5625,0.57,25.0,86.375,0.49625,76.3125,12.4375,30.0,92.0625,0.0,1.0,2.0,2.0,4.75,4.0,1.0,0.0,7.0,2.0,0.0,Red
6.75,0.52625,28.0,210.75,0.435,28.0,13.0,31.0,23.25,3.0,8.75,1.25,0.28125,7.75,4.5,0.78125,0.53125,15.0625,0.90625,48.09375,Red
21.0,0.38140625,29.0,206.5,0.415,61.5,4.5,34.0,55.0,0.0,28.848262786865234,8.75,0.5,15.0,2.5,5.125,0.0,89.0,1.28125,37.09375,Red
26.109375,0.58,27.0,56.126953125,0.331396484375,61.0,9.75,28.0,73.0,0.0,30.0,8.0,3.1318359375,10.5,1.640625,2.0,0.0,44.0,3.375,156.0,Blue
8.625,0.4040625,30.0,40.0625,0.2674999999999999,19.5625,5.6875,31.0,23.6875,5.0,37.7607421875,8.484375,3.078125,0.875,0.1875,13.15216064453125,0.015625,122.688232421875,13.875,221.453125,Blue
24.0,0.0,26.0,98.0,0.37,109.0,14.0,28.0,96.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,Red
15.875,0.4,29.0,160.9375,0.4725,78.0,11.375,34.0,54.1875,1.0,37.7607421875,14.67218017578125,6.5,11.41796875,0.0,12.5,0.0,122.688232421875,13.875,77.75,Blue
16.416015625,0.5320473861694336,32.0,158.4375,0.17814453125,89.595703125,1.515625,28.0,54.6796875,5.0,25.691835403442383,8.661447525024414,2.118148803710937,18.875,2.9546775817871094,8.763957977294922,0.5218658447265625,47.91877937316895,2.214498519897461,298.80078125,Blue
18.75,0.3375,28.0,20.0625,0.59,69.0,2.625,35.0,74.6767578125,0.0,17.166595458984375,3.5,2.125,0.0,0.0,3.6474609375,0.5,44.81103515625,2.15997314453125,178.19921875,Red
27.203125,0.3575,24.0,285.2109375,0.39390625,106.9296875,8.1796875,30.0,98.3828125,1.0,10.25,14.67218017578125,8.0,16.625,6.5,7.75,0.5,93.75,4.0,143.0,Draw
26.83203125,0.295,30.0,236.50390625,0.401884765625,98.154296875,8.576171875,27.0,108.2919921875,1.0,12.25,1.0,1.75,10.603515625,3.25,0.5,0.0,8.25,1.0,87.75,Draw
18.9638671875,0.38859375,35.0,66.32177734375,0.4608984375,59.986328125,1.07373046875,29.0,51.58447265625,3.0,8.9140625,4.6796875,3.6328125,2.3955078125,3.3828125,3.2265625,0.3125,24.4296875,3.9921875,79.53125,Red
22.862916946411133,0.505,28.0,74.875,0.4,108.5,14.1796875,30.0,71.875,1.0,18.5,0.0,1.5,8.46875,8.0,5.0,0.0,27.0,3.5,66.5,Red
27.75,0.5474999999999999,26.0,221.25,0.4975,95.0,3.75,33.0,90.75,0.0,12.25,3.0,3.75,14.0,13.25,4.5,1.25,27.25,4.0,25.75,Red
39.25,0.495,30.0,62.625,0.375,99.25,14.1796875,28.0,117.5,0.0,37.75,1.25,11.625,1.375,0.09375,12.0,0.0,46.0,5.5,156.3125,Red
10.0,0.3882421875,26.0,87.9375,0.5700000000000001,23.75,14.0,23.0,29.75,0.0,13.0,14.67218017578125,1.0,0.0,1.5625,4.75,0.59375,98.27841567993164,5.8291015625,67.78125,Red
8.79296875,0.26375,27.0,229.650390625,0.250107421875,66.240234375,8.837890625,26.0,52.21484375,1.0,6.375,1.578125,5.28125,13.318359375,4.796875,4.625,1.25,33.234375,3.453125,298.80078125,Red
13.0,0.39375,32.0,125.0,0.53,27.0,6.0,29.0,32.0,2.0,16.6875,7.8125,5.8125,1.0,1.8125,9.875,0.96875,64.3125,11.28125,132.78125,Blue
24.328125,0.34015625,26.0,86.6640625,0.390625,70.6796875,5.375,31.0,64.296875,2.0,21.234375,3.953125,12.421875,18.875,2.703125,3.203125,0.5625,72.8125,3.828125,87.390625,Red
27.052001953125,0.425,30.0,213.5,0.50125,103.96875,0.0,29.0,117.5,0.0,7.5,4.5,2.5,4.484375,5.5,5.5,0.0,34.0,0.5,5.5,Red
20.0,0.33375,26.0,76.5,0.36,64.5,7.5,31.0,73.0,1.0,9.375,3.625,7.25,2.5,5.25,1.0,0.0,33.5,4.5,38.5,Red
6.25,0.21,31.0,329.8321228027344,0.345,35.75,1.75,23.0,15.5,1.0,18.0,2.5,3.5,18.875,0.0,3.5,0.0,76.0,8.0,126.5,Red
9.25,0.58,30.0,50.125,0.355,28.875,1.875,31.0,23.125,3.0,4.953125,1.015625,3.3125,6.875,3.671875,2.328125,1.25,7.328125,0.953125,181.703125,Red
23.78125,0.5176806640625,30.0,12.25,0.425625,72.6875,2.96875,34.0,84.625,5.0,26.3359375,4.306640625,8.00732421875,1.6875,6.26904296875,12.15234375,0.0009765625,66.18115234375,11.7353515625,186.69677734375,Red
7.75,0.275,31.0,121.0,0.4925,23.0,6.0,32.0,28.0,1.0,10.5,4.0,2.0,0.75,14.0,3.0,1.25,36.0,0.0,230.0,Red
6.5,0.49125,32.0,28.5,0.265,18.0,1.0,32.0,14.5,1.0,4.125,4.0,9.875,5.0,2.375,3.625,1.0,10.25,10.375,298.80078125,Red
10.0,0.4024999999999999,28.0,129.0,0.59,11.0,3.0,32.0,21.0,3.0,25.3125,7.5,4.5625,2.0,1.6875,5.9375,0.0625,84.5,3.25,258.75,Red
45.5,0.0,30.0,215.9520263671875,0.35,103.96875,3.4375,24.0,100.5,0.0,0.0,0.0,0.0,16.125,14.0,0.0,0.0,1.0,0.0,12.0,Red
4.0,0.294375,32.0,222.0,0.59,19.0,1.0,30.0,8.0,3.0,8.625,4.5,0.9375,7.0,7.9375,1.6875,1.25,32.1875,6.25,120.375,Red
29.60107421875,0.41,32.0,329.8321228027344,0.42,109.0,2.0,35.0,89.5,0.0,2.0,1.0,2.0,2.0,14.0,5.5,0.0,6.5,13.875,12.5,Red
45.5,0.4175,28.0,18.0,0.3399999999999999,109.0,10.5,22.0,117.5,2.0,37.7607421875,9.5,15.9783935546875,7.0,11.8125,9.78125,0.125,122.688232421875,13.875,11.1875,Red
16.9375,0.36,25.0,64.96875,0.4684375,53.96875,2.875,35.0,60.78125,0.0,10.5,5.5,3.5,3.03125,9.5,5.0,0.5,47.0,5.5,78.5,Blue
45.5,0.58,32.0,255.8125,0.5549999999999999,102.5,2.0,35.0,90.5,2.0,22.75,4.75,7.25,11.2421875,4.25,13.15216064453125,0.25,26.5,11.25,298.80078125,Red
31.66707229614257,0.45609375,35.0,146.86229038238525,0.484200849533081,85.5955982208252,7.625598907470703,34.0,66.72059917449951,2.0,25.9375,5.03125,9.71875,18.875,14.0,9.53125,0.046875,67.3125,11.75,65.703125,Blue
23.0,0.32,31.0,8.0,0.456875,38.0,12.0,25.0,58.0,0.0,22.95662009716034,4.06768798828125,3.75,1.5,5.375,6.65625,0.0,64.19921875,7.4095458984375,67.828125,Red
45.5,0.4125,30.0,190.3642578125,0.39293212890625,109.0,14.1796875,32.0,117.5,0.0,7.25,5.125,15.9783935546875,0.020751953125,9.125,3.75,0.25,34.25,7.75,25.375,Red
14.625,0.42125,23.0,173.375,0.4875,50.125,7.75,27.0,44.125,1.0,33.5625,4.875,10.4375,6.375,1.5625,8.4375,0.875,89.5,1.6875,166.0625,Red
11.84375,0.58,23.0,329.8321228027344,0.59,51.28125,10.875,35.0,38.40625,0.0,11.0,3.0,2.5,16.78125,8.5,3.5,0.0,11.5,4.0,107.5,Blue
24.84375,0.333828125,30.0,248.53125,0.52125,85.78125,14.1796875,25.0,67.15625,0.0,37.7607421875,14.046875,15.9783935546875,18.875,0.5390625,12.453125,0.0,122.688232421875,13.875,245.484375,Blue
9.0,0.395,25.0,258.0,0.32,46.0,0.0,25.0,17.0,2.0,5.9375,8.125,0.25,18.875,14.0,2.0,0.0,22.78125,1.90625,6.75,Red
16.25,0.329375,31.0,69.75,0.54375,59.625,9.375,29.0,61.75,4.0,21.5703125,14.67218017578125,15.9783935546875,0.625,0.6953125,7.5859375,0.125,121.69921875,9.33984375,32.90625,Red
8.46875,0.3553125,28.0,170.90625,0.59,36.28125,0.96875,35.0,27.1875,2.0,7.015625,4.21875,5.78125,4.6875,2.390625,3.703125,0.03125,38.390625,1.390625,70.234375,Red
2.0,0.2996875,30.0,141.0,0.16,8.0,2.0,30.0,7.0,3.0,12.671875,4.296875,13.53125,4.0,14.0,1.375,1.125,53.96875,5.84375,46.265625,Red
4.0,0.5241796875,27.0,37.5,0.365,24.0,7.0,28.0,14.0,0.0,18.34375,8.0,4.078125,4.75,2.84033203125,13.15216064453125,0.0,101.0,5.75,207.0,Red
45.5,0.4778409838676453,29.0,35.1796875,0.421484375,109.0,14.1796875,32.0,117.5,5.0,37.7607421875,14.67218017578125,15.9783935546875,14.015625,0.7348291873931885,11.3943030834198,0.067169189453125,122.688232421875,13.875,86.05682730674744,Red
40.34375,0.2988037109375,30.0,65.65625,0.388125,83.6875,14.1796875,32.0,90.4375,5.0,15.672119140625,1.1041259765625,0.683349609375,7.28125,0.50244140625,3.5791015625,0.5003662109375,51.2734375,2.1431884765625,144.391845703125,Blue
0.625,0.3065625,31.0,0.0,0.59,4.5625,0.5625,30.0,2.96875,1.0,3.3046875,0.78125,0.046875,1.15625,5.78125,1.390625,0.5,2.5234375,4.71875,0.0,Red
19.375,0.39,25.0,142.625,0.44125,63.125,7.25,29.0,51.625,1.0,17.0,1.25,6.5,9.0,8.75,7.0,1.25,53.75,6.25,88.75,Red
1.0,0.4953125,34.0,2.0,0.22,11.0,8.0,31.0,11.0,3.0,4.03125,1.822265625,4.3046875,0.0,5.82421875,2.1875,0.390625,8.982421875,1.564453125,64.8359375,Red
45.5,0.375,30.0,106.5,0.37,109.0,14.1796875,27.0,116.0,1.0,3.5,0.0,0.5,10.0,1.0,1.5,0.5,9.0,1.0,42.5,Red
24.0,0.27,26.0,306.0,0.15,89.0,4.0,32.0,56.0,0.0,16.0,2.546875,10.115264892578123,18.875,0.5,1.5,0.0,66.25,6.4658203125,36.0,Red
27.875,0.255,23.0,47.0,0.4209600830078125,54.25,1.5,26.0,83.5,1.0,2.5,1.5,4.0,4.0,9.0,0.0,0.5,10.0,1.0,95.0,Red
7.265625,0.285013427734375,28.0,100.40625,0.17765625,33.21875,4.984375,27.0,32.25,5.0,11.79833984375,5.479736328125,0.3753662109375,6.9375,6.072998046875,7.1962890625,1.09228515625,67.5596923828125,4.4659423828125,72.1832275390625,Red
14.0,0.375,30.0,0.0,0.59,28.0,1.0,27.0,33.0,1.0,4.0,5.5,2.5,0.0,0.0,4.5,1.0,43.5,8.0,36.5,Red
4.125,0.428233642578125,32.0,58.0,0.415,14.0,3.0625,31.0,10.5625,1.0,19.2943115234375,12.00537109375,15.9783935546875,3.75,14.0,6.84765625,1.0087890625,80.2686767578125,9.4871826171875,33.670166015625,Red
18.9375,0.455,33.0,100.890625,0.36375,76.890625,4.015625,32.0,72.4375,2.0,25.0,14.67218017578125,3.5,12.734375,1.0,8.5,0.0,118.5,3.5,33.0,Blue
45.5,0.489315185546875,29.0,258.5927734375,0.475361328125,109.0,4.61328125,30.0,117.5,5.0,9.6024169921875,0.4219970703125,9.444580078125,16.0380859375,14.0,4.2706298828125,1.0042724609375,31.5955810546875,8.500732421875,30.930908203125,Red
26.5,0.2824609375,26.0,149.6875,0.499884033203125,69.75,1.5,34.0,76.0,4.0,8.73828125,3.54296875,1.8125,0.5,0.9609375,2.859375,0.00390625,41.296875,3.5859375,179.5859375,Red
15.0,0.375,29.0,101.3125,0.3425,70.5,3.25,27.0,47.0,1.0,37.7607421875,6.5,12.5,9.0,0.0,8.0,1.0,122.688232421875,11.5,42.0,Red
36.61330032348633,0.49263671875,29.0,135.83978986740112,0.5073359966278076,64.34652853012085,7.927399635314941,30.0,79.8234429359436,2.0,37.7607421875,14.67218017578125,13.259765625,5.650323867797852,0.310546875,13.15216064453125,0.267578125,122.688232421875,13.875,260.22265625,Blue
27.0,0.395,27.0,12.0,0.52,42.0,14.0,30.0,60.0,1.0,28.5,4.5,15.9783935546875,2.0,4.0,13.15216064453125,0.0,98.5,3.5,214.5,Red
29.5234375,0.43957763671875,32.0,41.125,0.4002734375,87.734375,12.32421875,29.0,101.13671875,5.0,25.34228515625,7.14794921875,7.0458984375,2.94921875,9.01025390625,6.29541015625,1.1142578125,66.928466796875,6.656982421875,116.958984375,Blue
45.5,0.4399999999999999,32.0,57.59375,0.4821875,109.0,5.03125,31.0,117.5,1.0,37.7607421875,3.0,7.0,1.8125,0.0,9.5,0.0,118.0,4.5,89.5,Blue
10.640625,0.36,25.0,136.53125,0.328828125,27.640625,1.56640625,29.0,23.39453125,0.0,2.0,1.0,0.0,6.05859375,2.0,1.0,0.0,11.0,3.0,0.0,Red
17.0,0.55,23.0,28.0,0.59,56.0,6.0,25.0,70.0,1.0,19.0,4.0,2.0,0.0,0.0,1.0,0.0,29.0,2.0,74.0,Red
14.5,0.4112109375,35.0,153.75,0.54625,52.0,1.75,35.0,38.625,5.0,16.828125,6.1328125,3.1015625,1.375,1.64453125,11.17578125,0.3125,45.33203125,6.7890625,284.06640625,Blue
15.625,0.36,29.0,55.0,0.51375,31.125,7.875,32.0,35.375,0.0,10.0,1.5,5.0,5.0,14.0,3.0,0.5,27.5,8.5,20.0,Red
2.5,0.58,31.0,0.0,0.495,3.0,1.0,31.0,6.5,1.0,4.0625,0.25,2.0,0.0,4.25,0.5625,1.25,3.1875,1.9375,136.75,Red
31.0,0.58,29.0,0.5,0.3349999999999999,49.5,1.0,32.0,63.0,3.0,29.625,6.625,6.5625,0.0,1.75,10.4375,0.5625,40.25,9.5,279.5625,Red
42.46875,0.424150390625,34.0,307.59375,0.3768749999999999,109.0,3.1875,26.0,117.5,5.0,33.0421142578125,1.93060302734375,6.92205810546875,15.53125,3.9500732421875,4.12384033203125,0.0196533203125,77.49798583984375,8.3438720703125,22.21978759765625,Red
9.0859375,0.47984375,30.0,329.8321228027344,0.4762890625,35.62109375,1.283203125,29.0,22.53515625,0.0,37.7607421875,11.05908203125,9.6572265625,14.90625,2.80828857421875,11.1533203125,0.62890625,122.688232421875,2.5,298.80078125,Blue
5.796875,0.2339648437499999,31.0,329.8321228027344,0.40859375,49.609375,5.59375,24.0,33.890625,2.0,6.598114013671875,10.8548583984375,11.40087890625,16.875,14.0,5.654052734375,1.25,106.16537475585938,13.15740966796875,76.48968505859375,Red
45.5,0.4284375,29.0,91.234375,0.3129687499999999,109.0,14.1796875,26.0,117.5,2.0,16.21875,2.8125,15.9783935546875,3.703125,9.3125,8.96875,0.5625,61.15625,5.03125,126.6875,Blue
3.5,0.42,28.0,189.5,0.525,15.0,0.0,34.0,7.0,0.0,37.7607421875,8.0,15.9783935546875,11.0,4.0,8.0,1.0,122.688232421875,13.875,0.0,Red
30.4490966796875,0.2925,27.0,107.9429931640625,0.45748291015625,77.2047119140625,8.9710693359375,35.0,77.4921875,1.0,15.5,5.625,3.625,4.7928466796875,2.0,8.875,0.75,79.0,3.125,43.75,Red
1.0,0.58,27.0,93.0,0.59,13.0,0.0,27.0,2.0,0.0,22.25,2.0,7.78125,11.0,7.0,8.4912109375,0.5,68.53125,13.875,153.92596435546875,Red
38.0,0.58,21.0,262.0,0.4649999999999999,68.359375,2.0,32.0,94.0,0.0,24.7265625,2.0,1.0,1.24560546875,2.0,4.1875,0.5625,81.59375,5.7890625,5.8125,Red
3.0,0.4599999999999999,35.0,141.0,0.59,4.0,0.0,28.0,9.0,2.0,25.5,7.125,5.75,1.0,0.625,13.15216064453125,0.0,64.25,13.875,192.75,Blue
34.5,0.2870024108886719,35.0,125.25,0.37,103.5,7.75,28.0,117.5,5.0,30.395278930664062,11.56976318359375,9.43682861328125,2.75,1.55340576171875,10.492828369140623,0.0321807861328125,122.688232421875,9.146835327148438,76.22474670410156,Blue
10.0,0.42,30.0,3.78125,0.43,35.75,3.0,30.0,30.81960844993592,0.0,15.9130859375,8.47216796875,8.5,0.5,6.0,13.0,0.0,79.75,2.578125,77.0,Draw
6.0,0.3425,29.0,329.8321228027344,0.45,26.0,12.5,35.0,15.0,1.0,2.71875,0.25,0.0,13.0,14.0,0.3125,0.625,7.1875,7.21875,37.625,Red
9.0,0.3858937835693359,24.0,207.25,0.37,43.84375,14.1796875,25.0,35.125,0.0,26.3828125,14.67218017578125,1.8203125,3.0,3.0,6.799072265625,0.0,98.740234375,8.0,38.0,Blue
4.875,0.4,26.0,329.8321228027344,0.49625,54.625,1.875,25.0,17.5625,0.0,21.0,1.0,11.0,18.875,0.0,4.0,0.0,62.0,13.0,0.0,Red
26.6015625,0.246151123046875,34.0,129.9609375,0.255234375,96.2265625,13.53125,31.0,96.1328125,3.0,12.21484375,6.313720703125,5.4315185546875,3.109375,5.1807861328125,6.698974609375,0.8271484375,79.7330322265625,4.915283203125,56.9232177734375,Blue
12.0,0.455,29.0,3.0,0.585,32.5,3.5,33.0,37.5,4.0,16.2265625,2.03125,5.1484375,1.5,2.6015625,5.53125,0.0078125,33.046875,5.8984375,131.03125,Red
45.5,0.3746875,35.0,6.75,0.47875,62.625,8.125,28.0,81.125,2.0,37.7607421875,14.67218017578125,15.9783935546875,4.875,12.15625,13.15216064453125,0.0,122.688232421875,13.875,37.2578125,Blue
25.75,0.355,25.0,236.0,0.4075,73.5625,2.5,30.0,85.25,1.0,37.5,6.5,3.5,13.77734375,14.0,8.0,1.25,91.5,5.0,68.0,Red
14.00439453125,0.5206054687499999,33.0,146.33935546875,0.4789453125,44.14208984375,5.12353515625,34.0,39.4794921875,4.0,36.99609375,5.080078125,6.1484375,12.35009765625,1.333984375,9.037109375,0.32421875,71.529296875,1.48046875,68.71484375,Blue
28.375,0.436796875,28.0,81.4140625,0.37078125,63.1171875,11.6484375,31.0,67.0625,3.0,11.3828125,9.2421875,10.984375,5.2734375,0.734375,4.50390625,0.28125,50.3984375,3.7890625,40.4375,Red
30.25,0.44,25.0,156.984375,0.48375,45.5,7.9443359375,31.0,60.0,0.0,9.0625,4.75,0.8125,6.0,7.0,4.6015625,0.0,18.0,3.21875,172.5,Blue
20.34375,0.375,31.0,126.875,0.3896874999999999,64.6875,6.96875,34.0,48.90625,0.0,15.5,14.67218017578125,9.5,18.09375,2.5,5.0,0.0,95.5,8.5,135.5,Red
45.5,0.355,28.0,128.0,0.54,109.0,14.1796875,31.0,117.5,1.0,37.7607421875,14.67218017578125,5.0,0.0,3.5,7.0,1.25,122.688232421875,13.875,280.5,Blue
7.8125,0.5121875,35.0,329.8321228027344,0.5856250000000001,30.28125,0.65625,35.0,18.75,2.0,35.875,7.0625,9.4375,16.53125,14.0,11.0625,0.09375,76.625,13.875,118.40625,Red
8.0,0.355,20.0,63.5,0.59,25.0,3.5,25.0,26.5,0.0,10.0,14.0,2.5,0.0,8.5,13.0,0.0,49.5,10.5,56.0,Red
45.5,0.5205520629882812,32.0,197.03125,0.38875,99.3125,11.65625,34.0,117.5,5.0,23.886383056640625,7.310516357421875,5.741180419921875,2.625,5.6263427734375,4.503143310546875,0.044097900390625,43.20968627929688,3.028778076171875,241.0741271972656,Red
12.0,0.58,32.0,37.5,0.5015625,45.400390625,13.375,33.0,36.875,1.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,Red
18.375,0.5625,27.0,213.875,0.59,66.265625,13.5,31.0,64.858642578125,1.0,6.0,0.5,0.25,0.55078125,1.0,0.25,1.0,4.5,0.5,0.0,Red
33.25,0.3987435913085937,30.0,64.75,0.48,92.5,14.1796875,31.0,102.5,5.0,17.166595458984375,5.240814208984375,2.660430908203125,9.75,1.82275390625,3.8138427734375,0.0,57.7835693359375,5.2479248046875,298.80078125,Red
7.15625,0.39,26.0,54.15625,0.5718749999999999,36.5625,1.71875,31.0,23.625,1.0,35.5,11.0,11.5,8.84375,14.0,13.15216064453125,1.25,88.0,13.875,298.80078125,Red
40.875,0.49477783203125,33.0,10.359375,0.378125,86.75,9.875,30.0,93.109375,5.0,20.63720703125,5.154296875,12.171875,1.9375,2.521728515625,3.25341796875,0.1591796875,49.694091796875,6.54345703125,139.033447265625,Red
25.3125,0.275,30.0,287.875,0.358125,65.1875,6.4375,27.0,61.25,1.0,10.0,5.0,15.5,18.875,0.0,0.5,0.0,45.5,5.0,0.0,Blue
1.6875,0.58,34.0,17.0,0.59,8.09375,1.53125,35.0,7.28125,0.0,27.38671875,0.0,5.25,0.53125,8.054800033569336,4.5,0.5625,77.5,5.33984375,205.9395751953125,Red
30.71875,0.5700000000000001,35.0,86.0,0.59,85.75,10.3779296875,22.0,78.75,1.0,37.7607421875,2.5,7.0,12.734375,2.5,13.15216064453125,0.0,107.0,13.875,205.0,Blue
45.5,0.4725,29.0,75.0,0.31,109.0,9.0,28.0,117.5,1.0,37.7607421875,6.25,13.0,4.0,5.0,11.5,0.25,93.5,11.75,298.80078125,Blue
39.5,0.58,29.0,0.0,0.235,103.5,3.5,30.0,113.0,1.0,18.25,4.0,1.0,0.0,7.5,6.0,1.25,38.0,0.75,70.25,Red
11.5,0.515,30.0,123.75,0.3406249999999999,66.875,5.5,33.0,65.0,2.0,11.5,6.0,8.5,0.5,0.0,6.25,1.0,24.25,4.75,233.0,Red
6.0,0.435,28.0,239.0,0.48,24.0,2.0,32.0,14.0,1.0,37.7607421875,11.0,15.9783935546875,15.0,2.75,8.75,0.0,121.25,7.25,235.0,Red
23.0,0.07,30.0,226.0,0.24,73.0,1.0,24.0,82.0,0.0,9.0,5.0,7.0,3.0,0.0,0.0,0.0,122.688232421875,5.0,1.0,Blue
45.5,0.39,23.0,152.0,0.34,71.0,14.1796875,24.0,95.0,2.0,30.125,11.875,1.625,0.0,1.0,13.15216064453125,0.0,122.688232421875,1.875,44.25,Red
45.5,0.36345703125,30.0,121.0,0.41203125,109.0,4.1171875,28.0,117.5,2.0,37.7607421875,7.51171875,15.9783935546875,7.171875,0.134765625,10.61328125,0.0,122.688232421875,13.875,95.87109375,Red
10.75,0.485,26.0,9.5,0.575,30.0,8.0,29.0,35.25,2.0,14.75,5.0,8.75,3.5,0.0,2.5,0.5,21.75,1.75,173.0,Red
24.0,0.4828125,32.0,2.125,0.47875,49.28125,3.0,32.0,50.375,2.0,20.4375,8.8125,7.71875,0.0,5.71875,3.40625,0.84375,53.15625,3.09375,38.46875,Red
9.75,0.58,25.0,266.0,0.37875,50.5,5.0634765625,30.0,33.2109375,1.0,18.0,2.25,0.75,18.5,14.0,5.75,0.0,9.75,1.75,111.5,Red
13.125,0.58,33.0,189.5078125,0.409921875,39.046875,3.82421875,31.0,34.5078125,5.0,22.2054443359375,6.8651123046875,2.3848876953125,18.0,1.734375,9.0748291015625,0.473388671875,30.8223876953125,9.97247314453125,298.80078125,Red
45.5,0.4275,28.0,141.5,0.43,83.25,14.1796875,26.0,108.0,0.0,13.5,3.0,15.9783935546875,0.1875,2.75,6.0,0.5,45.5,13.25,8.75,Blue
4.099609375,0.395,27.0,329.8321228027344,0.55232421875,24.576171875,3.69921875,26.0,15.361328125,0.0,12.0,1.0,2.5,7.234375,0.5,13.15216064453125,1.0,46.5,5.5,68.0,Blue
28.25,0.225,27.0,113.0,0.4399999999999999,90.5,4.25,30.0,93.5,0.0,9.0,9.0,8.0,7.5,14.0,1.5,0.5,53.5,10.5,168.5,Red
35.25,0.58,27.0,294.25,0.4725,78.5,10.5,29.0,94.25,0.0,10.0,0.0,3.0,7.5,5.0,3.5,1.0,14.0,6.25,42.75,Red
31.0,0.48,28.0,56.0,0.57,45.5,4.75390625,28.0,64.6875,2.0,26.5,8.5,7.0,6.0,3.0,5.0,0.0,44.0,3.0,255.5,Red
10.3828125,0.3503125,24.0,266.578125,0.49609375,36.3515625,10.2890625,27.0,18.734375,1.0,3.75,6.46875,2.0,18.875,14.0,4.25,1.0,28.625,8.125,21.90625,Red
21.5,0.53078125,27.0,95.75,0.59,33.5,12.5,34.0,40.0,2.0,35.66796875,14.67218017578125,14.734375,1.25,4.71875,13.15216064453125,0.0546875,122.688232421875,13.875,55.17578125,Red
36.875,0.3872119140625,30.0,75.875,0.44625,109.0,8.5,34.0,117.5,4.0,33.74591064453125,10.409423828125,15.9783935546875,1.125,1.099609375,6.72479248046875,0.00390625,122.688232421875,13.875,12.338623046875,Red
9.37890625,0.39453125,26.0,329.8321228027344,0.480234375,89.0693359375,4.6640625,35.0,22.314453125,2.0,2.71875,10.0625,2.75,18.875,3.9921875,1.3828125,0.1875,16.2734375,0.03125,53.5,Red
11.5,0.549296875,31.0,81.0,0.415,55.0,3.0,31.0,43.0,5.0,7.07421875,1.625,3.25390625,4.0,0.359375,2.26171875,0.03125,17.0234375,0.125,10.671875,Blue
14.75,0.4,27.0,76.125,0.41625,36.125,6.75,30.0,34.125,0.0,37.7607421875,0.0,15.9783935546875,2.375,0.0,13.15216064453125,0.0,122.688232421875,13.875,39.0,Red
1.90625,0.43,27.0,5.703125,0.061015625,9.4921875,0.046875,31.0,3.640625,1.0,9.75,2.75,2.75,3.625,8.25,3.25,0.0,21.75,2.0,6.25,Red
25.34375,0.37,31.0,196.0,0.59,56.35304880142212,11.375,25.0,56.5,1.0,37.7607421875,14.67218017578125,15.0,12.0,0.0,13.15216064453125,0.0,122.688232421875,9.0,0.0,Blue
0.265625,0.58,31.0,0.0,0.38265625,4.53125,0.0703125,28.0,3.53125,0.0,0.5,1.0,0.5,2.59375,4.5,0.5,0.5,1.0,2.5,0.0,Draw
20.0,0.33658203125,31.0,1.0,0.36,23.0,12.0,29.0,36.0,5.0,9.5361328125,7.134765625,7.427734375,2.0,2.833984375,4.271484375,0.5009765625,53.095703125,12.236328125,153.36328125,Red
34.625,0.5696948242187501,32.0,134.5625,0.511875,77.0,12.125,28.0,78.75,5.0,37.7607421875,14.67218017578125,11.74609375,8.125,1.37451171875,13.15216064453125,0.37646484375,121.584716796875,13.432373046875,298.80078125,Blue
