B_avg_DISTANCE_landed,R_avg_opp_SIG_STR_landed,R_avg_opp_HEAD_landed,R_losses,R_age,Winner
15.9375,47.56640625,19.0380859375,4.0,33.0,Blue
45.5,10.23828125,7.1640625,3.0,30.0,Blue
16.701171875,57.769317626953125,37.7607421875,3.0,35.0,Red
12.0,6.5,4.6875,1.0,27.0,Red
31.578125,17.875,7.9375,0.0,27.0,Red
45.5,52.0625,37.7607421875,1.0,31.0,Red
42.07421875,17.18359375,11.45703125,3.0,35.0,Blue
10.5,25.875,14.0,2.0,34.0,Red
45.5,47.61532211303711,27.55300521850586,3.0,35.0,Blue
5.0,22.75,18.5,0.0,27.0,Red
19.25,27.5,16.5,1.0,28.0,Blue
38.265625,38.5,19.1875,2.0,35.0,Red
26.0,11.0,4.0,0.0,25.0,Red
1.0,28.41015625,13.09765625,3.0,27.0,Red
27.25,31.0,23.59375,0.0,22.0,Red
21.25,11.75,4.75,1.0,27.0,Red
45.5,27.75,17.25,3.0,29.0,Blue
7.75,29.03125,26.765625,2.0,26.0,Red
8.0,22.5,14.5,1.0,30.0,Blue
45.5,28.75,22.75,1.0,29.0,Red
26.25,57.769317626953125,37.7607421875,2.0,31.0,Blue
7.125,36.03363037109375,26.19507884979248,5.0,35.0,Blue
40.0,57.769317626953125,32.0,1.0,30.0,Blue
38.390625,24.0,12.5,1.0,24.0,Blue
32.90625,31.875,14.75,1.0,28.0,Draw
30.5,22.3515625,14.8046875,2.0,25.0,Blue
6.0,4.0,2.0,0.0,25.0,Red
3.9650821685791016,29.34375,22.875,1.0,35.0,Red
31.57470703125,36.4007568359375,29.4864501953125,5.0,35.0,Blue
22.5,16.75,9.5,0.0,30.0,Red
23.8125,48.25408935546875,27.7215576171875,5.0,35.0,Blue
24.0,0.0,0.0,0.0,34.0,Red
39.625,18.5625,17.6875,2.0,32.0,Red
24.34437561035156,18.0,13.5,0.0,28.0,Blue
1.0,2.0,2.0,1.0,32.0,Red
17.5263671875,26.379638671875,14.920196533203123,3.0,31.0,Red
44.5,57.769317626953125,37.7607421875,5.0,35.0,Blue
31.0,57.769317626953125,37.7607421875,2.0,34.0,Blue
9.5,7.5,5.0,1.0,22.0,Red
3.0,39.25,16.9375,1.0,27.0,Red
14.5,56.0,37.7607421875,3.0,33.0,Blue
16.19175910949707,50.125,35.40625,3.0,35.0,Blue
38.625,48.0390625,16.31781005859375,0.0,28.0,Blue
20.0,24.0,18.65625,2.0,29.0,Red
29.71875,11.5,6.75,1.0,28.0,Red
45.5,57.769317626953125,37.7607421875,0.0,29.0,Red
9.25,6.5,1.5,0.0,29.0,Red
9.75,4.0,1.0,0.0,27.0,Blue
3.0,0.0,0.0,0.0,28.0,Red
23.523193359375,15.921875,6.9140625,3.0,29.0,Red
12.0,27.5625,30.0,0.0,32.0,Red
31.59375,22.0,15.25,1.0,29.0,Red
0.4716796875,19.837677001953125,17.495574951171875,4.0,31.0,Red
7.3125,26.03662109375,19.543212890625,4.0,31.0,Red
28.25,31.0,20.0,0.0,29.0,Draw
23.763671875,4.875,2.875,0.0,32.0,Red
21.5,48.0,31.0,1.0,26.0,Red
38.9375,8.5023193359375,5.0269775390625,5.0,35.0,Red
34.0,18.25,11.65625,2.0,31.0,Blue
16.0,3.0,1.0,0.0,25.0,Red
27.0,14.5,10.625,0.0,28.0,Red
16.375,13.5,5.5,2.0,22.0,Red
11.0,27.1875,23.5625,0.0,33.0,Red
28.5,42.0,32.75,0.0,32.0,Red
15.0,28.75,25.25,1.0,32.0,Red
26.0625,1.25,0.75,0.0,30.0,Red
8.5738525390625,16.09619140625,12.819091796875,4.0,30.0,Blue
19.09765625,34.734375,15.12109375,3.0,35.0,Blue
5.484375,5.9615478515625,3.54248046875,5.0,34.0,Red
12.0,9.0,5.5,0.0,29.0,Red
38.0,19.5,13.5,1.0,23.0,Red
16.66526035219431,43.2890625,37.7607421875,2.0,27.0,Red
26.5625,47.92151069641113,30.73862624168396,5.0,32.0,Blue
2.60546875,13.359375,8.15625,2.0,24.0,Red
16.4375,57.769317626953125,37.7607421875,1.0,31.0,Blue
11.0,44.0,36.0,1.0,30.0,Red
30.25,32.8466796875,26.91943359375,5.0,33.0,Blue
17.75,34.0,16.5,0.0,31.0,Red
25.25,22.0,16.0,1.0,29.0,Blue
40.125,57.1640625,37.7607421875,0.0,25.0,Red
45.5,57.769317626953125,37.7607421875,5.0,33.0,Blue
24.0,23.78125,17.5,0.0,26.0,Red
22.4765625,34.5,21.0,1.0,32.0,Draw
6.0,18.0,6.0,1.0,27.0,Red
19.75166577100753,57.1484375,37.7607421875,2.0,29.0,Red
30.71875,29.7578125,17.296875,0.0,22.0,Red
33.9375,57.769317626953125,37.7607421875,2.0,35.0,Red
3.5,48.65234375,24.703125,5.0,33.0,Red
1.75,3.875,2.625,0.0,31.0,Red
42.625,18.5859375,16.0,0.0,27.0,Red
0.5,5.0,0.0,0.0,32.0,Red
6.0,17.15625,12.125,0.0,22.0,Red
4.0,14.0,10.5,1.0,31.0,Red
35.888671875,41.125,29.03125,2.0,25.0,Red
24.75,25.640625,10.65625,4.0,35.0,Blue
22.98828125,57.769317626953125,37.7607421875,2.0,27.0,Red
11.0,16.125,13.125,1.0,26.0,Red
15.0,57.769317626953125,37.7607421875,5.0,34.0,Red
45.5,35.452247619628906,25.113014221191406,5.0,31.0,Red
17.25,12.75,11.25,3.0,30.0,Red
14.6875,36.185791015625,21.65478515625,2.0,32.0,Red
8.75,29.9375,21.46875,2.0,25.0,Red
33.75,36.875,20.125,1.0,26.0,Red
21.953125,6.9453125,4.375,1.0,24.0,Red
26.5,53.75139617919922,25.18933868408203,5.0,30.0,Red
22.0,40.5,24.0,0.0,21.0,Red
45.5,34.21875,19.390625,2.0,29.0,Red
10.5,22.75,4.75,1.0,27.0,Red
30.0,41.171875,20.0625,2.0,30.0,Blue
1.0,40.46875,20.2421875,3.0,35.0,Red
7.0,45.875,21.0,2.0,30.0,Red
17.662109375,27.3046875,17.15625,2.0,33.0,Blue
6.0,57.769317626953125,37.7607421875,2.0,30.0,Blue
24.0,49.375,37.7607421875,1.0,27.0,Blue
15.375,37.75927734375,24.84039306640625,3.0,31.0,Red
0.0,20.75,11.75,0.0,27.0,Red
45.5,28.6328125,18.33203125,4.0,35.0,Blue
45.5,53.228546142578125,32.66902160644531,3.0,25.0,Red
5.0,24.0,17.5,2.0,29.0,Red
7.0,25.75,16.125,3.0,33.0,Blue
45.5,54.0,37.7607421875,1.0,28.0,Blue
25.53125,57.769317626953125,37.7607421875,5.0,33.0,Draw
13.25,14.5458984375,7.5498046875,2.0,32.0,Red
32.7109375,57.769317626953125,37.7607421875,5.0,34.0,Blue
5.5,12.0,12.0,1.0,30.0,Red
36.0,17.0,11.0,1.0,27.0,Red
18.75,28.0,12.0,0.0,28.0,Red
45.5,57.769317626953125,33.08349609375,3.0,27.0,Red
21.0,57.769317626953125,37.7607421875,0.0,29.0,Red
7.0,57.769317626953125,37.7607421875,2.0,33.0,Red
2.0,57.769317626953125,30.5,1.0,29.0,Red
41.578125,41.94140625,17.7890625,4.0,32.0,Blue
20.0,16.0,11.0,0.0,29.0,Red
13.0,18.50390625,12.97265625,4.0,27.0,Blue
4.0,17.0,12.0,1.0,31.0,Red
45.5,36.0,20.0,0.0,22.0,Blue
21.5,25.328125,18.53125,2.0,24.0,Red
19.53125,37.75,17.1875,3.0,35.0,Red
16.85237979888916,30.6875,18.422019004821777,0.0,33.0,Red
7.0,38.5,22.9375,0.0,26.0,Blue
20.0,37.875,24.0,0.0,26.0,Red
45.5,42.25,24.0,4.0,31.0,Blue
45.5,26.49658203125,15.3125,0.0,32.0,Red
45.5,38.625,27.875,1.0,32.0,Blue
27.0,26.9296875,18.1875,5.0,31.0,Red
24.0,37.5,18.5,0.0,29.0,Red
3.703125,16.5625,12.6875,1.0,26.0,Red
19.5,41.5,31.0,1.0,25.0,Red
7.0,40.1328125,27.7890625,1.0,31.0,Red
6.3477783203125,50.0,9.0,1.0,32.0,Blue
45.5,6.0,4.0,0.0,27.0,Red
11.0,57.769317626953125,37.7607421875,2.0,30.0,Blue
9.3125,25.0078125,14.501953125,5.0,27.0,Red
11.5,33.25,15.5,1.0,35.0,Red
40.5,40.0,24.0,0.0,33.0,Red
37.0,35.5,27.84375,3.0,24.0,Red
17.34375,14.09375,9.5,0.0,24.0,Red
11.0,18.0,10.21875,0.0,25.0,Red
11.5,17.6875,7.5625,3.0,30.0,Red
1.0,1.0,0.6875,1.0,24.0,Red
17.296875,26.032569885253903,27.8125,0.0,19.0,Red
12.0,5.625,3.875,2.0,30.0,Red
45.5,57.769317626953125,37.7607421875,0.0,29.0,Red
11.0,17.25,2.0,0.0,27.0,Blue
45.5,57.64990234375,37.7607421875,5.0,29.0,Red
34.0,31.5,18.5,1.0,31.0,Blue
45.5,29.71875,15.78125,1.0,31.0,Blue
38.447265625,16.845508575439453,9.72304916381836,5.0,35.0,Red
18.875,32.9375,21.4375,3.0,35.0,Blue
8.6640625,51.0,34.25,0.0,25.0,Red
7.796875,10.5,3.5,1.0,29.0,Red
1.0,15.5,7.0,1.0,26.0,Red
11.5,14.9375,7.1875,1.0,27.0,Red
13.9375,50.199462890625,37.7607421875,5.0,35.0,Red
37.875,42.953125,31.859375,3.0,31.0,Red
16.1494140625,57.769317626953125,37.7607421875,5.0,32.0,Red
3.5,34.0,11.0,0.0,23.0,Red
12.0,7.0,5.75,0.0,27.0,Red
14.0,32.5,21.375,1.0,34.0,Blue
8.813339233398438,4.0,3.0,0.0,25.0,Red
28.1875,34.3671875,22.9140625,3.0,35.0,Red
19.0,7.5,3.0,0.0,31.0,Red
18.75,17.484375,9.625,0.0,28.0,Red
21.625,12.0,12.0,0.0,33.0,Red
9.0,47.189453125,18.2333984375,2.0,35.0,Red
3.625,19.5211181640625,17.346923828125,5.0,35.0,Red
6.5,36.5,15.5,0.0,22.0,Red
18.375,29.0,21.625,0.0,29.0,Red
15.25,0.0,0.0,0.0,27.0,Red
14.37200927734375,44.0,26.0,0.0,31.0,Red
30.25,3.0,3.0,1.0,28.0,Red
12.8125,24.125,19.375,1.0,26.0,Red
45.5,57.769317626953125,37.7607421875,3.0,33.0,Red
38.4453125,41.041015625,35.39453125,4.0,32.0,Red
38.906005859375,11.5,7.5,0.0,30.0,Red
3.84375,34.1484375,28.453125,4.0,32.0,Red
9.0,21.75,14.875,0.0,25.0,Red
8.625,49.625,35.625,1.0,35.0,Red
45.5,46.904052734375,30.947509765625,5.0,29.0,Blue
30.5,40.626800537109375,20.3489990234375,5.0,35.0,Red
11.0,39.46875,19.84375,1.0,24.0,Red
11.5,17.4384765625,13.1494140625,3.0,26.0,Red
13.75,34.400102615356445,23.73686408996582,5.0,32.0,Blue
18.0625,26.625,6.921875,2.0,27.0,Red
16.5,15.036376953125,12.288818359375,5.0,29.0,Blue
20.6435546875,42.63346862792969,26.083297729492188,5.0,31.0,Blue
19.28125,36.0,15.0,0.0,30.0,Red
40.5,43.5,26.5,2.0,26.0,Blue
10.0,26.125,23.96875,0.0,31.0,Red
45.5,33.0,3.0,0.0,30.0,Red
12.83740234375,12.41015625,10.578125,2.0,32.0,Blue
16.0625,27.375,18.0,0.0,27.0,Red
26.5625,6.0,0.0,0.0,28.0,Red
19.0,30.357421875,21.470703125,5.0,26.0,Blue
12.0,45.6875,29.96875,2.0,30.0,Blue
7.0,10.25,2.25,0.0,29.0,Red
21.267609242349863,35.0,23.5,0.0,23.0,Blue
27.625282287597656,7.25,2.0,3.0,31.0,Red
10.28125,21.25,15.5,2.0,24.0,Red
17.0,36.671875,26.359375,4.0,27.0,Red
15.0,35.052001953125,23.459716796875,5.0,35.0,Blue
17.25,37.5,10.15625,0.0,30.0,Red
30.08529281616211,54.171875,29.7587890625,5.0,33.0,Blue
31.0,26.375,22.5,0.0,27.0,Blue
29.0,19.6329562664032,14.869173347949982,5.0,35.0,Blue
16.0,25.0,14.58953857421875,0.0,29.0,Blue
14.75,29.0732421875,19.08642578125,4.0,31.0,Red
2.0,8.0,5.0,0.0,25.0,Red
1.0,57.769317626953125,32.0,1.0,29.0,Red
45.5,18.0,8.0,1.0,35.0,Blue
41.1875,30.46875,21.76171875,3.0,33.0,Red
28.875,27.75,11.5,2.0,26.0,Red
2.0,12.75,8.0625,1.0,23.0,Red
39.0,13.0,4.5,0.0,25.0,Red
45.5,38.25,20.125,1.0,32.0,Red
35.2861328125,17.46875,10.03125,1.0,27.0,Blue
12.5,25.46875,11.099609375,0.0,34.0,Red
29.0,18.1748046875,10.8369140625,5.0,33.0,Blue
39.0,8.0,4.0,0.0,28.0,Red
11.125,11.6826171875,9.7529296875,4.0,33.0,Red
12.5625,57.769317626953125,37.7607421875,3.0,29.0,Red
14.0,57.769317626953125,37.5,2.0,33.0,Red
16.0625,38.0,19.0,1.0,31.0,Red
30.5,43.25,19.5,0.0,28.0,Red
24.0,36.0,13.0,1.0,25.0,Red
45.5,27.375,18.5,1.0,26.0,Blue
10.0,4.875,1.90625,3.0,25.0,Red
9.0,22.5,11.625,2.0,35.0,Blue
13.75,26.0,11.25,2.0,28.0,Red
45.5,26.90625,12.0625,3.0,28.0,Blue
13.636474609375,8.25,3.75,1.0,31.0,Red
44.0,57.769317626953125,27.791015625,5.0,34.0,Blue
16.3984375,26.0677490234375,16.667545318603516,0.0,33.0,Red
11.462890625,48.69287109375,32.86383056640625,3.0,29.0,Red
38.640625,42.5625,13.8125,1.0,24.0,Red
22.25,25.0,18.875,1.0,32.0,Blue
45.5,7.5,1.5,0.0,22.0,Red
23.0,21.0,8.375,1.0,24.0,Blue
9.5,24.0,15.0,1.0,21.0,Red
12.0,49.0,22.0,1.0,28.0,Blue
35.5,12.5,12.0,1.0,27.0,Red
5.5,14.75,9.0,2.0,27.0,Red
27.875,39.0,19.25,1.0,30.0,Blue
43.2138671875,24.203125,19.73828125,2.0,28.0,Red
26.75,3.0,0.0,0.0,22.0,Red
27.125,25.0,18.21265411376953,0.0,25.0,Red
45.5,18.125,8.25,0.0,29.0,Red
2.625,27.125,18.3125,1.0,27.0,Red
45.5,14.0625,10.0,0.0,24.0,Blue
19.5,12.595703125,8.912109375,4.0,35.0,Red
1.0,41.0,16.5,1.0,35.0,Blue
43.2294921875,14.5625,10.796875,3.0,30.0,Red
43.5,33.6875,20.1875,1.0,26.0,Blue
4.25,7.78125,3.46875,2.0,26.0,Red
9.5,12.75,8.5,0.0,28.0,Blue
22.0,32.37158203125,19.3095703125,2.0,31.0,Red
45.5,45.875,32.125,2.0,30.0,Blue
8.0,25.39794921875,12.72509765625,3.0,34.0,Blue
7.6875,57.769317626953125,37.125,3.0,31.0,Blue
13.5,8.03125,4.765625,2.0,27.0,Red
3.0,11.00390625,8.52734375,2.0,30.0,Red
14.71875,7.5,5.3125,3.0,32.0,Red
8.5,1.0,0.0,0.0,26.0,Red
45.5,45.24565505981445,32.0788688659668,5.0,32.0,Red
0.0,6.75,2.25,1.0,30.0,Red
16.875,7.0,3.0,1.0,30.0,Blue
36.0,25.0,14.5,0.0,23.0,Red
28.0,21.75,14.375,1.0,33.0,Red
13.1328125,38.8125,25.25,3.0,30.0,Red
32.875,29.5,16.5,1.0,24.0,Draw
15.1875,22.625,8.875,1.0,34.0,Blue
11.6256103515625,20.5859375,10.69140625,2.0,29.0,Blue
18.9375,20.82421875,14.3515625,5.0,35.0,Red
40.1103515625,25.5,14.0,0.0,22.0,Red
27.5,20.6875,16.46875,2.0,23.0,Blue
17.0,23.0,18.5,1.0,26.0,Blue
11.75,45.3125,31.65625,3.0,33.0,Blue
20.41015625,34.79315412044525,24.00875009596348,5.0,35.0,Blue
15.25,27.5625,9.625,3.0,35.0,Red
3.5,10.5,6.5,1.0,21.0,Red
45.5,57.769317626953125,36.41796875,4.0,33.0,Red
15.0,24.875,10.625,2.0,30.0,Red
18.203125,35.2705078125,23.673828125,5.0,32.0,Red
33.33052070438862,57.769317626953125,37.7607421875,1.0,26.0,Draw
23.75,57.769317626953125,33.5,2.0,30.0,Blue
9.65625,5.5,4.0,0.0,20.0,Red
28.75,57.769317626953125,37.7607421875,5.0,35.0,Red
24.625,9.0,5.0,0.0,27.0,Red
10.0,11.0,11.0,0.0,33.0,Red
43.734375,36.3203125,22.859375,2.0,35.0,Red
14.0,57.769317626953125,37.7607421875,5.0,32.0,Blue
8.25398302078247,39.25,28.25,1.0,25.0,Red
29.75,28.4931640625,19.353271484375,5.0,28.0,Blue
31.75,31.0,20.25,1.0,31.0,Blue
10.375,22.3203125,22.5,0.0,28.0,Red
20.6435546875,46.0,30.0,1.0,28.0,Blue
22.5,12.21875,7.40625,1.0,26.0,Red
14.7783203125,22.147216796875,16.03350830078125,5.0,32.0,Red
17.25,27.375,16.75,0.0,23.0,Red
0.9375,1.3515625,0.53125,2.0,35.0,Red
17.71875,16.78125,11.3046875,3.0,25.0,Blue
33.1875,21.3427734375,10.646484375,3.0,28.0,Red
26.125,2.0,2.0,0.0,28.0,Red
24.0,18.5,6.5,1.0,25.0,Red
21.0,57.769317626953125,37.7607421875,2.0,31.0,Red
27.75,54.0,34.375,2.0,33.0,Blue
24.0,28.0,21.375,2.0,29.0,Blue
1.0,4.5,3.0,0.0,31.0,Red
8.25,23.0,18.25,0.0,31.0,Blue
23.5625,25.625,11.34375,0.0,23.0,Red
31.75,13.5,9.125,1.0,28.0,Blue
43.25,9.5,9.0,1.0,28.0,Red
14.660552978515623,8.0,4.0,1.0,26.0,Red
23.125,31.0,23.789825439453125,0.0,30.0,Red
45.5,32.75,23.5,1.0,28.0,Blue
15.75,32.67327880859375,14.36260986328125,5.0,27.0,Red
7.0,43.0,21.0,1.0,27.0,Blue
45.5,18.375,15.5,0.0,35.0,Red
1.75,6.0,4.625,3.0,32.0,Red
7.0,4.0,3.0,0.0,30.0,Blue
26.25,35.0,23.5,2.0,32.0,Red
16.375,30.78125,16.296875,2.0,22.0,Red
5.0,57.769317626953125,37.7607421875,2.0,28.0,Red
34.5,27.0,13.0,0.0,23.0,Red
22.5859375,53.8896484375,37.7607421875,3.0,26.0,Blue
2.0,39.75,34.71875,2.0,29.0,Red
2.0,27.375,16.625,3.0,34.0,Red
1.0,57.769317626953125,37.7607421875,1.0,35.0,Red
14.359375,9.0,8.0,1.0,29.0,Red
6.875,0.0,0.0,0.0,27.0,Red
25.34375,39.2578125,14.4892578125,2.0,32.0,Blue
9.75,4.5,2.375,2.0,32.0,Red
4.0,50.6875,26.9375,3.0,31.0,Red
15.8125,13.0,10.0,1.0,25.0,Red
23.75,43.66015625,31.40625,0.0,29.0,Red
8.0,13.0,9.0,0.0,26.0,Red
12.609375,56.375,37.7607421875,2.0,35.0,Red
29.25,33.25,15.78125,0.0,25.0,Blue
23.099609375,11.0,5.5,0.0,29.0,Red
25.32421875,9.0,7.0,0.0,23.0,Red
23.3125,39.0,24.5,1.0,28.0,Blue
30.0,17.0,8.0,0.0,31.0,Red
45.5,37.0,20.0,0.0,24.0,Blue
13.297112226486206,19.0,7.0,0.0,26.0,Blue
42.51171875,41.447265625,21.078125,3.0,31.0,Blue
13.1328125,57.769317626953125,37.7607421875,1.0,30.0,Red
4.0,21.875,15.671875,0.0,29.0,Red
3.0947265625,17.29833984375,11.95947265625,2.0,35.0,Red
23.107421875,2.0,1.375,1.0,22.0,Red
14.25,32.421875,32.40625,0.0,30.0,Red
13.5,24.1875,13.375,1.0,30.0,Red
32.0,42.2998046875,21.744873046875,5.0,29.0,Blue
12.0,47.0,28.5,0.0,29.0,Blue
45.5,33.80328369140625,23.57965087890625,5.0,29.0,Red
7.810628890991211,18.63623046875,12.90966796875,3.0,30.0,Blue
26.0,49.21624755859375,23.8013916015625,5.0,28.0,Red
14.546875,12.75,10.5,2.0,31.0,Red
0.6328125,5.6339111328125,3.6942138671875,2.0,32.0,Red
12.0,27.25,9.75,2.0,30.0,Blue
14.0,23.0,13.3125,0.0,22.0,Red
12.328125,41.1875,33.8125,2.0,32.0,Red
4.25,1.0,0.0,0.0,27.0,Red
4.5,12.875,4.5,0.0,24.0,Red
43.33353614807129,17.445462942123413,10.953468322753906,5.0,29.0,Red
15.0,10.5,5.0,0.0,35.0,Red
11.78125,18.90234375,13.439453125,2.0,33.0,Red
18.510955810546875,19.0,15.0,0.0,21.0,Blue
26.0,23.5,13.5,1.0,26.0,Blue
18.0,50.15739440917969,33.57947540283203,4.0,34.0,Blue
27.6923828125,17.3875732421875,11.7122802734375,2.0,35.0,Blue
35.9189453125,53.0,36.0,0.0,23.0,Red
45.5,18.515625,13.75,1.0,32.0,Red
31.75,26.0,18.6663818359375,0.0,29.0,Blue
45.375,23.50830078125,18.6826171875,3.0,35.0,Blue
6.3515625,25.8125,14.875,3.0,32.0,Blue
20.0,15.0,13.0,1.0,30.0,Blue
25.9375,26.2265625,14.3359375,4.0,28.0,Red
4.0,24.75,19.5,2.0,33.0,Blue
13.0,20.0,15.0,1.0,25.0,Red
45.5,11.65625,7.89453125,4.0,34.0,Red
18.510955810546875,43.0,36.0,0.0,28.0,Red
35.25,52.5,32.0,2.0,31.0,Blue
9.0,45.25,22.5,1.0,31.0,Red
7.4375,20.0,9.0,0.0,23.0,Red
9.0,20.0,18.5,1.0,28.0,Blue
4.2421875,23.259765625,11.51171875,2.0,29.0,Blue
24.37396240234375,12.5,7.0,0.0,27.0,Red
34.5,49.049896240234375,37.22642517089844,4.0,34.0,Red
4.0,52.5,19.0,0.0,26.0,Draw
24.2890625,24.578125,13.4296875,0.0,35.0,Blue
9.534072875976562,17.538818359375,14.068984985351562,5.0,34.0,Blue
6.25,2.375,1.75,1.0,28.0,Red
11.96875,31.5,17.0,1.0,35.0,Red
17.75,29.0,21.0,0.0,23.0,Red
43.625,28.821533203125,21.574462890625,5.0,34.0,Red
22.048828125,57.769317626953125,31.96044921875,2.0,30.0,Red
22.8125,33.546875,12.640625,3.0,31.0,Red
10.0,24.5,13.5,1.0,25.0,Blue
45.5,18.98828125,13.396484375,4.0,28.0,Red
4.75,12.1796875,3.5546875,0.0,34.0,Red
8.0,40.052734375,30.6875,4.0,31.0,Red
10.0,36.078125,16.0,0.0,23.0,Red
23.6328125,30.72021484375,18.984375,0.0,29.0,Red
26.7421875,29.5,14.0,0.0,34.0,Blue
14.6015625,24.75,16.0,0.0,26.0,Red
20.54658031463623,26.5625,16.59375,3.0,32.0,Red
23.5,40.65082359313965,23.205059051513672,5.0,35.0,Red
15.8125,57.769317626953125,37.7607421875,1.0,35.0,Blue
12.71875,27.952139616012573,12.202538251876833,5.0,32.0,Blue
22.0,19.640625,15.234375,3.0,35.0,Red
13.25,41.0,28.0,0.0,28.0,Red
14.591796875,12.0,9.0,0.0,25.0,Red
22.0,35.5,24.0,1.0,31.0,Red
45.5,29.20892333984375,17.7904052734375,4.0,30.0,Blue
24.7705078125,45.3046875,26.40625,5.0,33.0,Blue
10.0,18.5,8.5,1.0,30.0,Red
13.25,47.56598281860352,29.67581844329834,5.0,35.0,Red
17.875,22.3203125,17.09375,3.0,35.0,Red
8.0,27.625,21.8125,3.0,30.0,Blue
5.5,23.875,15.65625,0.0,19.0,Red
29.658203125,23.5,5.75,2.0,34.0,Red
13.541015625,14.0,6.0,0.0,29.0,Red
39.5,45.0625,32.25,2.0,29.0,Blue
0.0,33.0,23.0,1.0,34.0,Red
15.0,5.5,3.0,1.0,26.0,Red
10.6015625,57.769317626953125,37.7607421875,3.0,31.0,Red
8.671875,37.3984375,25.439453125,4.0,28.0,Red
33.21875,39.8125,27.4375,3.0,30.0,Red
14.0,18.375,11.125,0.0,25.0,Red
13.875,26.90625,17.0,0.0,30.0,Red
26.0,52.5,36.5,2.0,24.0,Red
21.5,25.8125,18.15625,0.0,33.0,Red
15.0,16.0,11.625,0.0,30.0,Red
38.0,57.769317626953125,37.7607421875,1.0,26.0,Red
30.8125,26.8125,15.625,2.0,30.0,Blue
32.640625,35.5947265625,16.0908203125,5.0,35.0,Red
30.75,57.769317626953125,27.0,1.0,27.0,Blue
10.3125,45.21875,33.625,2.0,32.0,Red
4.140625,24.5,16.8125,0.0,28.0,Red
6.75,30.65625,23.90625,2.0,25.0,Red
44.1875,41.755859375,29.818603515625,5.0,34.0,Red
38.0,41.326171875,30.2890625,3.0,34.0,Red
45.0712890625,53.92333984375,32.959716796875,5.0,34.0,Red
27.898193359375,13.5,10.0,0.0,26.0,Red
13.5,53.5,32.25,2.0,29.0,Red
5.056374311447144,32.5078125,27.4765625,4.0,30.0,Red
12.623046875,7.0,3.0,0.0,29.0,Red
0.0,5.0,2.0,1.0,26.0,Red
31.1875,57.769317626953125,37.7607421875,5.0,35.0,Blue
17.15625,14.0625,8.6875,2.0,22.0,Red
0.0,20.625,18.25,2.0,27.0,Red
45.5,20.5,14.875,2.0,28.0,Blue
5.296875,41.3125,26.625,0.0,28.0,Red
14.1875,57.769317626953125,26.076171875,3.0,33.0,Blue
12.0,15.0,10.0,1.0,27.0,Red
23.5,27.0,18.5,0.0,28.0,Blue
1.5,7.5,6.5,1.0,35.0,Blue
37.07043696939945,11.38285534316674,6.633764009922743,5.0,35.0,Red
1.421875,16.580078125,11.330078125,5.0,28.0,Red
18.0,56.3358154296875,34.25,0.0,25.0,Red
34.25,51.9375,30.3125,3.0,32.0,Blue
21.5,57.769317626953125,36.0,3.0,31.0,Red
45.5,15.0,14.0,1.0,30.0,Red
14.5,21.5,14.25,0.0,24.0,Blue
12.701085209846497,38.689971923828125,26.42132568359375,5.0,27.0,Blue
28.4420166015625,48.375,37.7607421875,2.0,31.0,Red
39.957252502441406,41.06516647338867,11.584972381591797,5.0,35.0,Blue
9.943359375,16.8984375,7.2109375,2.0,30.0,Red
26.0,57.769317626953125,33.875,2.0,32.0,Red
36.3125,29.859375,23.609375,2.0,30.0,Blue
36.5,46.125,37.7607421875,2.0,35.0,Red
45.5,57.769317626953125,37.7607421875,2.0,31.0,Red
43.5,50.0771484375,37.7607421875,4.0,29.0,Blue
45.5,41.6875,28.25,2.0,30.0,Blue
22.125,40.0,31.0,1.0,30.0,Red
11.02734375,7.640625,5.3125,2.0,31.0,Red
10.90625,29.25,22.0,0.0,25.0,Red
45.5,12.16015625,9.546875,3.0,35.0,Blue
3.0,29.1875,20.8125,0.0,32.0,Blue
15.1875,25.0770263671875,15.17578125,5.0,26.0,Red
44.25,57.769317626953125,37.7607421875,3.0,35.0,Blue
15.0,45.0,37.7607421875,1.0,28.0,Blue
45.24320983886719,27.5234375,20.630859375,4.0,31.0,Red
41.34375,24.125,18.71875,3.0,25.0,Red
16.25,38.5,25.0,2.0,28.0,Blue
13.875,18.0,11.0,1.0,27.0,Red
14.8125,7.0,6.0,0.0,34.0,Blue
2.0,33.5625,20.0,0.0,25.0,Red
23.0,29.9375,17.0,0.0,30.0,Red
2.5,22.2509765625,17.6318359375,3.0,31.0,Red
22.0,56.4375,33.375,4.0,35.0,Blue
7.5,17.5,14.0,2.0,29.0,Red
25.0,7.0,5.0,1.0,27.0,Red
20.25,13.0927734375,10.2646484375,5.0,35.0,Blue
33.5,23.90625,12.5,0.0,31.0,Red
21.625,0.0,0.0,0.0,26.0,Red
24.7421875,24.34375,19.875,0.0,30.0,Red
14.546875,36.25,29.32373046875,0.0,30.0,Blue
12.5,18.08935546875,15.11767578125,5.0,27.0,Red
4.0,33.0,10.0,1.0,27.0,Red
42.5,30.533660888671875,20.4727783203125,4.0,30.0,Blue
28.25,24.17285691789584,13.673828125,0.0,32.0,Red
26.5,57.769317626953125,37.7607421875,2.0,27.0,Red
9.0,31.0,13.0,1.0,26.0,Blue
32.0,57.769317626953125,37.7607421875,1.0,28.0,Red
6.625,11.0,5.375,2.0,24.0,Red
6.0,1.0,0.0,0.0,28.0,Red
31.5625,12.5,9.5,0.0,35.0,Blue
