B_avg_DISTANCE_landed,R_avg_opp_SIG_STR_landed,R_avg_opp_HEAD_landed,R_losses,R_age,Winner
14.75,57.769317626953125,37.7607421875,0.0,27.0,Red
1.90625,14.25,9.75,1.0,27.0,Red
25.34375,57.769317626953125,37.7607421875,1.0,31.0,Blue
0.265625,2.0,0.5,0.0,31.0,Draw
20.0,19.35546875,9.5361328125,5.0,31.0,Red
34.625,57.769317626953125,37.7607421875,5.0,32.0,Blue
14.0,27.25,18.75,2.0,29.0,Blue
10.171875,12.0,9.0,0.0,26.0,Red
0.0,57.769317626953125,37.7607421875,1.0,33.0,Red
5.0,16.5,12.5,0.0,27.0,Red
11.5,25.328125,17.404541015625,0.0,25.0,Red
44.0,57.5,32.0,2.0,27.0,Red
21.312641143798828,20.808990478515625,12.452056884765623,5.0,30.0,Red
24.625,43.75390625,30.80615234375,5.0,35.0,Blue
28.15625,5.65234375,4.1845703125,4.0,27.0,Red
45.5,38.0,14.0,1.0,27.0,Blue
23.5,6.0,2.0,0.0,28.0,Blue
24.15625,39.06141376495361,18.7697172164917,5.0,33.0,Blue
14.37200927734375,26.00473022460937,11.890655517578123,4.0,32.0,Red
20.0,28.0,13.0,0.0,21.0,Red
20.79296875,57.769317626953125,37.7607421875,5.0,32.0,Blue
13.75,35.2421875,17.2275390625,4.0,32.0,Blue
25.296875,26.0,16.0,1.0,22.0,Red
26.7421875,32.618896484375,27.5899658203125,4.0,35.0,Red
17.0,57.769317626953125,37.7607421875,2.0,29.0,Blue
16.0625,10.783203125,7.1103515625,4.0,34.0,Red
45.5,57.769317626953125,37.5,1.0,27.0,Red
15.328125,57.769317626953125,37.7607421875,2.0,29.0,Blue
31.53125,4.0,2.25,1.0,23.0,Red
23.6328125,44.953125,19.140625,3.0,25.0,Blue
10.25,1.0,1.0,0.0,23.0,Red
5.0,34.875,29.0,2.0,28.0,Red
19.875,55.0,37.7607421875,1.0,31.0,Blue
45.5,53.0,28.5,1.0,31.0,Blue
1.0,57.769317626953125,37.7607421875,4.0,33.0,Blue
24.25,32.0,20.25,0.0,32.0,Red
21.0,14.0,7.0,2.0,26.0,Blue
31.2236328125,0.5,0.5,0.0,26.0,Red
20.810302734375,42.291015625,22.21142578125,4.0,32.0,Blue
23.523193359375,30.228759765625,18.984375,0.0,22.0,Blue
5.5,5.734375,4.2421875,3.0,32.0,Red
21.75,57.769317626953125,37.7607421875,4.0,35.0,Red
45.5,57.769317626953125,29.4931640625,5.0,30.0,Red
15.0,29.0,17.0,1.0,27.0,Blue
45.5,57.769317626953125,37.7607421875,2.0,33.0,Blue
5.5,18.7734375,11.3515625,1.0,32.0,Red
31.0,4.0,0.0,0.0,32.0,Red
14.77728271484375,43.1875,23.125,2.0,28.0,Red
5.5,41.0,31.0,1.0,27.0,Red
2.32421875,27.0,13.75,0.0,26.0,Red
18.0,26.21875,11.7734375,4.0,35.0,Blue
1.96875,13.149169921875,9.979736328125,2.0,35.0,Red
10.25,40.5,16.5,0.0,26.0,Blue
20.79296875,37.625,27.06754302978516,0.0,34.0,Blue
29.25,27.375,22.25,0.0,35.0,Red
17.9833984375,28.691017150878903,17.44609832763672,5.0,35.0,Red
18.0,39.0,26.0,0.0,28.0,Red
43.3125,21.1875,13.6875,2.0,27.0,Red
13.0,3.0,1.0,1.0,29.0,Red
13.5,35.5,19.75,1.0,26.0,Blue
15.0,33.75,23.0,2.0,27.0,Blue
16.19175910949707,57.769317626953125,37.7607421875,5.0,33.0,Red
13.684175729751589,18.5,12.75,2.0,31.0,Red
7.00439453125,6.75,2.375,0.0,30.0,Red
23.523193359375,34.5634765625,18.25,0.0,22.0,Red
34.69384765625,57.769317626953125,37.7607421875,2.0,35.0,Blue
12.734375,26.4375,16.171875,2.0,34.0,Red
15.109375,41.13511276245117,21.723617553710938,2.0,32.0,Red
3.0,20.0,20.0,1.0,35.0,Draw
6.0,44.5625,19.625,1.0,28.0,Red
8.9375,0.0,0.0,1.0,30.0,Red
15.0,35.0,13.0,0.0,29.0,Red
6.5,15.875,9.0,2.0,34.0,Red
5.0,31.5,21.9375,2.0,25.0,Red
14.0,38.545013427734375,30.54872131347656,5.0,33.0,Red
37.287109375,57.769317626953125,27.0,0.0,29.0,Blue
15.00929069519043,16.84375,3.09375,2.0,32.0,Red
0.0,2.0,0.0,0.0,34.0,Red
10.0,13.125,9.71875,0.0,24.0,Red
1.0,49.59912109375,27.1474609375,3.0,31.0,Red
1.5,31.125,21.625,3.0,28.0,Red
21.375,40.765625,26.625,0.0,27.0,Red
33.875,42.8203125,8.5390625,0.0,31.0,Blue
45.5,55.5,28.5,1.0,31.0,Red
6.5,33.0625,16.9375,2.0,28.0,Red
23.25,25.875,16.5,1.0,34.0,Blue
8.0,57.769317626953125,37.7607421875,3.0,25.0,Blue
18.9375,51.0,37.7607421875,1.0,27.0,Red
11.5,24.78125,19.19140625,3.0,35.0,Blue
14.502197265625,13.0,5.375,1.0,25.0,Red
22.0,56.0,21.0,0.0,26.0,Red
12.09765625,18.46875,14.328125,1.0,24.0,Blue
7.5,30.6484375,17.4375,1.0,30.0,Red
5.767578125,10.5,6.75,0.0,32.0,Red
22.8125,14.0,14.0,1.0,27.0,Red
45.5,11.08984375,3.27734375,0.0,34.0,Red
17.5,57.769317626953125,37.25,2.0,30.0,Red
2.0,0.0,0.0,0.0,24.0,Blue
27.375,28.09375,19.5625,2.0,28.0,Blue
45.5,19.0,12.0,1.0,25.0,Blue
0.0,11.125,9.0,2.0,29.0,Red
16.5,49.25,26.5,0.0,24.0,Red
44.4375,15.578125,13.296875,4.0,35.0,Red
23.8125,18.5362548828125,13.7081298828125,5.0,32.0,Blue
25.0,52.875,37.7607421875,1.0,29.0,Red
14.359375,4.0,2.0,0.0,27.0,Blue
23.8125,18.28125,13.46875,3.0,35.0,Red
28.5,13.625,10.0625,2.0,26.0,Red
45.5,44.3125,22.40625,3.0,26.0,Red
2.0,19.5,13.5,1.0,34.0,Red
12.875,17.15625,11.9375,0.0,34.0,Blue
43.0,25.625,14.1611328125,0.0,30.0,Blue
9.671875,7.125,1.625,0.0,29.0,Red
26.25,10.171875,7.3828125,2.0,29.0,Red
24.25,57.769317626953125,28.15625,3.0,31.0,Red
36.9833984375,31.59521484375,19.4769287109375,5.0,33.0,Blue
11.25,27.1875,17.0,0.0,29.0,Blue
28.421875,57.769317626953125,37.7607421875,2.0,30.0,Red
0.0,40.34375,32.0,0.0,29.0,Red
19.5,43.0,36.0,1.0,25.0,Blue
10.28125,10.0,5.0,0.0,25.0,Red
18.0,20.84375,13.2890625,4.0,30.0,Red
6.0,17.75,11.9375,2.0,29.0,Blue
16.85237979888916,25.3125,12.399169921875,0.0,32.0,Red
8.75,7.0,5.0,0.0,33.0,Red
15.53125,57.769317626953125,36.5,2.0,33.0,Red
2.0,31.0,32.88134765625,0.0,23.0,Red
6.5,14.3125,9.5,1.0,26.0,Red
8.5,18.5,9.0,0.0,21.0,Red
41.96875,38.375,20.75,1.0,29.0,Red
34.375,31.0,20.5,1.0,29.0,Red
29.25,21.0,6.0,1.0,30.0,Blue
21.3828125,35.96875,22.71875,2.0,30.0,Red
14.37200927734375,29.4375,20.125,0.0,27.0,Red
4.0,25.0,12.5,2.0,30.0,Blue
20.734375,32.5,26.0,1.0,32.0,Red
19.4296875,52.533203125,28.078125,5.0,35.0,Blue
14.5,14.75,13.75,2.0,34.0,Blue
19.6466064453125,57.769317626953125,37.7607421875,0.0,25.0,Red
23.9375,34.75,23.25,1.0,25.0,Red
45.5,26.375,13.61328125,2.0,28.0,Blue
15.625,11.0,0.0,0.0,31.0,Red
21.5,43.671875,28.296875,2.0,27.0,Blue
24.37396240234375,46.25,31.625,3.0,34.0,Red
19.19140625,25.3369140625,18.66796875,2.0,26.0,Red
21.0,48.015625,20.65625,3.0,32.0,Blue
20.79296875,57.769317626953125,37.7607421875,4.0,32.0,Blue
8.0,53.5,37.7607421875,2.0,29.0,Red
5.5,16.216796875,14.661865234375,5.0,33.0,Red
3.34375,14.53729248046875,10.24493408203125,2.0,35.0,Red
13.21875,11.375,7.75,1.0,30.0,Red
23.125,29.5,27.0,1.0,29.0,Blue
16.5,32.0703125,21.625,0.0,26.0,Red
45.0,57.769317626953125,37.7607421875,4.0,30.0,Red
35.25,47.125,19.875,0.0,26.0,Red
18.46875,34.0,18.5,1.0,32.0,Red
42.890625,16.4971923828125,4.5865478515625,3.0,35.0,Blue
6.25,7.5,5.625,2.0,31.0,Blue
7.5,57.769317626953125,37.7607421875,2.0,30.0,Red
15.140625,17.5,13.322265625,0.0,22.0,Red
17.875,10.5,8.5,0.0,34.0,Blue
45.5,17.25,12.125,1.0,27.0,Red
16.5,14.5,10.5,0.0,29.0,Red
10.0,33.0,22.0,1.0,28.0,Red
16.0,10.0,4.5,2.0,26.0,Red
41.75,10.923095703125,7.0849609375,5.0,34.0,Red
19.0,57.769317626953125,31.0,1.0,26.0,Blue
15.0,7.0,6.0,0.0,22.0,Red
9.75,9.25,5.25,0.0,25.0,Red
17.5,22.25,16.5,0.0,24.0,Red
6.0234375,19.349609375,13.10986328125,4.0,29.0,Red
22.0,36.5,16.75,1.0,25.0,Draw
12.0,15.0,7.0,0.0,32.0,Red
17.0,17.34765625,9.45703125,3.0,35.0,Red
5.25,26.671875,19.5,2.0,34.0,Red
15.0,38.8125,31.40625,2.0,28.0,Red
16.5,3.5,2.5,0.0,32.0,Blue
23.0,37.01953125,25.9375,0.0,30.0,Blue
10.0,57.769317626953125,37.7607421875,1.0,28.0,Blue
19.5,40.65625,33.625,0.0,25.0,Red
11.9375,51.84375,32.375,2.0,34.0,Red
27.875,25.75,13.375,0.0,25.0,Red
20.54658031463623,25.0625,13.3125,1.0,28.0,Blue
6.625,23.25,15.0,2.0,31.0,Red
26.0,45.899539947509766,21.674409866333008,5.0,35.0,Blue
8.125,12.5390625,1.5,0.0,25.0,Red
26.0,20.5,15.0,1.0,31.0,Blue
11.03125,23.75,18.5625,1.0,30.0,Blue
2.0,57.769317626953125,37.7607421875,0.0,27.0,Red
45.5,50.308349609375,27.2119140625,5.0,35.0,Blue
26.5,7.0,5.0,1.0,24.0,Blue
3.8125,28.0,9.0,1.0,30.0,Red
6.28125,8.75,5.25,0.0,30.0,Red
30.53631591796875,9.0625,2.3125,0.0,30.0,Red
23.40576457977295,15.734375,10.880859375,3.0,33.0,Red
23.0,41.5,24.5,0.0,26.0,Red
16.0625,19.1953125,11.0234375,4.0,29.0,Red
0.0,30.0,17.404541015625,0.0,31.0,Red
18.0,11.0,6.0,0.0,28.0,Red
26.0,56.25,37.7607421875,1.0,30.0,Red
31.2236328125,19.0,17.25,2.0,26.0,Blue
15.462158203125,35.66679382324219,22.38367080688477,5.0,32.0,Draw
45.5,15.703125,7.71875,4.0,32.0,Blue
23.3125,0.0,0.0,0.0,23.0,Red
8.376953125,33.16796875,27.234375,2.0,35.0,Red
38.0947265625,47.65625,30.5625,3.0,29.0,Red
43.5,57.769317626953125,37.7607421875,1.0,27.0,Draw
5.0,12.5625,3.3125,0.0,30.0,Red
8.0,29.0,3.0,0.0,26.0,Red
11.5,7.0853271484375,6.7191162109375,5.0,34.0,Red
5.5,15.25,11.75,1.0,32.0,Red
10.5,14.371337890625,7.67431640625,5.0,34.0,Blue
45.5,41.0625,26.0625,1.0,29.0,Red
16.800537109375,32.625,37.7607421875,0.0,28.0,Draw
45.5,32.5,17.0,1.0,28.0,Red
4.0,52.5,30.0,2.0,30.0,Red
27.6875,21.4375,17.5,4.0,31.0,Blue
23.0,13.0,7.0,0.0,24.0,Red
28.112335205078125,26.0677490234375,18.6663818359375,5.0,30.0,Red
5.375,9.75,4.75,0.0,31.0,Red
42.625,27.203125,17.96875,5.0,31.0,Blue
9.4921875,8.177734375,5.4921875,2.0,26.0,Red
30.0,27.59375,13.34375,2.0,28.0,Red
21.0,57.5,31.0,0.0,25.0,Red
45.5,21.0,11.0,0.0,27.0,Blue
13.5,57.769317626953125,37.7607421875,3.0,30.0,Red
24.21484375,5.0,5.0,0.0,29.0,Red
39.25,12.0,12.0,1.0,31.0,Red
14.84765625,56.578125,35.890625,4.0,33.0,Blue
14.0,9.0,5.0,1.0,30.0,Blue
29.65625,35.5859375,27.36328125,3.0,30.0,Red
17.25,55.06640625,37.7607421875,3.0,32.0,Red
25.5,32.0,30.0,1.0,23.0,Red
17.6875,13.375,11.75,0.0,23.0,Red
25.0,57.769317626953125,30.0,1.0,25.0,Red
12.0,27.375,17.0,0.0,25.0,Red
3.0,49.5,35.5,1.0,28.0,Red
14.625,57.769317626953125,37.7607421875,0.0,25.0,Red
11.46875,18.251182556152344,12.722663879394531,5.0,33.0,Red
4.75,45.0,18.0,0.0,26.0,Red
21.33403205871582,57.769317626953125,37.7607421875,1.0,31.0,Red
21.5,14.75,6.25,2.0,23.0,Blue
28.0,10.96875,6.90625,3.0,27.0,Red
28.0,18.5,8.0,0.0,30.0,Red
18.75,13.3125,10.625,3.0,30.0,Red
19.5,4.4375,2.03125,1.0,31.0,Red
8.0625,52.15625762939453,35.03377151489258,5.0,35.0,Blue
9.5,57.769317626953125,37.7607421875,1.0,28.0,Red
10.0,33.625,18.6875,2.0,31.0,Red
19.5,40.318603515625,26.04208374023437,5.0,31.0,Draw
34.0,29.0,21.0,0.0,26.0,Blue
4.75,33.5,26.0,1.0,32.0,Red
0.0,23.0,11.5,0.0,29.0,Red
6.75,42.00773739814758,35.3671875,0.0,27.0,Red
36.125,45.25,30.0,0.0,33.0,Red
45.5,27.5,25.5,2.0,29.0,Blue
23.375,15.8853759765625,13.0792236328125,5.0,31.0,Red
45.5,29.15625,15.59375,1.0,29.0,Red
32.0,23.0,10.0,1.0,27.0,Red
45.5,3.71875,2.34375,0.0,28.0,Red
45.5,7.0,3.0,0.0,31.0,Red
23.85054260492325,57.769317626953125,37.7607421875,2.0,35.0,Blue
2.0,47.984375,32.4765625,4.0,34.0,Blue
0.0,30.0,23.0,1.0,26.0,Blue
32.0,28.0,15.5,0.0,34.0,Red
5.0,6.0,5.0,1.0,24.0,Red
14.71875,38.8125,27.75,1.0,33.0,Red
16.5,33.0,12.515625,0.0,26.0,Red
16.703125,27.6865234375,15.875,0.0,27.0,Red
2.84375,16.71875,8.21875,0.0,33.0,Red
2.0,25.3046875,19.3515625,2.0,27.0,Red
4.0,26.90625,10.375,0.0,30.0,Red
9.6689453125,38.523223876953125,26.08184814453125,3.0,34.0,Red
22.0,22.8125,16.875,2.0,30.0,Red
5.0,27.0,21.5,1.0,26.0,Red
9.0,29.0,20.5,0.0,25.0,Red
13.275390625,32.36871337890625,25.649444580078125,5.0,33.0,Red
6.25,38.0,22.5,1.0,28.0,Blue
10.25,20.5,8.0,0.0,34.0,Red
40.640625,41.0,26.625,2.0,31.0,Blue
3.0,44.28125,27.65625,4.0,29.0,Red
15.875,33.0,21.0,0.0,32.0,Red
45.5,57.3125,24.9375,2.0,30.0,Blue
10.21875,57.769317626953125,37.7607421875,2.0,28.0,Blue
23.5,44.0,31.09375,3.0,35.0,Blue
17.0,22.5,10.0,1.0,32.0,Red
45.5,52.875,36.625,2.0,31.0,Red
11.0,2.0,1.0,0.0,30.0,Red
20.03125,54.4432373046875,34.5687255859375,4.0,33.0,Red
30.0,25.25,8.25,0.0,23.0,Red
27.412109375,28.845703125,14.076171875,4.0,29.0,Red
26.7835693359375,31.5625,23.1875,3.0,28.0,Red
12.1640625,8.359375,4.109375,0.0,33.0,Red
21.59375,9.0,2.0,1.0,28.0,Red
11.75,48.59765625,37.7607421875,2.0,30.0,Blue
7.0,10.5,4.75,1.0,24.0,Red
16.4375,48.7578125,24.93359375,2.0,34.0,Red
40.34375,31.25,18.984375,0.0,35.0,Blue
0.125,13.5,9.5,1.0,29.0,Red
20.5,57.75,37.7607421875,2.0,26.0,Draw
29.0,30.5,23.5,1.0,35.0,Blue
6.5,27.5,14.236328125,0.0,25.0,Red
0.0,23.1875,19.28125,3.0,28.0,Red
31.75,38.4765625,14.0703125,4.0,25.0,Red
16.0625,8.375,4.875,1.0,24.0,Red
38.96875,20.0,7.5,0.0,32.0,Red
45.5,19.25,11.875,0.0,23.0,Red
15.0,23.990966796875,12.399169921875,5.0,28.0,Blue
42.625,12.25,7.375,1.0,34.0,Blue
14.0,8.1875,6.5625,3.0,33.0,Blue
45.5,22.0,14.375,2.0,23.0,Blue
8.0,23.375,16.9375,2.0,23.0,Red
45.5,57.769317626953125,37.7607421875,1.0,24.0,Red
44.015625,21.375,4.6875,2.0,30.0,Blue
27.9375,16.0,11.875,1.0,29.0,Red
4.75,0.0,0.0,1.0,35.0,Red
1.75,8.0,5.25,1.0,29.0,Blue
10.578125,18.90234375,14.5,0.0,31.0,Red
8.875,57.75,37.7607421875,3.0,30.0,Blue
9.1953125,24.4375,13.484375,3.0,30.0,Red
22.03242135047913,40.625,28.9375,0.0,24.0,Red
36.90625,57.769317626953125,37.7607421875,4.0,32.0,Red
7.0,57.769317626953125,37.7607421875,3.0,30.0,Blue
40.350341796875,53.091796875,35.748046875,4.0,31.0,Red
1.0,30.5,21.2265625,0.0,30.0,Red
5.215911865234375,14.16180419921875,7.577880859375,2.0,29.0,Red
21.203125,57.769317626953125,32.65625,3.0,32.0,Red
11.0,30.0,21.0,1.0,33.0,Red
38.0625,42.10546875,27.375,3.0,31.0,Blue
45.5,30.1787109375,14.8193359375,3.0,28.0,Draw
39.625,57.769317626953125,37.7607421875,2.0,27.0,Red
25.6875,2.25,0.5,0.0,26.0,Red
16.71309494972229,45.5,35.5,1.0,29.0,Blue
45.5,57.769317626953125,33.57421875,3.0,31.0,Red
15.25,41.25006103515625,27.270172119140625,5.0,35.0,Blue
8.0,41.6640625,16.5,0.0,29.0,Red
30.0,45.58355712890625,33.93768310546875,5.0,29.0,Red
4.5,6.375,3.625,1.0,31.0,Red
21.25,57.769317626953125,37.7607421875,1.0,26.0,Red
12.5,32.53125,27.3046875,2.0,32.0,Red
1.0,46.625,37.7607421875,2.0,31.0,Red
18.625,32.985107421875,19.70361328125,5.0,31.0,Red
30.0,57.769317626953125,35.73046875,2.0,29.0,Blue
0.0,57.769317626953125,37.7607421875,2.0,28.0,Blue
1.640625,48.875,37.7607421875,3.0,29.0,Blue
40.875,57.769317626953125,37.7607421875,5.0,35.0,Blue
34.225341796875,11.6015625,5.4375,2.0,35.0,Red
9.4921875,14.3046875,9.9700927734375,4.0,35.0,Red
17.194320678710938,32.0,29.0,0.0,26.0,Red
29.349609375,24.2265625,10.87109375,5.0,30.0,Blue
12.75,11.5625,6.5625,2.0,35.0,Red
6.98193359375,14.0,9.5,0.0,32.0,Red
18.703125,25.625,14.578125,3.0,35.0,Blue
22.5,37.875,17.625,2.0,26.0,Red
16.0625,43.5,34.25,0.0,25.0,Blue
3.0,40.140625,20.390625,5.0,29.0,Red
26.0,32.0,18.0,0.0,31.0,Blue
6.95074462890625,57.769317626953125,37.7607421875,1.0,29.0,Red
25.0,15.375,10.125,2.0,29.0,Red
8.0,30.5,17.125,0.0,23.0,Blue
11.0,57.769317626953125,37.7607421875,4.0,26.0,Blue
3.6015625,42.58203125,15.99609375,2.0,27.0,Red
17.0,48.765625,24.578125,3.0,28.0,Red
45.5,53.75,37.7607421875,1.0,34.0,Blue
20.734375,34.37890625,19.36328125,4.0,35.0,Red
4.0,57.769317626953125,37.7607421875,1.0,29.0,Red
45.5,34.375,19.9375,1.0,33.0,Draw
14.37200927734375,57.769317626953125,37.7607421875,1.0,22.0,Blue
21.9375,46.0,25.0,1.0,29.0,Blue
21.16925048828125,24.9375,12.6995849609375,0.0,26.0,Red
19.0,14.29296875,9.287109375,5.0,31.0,Red
45.5,27.625,10.0,0.0,21.0,Red
4.46875,38.59375,22.125,0.0,25.0,Red
38.28125,56.5,33.0,0.0,25.0,Red
1.125,5.5,2.5,0.0,31.0,Red
33.33052070438862,17.0,9.0,0.0,27.0,Red
14.660552978515623,28.5751953125,17.0,0.0,29.0,Blue
10.0,57.769317626953125,37.7607421875,1.0,33.0,Red
7.0,8.0,3.5,1.0,26.0,Blue
31.5,20.5,11.5,2.0,31.0,Blue
22.9530029296875,57.769317626953125,37.7607421875,1.0,34.0,Red
19.53125,40.28125,18.41796875,1.0,29.0,Red
4.5,15.234375,10.015625,2.0,27.0,Red
14.0,19.0,8.0,2.0,25.0,Blue
21.3125,23.5625,17.3125,1.0,28.0,Red
17.0,21.5,7.75,3.0,31.0,Red
45.5,41.21875,21.625,5.0,32.0,Red
7.0,16.75,5.75,1.0,27.0,Red
14.0,23.3125,15.875,0.0,25.0,Red
45.5,33.32568359375,19.24609375,5.0,33.0,Blue
0.5,17.125,5.875,2.0,25.0,Red
13.27490234375,39.0,22.75,0.0,29.0,Red
28.25,27.75390625,18.15625,0.0,31.0,Red
43.25,31.625,14.6875,2.0,35.0,Blue
12.5,49.75,32.25,3.0,30.0,Red
27.9375,34.5,23.5,0.0,26.0,Red
20.76171875,17.0,10.0,1.0,25.0,Red
10.0,19.75,14.875,0.0,27.0,Red
8.0,17.8125,10.96875,4.0,27.0,Red
6.0,33.0,23.0,1.0,30.0,Blue
15.0,52.5,37.7607421875,1.0,21.0,Red
17.0,27.0,21.0,1.0,32.0,Blue
31.578125,9.09375,7.40625,1.0,32.0,Red
41.875,50.0,34.0,3.0,25.0,Blue
24.3125,14.8271484375,8.04443359375,2.0,33.0,Red
41.056640625,57.769317626953125,37.7607421875,2.0,31.0,Blue
45.5,41.046875,26.0625,5.0,33.0,Red
12.0,26.0,13.25,1.0,29.0,Blue
23.01091384887696,8.546287059783936,4.829809665679932,5.0,35.0,Red
2.9375,57.769317626953125,37.7607421875,5.0,33.0,Blue
9.0,35.5,13.0,0.0,21.0,Red
2.5,26.518310546875,21.2716064453125,4.0,32.0,Red
26.09375,17.5,14.5,0.0,21.0,Red
14.46875,23.875,11.96875,2.0,35.0,Red
0.0,2.5,1.25,1.0,31.0,Red
34.390625,37.44999313354492,25.37615203857422,5.0,34.0,Red
30.53631591796875,25.625,18.1875,0.0,26.0,Red
20.56640625,33.296875,22.40625,5.0,33.0,Red
2.1875,3.837890625,2.6328125,2.0,35.0,Red
9.125,31.0,23.0,0.0,32.0,Blue
24.75,26.0,12.0,2.0,30.0,Draw
15.35400390625,57.769317626953125,37.7607421875,3.0,28.0,Red
13.0,23.5,18.5,0.0,24.0,Red
38.328125,16.75,9.375,2.0,28.0,Blue
4.125,24.25,18.25,0.0,24.0,Red
18.686004638671875,39.69140625,26.984375,2.0,35.0,Red
14.18359375,53.88551330566406,37.7607421875,5.0,35.0,Red
7.125,22.0,9.5,1.0,35.0,Blue
4.0,21.875,11.5,2.0,29.0,Blue
18.35791015625,57.769317626953125,37.7607421875,2.0,33.0,Red
39.3125,20.5,19.0,0.0,26.0,Red
12.25,21.875,10.375,2.0,28.0,Red
12.0,17.05572509765625,8.813095092773438,5.0,35.0,Blue
12.875,28.6875,14.4375,3.0,27.0,Red
13.0,46.515625,29.015625,2.0,30.0,Red
26.5625,25.0,15.25,0.0,27.0,Red
10.5,19.0,11.0,0.0,24.0,Red
22.878707885742188,31.7421875,21.865234375,2.0,35.0,Blue
10.34375,50.65625,37.109375,4.0,32.0,Red
1.75,1.0,0.0,0.0,25.0,Red
22.199432373046875,26.574510097503666,15.87691354751587,5.0,35.0,Blue
10.4423828125,51.10400390625,18.7882080078125,5.0,29.0,Red
5.626953125,9.45654296875,3.2730712890625,4.0,28.0,Blue
9.25,47.46484375,32.0625,0.0,33.0,Red
45.5,34.1328125,14.7890625,4.0,35.0,Red
8.75,28.40625,16.75,4.0,34.0,Red
38.0,47.5,16.5,1.0,26.0,Red
31.026652336120605,24.1328125,16.921875,2.0,33.0,Red
0.0,1.859375,1.171875,0.0,28.0,Red
35.0,7.203125,1.30078125,2.0,29.0,Red
6.125,19.5,11.0,0.0,24.0,Red
27.25,13.6728515625,10.49609375,3.0,35.0,Red
31.138397216796875,34.25390625,19.634765625,3.0,23.0,Red
0.0,54.03289794921875,37.7607421875,5.0,34.0,Blue
13.109375,18.453125,11.9375,2.0,34.0,Red
15.375,57.769317626953125,37.7607421875,1.0,22.0,Blue
25.200340270996094,45.75,31.5,1.0,26.0,Red
44.75,28.0,22.5,1.0,35.0,Blue
45.5,57.769317626953125,37.7607421875,2.0,29.0,Red
6.75,42.0,34.0,0.0,26.0,Red
29.46323013305664,30.8828125,18.6796875,1.0,29.0,Red
4.0,17.0,2.0,0.0,28.0,Red
14.5,37.0,28.0,0.0,27.0,Red
34.875,26.5,20.5,1.0,30.0,Blue
33.15625,35.0,19.1328125,5.0,27.0,Blue
16.3125,24.9375,12.65625,3.0,25.0,Blue
24.1953125,57.769317626953125,37.7607421875,5.0,35.0,Red
1.0,21.6328125,9.5625,4.0,34.0,Red
34.5,28.453125,14.8125,4.0,31.0,Blue
18.220703125,28.0,15.6875,1.0,32.0,Blue
11.89362335205078,11.75,8.75,0.0,27.0,Draw
4.30657958984375,47.7578125,31.671875,1.0,35.0,Red
8.0,18.0,8.125,2.0,28.0,Red
4.75,32.2694091796875,22.53449249267578,5.0,35.0,Red
39.630859375,44.5863082408905,31.01750019192696,5.0,34.0,Red
4.7890625,41.15625,15.78125,4.0,32.0,Red
5.5,30.9375,24.6875,1.0,23.0,Red
23.523193359375,12.640625,7.0,0.0,26.0,Blue
45.5,35.75,18.875,4.0,33.0,Red
6.5078125,24.75,19.875,0.0,33.0,Red
37.75,29.75,12.0,1.0,24.0,Red
24.0,32.5,19.75,1.0,26.0,Blue
15.0,28.125,16.625,3.0,31.0,Red
7.0,44.5,18.0,0.0,20.0,Red
40.640625,38.0,29.0,1.0,30.0,Blue
12.6474609375,12.6875,4.0,0.0,28.0,Blue
3.5,32.328125,29.15625,3.0,30.0,Blue
45.5,20.25,8.8125,0.0,25.0,Red
33.33052070438862,32.75,17.75,2.0,27.0,Blue
13.375,30.29736328125,14.558349609375,2.0,35.0,Blue
11.0,32.75,23.875,1.0,31.0,Blue
12.0,57.769317626953125,37.7607421875,1.0,27.0,Blue
2.0,3.0,2.5,0.0,29.0,Red
16.75,19.4375,14.0,3.0,22.0,Red
19.492233276367188,11.25,4.4375,0.0,30.0,Red
39.875,41.0,10.0,0.0,20.0,Red
17.25,20.125,15.25,1.0,29.0,Red
12.0625,49.0,16.0,0.0,29.0,Blue
22.0,33.0,7.0,0.0,26.0,Red
6.0,17.75,8.625,1.0,22.0,Red
45.5,27.2734375,15.80859375,3.0,35.0,Red
45.5,19.0,8.0,1.0,29.0,Red
14.420166015625,37.25,25.15625,3.0,35.0,Red
45.5,34.7236328125,16.0390625,4.0,31.0,Red
27.087310791015625,57.769317626953125,37.7607421875,4.0,32.0,Red
20.25,20.5,18.5,0.0,28.0,Red
37.0,36.890625,22.65234375,4.0,26.0,Blue
38.0,19.5,7.0,1.0,31.0,Blue
23.273290157318115,6.0,4.75,2.0,32.0,Blue
9.5625,57.769317626953125,36.0,1.0,32.0,Blue
10.88671875,22.796875,7.421875,2.0,30.0,Red
23.1796875,28.189453125,19.56640625,4.0,31.0,Red
2.5,27.0,25.0,1.0,29.0,Red
31.875,33.0,20.0,1.0,28.0,Red
22.878707885742188,41.625,29.6875,4.0,25.0,Blue
9.0,31.71875,18.34375,3.0,34.0,Blue
25.5,22.0,13.0,1.0,26.0,Red
5.25,29.0,20.0,0.0,30.0,Red
33.75,19.726123809814453,13.556507110595703,5.0,31.0,Blue
45.5,37.5,23.5,0.0,31.0,Red
14.0,24.625,20.125,1.0,34.0,Blue
12.0,44.0,33.25,2.0,35.0,Blue
10.0,20.46875,12.1875,3.0,25.0,Red
1.0,57.769317626953125,37.7607421875,0.0,25.0,Red
27.25,54.0,37.7607421875,0.0,28.0,Red
45.5,57.769317626953125,28.015625,2.0,32.0,Red
