R_avg_opp_DISTANCE_landed,R_age,R_avg_opp_SIG_STR_pct,B_avg_DISTANCE_landed,R_avg_opp_CLINCH_att,B_avg_opp_LEG_landed,B_avg_BODY_landed,B_avg_opp_BODY_landed,B_avg_GROUND_att,R_avg_opp_HEAD_landed,B_avg_opp_CTRL_time(seconds),R_avg_GROUND_landed,R_avg_opp_BODY_att,R_avg_CLINCH_att,R_avg_HEAD_landed,B_avg_CLINCH_att,B_age,R_avg_TD_landed,B_avg_BODY_att,R_avg_TOTAL_STR_landed,Winner
47.9375,25.0,0.391875,17.120849609375,1.9375,5.6180419921875,4.09912109375,6.725830078125,3.0118408203125,27.8125,60.860595703125,2.625,12.8125,5.1875,32.1875,4.4005126953125,34.0,1.5,8.15869140625,70.6875,Red
62.637451171875,30.0,0.4424855041503907,47.1485561132431,6.9897308349609375,4.139303207397461,16.140729188919067,4.840515732765198,0.7777547836303711,45.81801986694336,267.3631545305252,2.095420837402344,16.170833587646484,0.9974708557128906,18.373455047607425,11.61918318271637,39.0,0.5634994506835938,20.06584668159485,31.26257705688477,Blue
20.5,26.0,0.25,18.375,21.5,9.0,5.375,10.5,6.875,21.0,49.125,3.0,16.0,12.0,32.5,9.625,29.0,4.5,5.625,49.5,Red
33.8125,32.0,0.420625,16.5,4.125,3.5,1.5,5.0,10.5,18.375,257.5,8.8125,15.5625,5.875,15.5625,8.0,30.0,1.1875,3.5,54.3125,Red
21.46728515625,33.0,0.420595703125,10.75,28.087890625,1.5,0.75,1.75,6.0,27.14892578125,271.0,8.8349609375,3.9111328125,34.84228515625,29.2548828125,7.25,31.0,1.50537109375,0.75,71.28369140625,Red
0.0,33.0,0.0,19.03125,0.0,1.953125,8.0,4.125,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,8.5,3.0,Red
7.0,22.0,0.53,26.5,0.0,12.0,1.25,2.5,15.5,7.0,257.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,3.0,1.0,Red
46.265625,25.0,0.42015625,12.0,14.609375,1.0,0.0,3.6875,2.25,48.28125,26.1519775390625,12.765625,14.234375,11.40625,28.484375,1.5,23.0,1.703125,3.5859375,67.015625,Blue
24.0,36.0,0.3825,22.0,3.25,10.0,5.0,7.0,0.0,20.5,2.0,7.5,1.25,6.0,25.0,22.0,30.0,1.5,6.0,44.0,Blue
13.0,26.0,0.31,47.0,0.0,3.0,4.0,10.0,6.0,9.0,13.0,0.0,3.0,1.0,4.0,13.0,26.0,1.0,13.0,10.0,Red
12.0,27.0,0.4825,8.25,9.0,1.5,1.5,0.5,1.5,16.75,69.5,2.25,8.0,11.75,9.25,2.75,28.0,0.0,2.0,43.5,Red
125.875,33.0,0.4125,47.5,19.5,6.75,15.25,6.5,17.25,67.375,13.25,3.375,44.625,14.125,61.5,26.5,30.0,1.0,22.25,106.0,Blue
36.1875,36.0,0.4493749999999999,10.0,15.125,2.0,0.0,1.0,1.0,36.3125,5.0,3.5,14.0,18.4375,29.6875,1.0,33.0,1.125,1.0,71.6875,Blue
70.60980224609375,29.0,0.5001785278320312,9.46875,9.32049560546875,1.28125,1.1875,2.90625,5.21875,52.70123291015625,54.09375,3.662322998046875,18.2467041015625,7.311492919921875,24.29046630859375,3.34375,25.0,1.50830078125,2.8125,79.2010498046875,Red
4.0,32.0,0.33,33.875,0.0,3.5,4.75,7.5,28.24114990234375,4.0,344.0,5.0,0.0,4.0,10.0,7.75,29.0,0.0,7.5,18.0,Blue
43.0,24.0,0.5390625,15.109375,4.0,6.1875,8.0,13.0,9.5,38.9375,323.25,3.0,3.5,3.0,29.0,12.5,31.0,2.0,9.29046630859375,37.25,Red
18.0,32.0,0.65,20.0,1.0,1.0,9.0,13.0,0.0,13.0,528.0,0.0,7.0,1.0,3.0,15.0,27.0,0.0,13.0,10.0,Red
26.0,27.0,0.4,34.83203125,3.5,13.619140625,14.79296875,8.962890625,1.8359375,15.0,75.25,0.5,10.0,8.0,13.5,8.3046875,35.0,0.0,21.962890625,33.0,Red
11.15625,27.0,0.3928125,12.0,11.0,1.0,12.0,1.0,18.0,11.5,88.0,6.0625,8.41796875,5.828125,11.75,41.0,30.0,0.625,21.0,45.68215662240982,Blue
22.04444408416748,30.0,0.3336329174041748,27.8125,3.742853164672852,7.5,13.0625,9.875,5.625,19.240612030029297,200.4375,4.109945297241211,11.648079872131348,5.892890930175781,15.938002586364746,14.1875,30.0,1.0864572525024414,25.375,32.03286266326904,Red
31.75665283203125,31.0,0.3963818359375,0.943359375,5.1707763671875,0.421875,2.9931640625,3.0166015625,3.1318359375,34.99114990234375,88.375,23.6895751953125,2.572998046875,4.016357421875,40.58126831054688,5.3349609375,42.0,2.91082763671875,3.1650390625,99.60147094726562,Red
7.091796875,37.0,0.4921484375,15.44140625,8.814453125,0.2724609375,9.48388671875,1.89453125,6.6025390625,8.228515625,80.55908203125,3.845703125,6.9453125,6.119140625,8.560546875,4.60546875,28.0,0.48828125,12.43310546875,22.513671875,Red
48.466064453125,29.0,0.3257177734374999,16.656320571899414,3.27734375,16.570308685302734,3.74334716796875,6.073545455932617,0.422943115234375,34.047607421875,325.10680389404297,0.786865234375,19.36669921875,5.272705078125,28.391845703125,10.173175811767578,30.0,0.438720703125,7.374971389770508,65.484619140625,Blue
30.015625,30.0,0.395,26.0,8.0,8.0,5.0,2.0,2.0,38.0,195.0,6.5,7.015625,3.46875,15.34375,2.0,27.0,1.5,21.0,56.5,Draw
7.375,34.0,0.398125,71.0,1.9375,11.0,6.0,15.0,10.0,3.0,19.0,3.0,1.8125,3.75,12.0,5.0,27.0,0.875,7.0,25.9375,Red
1.0,29.0,1.0,27.412109375,0.0,3.0,2.0,7.375,0.25,0.0,128.0,5.0,1.0,0.0,4.0,2.0,24.0,1.0,3.5625,16.0,Red
20.0,28.0,0.23,14.8125,1.0,9.125,10.0,4.5,10.86572265625,15.0,414.0,3.0,7.0,0.0,53.0,8.0,28.0,1.0,13.5,70.0,Blue
12.75,31.0,0.3775,21.25,11.0,6.0,3.75,8.75,5.5,6.25,83.25,0.25,13.5,14.75,27.5,2.5,21.0,0.0,5.0,117.0,Blue
16.515625,27.0,0.29,11.625,1.0,2.41796875,8.0,7.4453125,20.0,12.375,45.0,1.6875,4.0,3.0,30.25,11.0,33.0,1.0625,9.0,41.5,Red
33.0,28.0,0.3,50.0,11.0,6.0,8.0,18.0,9.0,15.0,353.0,3.0,17.0,14.0,60.0,18.0,30.0,0.0,8.0,87.0,Red
11.212890625,24.0,0.314296875,20.9521484375,4.419921875,7.6136474609375,4.01611328125,10.8843994140625,23.867431640625,6.09375,89.260498046875,9.548828125,5.017578125,10.9375,14.912109375,21.549560546875,32.0,1.587890625,6.6617431640625,47.921875,Red
6.6875,34.0,0.4640625,9.5,2.96875,1.5,1.5,2.5,3.0,7.5,23.0,9.5,1.90625,2.875,17.0,10.0,27.0,0.9375,2.0,28.96875,Red
23.4375,28.0,0.368125,26.521484375,11.890625,4.072021484375,8.3284912109375,5.647705078125,8.8516845703125,23.671875,63.9794921875,0.90625,17.15625,2.75,13.265625,1.550537109375,33.0,1.375,13.1685791015625,41.28125,Red
29.0,26.0,0.56,1.0,27.0,0.0,1.0,0.0,2.0,33.0,297.0,1.0,23.0,35.0,45.0,1.0,32.0,0.0,1.0,90.0,Red
34.0625,23.0,0.4649999999999999,18.25,3.0,6.453125,18.623046875,17.0,23.40625,24.57220458984375,106.3037109375,1.0,12.609375,3.0,34.5,11.10205078125,28.0,0.75,21.5,51.25,Red
6.390625,25.0,0.5940624999999999,4.1875,2.90625,4.25,5.5625,9.25,18.5,8.609375,245.6875,28.03125,3.765625,1.703125,31.625,4.5625,23.0,1.671875,6.4375,58.453125,Blue
19.005117372144014,36.0,0.4484884222364053,21.46875,4.11713237449294,2.765625,10.640625,5.125,13.015625,20.704220501240343,197.5625,1.3932303741457872,2.739975892647635,3.596045144717209,9.000398290692829,12.078125,37.0,0.1573848389671184,16.546875,22.620238774223253,Blue
28.5625,28.0,0.6950000000000001,13.0,1.90625,2.0,2.0,1.0,8.0,24.5703125,721.0,3.03125,18.5,1.0,10.2216796875,0.0,34.0,0.75,3.0,37.5,Red
12.5,31.0,0.275,15.40625,9.5,4.0,7.25,8.6796875,26.0,8.5,124.5,5.5,9.5,15.5,28.0,1.0,26.0,2.0,11.25,52.5,Red
8.03125,27.0,0.4334375,19.0,3.58984375,1.5866851806640625,11.71875,4.0,16.125,7.84375,71.755126953125,1.69921875,3.54296875,4.5546875,6.8359375,11.0,38.0,0.75390625,19.125,23.546875,Red
6.170932292938232,29.0,0.4333227968215942,58.125,1.1584296226501465,7.125,12.625,18.0625,0.5625,5.9069366455078125,29.5,0.7996931076049805,3.9939794540405273,1.1994032859802246,4.598031520843506,4.5625,29.0,1.257014274597168,22.6875,11.311891078948976,Red
41.375,32.0,0.365625,31.53125,6.328125,4.875,7.34375,10.15625,5.4375,38.609375,78.78125,1.0,21.515625,1.015625,34.875,2.3125,28.0,0.515625,9.8125,47.890625,Blue
1.0,34.0,0.41,4.0,0.0,1.0,3.0,0.0,54.0,6.5,8.0,2.0,0.0,0.0,2.0,2.0,24.0,0.5,3.0,4.0,Blue
11.375,23.0,0.399375,13.0,6.4375,1.0,14.0,4.0,37.0,14.125,246.0,25.75,6.5625,6.75,36.1875,15.0,24.0,7.0625,15.0,85.375,Red
23.5,35.0,0.3399999999999999,24.25,2.5,9.375,10.5,2.5,8.375,20.75,84.0,8.25,6.75,8.5,23.0,9.5,37.0,3.0,13.125,66.5,Blue
3.625,25.0,0.216875,1.25,0.5625,0.75,3.0,2.0,9.0,6.0625,9.0,4.5,1.125,1.0,6.375,2.75,28.0,1.3125,3.25,19.625,Red
39.8125,29.0,0.484375,16.875,1.5,3.9375,6.15625,3.84375,10.78125,24.25,155.15625,0.4375,15.0,1.125,31.25,1.59375,34.0,0.1875,8.65625,39.125,Red
7.132024765014648,37.0,0.3493766403198242,40.0,5.175128936767578,26.0,5.0,11.0,0.0,8.723608016967773,48.0,7.543422698974609,4.581937789916992,0.6484222412109375,9.763822555541992,12.0,34.0,3.276470184326172,8.0,36.73124694824219,Blue
30.625,39.0,0.4825,17.483108520507812,9.1875,5.2740478515625,2.157257080078125,3.2654266357421875,2.8516845703125,28.8125,361.0324401855469,18.8125,13.125,5.9375,34.0,4.72222900390625,30.0,1.3125,2.864044189453125,63.375,Red
20.890625,24.0,0.3675,3.0,2.25,3.0,0.0,1.0,9.0,13.5,85.0,17.53125,9.0,4.5,50.709075927734375,2.0,25.0,4.0,1.0,81.76953125,Red
77.9072265625,32.0,0.362841796875,16.2119140625,14.29296875,4.14453125,2.1455078125,5.6328125,3.3818359375,62.02734375,5.134765625,2.9638671875,12.6328125,8.0546875,80.470703125,2.650390625,29.0,0.1943359375,4.044921875,103.28125,Red
1.25,28.0,0.595,19.0,1.5,8.221397399902344,10.625,12.0,34.125,4.75,90.0,0.0,1.75,2.25,1.5,16.71875,30.0,0.0,12.0,7.0,Red
12.5,28.0,0.755,3.5302734375,4.5,2.27197265625,1.13671875,1.40576171875,1.7578125,21.0,160.21484375,0.5,1.0,4.0,11.5,2.77001953125,33.0,1.5,1.34130859375,15.5,Red
3.0,33.0,0.54,25.734375,9.0,2.0,1.0,8.148269653320312,6.25,11.0,463.0,12.0,6.0,6.0,17.0,11.0,27.0,1.0,1.0,128.0,Red
31.46875,32.0,0.4594140624999999,44.5,5.9482421875,6.875,24.375,16.5,1.75,25.197265625,229.375,4.125,11.419921875,8.80078125,27.9501953125,30.625,33.0,2.171875,31.625,74.6181640625,Red
20.734375,35.0,0.24140625,37.1953125,3.92578125,4.34375,11.46875,6.34375,6.5,14.734375,94.65625,1.41796875,4.87109375,2.5859375,12.6796875,7.0234375,28.0,0.58203125,16.890625,21.81640625,Blue
10.0,25.0,0.295,6.0,15.5,0.0,2.0,2.0,4.0,9.5,46.0,10.5,14.5,4.5,19.5,9.0,26.0,1.5,2.0,31.5,Red
17.0625,36.0,0.525625,9.21875,20.9375,6.171875,7.375,17.0,11.8125,25.875,197.0,1.75,18.5,13.1875,19.5625,9.0,25.0,1.5625,8.875,56.9375,Draw
27.9375,29.0,0.42,13.109375,1.0,1.5,2.0,5.25,3.0,17.125,98.03125,1.5625,6.3125,2.875,22.875,0.875,36.0,0.0625,4.0,30.75,Blue
1.0,26.0,0.625,12.85345458984375,0.0,12.76953125,2.796875,9.0,35.5,1.0,152.66015625,24.5,0.0,3.0,28.0,12.0,29.0,0.5,3.5,70.5,Red
6.75,39.0,0.6025,5.0,9.25,2.0,2.375,3.375,6.375,15.75,30.375,3.0,3.5,3.75,7.25,2.875,26.0,2.25,2.625,42.75,Red
51.125,26.0,0.32875,17.625,4.625,3.5,3.375,4.875,4.25,34.375,41.625,0.875,20.125,4.875,50.625,1.25,22.0,0.75,4.5,91.5,Red
9.75,24.0,0.365,5.84375,3.375,2.15625,2.21875,2.46875,39.3125,11.0,51.15625,14.5,0.75,3.0,17.25,3.375,23.0,2.25,2.96875,37.0,Red
20.046875,31.0,0.37734375,33.4375,6.34375,4.5,6.1875,6.625,0.1875,19.453125,153.75,3.625,7.046875,9.34375,22.546875,4.625,29.0,1.0625,11.625,53.21875,Red
20.625,32.0,0.5390625,56.5,0.0,7.5,4.0,14.5,0.0,12.0,72.5,4.375,3.9296875,8.0,15.0,20.5,25.0,2.0298566818237305,5.5,31.25,Red
12.75,25.0,0.4125,8.0,1.9375,2.0,5.0,5.0,4.0,11.0,77.09521484375,3.0,11.596717834472656,5.0,19.765625,5.8564453125,24.0,1.5,4.84375,27.1875,Red
27.2216796875,26.0,0.3586816406249999,65.802734375,7.5,11.9755859375,21.5185546875,12.4248046875,1.474609375,23.0,92.994140625,7.875,11.75,9.9091796875,40.0,13.6015625,34.0,1.0,26.8720703125,53.0,Blue
28.0,25.0,0.34,11.0,1.0,1.0,2.0,2.0,1.0,28.0,4.0,0.0,11.0,4.0,19.0,6.0,33.0,1.0,6.0,43.0,Blue
4.0,29.0,0.22,22.25,0.0,2.0,3.2509100437164307,13.0,24.0,2.0,0.0,0.0,1.0,0.0,3.0,22.0,33.0,0.0,7.0,9.0,Red
5.125,33.0,0.5903125,14.5,4.0625,3.0,5.0625,8.841552734375,5.0,7.53125,37.0,17.09375,31.21875,19.0,17.34375,4.625,34.0,2.78125,6.0,86.625,Red
4.75,28.0,0.353125,7.875,1.90625,2.0,0.25,1.0,5.75,13.3984375,0.0,0.0,3.03125,0.65625,2.5,0.875,34.0,0.0,0.25,28.5625,Red
35.90625,29.0,0.3921875,37.5,1.75,9.5,5.5,6.0,0.0,22.125,147.5,13.71875,17.5,3.5625,36.625,2.0,35.0,0.09375,7.5,48.5625,Blue
27.0,35.0,0.4349999999999999,10.25,12.0,4.75,2.0,10.25,0.0,24.25,51.25,8.25,10.25,3.5,19.0,5.0,25.0,1.25,2.5,54.0,Red
26.5625,27.0,0.23875,13.875,5.9375,2.5,7.125,3.875,13.125,16.4375,125.5,4.5,13.125,1.625,35.875,4.75,31.0,2.8125,8.25,54.6875,Red
17.396240234375,26.0,0.65,15.25,2.0,5.5,1.5,6.5,14.0,12.0,265.0,1.8675537109375,3.3818359375,0.75,13.8419189453125,4.0,34.0,3.0,3.25,21.0,Blue
15.75,32.0,0.4175,16.3984375,2.25,5.7734375,12.9296875,8.6953125,11.453125,20.0,322.75,0.75,4.0,4.0,11.25,15.2734375,31.0,0.5,20.3515625,23.5,Blue
0.0,27.0,0.1,2.734375,0.0,0.03125,1.859375,4.90625,8.875,1.0,33.828125,0.0,1.0,1.0,2.0,1.0625,26.0,0.0,2.140625,19.0,Red
39.65625,29.0,0.495625,6.8125,3.0,3.5,2.75,1.5,16.75,40.1875,517.0,5.5,5.34375,5.3125,26.3125,8.5,31.0,0.53125,3.5546875,78.625,Blue
37.263160705566406,34.0,0.3123611450195312,20.328125,3.3308868408203125,2.6181640625,1.8447265625,10.1865234375,15.396484375,29.824722290039062,10.94140625,26.61102294921875,12.189163208007812,16.109207153320312,53.888404846191406,4.384765625,30.0,4.893035888671875,2.943359375,141.58435821533203,Red
0.0,23.0,0.5,15.25,1.0,2.0,5.25,5.875,15.125,1.0,15.0,12.0,1.0,2.0,13.0,9.5,33.0,1.0,5.625,14.0,Red
10.0,33.0,0.29,11.375,0.0,1.875,5.625,1.75,5.125,3.0,214.375,0.0,0.0,0.0,26.0,5.0,33.0,0.0,7.375,36.0,Red
5.875,28.0,0.25390625,8.1875,2.984375,2.5,2.953125,2.21875,0.953125,7.671875,10.546875,11.234375,2.953125,2.84375,27.203125,9.140625,29.0,0.578125,4.0,43.796875,Red
10.4375,33.0,0.3759375,9.84375,8.640625,5.607421875,7.158203125,2.083984375,25.244140625,8.453125,34.3046875,4.015625,8.1875,20.9375,14.390625,4.287109375,33.0,0.5,9.2578125,31.828125,Red
36.0,26.0,0.29,16.0,25.0,0.5,9.0,5.0,1.5,31.0,150.0,0.0,26.0,13.0,50.0,11.0,25.0,4.0,11.5,97.0,Red
24.08888816833496,30.0,0.4172658348083496,58.31640625,6.485706329345703,1.70703125,14.0625,1.08203125,5.68359375,26.4812240600586,205.63671875,8.219890594482422,11.296159744262695,6.7857818603515625,21.87600517272949,11.36328125,27.0,2.172914505004883,22.5546875,47.065725326538086,Blue
18.3125,29.0,0.3503125,32.546875,2.6875,9.0,8.578125,6.03125,4.5,8.828125,226.796875,18.328125,9.28125,3.28125,30.0,5.328125,30.0,5.03125,14.28125,61.046875,Red
9.560148619115353,37.0,0.413301116079092,4.7763671875,8.688294868916273,2.24462890625,3.21142578125,2.7216796875,7.4892578125,17.63188073039055,64.27294921875,30.83062733709812,2.905848287045956,6.202804982662201,29.447083450853825,2.3193359375,31.0,2.77065197378397,3.47900390625,55.987674206495285,Blue
13.0625,27.0,0.246875,16.0,6.1796875,1.0,4.5,0.5,1.5,13.6875,97.0,2.3984375,5.0859375,9.109375,12.671875,2.5,21.0,0.5078125,8.5,41.09375,Red
37.0,26.0,0.385,20.0,9.5,5.0,1.0,1.0,5.0,33.5,0.0,15.0,18.0,13.0,52.5,11.0,33.0,4.5,2.0,99.5,Red
23.25,21.0,0.40125,23.0,1.0,1.75,1.5,9.5,0.0,17.6875,142.0,5.0355224609375,7.984375,2.12646484375,15.0625,2.627044677734375,23.0,2.71875,4.7890625,49.75,Red
32.02922058105469,37.0,0.4443672180175781,33.5,2.179351806640625,7.25,25.75,9.0,18.125,22.638477325439453,105.125,18.96490478515625,6.602092742919922,2.016185760498047,25.620059967041016,24.375,31.0,2.445384979248047,36.375,79.31604766845703,Red
35.73007392883301,36.0,0.5216202592849731,11.875832885503767,2.5765082836151123,2.517935067415237,5.649416834115982,1.770991861820221,7.656518131494522,32.47669339179993,21.2516585290432,1.4616293907165527,7.006306171417236,7.103983402252197,26.612632513046265,1.6224398612976074,35.0,0.135308027267456,7.6261803805828094,47.59218215942383,Red
35.0,30.0,0.4755926513671875,0.0,2.0,1.0,1.0,0.0,0.0,15.0,3.0,26.75,37.0,9.1875,26.63720703125,1.0,24.0,0.5625,1.0,43.0,Red
2.0,27.0,0.4,31.0,0.0,10.0,3.0,23.0,0.0,2.0,115.0,0.0,1.0,0.0,1.0,6.0,26.0,0.0,6.0,3.0,Red
24.0,28.0,0.38,23.0,1.0,1.0,10.0,6.0,11.0,16.0,5.0,9.0,9.0,4.0,13.0,4.0,26.0,0.0,10.0,60.0,Red
36.125,32.0,0.5521875,9.0,8.0625,2.0,3.0,1.0,7.0,23.34375,273.0,2.53125,24.1875,8.4375,22.4375,4.0,32.0,0.625,4.0,76.6875,Red
18.5621337890625,27.0,0.3864477539062499,49.8125,7.4210205078125,13.8125,13.0625,8.0625,2.5625,18.8936767578125,48.9375,14.9600830078125,6.009521484375,16.2991943359375,40.0745849609375,3.3125,29.0,2.2747802734375,22.6875,60.4697265625,Red
2.5,28.0,0.4399999999999999,32.0,3.0,13.0,16.0,21.0,0.0,3.5,197.0,1.0,1.0,9.5,3.5,6.0,31.0,0.0,24.0,23.0,Red
26.5,36.0,0.5,6.5,24.25,1.5,5.5,6.5,4.5,41.0,150.0,1.25,21.0,34.75,14.5,12.0,29.0,0.25,7.0,55.0,Red
7.119140625,27.0,0.20123046875,49.875,5.5703125,3.0,8.0,4.25,6.1610870361328125,7.369140625,143.24188995361328,4.48046875,3.81640625,4.966796875,14.232421875,14.0,29.0,0.939453125,8.5234375,25.970703125,Red
4.0,26.0,0.4825,7.5,3.5,2.0,3.5,9.0,11.0,13.0,202.5,5.75,5.5,10.25,13.25,7.5,29.0,1.0,6.0,55.75,Red
10.875,36.0,0.420625,29.8125,3.125,10.34375,7.875,8.375,8.59375,8.75,21.25,5.0,1.6875,3.5,8.0625,4.875,38.0,1.8125,13.78125,28.6875,Blue
18.0,23.0,0.509153823852539,38.5,10.125,5.5,4.0,8.5,10.5,16.375,85.0,3.0546875,5.5,3.4375,23.29296875,4.5,28.0,1.068359375,4.5,44.75,Red
0.0,26.0,0.0,11.125,0.0,3.28125,2.625,7.6875,1.625,0.0,117.0625,6.0,0.0,1.0,6.0,6.59375,37.0,1.0,3.0625,21.0,Blue
8.5,24.0,0.505,21.0,4.0,1.5,7.9345703125,4.3125,2.60546875,10.0,0.0,3.0,1.5,2.0,6.0,3.0,38.0,0.0,8.5625,14.0,Red
1.0,28.0,0.58875,77.65625,4.875,4.34375,8.28125,4.96875,3.59375,2.875,193.34375,44.25,3.75,4.5,39.75,7.46875,33.0,5.875,13.625,91.75,Red
3.0,21.0,0.46,31.5,4.0,5.0,9.25,11.9150390625,2.5,11.5,195.2734375,0.0,2.5,0.5,0.5,8.0,27.0,0.0,13.0,18.5,Red
9.96875,31.0,0.6415625,45.0,5.3125,5.625,6.28125,3.8125,3.25,8.9375,487.0,0.9375,3.53125,2.90625,7.21875,5.921875,27.0,0.0,7.25,13.25,Red
6.6875,38.0,0.4375,54.80078125,1.625,2.53857421875,8.02783203125,6.47216796875,3.38330078125,10.3125,160.5419921875,15.4375,2.75,1.8125,18.9375,5.951171875,34.0,1.75,11.59765625,41.125,Blue
31.0,23.0,0.3,46.0,12.0,4.0,22.0,13.0,12.0,30.0,439.0,1.0,21.0,6.0,12.0,25.0,28.0,1.0,29.0,42.0,Red
29.7890625,31.0,0.3612890625,15.0625,8.8359375,2.8125,6.84375,1.0625,5.96875,13.978515625,88.0625,6.291015625,13.16015625,5.53515625,24.5,0.84375,34.0,3.37890625,10.125,54.505859375,Red
41.375,39.0,0.295,3.0,8.0,4.5,2.5,1.5,0.0,20.75,314.0,0.0,32.875,12.5,21.875,3.0,27.0,0.5,4.0,47.375,Red
28.6875,34.0,0.41625,37.068359375,1.3125,13.109375,16.96484375,12.716796875,1.390625,27.875,110.744140625,3.875,1.9375,7.1875,19.5,18.486328125,32.0,0.0,17.62890625,52.3125,Red
37.125,30.0,0.40625,7.5,17.625,1.0,1.5,3.0,12.0,39.0,305.0,1.375,13.0,20.875,44.875,1.0,31.0,0.75,1.5,70.625,Red
27.5,27.0,0.3924999999999999,76.0,4.6875,11.0,10.384748458862305,5.25,1.25,32.4765625,473.5,4.25,22.0,15.125,12.46875,2.25,22.0,1.78662109375,12.25,49.0,Red
50.0,29.0,0.52,11.5,14.0,6.5,1.0,18.70458984375,12.0,22.0,207.1875,9.0,22.0,44.0,41.0,9.0,23.0,2.0,5.625,147.0,Blue
31.40625,27.0,0.3453125,23.125,14.71875,3.25,2.375,14.75,11.625,32.84375,59.5,19.75,10.3125,15.0625,42.84375,3.125,26.0,4.34375,2.625,84.65625,Red
4.609375,32.0,0.5327734375000001,20.671875,0.57421875,5.000244140625,9.396484375,9.25,6.0,14.34765625,32.0,0.55859375,3.703125,2.8828125,3.89453125,4.0,31.0,0.859375,15.453125,10.0078125,Red
68.439208984375,28.0,0.470714111328125,37.0,3.281982421875,2.125,6.0,8.671875,1.5,50.804931640625,109.4249267578125,0.6492919921875,18.98681640625,2.2459716796875,28.161865234375,6.0390625,29.0,1.033203125,13.5,68.80419921875,Red
19.53033447265625,33.0,0.3571417236328125,36.5,4.473876953125,19.75,8.1875,6.6875,10.1875,17.3614501953125,30.9375,1.75360107421875,6.98651123046875,4.556640625,23.47119140625,9.625,29.0,0.14501953125,12.4375,57.23974609375,Blue
24.203125,34.0,0.3621875,30.40625,3.703125,2.875,2.84375,1.71875,3.8125,18.6875,140.40625,28.484375,8.03125,2.640625,47.140625,8.3125,22.0,3.078125,3.625,103.984375,Red
15.03125,25.0,0.4409375,20.0,5.9375,8.5,9.75,7.875,4.125,18.609375,192.0,9.25,2.640625,0.78125,13.40625,12.5,31.0,1.953125,15.375,32.25,Red
38.0,26.0,0.46,7.0,1.0,6.0,3.0,10.0,0.0,18.0,244.0,0.0,18.0,0.0,11.0,9.0,30.0,0.0,7.0,65.0,Red
36.12890625,33.0,0.5302734375,22.0,14.181640625,7.0,8.0,9.0,5.0,21.990234375,428.0,2.103515625,10.4375,11.978515625,28.220703125,7.0,23.0,0.88671875,9.0,46.701171875,Blue
13.36865234375,36.0,0.3215908813476562,14.677734375,1.34259033203125,5.8125,9.9150390625,2.34375,33.34375,16.31781005859375,241.6331577301025,4.6523284912109375,3.726333618164064,3.762283325195313,10.81927490234375,6.625,28.0,0.001739501953125,12.2265625,21.11285400390625,Red
22.35546875,24.0,0.231875,12.25,6.0,0.0,1.0,8.5,4.75,15.5,123.0,3.72021484375,6.0,2.423828125,23.125,12.0,35.0,5.0,1.139892578125,51.0908203125,Red
70.0,28.0,0.48,39.0,44.0,17.0,4.0,16.0,12.0,41.0,647.0,0.0,41.0,14.0,22.0,14.0,28.0,0.0,5.0,63.0,Red
20.5,27.0,0.41625,31.0,2.625,3.25,8.0,5.5,1.5,20.125,123.5,1.5,11.875,11.25,22.75,12.25,24.0,1.375,9.0,42.625,Red
41.375,26.0,0.3575,3.0,6.125,1.0,0.0,2.0,0.0,31.625,235.0,1.25,6.375,5.875,34.875,0.0,31.0,0.25,0.0,53.375,Blue
12.6796875,28.0,0.44671875,3.0,7.8671875,0.75,2.75,2.5,3.5,12.3359375,238.0,7.625,13.46875,4.6953125,12.59375,2.5,36.0,1.09375,2.75,27.703125,Red
7.3896484375,42.0,0.519150390625,50.80096435546875,3.4814453125,9.879913330078123,15.538330078125,7.78594970703125,24.224365234375,9.4560546875,66.5357666015625,1.62109375,2.677734375,4.3271484375,4.8486328125,7.972747802734375,42.0,1.5947265625,18.12753295898437,24.8818359375,Red
7.5625,30.0,0.215625,1.0,3.8125,0.0,0.0,0.0,1.0,4.8125,209.0,4.375,1.75,4.75,9.6875,0.0,33.0,1.5,0.0,23.25,Blue
43.75,22.0,0.4825,26.5,24.75,7.125,14.0,8.5,9.0,52.75,288.0,1.0,11.75,29.0,69.0,11.0,20.0,2.0,15.0625,102.25,Red
23.4066162109375,36.0,0.559002685546875,23.3125,12.956298828125,7.9375,9.4375,14.4375,16.4375,32.8087158203125,161.6875,2.0887451171875,10.9324951171875,7.350830078125,18.656494140625,20.3125,32.0,1.9251708984375,13.0625,51.72412109375,Blue
12.896484375,28.0,0.27375,41.7421875,25.515625,5.685546875,18.13671875,11.556640625,6.466796875,9.279296875,401.591796875,5.974609375,22.173828125,56.203125,35.380859375,24.869140625,33.0,2.033203125,29.515625,115.833984375,Red
36.0,29.0,0.61,5.0,35.0,2.0,1.0,0.0,1.0,29.0,332.0,0.0,36.0,14.0,7.0,0.0,29.0,0.0,3.0,44.0,Blue
13.375,25.0,0.4875,23.5,8.875,4.0,9.875,5.5,3.0,12.375,105.0,6.5,9.875,4.375,17.25,15.625,30.0,1.375,17.25,72.625,Blue
4.0,25.0,0.2,0.5,0.0,6.0,2.5,1.0,7.5,1.0,105.25,3.0,5.0,0.0,9.0,0.25,28.0,0.0,2.75,15.0,Red
