B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_BODY_att,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_DISTANCE_att,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_losses,R_age,Winner
3.5409593240373143,2.4849066497880004,3.2604974995590204,1.9086740723504845,0.0,3.22386336637924,2.4849066497880004,4.276666119016055,3.073850052817943,4.3694478524670215,3.343579303369158,4.224978695434709,3.02253061342783,1.791759469228055,1.6094379124341003,3.713572066704308,4.023117052933733,2.9621674108818605,0.0,3.713572066704308,Red
4.930588246135523,3.9933149325021144,4.773329428969542,3.7130002569107803,2.68273239311792,4.852274374747145,3.8672871115867546,4.496418510174195,3.4620670714861883,4.777546620248648,3.7575597767625877,4.535284058523925,3.355371569456738,2.922825502745903,2.231357583705678,4.5976419195673,4.711779921046349,3.673924433165193,0.6931471805599453,3.912023005428146,Blue
4.204692619390966,3.140365146163746,4.02535169073515,2.833213344056216,1.8123787564307907,4.110873864173311,2.8456018220810164,4.182050142641207,3.448001447859958,4.528559083616251,3.5263605246161616,4.516338972281476,3.295836866004329,1.3784511836588647,0.6931471805599453,4.353498551059343,4.421601758423759,3.2188758248682006,0.0,3.9318256327243257,Blue
3.6943333047964,2.9965132185370624,3.445762362461245,2.5498113148242125,1.8609259367574527,3.284780599755919,2.2900063107871858,3.228207152297085,1.995975010656746,4.709515457914219,3.694488607527852,4.539035278184619,3.3564815667228713,2.2570514347661,1.7427865643635359,4.225975348511369,4.642033464006465,3.538318890209061,1.791759469228055,3.9889840465642745,Blue
4.324430107872787,3.4335539579256333,4.079129297262148,2.9781717597480117,2.213743206416267,4.054155607036253,3.0681097104114055,4.259438907838489,3.315915686886667,4.8444331191821846,4.104578474974332,4.508538821303256,3.6007310673372315,3.2219959522044443,2.7813393857599666,4.48863636973214,4.640929386165884,3.7932042773775043,1.0986122886681098,3.9318256327243257,Red
4.1588830833596715,3.7612001156935624,4.02535169073515,3.5553480614894135,1.791759469228055,3.258096538021482,2.1972245773362196,3.5553480614894135,2.3978952727983707,5.321140855365616,4.3493702664870915,5.176767479581957,4.107666883039771,3.1499945542964927,2.6130524724799304,5.113774594681373,5.194561465584962,4.127386369423394,1.3862943611198906,3.9318256327243257,Red
3.8918202981106265,3.1780538303479458,3.6635616461296463,2.833213344056216,2.0794415416798357,3.6375861597263857,2.8903717578961645,4.0943445622221,2.772588722239781,4.332376726030061,3.288868196688236,3.9831801997444742,2.6255739792779718,2.772588722239781,2.1102132003465894,4.452892750542514,4.311637699858135,3.2604974995590204,0.6931471805599453,3.912023005428146,Red
4.738389029774314,3.8918202981106265,4.418840607796598,3.2771447329921766,3.1354942159291497,4.51085950651685,3.4965075614664802,4.241326752570746,3.1986731175506815,4.329087249379662,3.367295829986474,4.162781723775329,3.0265039322207445,2.063693184711697,1.6817585740137264,4.343805421853684,4.172462341486053,3.140914283398489,1.0986122886681098,3.8501476017100584,Blue
4.290459441148391,3.5517702401415296,4.026467139819015,3.172831886366794,2.339399066116762,4.183956720911787,3.378014046206498,4.066887715989061,3.0881975012260847,4.634965989875536,3.798633380764378,4.470723195760553,3.5040253963697956,2.590352611014,2.2782183550351434,4.486318464255737,4.520508673743334,3.603912328547375,1.791759469228055,3.9889840465642745,Blue
3.258096538021482,1.8718021769015913,3.0204248861443626,0.9162907318741551,0.0,3.1986731175506815,1.791759469228055,2.0149030205422647,0.6931471805599453,4.727387818712341,3.5409593240373143,4.516338972281476,2.5257286443082556,2.70805020110221,1.8718021769015913,4.149069461911347,4.547276207569189,3.2865344733420154,0.0,3.871201010907891,Red
4.297285406218791,3.548179572010801,3.984343667007772,2.917770732084279,2.3513752571634776,3.6826098411003407,2.5257286443082556,2.505525936990736,1.6582280766035324,3.488902962081261,3.1675825304806504,3.2088254890146994,2.8183982582710754,1.3217558399823195,1.1786549963416462,2.463853240590168,2.583997552432231,2.0794415416798357,0.6931471805599453,3.828641396489095,Red
4.605170185988092,3.6635616461296463,3.9889840465642745,2.5649493574615367,2.302585092994046,4.356708826689592,3.295836866004329,3.9889840465642745,1.6094379124341003,3.236224463202814,2.810907586541918,2.8990148540521847,2.463853240590168,1.640209571100854,1.1977031913123406,2.5816362762465515,2.3807028722579977,1.6875556916980523,1.0986122886681098,3.8066624897703196,Blue
4.476981637774064,3.6224641729635048,4.219277899361008,3.1348146372417656,2.8197965339591637,4.271771346639327,3.2303719900066272,3.948234387390718,3.058193443177727,3.7013019741124933,3.2188758248682006,3.624340932976365,3.1570004211501135,0.6931471805599453,0.6931471805599453,2.6390573296152584,2.3513752571634776,1.0986122886681098,0.6931471805599453,3.912023005428146,Red
4.110873864173311,2.9444389791664403,3.8646693090446758,2.3978952727983707,1.791759469228055,4.104449584080295,2.833213344056216,4.2720984112375,3.1023420086122493,2.772588722239781,2.094945728215801,2.505525936990736,1.634130525024472,1.2878542883066382,1.0986122886681098,1.927891643552635,2.12525107771113,1.3217558399823195,0.0,3.8066624897703196,Red
2.0794415416798357,1.3862943611198906,2.0794415416798357,1.3862943611198906,0.0,2.0794415416798357,1.3862943611198906,2.302585092994046,1.0986122886681098,4.195320479562103,3.34109345759245,3.995904489408848,2.833213344056216,1.927891643552635,1.8123787564307907,3.6888794541139363,3.8313551023606913,2.7245795030534206,1.3862943611198906,3.9318256327243257,Red
2.8903717578961645,1.9459101490553132,2.3978952727983707,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.791759469228055,2.302585092994046,1.0986122886681098,3.751298285301321,3.0760204766070673,3.6264487854469025,2.8637723838466513,1.2874109205671542,1.0596967849825183,3.300926619457776,3.551956108603936,2.7239625571395467,2.4849066497880004,4.02535169073515,Red
3.7376696182833684,3.044522437723423,3.58351893845611,2.803360380906535,1.7047480922384253,3.5409593240373143,2.6390573296152584,3.7376696182833684,3.0204248861443626,3.402555508469455,2.401329532324907,3.2939090106208613,2.0949757758412897,0.7878801341421733,0.7216672532781384,3.1777486079910906,3.2708695574853603,2.0965670093827775,1.6094379124341003,3.9318256327243257,Red
4.700480365792417,3.8501476017100584,4.356708826689592,3.2188758248682006,3.258096538021482,4.442651256490317,3.4339872044851463,4.219507705176107,3.4965075614664802,3.3586377672433594,2.583997552432231,3.2188758248682006,2.3749057545736716,1.252762968495368,1.0986122886681098,3.8815637979434374,3.2188758248682006,2.327277705584417,1.0986122886681098,3.912023005428146,Red
4.605170185988092,4.0943445622221,4.127134385045092,3.481240089335692,3.091042453358316,3.979681653901961,3.091042453358316,3.901972669574645,3.091042453358316,4.7664383335842135,4.143134726391533,4.324132656254979,3.5115454388310208,3.5409593240373143,3.1570004211501135,4.48863636973214,4.620058798481842,3.8918202981106265,0.0,3.828641396489095,Blue
4.899936480975269,4.053414054870097,4.559453419091108,3.395975437681004,3.001962823304627,4.825058444581629,3.92259195677738,4.813200099492253,3.880919260376812,4.722953221644475,3.828641396489095,4.415824014257172,3.2676659890376327,3.1986731175506815,2.833213344056216,4.857872539543846,4.45143608604605,3.3141860046725258,0.6931471805599453,3.9512437185814275,Draw
4.290031267303271,2.8903717578961645,4.0163830207523885,2.5029716571856393,1.5212895256573955,4.204692619390966,2.7603065732481284,4.16634438291192,3.4392655879857896,3.2088254890146994,2.691243082785829,3.0204248861443626,2.3978952727983707,1.5040773967762742,1.3862943611198906,3.817712325956905,2.8622008809294686,2.1102132003465894,0.6931471805599453,3.912023005428146,Red
4.330733340286331,3.5944453552823337,4.165866243122197,3.4557195325879686,1.4759065198095778,4.1666652238017265,3.4420193761824107,3.896274648460007,2.6457314367029516,2.5004108363239657,1.6759276537029333,2.067653585927794,0.8909729238898652,0.723918839226699,0.5596157879354227,2.3057052203302892,2.3807028722579977,1.4971087274601806,0.6931471805599453,3.8918202981106265,Red
4.082844773114705,3.548572929887245,3.717245285491585,2.9644622912817606,2.653771368902254,3.569821497204004,2.72720157471207,3.749653421395429,3.0461719322138396,4.097951331253675,3.456954169875803,3.9067086160745763,3.1688255897990296,1.857102567729482,1.4745104564807825,4.193234604482972,3.7338899303102946,2.9427027894728264,1.791759469228055,3.912023005428146,Blue
4.007333185232471,3.3141860046725258,3.901972669574645,3.1135153092103742,1.791759469228055,3.7436043538031827,2.917770732084279,4.353498551059343,3.4094961844768505,3.58351893845611,3.044522437723423,3.5263605246161616,2.995732273553991,1.0986122886681098,0.6931471805599453,2.70805020110221,2.8903717578961645,1.3862943611198906,0.6931471805599453,3.7612001156935624,Blue
4.844187086458591,4.127134385045092,4.363098624788363,3.5409593240373143,2.995732273553991,4.584967478670572,3.6375861597263857,4.127134385045092,2.803360380906535,5.0530809697326085,4.170171665941046,4.702502467692916,3.331227470527377,3.6302608754873553,3.3784137530934397,4.568125229159443,4.786351770343635,3.6035002671045135,1.3862943611198906,3.8918202981106265,Blue
3.9982007016691985,3.1354942159291497,3.9415818076696905,3.044522437723423,1.252762968495368,3.676300671907076,2.5649493574615367,3.7727609380946383,2.803360380906535,3.189704447567921,2.464850084002171,2.954259025347416,2.038070079823799,1.5465646706155904,1.3403322255552548,2.607884502321488,2.7357869560738095,1.8902605753349881,1.3862943611198906,3.871201010907891,Blue
4.820281565605037,3.6635616461296463,4.394449154672439,2.302585092994046,2.9444389791664403,4.812184355372417,3.6375861597263857,4.770684624465665,3.6375861597263857,3.7612001156935624,3.1780538303479458,3.4657359027997265,2.772588722239781,2.302585092994046,1.9459101490553132,2.70805020110221,2.70805020110221,2.302585092994046,0.6931471805599453,3.912023005428146,Draw
4.319153392855371,3.6142905971228636,4.051784947803305,3.1245651453969594,2.6119063405493077,4.0754165523365815,3.1780538303479458,3.740641388672526,2.6119063405493077,4.514971918069943,3.876395827784995,4.275797686482101,3.5427692792825534,2.6996819514316934,2.3749057545736716,4.396761294430818,3.875099651323548,2.840539384148289,1.3862943611198906,3.970291913552122,Red
4.4592789632247385,3.2179378851402243,4.343805421853684,2.7764873626554385,2.5257286443082556,3.773479070980079,2.8586230595815842,3.1986731175506815,2.578679134124559,4.394449154672439,3.6635616461296463,4.174387269895637,3.332204510175204,2.4849066497880004,2.0794415416798357,4.51085950651685,4.174387269895637,3.332204510175204,0.0,3.7612001156935624,Red
4.51085950651685,3.661957796547672,4.363117673795823,3.3886185994552953,2.0794415416798357,3.9889840465642745,2.6523612952416213,3.6326397357910603,2.5257286443082556,3.2188758248682006,2.302585092994046,3.2188758248682006,2.302585092994046,0.0,0.0,3.9512437185814275,3.1354942159291497,2.302585092994046,0.6931471805599453,3.8066624897703196,Blue
4.740574822994295,4.189654742026425,4.412798293340635,3.7256934272366524,2.9444389791664403,4.204692619390966,3.3843902633457743,4.034240638152395,2.740840023925201,4.460144413937834,3.6109179126442243,4.3694478524670215,3.481240089335692,2.0794415416798357,1.6094379124341003,4.460144413937834,4.1588830833596715,3.1780538303479458,0.6931471805599453,3.970291913552122,Red
4.412798293340635,3.7495040759303713,4.127134385045092,3.1780538303479458,2.70805020110221,3.9512437185814275,2.970414465569701,3.8815637979434374,2.833213344056216,3.865979066926739,3.295836866004329,3.449987545831587,3.1489896974040343,1.8718021769015913,1.5556744644644878,3.295836866004329,3.389409425910113,2.224623551524334,0.0,3.871201010907891,Red
