preprocessing_num,r_squared,rmse
1,0.7292596941270275,4.881872371825598
2,0.7359129281044662,4.822557430950395
3,0.728137608254721,5.383321514241136
4,0.16686339984179682,2.3528527751867526e+91
5,0.6699471697200747,5.504794602804713
6,0.6914446928096186,4.86781766920342
7,0.7443717424241142,5.186853711669875
8,0.7491811839944786,4.6830201144014705
