B_Height_cms,B_Weight_lbs,B_avg_opp_CTRL_time(seconds),gender,B_avg_CLINCH_att,B_avg_opp_GROUND_landed,R_Reach_cms,B_avg_REV,B_avg_SIG_STR_pct,R_avg_SIG_STR_pct,weight_class,B_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,B_avg_LEG_landed,B_age,B_win_by_Submission,B_avg_HEAD_landed,R_avg_opp_TD_att,B_avg_LEG_att,B_avg_GROUND_att,B_Reach_cms
175.26,155.0,11.0,1,0.5,0.0,182.88,0.0,0.415,0.5015625,4,11.0,2.091796875,3.75,26.0,0.0,21.0,1.275390625,5.75,15.0,187.96
172.72,135.0,258.92535400390625,0,3.0,4.375,170.18,0.0,0.37,0.51,3,25.0,10.0,2.75,30.0,0.0,6.5,6.375,6.0625,9.0,180.34
170.18,145.0,122.75,1,9.4599609375,0.25,177.8,0.0,0.56765625,0.5700000000000001,5,27.76171875,11.639572143554688,2.5,25.0,0.0,40.46875,0.5,4.5234375,12.0,167.64
167.64,135.0,22.203125,1,2.271484375,4.40625,177.8,0.0,0.40625,0.3725,3,16.9375,15.0,11.0,25.0,0.0,25.0,3.375,12.748046875,6.8515625,182.88
177.8,170.0,112.5,1,12.5,0.5,187.96,0.0,0.4499999999999999,0.295,6,32.0,16.536739349365234,2.5,29.0,0.0,13.0,2.1875,2.5,0.0,182.88
187.96,205.0,45.5625,1,1.0,2.63916015625,190.5,0.125,0.42125,0.61,8,23.0,6.984375,4.5625,26.0,0.0,13.5,0.75,7.109375,1.8125,190.5
177.8,185.0,324.5,1,17.0,12.314453125,180.34,0.0,0.605,0.31,7,8.46484375,2.5,10.25,24.0,0.0,32.0625,0.5,11.75,2.415283203125,187.96
190.5,205.0,37.375,1,5.405029296875,6.016571044921875,190.5,0.0,0.605,0.43953125,8,12.46875,0.28125,1.0,27.0,0.0,24.5,6.3125,1.25,15.75,195.58
177.8,155.0,122.0,1,3.5,1.25,172.72,0.625,0.54,0.615,5,3.75,7.006362915039063,0.5,25.0,1.0,9.75,2.757186889648437,0.5,4.25,177.8
165.1,115.0,49.0,0,2.0,0.0,165.1,0.625,0.6,0.5549999999999999,1,2.0,6.0,2.0,27.0,0.0,7.0,0.0,2.0,1.0,160.02
187.96,185.0,324.5,1,3.861114501953125,8.286300659179688,190.5,7.62939453125e-06,0.5167084503173828,0.51046875,7,21.03327178955078,0.71875,4.265876770019531,30.0,1.0,32.426063537597656,0.578125,4.597099304199219,1.42584228515625,190.5
182.88,170.0,26.0,1,10.5,2.0,193.04,0.0,0.325,0.34328125,6,19.0,3.96875,5.5,35.0,0.0,40.46875,1.0625,7.5,7.0,193.04
193.04,185.0,174.0,1,14.5,1.0,195.58,0.0,0.5625,0.34017822265625,7,31.25,2.10693359375,11.5,29.0,0.0,40.46875,0.509765625,14.0,4.5,195.58
175.26,155.0,249.25,1,6.875,2.125,167.64,0.625,0.42,0.405,5,21.75,0.75,1.625,33.0,0.0,32.875,2.75,2.375,7.25,180.34
185.42,170.0,324.5,1,3.1875,9.6875,182.88,0.125,0.3375,0.615,6,14.9375,0.0,4.3125,32.0,0.0,9.1875,0.0,5.25,1.125,190.5
182.88,225.0,35.0,1,5.0,2.0,195.58,0.0,0.32,0.45,9,29.0,11.0,4.0,35.0,0.0,12.0,2.5,4.0,0.0,190.5
187.96,185.0,0.375,1,8.625,0.25,180.34,0.0,0.39875,0.5217968749999999,7,22.75,4.10546875,3.375,28.0,2.0,27.5,3.6328125,4.0,5.25,195.58
172.72,155.0,26.8125,1,0.5,6.5,190.5,0.0,0.35,0.5,6,22.71875,16.536739349365234,11.5,34.0,0.0,26.9873046875,0.0,14.0,0.0,167.64
180.34,170.0,324.5,1,2.625,12.314453125,182.88,0.125,0.2525,0.325,7,13.125,1.0,2.625,25.0,1.0,6.625,0.0,3.125,2.75,190.5
182.88,170.0,275.75,1,17.0,11.5,177.8,0.625,0.605,0.425,5,17.875,1.5,11.5,19.0,0.0,40.46875,6.375,14.0,14.03125,180.34
182.88,225.0,132.421875,1,1.0,5.5,195.58,0.0625324249267578,0.375,0.55,9,16.041015625,2.0,10.0,31.0,0.0,23.0,3.90625,10.0,6.0,187.96
177.8,155.0,273.59765625,1,2.359375,4.779296875,175.26,0.625,0.50720703125,0.50503662109375,4,40.48046875,0.6790771484375,3.630859375,29.0,2.0,36.783203125,6.375,3.634765625,16.599609375,182.88
172.72,145.0,110.25,1,2.5,5.5,172.72,0.0,0.3225,0.4753124999999999,4,9.0,2.75,5.75,28.0,1.0,8.75,1.21875,10.75,1.5,172.72
182.88,185.0,144.5,1,2.5,4.75,195.58,0.0,0.3175,0.47296875,7,42.1781005859375,16.536739349365234,5.0,27.0,0.0,37.25,1.3984375,6.5,4.25,185.42
190.5,225.0,65.625,1,3.125,2.625,190.5,0.5,0.605,0.431875,9,3.625,0.375,0.5,30.0,0.0,27.0,0.1171875,0.75,18.875,195.58
172.72,135.0,7.5,0,12.5,0.5,167.64,0.0,0.28,0.4765625,3,28.0,0.03125,8.5,34.0,0.0,22.0,0.09375,14.0,1.0,175.26
172.72,145.0,1.0,1,3.0,0.0,170.18,0.0,0.23,0.375,4,24.0,4.0,5.0,29.0,0.0,9.0,1.5,9.0,1.0,180.34
177.8,199.0,0.0,1,0.0,0.0,180.34000000000003,0.0,0.5,0.4841015625,7,0.0,16.536739349365234,0.0,32.0,0.0,3.0,4.330078125,0.0,6.0,180.34
185.42,205.0,206.25,1,17.0,2.0,195.58,0.0,0.435,0.6,8,12.25,5.0,11.5,29.0,0.0,12.5,0.0,13.0,5.5,187.96
177.8,155.0,0.0,1,14.0,0.0,182.88,0.0,0.605,0.3924999999999999,5,7.0,0.0,2.0,23.0,1.0,27.0,2.25,2.0,7.0,177.8
185.42,185.0,185.5,1,8.75,3.0,195.58,0.0,0.435390625,0.47,7,10.25,0.0,2.0,26.0,0.0,19.5,0.0,2.0,6.0,187.96
182.88,145.0,265.40625,0,5.0,3.0,175.26,0.5,0.5825,0.30890625,4,17.099842071533203,0.7578125,4.0,28.0,0.0,19.72487697005272,0.8984375,5.0,18.875,182.88
154.94,115.0,143.75,0,7.625,10.71875,160.02,0.5,0.3662499999999999,0.405,1,25.0,16.536739349365234,10.0,30.0,1.0,27.40625,3.84375,11.5625,11.9375,160.02
180.34,170.0,2.0,1,6.0,2.5,187.96,0.0,0.415,0.47,6,42.1781005859375,16.536739349365234,11.5,31.0,0.0,31.0,2.0,14.0,0.5,182.88
187.96,205.0,86.5,1,4.671875,8.234375,195.58,0.5625,0.515,0.5,9,21.66571044921875,7.4296875,2.0,28.0,0.0,33.0,1.287109375,2.5013427734375,17.0,195.58
177.8,170.0,14.0,1,8.0,0.0,193.04,0.0,0.59,0.22,6,1.0,5.5,2.0,21.0,1.0,8.0,1.0,2.0,7.0,182.88
190.5,170.0,189.4765625,1,8.9140625,4.7421875,177.8,0.0,0.335,0.4855998229980469,6,10.515625,1.021514892578125,3.4453125,32.0,2.0,11.8828125,5.98785400390625,4.21875,9.7421875,190.5
187.96,185.0,97.21875,1,7.5625,2.34375,187.96,0.015625,0.40890625,0.44625,7,32.140625,3.625,11.5,26.0,1.0,40.46875,4.625,14.0,0.125,190.5
180.34,155.0,255.5,1,4.0,1.0,182.88,0.0,0.605,0.5425,6,28.5390625,3.75,3.0,27.0,0.0,26.25,0.0,3.0,10.0625,185.42
182.88,155.0,2.0,1,3.0,0.0,180.34,0.0,0.28,0.385,5,26.0,1.0,3.0,35.0,0.0,3.0,3.5,5.0,0.0,185.42
180.34,185.0,83.75,1,4.75,0.75,180.34,0.0,0.605,0.2288749694824218,7,24.1875,2.384994506835937,6.25,32.0,0.0,23.625,1.8218536376953125,6.8125,13.625,182.88
177.8,155.0,288.8125,1,5.875,2.8125,180.34,0.0,0.40625,0.4702490234374999,5,26.125,1.35986328125,1.25,29.0,1.0,40.46875,4.7314453125,1.5625,4.1875,177.8
170.18,145.0,131.291015625,1,4.732421875,10.052734375,177.8,0.162109375,0.39642578125,0.53125,4,40.654296875,6.9375,1.107421875,30.0,2.0,28.16796875,0.875,1.1484375,3.119140625,185.42
195.58,205.0,46.9742431640625,1,11.697509765625,2.0662841796875,195.58,0.0,0.45219482421875,0.5891529083251953,8,39.5482177734375,0.2775344848632812,7.191162109375,31.0,2.0,40.46875,3.0816574096679688,8.30419921875,18.875,195.58
187.96,205.0,4.5,1,2.0,4.5,195.58,0.0,0.47,0.51578125,8,3.5,6.0234375,1.5,33.0,0.0,17.0,1.0859375,2.0,18.0,193.04
182.88,170.0,324.5,1,8.5,8.25,180.34,0.5,0.4125,0.411591796875,6,24.5,1.0771484375,3.0,33.0,0.0,31.75,0.666015625,6.25,14.5,190.5
180.34,170.0,33.0,1,0.0,12.314453125,187.96,0.0,0.0,0.459119873046875,6,1.0,3.3857421875,0.0,34.0,1.0,0.0,2.20782470703125,0.0,0.0,185.42
167.64,135.0,163.25,1,3.0,4.75,175.26,0.5,0.605,0.43125,3,8.0,2.5,1.0,28.0,0.0,8.75,1.125,8.0,11.125,180.34
172.72,145.0,52.0625,1,2.875,1.375,177.8,0.0625,0.31375,0.615,4,42.1781005859375,4.546630859375,1.3125,26.0,2.0,40.46875,6.375,1.8125,1.625,175.26
172.72,135.0,86.875,1,4.375,2.8125,177.8,0.28125,0.464375,0.4340624999999999,3,37.625,0.375,7.46875,35.0,0.0,28.625,3.78125,8.6875,6.03125,175.26
195.58,225.0,161.0,1,0.0,12.314453125,195.58,0.0,0.6,0.47,9,4.0,12.0,0.0,25.0,0.0,13.0,2.0,0.0,13.0,195.58
167.64,135.0,25.337890625,1,7.740234375,1.748046875,177.8,0.015625,0.327890625,0.440703125,3,36.619140625,13.01953125,6.529296875,35.0,1.0,21.716796875,0.76953125,8.462890625,5.5546875,172.72
175.26,145.0,166.4853515625,1,6.10546875,1.1494140625,182.88,0.03515625,0.403642578125,0.43322265625,5,34.728515625,16.536739349365234,11.5,25.0,0.0,16.1875,5.0,14.0,3.86328125,180.34
182.88,170.0,53.5390625,1,5.25,0.890625,182.88,0.0,0.5425,0.61484375,6,37.421875,13.7578125,11.5,35.0,0.0,28.6171875,2.09375,14.0,9.484375,185.42
175.26,145.0,48.41004180908203,1,0.727386474609375,0.1339797973632812,177.8,0.015899658203125,0.5292472076416016,0.436875,4,15.935379028320312,4.96875,6.405754089355469,28.0,0.0,18.19677734375,5.03125,11.448394775390623,5.405181884765625,180.34
187.96,170.0,110.78125,1,3.84375,1.28125,190.5,0.625,0.5265624999999999,0.4225,6,12.125,6.75,6.3125,29.0,0.0,17.09375,3.125,7.375,18.875,193.04
172.72,145.0,3.25,1,1.125,0.25,162.56,0.0,0.395,0.394375,3,18.625,7.625,4.125,22.0,1.0,20.75,6.25,6.75,6.0,170.18
175.26,145.0,156.28125,1,6.1875,3.3125,177.8,0.09375,0.3040625,0.37,4,33.84375,16.536739349365234,2.875,33.0,0.0,15.625,6.375,3.90625,1.625,182.88
165.1,125.0,324.5,1,13.1875,2.6875,180.34,0.625,0.42,0.31796875,3,24.46875,16.536739349365234,3.71417236328125,26.0,0.0,40.46875,6.375,4.0,9.375,172.72
190.5,205.0,91.0,1,5.5,3.2548828125,195.58,0.0,0.605,0.4125,8,23.5,1.0,11.5,24.0,0.0,40.46875,0.0,14.0,3.25390625,195.58
180.34,185.0,12.5,1,1.5,0.5,185.42,0.625,0.605,0.434443359375,6,2.0,8.4091796875,1.5,23.0,0.0,25.5,0.453125,2.0,18.875,193.04
172.72,155.0,179.40771484375,1,3.0693359375,12.314453125,193.04,0.01611328125,0.3104833984375,0.546923828125,5,12.62890625,4.35101318359375,1.19482421875,28.0,2.0,8.1044921875,2.0235595703125,2.9462890625,1.8056640625,180.34
182.88,185.0,26.75,1,1.14453125,0.90625,190.5,0.0,0.605,0.555048828125,8,3.375,5.283203125,1.25,27.0,1.0,4.734375,1.9619140625,1.375,2.79296875,187.96
175.26,155.0,230.0,1,1.5625,11.0,185.42,0.0625,0.42625,0.2925,5,0.75,6.142868041992188,5.0,30.0,0.0,7.0,0.75,6.0,1.0,180.34
172.72,145.0,65.18234252929688,1,2.5,3.40625,190.5,0.625,0.3,0.57,4,24.0,14.0,2.25,21.0,0.0,6.544921875,5.0,2.75,0.0,177.8
182.88,170.0,78.876953125,1,4.1015625,1.376953125,185.42,0.375,0.42974609375,0.5562304687499999,6,29.76953125,5.7421875,2.49609375,28.0,2.0,35.8515625,1.162109375,2.794921875,13.34375,185.42
182.88,170.0,324.5,1,13.90625,12.314453125,180.34,0.625,0.38498046875,0.16,5,7.25,8.0,1.056640625,29.0,0.0,25.6171875,2.0,3.5,18.0,185.42
193.04,225.0,213.083984375,1,9.2626953125,9.25,195.58,0.0,0.532900390625,0.576025390625,9,27.1064453125,0.4609375,3.19140625,29.0,0.0,40.46875,0.3564453125,3.7109375,5.5185546875,195.58
193.04,205.0,108.0,1,1.0,4.5,195.58,0.0,0.15,0.475,8,12.0,1.5,11.5,30.0,0.0,13.0,6.375,14.0,0.5,195.58
167.64,145.0,44.0,1,5.0,0.0,195.58,0.0,0.44328125,0.325,5,15.0,8.5,1.0,33.0,0.0,23.37890625,0.0,1.0,8.5,167.64
172.72,145.0,135.25,1,4.0,1.9375,195.58,0.0,0.35,0.476484375,4,42.0,16.536739349365234,4.0,26.0,0.0,38.0,2.0,5.1875,0.0,180.34
185.42,170.0,25.197021484375,1,4.25897216796875,1.78875732421875,187.96,0.000244140625,0.605,0.4530555725097656,6,9.467529296875,5.9111328125,0.664306640625,35.0,2.0,8.92095947265625,1.9450836181640625,0.9700927734375,5.47637939453125,182.88
160.02,115.0,210.625,0,11.125,6.5,160.02,0.0,0.605,0.52,1,30.125,16.536739349365234,6.625,35.0,1.0,22.625,6.375,10.75,7.25,160.02
182.88,170.0,128.1875,1,2.0,0.84375,185.42,0.0,0.335,0.475,6,15.28125,6.5,2.5,28.0,0.0,17.515625,1.0,3.421875,5.0,190.5
180.34,145.0,159.0,1,3.0,5.5,177.8,0.0,0.33375,0.4599999999999999,4,22.453125,2.0,2.0,23.0,0.0,5.875,0.0,2.1513671875,1.8125,187.96
185.42,185.0,80.75,1,17.0,0.75,185.42,0.0,0.5975,0.5,7,11.0,4.0,11.5,33.0,1.0,14.25,6.0,12.5,14.75,190.5
185.42,185.0,318.5,1,17.0,3.0,182.88,0.0,0.348125,0.4612499999999999,7,18.0,10.0,5.109375,25.0,0.0,21.75,5.125,5.1875,9.5,182.88
185.42,155.0,44.61831271648407,1,7.766117885708809,0.7295155562460423,182.88,0.5000629425048828,0.5854911910369992,0.5449999999999999,5,23.805911410599947,0.5,5.869326800107956,35.0,2.0,9.636663164943457,3.0,8.750929668545723,0.8446934334933758,185.42
187.96,170.0,324.5,1,4.25,12.0,195.58,0.0,0.605,0.3141665649414062,6,10.859481811523438,6.955375671386719,2.375,27.0,0.0,20.01953125,1.061920166015625,2.75,6.0,193.04
177.8,170.0,246.0,1,8.0,7.1953125,185.42,0.625,0.54,0.615,6,10.859375,1.0,1.5,35.0,0.0,17.2177734375,0.0,3.0,18.875,187.96
193.04,225.0,324.5,1,4.3046875,6.016571044921875,190.5,0.25,0.4716503906249999,0.41375,9,26.75,1.375,11.5,29.0,0.0,28.05322265625,1.5625,14.0,9.5,195.58
172.72,155.0,187.8165532052517,1,12.175114095211027,4.612629055976868,182.88,0.0197763741016387,0.4471033009886742,0.418603515625,5,42.1781005859375,4.998046875,9.331921070814133,33.0,2.0,31.20392483472824,5.1640625,10.904720842838287,4.52257114648819,180.34
177.8,155.0,157.25,1,2.5,1.25,172.72,0.0,0.345,0.3980859375,5,17.5,0.50390625,1.0,28.0,1.0,25.75,1.93359375,1.25,15.75,177.8
190.5,205.0,206.74609375,1,4.6171875,8.443359375,193.04,0.046875,0.46884765625,0.4723441886901856,8,5.4140625,3.1279430389404297,2.04296875,32.0,2.0,11.048828125,1.2901124954223633,2.31640625,3.32421875,193.04
182.88,185.0,61.875,1,5.421875,0.625,182.88,0.046875,0.2890625,0.46625,6,2.59375,12.75,0.3125,24.0,1.0,6.65625,5.625,0.3125,2.234375,177.8
177.8,155.0,66.0,1,8.0,0.0,175.26,0.0,0.21,0.5,3,39.0,0.0,3.0,27.0,0.0,10.0,1.0,3.0,0.0,180.34
180.34,155.0,324.5,1,17.0,2.0,177.8,0.0,0.58,0.34,5,6.0,0.0,7.0,27.0,0.0,18.0,3.0,12.0,15.0,185.42
180.34,145.0,318.5,1,10.75,4.75,175.26,0.5,0.41,0.39,4,11.375,1.0,1.25,32.0,1.0,12.5,2.0,1.5,6.125,180.34
175.26,145.0,320.53125,1,2.375,6.78125,180.34,0.625,0.4265625,0.4829687499999999,5,6.3125,1.28125,1.96875,22.0,0.0,14.0,1.609375,2.625,18.875,180.34
187.96,205.0,107.75,1,14.0,0.57470703125,185.42,0.0,0.43875,0.45,8,42.1781005859375,12.5,3.0625,25.0,0.0,28.96875,0.5,3.625,2.25,190.5
185.42,185.0,60.860595703125,1,4.4005126953125,7.04150390625,187.96,0.0,0.558187255859375,0.3675,7,20.859619140625,0.75,5.7125244140625,34.0,2.0,12.068115234375,2.0625,6.573974609375,3.0118408203125,195.58
190.5,225.0,267.3631545305252,1,11.61918318271637,12.314453125,195.58,0.0,0.4612051296234131,0.38887451171875,9,21.58525168895721,14.924175262451172,8.036951541900635,35.0,2.0,32.74202477931976,2.184028625488281,8.506272554397583,0.7777547836303711,195.58
193.04,205.0,49.125,1,9.625,0.75,190.5,0.125,0.38125,0.405,8,30.625,2.0,1.875,29.0,1.0,22.25,2.0,3.5,6.875,195.58
172.72,155.0,257.5,1,8.0,11.5,180.34,0.0,0.445,0.39375,4,14.0,1.375,6.0,30.0,0.0,22.0,1.75,7.0,10.5,175.26
182.88,205.0,271.0,1,7.25,9.5,195.58,0.25,0.51,0.3969189453124999,8,10.25,3.92626953125,1.0,31.0,1.0,17.75,3.2412109375,1.5,6.0,187.96
185.42,225.0,324.5,1,17.0,12.314453125,182.88,0.0,0.395,0.0,9,25.875,0.0,3.6484375,20.0,0.0,20.5,1.0,4.083984375,12.0,190.5
180.34,196.0,174.669921875,1,6.6875,3.4375,187.96,0.0,0.45,0.5,7,42.1781005859375,0.0,1.5,26.0,0.0,12.9375,0.0,2.0,18.25,180.34
180.34,170.0,30.375,1,15.0,0.0,193.04,0.0,0.509375,0.3309375,6,17.5,12.015625,2.0,23.0,0.0,17.0,2.65625,2.0,3.0,182.88
177.8,170.0,2.0,1,17.0,1.0,195.58,0.0,0.53,0.4425,6,14.0,3.0,5.0,30.0,0.0,28.0,0.5,5.0,0.0,193.04
167.64,135.0,13.0,1,13.0,7.0,175.26,0.0,0.26,0.3,3,42.1781005859375,7.0,3.0,26.0,0.0,40.46875,2.0,4.0,6.0,175.26
177.8,185.0,69.5,1,2.75,1.25,190.5,0.0,0.1275,0.535,7,13.5,11.75,0.25,28.0,0.0,9.5,3.25,0.5,1.5,182.88
167.64,125.0,13.25,0,17.0,4.5,172.72,0.0,0.5525,0.3612499999999999,2,35.0,1.125,11.5,30.0,0.0,39.5,1.0,14.0,17.25,165.1
167.64,135.0,5.0,1,1.0,1.0,167.64,0.0,0.28,0.424375,3,10.0,2.6875,6.0,33.0,0.0,5.0,5.125,11.0,1.0,165.1
182.88,155.0,54.09375,1,3.34375,3.03125,177.8,0.1875,0.360625,0.3142678833007812,5,8.28125,2.52996826171875,1.0,25.0,2.0,14.625,4.779754638671875,1.15625,5.21875,182.88
185.42,170.0,77.25,1,2.0,1.001953125,193.04,0.0,0.45,0.61,6,14.0,0.0,6.9375,29.0,0.0,18.5,4.0,6.625,2.0,187.96
167.64,135.0,192.5,1,2.625,5.4619140625,180.34,0.0,0.476875,0.38375,3,11.5,10.51862335205078,4.4140625,31.0,0.0,29.3125,2.0,4.9375,2.0,172.72
180.34,185.0,324.5,1,15.0,3.0,190.5,0.0,0.4,0.55,7,18.0,12.0,7.0,27.0,0.0,12.0,0.0,9.0,0.0,177.8
177.8,170.0,75.25,1,8.3046875,2.3828125,187.96,0.0,0.4396874999999999,0.355,6,31.16796875,1.0,5.05078125,35.0,2.0,21.3125,2.0,6.30859375,1.8359375,177.8
185.42,170.0,88.0,1,17.0,1.0,185.42,0.625,0.41,0.6125,6,8.0,1.6796875,2.0,30.0,0.0,23.0,0.6171875,3.0,18.0,187.96
182.88,155.0,200.4375,1,14.1875,2.9375,180.34,0.0,0.323125,0.2931904888153076,5,42.1781005859375,7.926958084106445,6.125,30.0,0.0,21.1875,1.7330083847045898,6.4375,5.625,182.88
185.42,205.0,88.375,1,5.3349609375,11.98828125,187.96,0.0,0.28380859375,0.5194522094726562,8,6.8896484375,8.15753173828125,0.1435546875,35.0,2.0,3.56640625,0.563018798828125,0.1435546875,3.1318359375,182.88
175.26,170.0,80.55908203125,1,4.60546875,1.40771484375,187.96,0.00244140625,0.4462451171875,0.5161328125,6,9.66259765625,2.029296875,3.3251953125,28.0,1.0,10.4765625,0.865234375,4.3974609375,6.6025390625,180.34
182.88,170.0,324.5,1,10.173175811767578,12.314453125,185.42,0.0655517578125,0.2989663696289062,0.313974609375,5,24.40805625915528,1.391845703125,1.1556167602539062,30.0,2.0,20.091014862060547,4.537841796875,1.6906890869140625,0.422943115234375,193.04
182.88,185.0,195.0,1,2.0,10.0,193.04,0.0,0.27,0.5275,7,14.0,0.5,9.0,27.0,0.0,14.0,5.5,12.0,2.0,195.58
182.88,155.0,19.0,1,5.0,0.0,177.8,0.0,0.39,0.51,6,42.1781005859375,3.125,11.5,27.0,0.0,40.46875,0.1875,14.0,10.0,182.88
195.58,225.0,100.0,1,10.5,1.5,187.96,0.625,0.6023046875,0.58,9,13.0,0.0,11.5,23.0,0.0,7.5,0.0,12.589839935302734,12.5592041015625,195.58
165.1,125.0,114.85775756835938,1,2.0,1.625,172.72,0.0,0.32,0.51,2,12.84375,12.0,1.0,28.0,0.0,10.125,6.0,2.625,3.0,165.1
175.26,135.0,83.25,1,2.5,1.25,193.04,0.0,0.485,0.485,3,23.5,1.0,4.0,21.0,0.0,19.0,2.75,4.25,5.5,177.8
185.42,135.0,324.5,0,4.25,12.314453125,185.42,0.0,0.445,0.421875,3,29.25,1.5,2.34375,33.0,0.0,40.46875,1.0625,4.0,8.75,182.88
165.1,145.0,324.5,1,17.0,12.314453125,177.8,0.0,0.53,0.35,4,42.1781005859375,0.0,11.5,30.0,0.0,40.46875,6.375,14.0,9.0,175.26
182.88,205.0,89.260498046875,1,17.0,0.5692138671875,195.58,0.5,0.4101599121093749,0.51314453125,8,21.8880615234375,0.048828125,1.7421875,32.0,0.0,40.46875,0.904296875,1.9453125,18.875,190.5
175.26,170.0,23.0,1,10.0,0.0,177.8,0.0,0.38,0.5549999999999999,6,5.5,7.0625,2.5,29.0,1.0,15.5,0.09375,3.0,3.0,182.88
182.88,170.0,63.9794921875,1,1.550537109375,6.26220703125,185.42,0.25,0.48368896484375,0.55296875,6,27.11083984375,11.265625,6.30224609375,33.0,2.0,17.6090087890625,6.375,7.02294921875,8.8516845703125,187.96
162.56,115.0,297.0,0,1.0,7.0,162.56,0.625,0.605,0.58,1,1.0,8.0,0.0,32.0,0.0,3.0,5.0,0.0,2.0,162.56
180.34,145.0,208.0,1,0.0,10.75,177.8,0.625,0.29,0.53689453125,4,20.5,6.984375,3.41845703125,28.0,0.0,11.8349609375,4.5,5.0,4.015625,182.88
162.56,135.0,245.6875,1,4.5625,10.0,172.72,0.0625,0.5,0.58625,2,16.375,5.71875,0.1875,23.0,2.0,14.0,1.9375,0.75,18.5,160.02
177.8,155.0,197.5625,1,12.078125,1.90625,180.34,0.5,0.4678124999999999,0.5450724673847436,5,21.703125,3.625664015766233,11.453125,35.0,0.0,20.8125,0.2937127914046868,14.0,13.015625,182.88
172.72,155.0,324.5,1,0.0,9.0,185.42,0.625,0.47,0.5449999999999999,5,7.0,1.0,2.0,34.0,0.0,16.0,1.0,2.0,8.0,180.34
182.88,170.0,11.0,1,5.5,1.0,193.04,0.625,0.4125,0.495,6,28.846923828125,1.0,4.52142333984375,26.0,0.0,27.9375,2.5,5.75,5.0,190.5
172.72,155.0,88.20539408922195,1,8.5,3.0,180.34,0.0,0.4171875,0.2238671875,5,35.375,2.34375,6.9375,35.0,0.0,9.5,2.7734375,7.75,3.0,172.72
175.26,155.0,29.5,1,4.5625,0.3125,187.96,0.0,0.389375,0.2356336069107055,5,42.1781005859375,2.984325408935547,11.5,29.0,0.0,26.8125,0.1519622802734375,14.0,0.5625,185.42
180.34,135.0,78.78125,1,2.3125,0.96875,170.18,0.28125,0.490625,0.45984375,3,23.1875,7.578125,10.46875,28.0,1.0,18.8125,1.078125,12.125,5.4375,177.8
198.12,225.0,8.0,1,2.0,6.0,195.58,0.0,0.5,0.22,9,5.0,8.0,0.0,24.0,0.0,33.0,0.5,0.0,18.875,195.58
185.42,170.0,246.0,1,15.0,4.0,182.88,0.625,0.44,0.415625,6,7.0,9.1875,3.0,24.0,0.0,31.0,1.8125,3.0,18.875,187.96
182.88,185.0,84.0,1,9.5,0.625,187.96,0.0,0.605,0.4875,7,19.25,0.25,9.875,35.0,0.0,17.875,1.25,12.625,8.375,185.42
172.72,155.0,9.0,1,2.75,2.5,177.8,0.0,0.5549999999999999,0.615,5,3.0,6.5625,0.5,28.0,2.0,6.0,0.3125,0.75,9.0,177.8
170.18,135.0,155.15625,1,1.59375,4.625,175.26,0.625,0.5653125000000001,0.245,3,11.3125,5.0625,4.21875,34.0,0.0,16.09375,2.0625,5.90625,10.78125,172.72
172.72,170.0,48.0,1,12.0,0.0,190.5,0.0,0.28,0.4526191711425781,6,42.1781005859375,2.492225646972656,7.0,34.0,0.0,32.0,0.3473186492919922,12.0,0.0,177.8
187.96,185.0,324.5,1,4.72222900390625,11.572601318359377,177.8,1.52587890625e-05,0.5534169006347656,0.4237499999999999,7,10.066543579101562,4.0,4.531753540039063,30.0,1.0,16.852127075195312,4.875,5.1941986083984375,2.8516845703125,190.5
175.26,155.0,85.0,1,2.0,0.0,177.8,0.0,0.31,0.4155780863761902,5,3.0,1.875,1.0,25.0,1.0,8.0,1.5,7.0,9.0,182.88
175.26,170.0,5.134765625,1,2.650390625,0.150390625,187.96,0.0029296875,0.317470703125,0.4628222656249999,6,30.4765625,6.12890625,2.419921875,29.0,0.0,14.859375,6.375,3.466796875,3.3818359375,180.34
182.88,205.0,265.40625,1,17.0,3.03125,190.5,0.5,0.3802685546875,0.615,8,15.474609375,4.5,7.0,30.0,0.0,5.021484375,2.75,9.0,3.8547134399414062,187.96
185.42,185.0,160.21484375,1,2.77001953125,4.3642578125,180.34,0.25,0.2807421875,0.21,7,5.759765625,11.5,0.73681640625,33.0,2.0,4.26953125,0.0,1.57568359375,1.7578125,187.96
187.96,170.0,0.0,1,8.5,1.5625,195.58,0.625,0.59,0.41,6,7.0,10.0,1.4453125,27.0,0.0,28.90625,3.0,3.0625,18.875,193.04
167.64,115.0,229.375,0,17.0,12.314453125,160.02,0.25,0.45,0.4755078124999999,1,28.25,7.8603515625,11.5,33.0,0.0,33.25,2.2744140625,14.0,1.75,165.1
172.72,155.0,94.65625,1,7.0234375,2.359375,180.34,0.015625,0.402734375,0.156171875,5,37.5625,2.48828125,5.703125,28.0,0.0,28.7109375,0.3828125,7.0703125,6.5,175.26
182.88,185.0,46.0,1,9.0,8.0,182.88,0.0,0.605,0.615,6,3.0,0.5,4.0,26.0,0.0,8.0,0.0,4.0,4.0,185.42
182.88,185.0,197.0,1,6.0,1.65625,190.5,0.0,0.51,0.5774999999999999,8,16.375,13.75,2.25,25.0,0.0,16.0625,1.5625,2.9375,6.015625,187.96
